FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
1120975	CD4+	CD4+	ANA41	553588
1120977	CXCR5-	CXCR5-	ANA78	553588
1120984	CD8-	CD8-	ANA810	553589
1120995	CCR6+	CCR6+	ANA36	553590
1121001	CD45RA-	CD45RA-	ANA816	553591
1121007	CXCR5-	CXCR5-	ANA78	553592
1121017	CD8+	CD8+	ANA810	553594
1121024	CD4-	CD4-	ANA41	553596
1121033	CD14-	CD14-	ANA804	553598
1121057	CD20-	CD20-	ANA806	553603
1121075	CD19+	CD19+	ANA805	553607
1121078	CD27-	CD27-	ANA40	553607
1121085	CD19+	CD19+	ANA805	553609
1121091	CD3-	CD3-	ANA809	553610
1121095	CD19+	CD19+	ANA805	553611
1121101	CD14-	CD14-	ANA804	553612
1121106	CD27-	CD27-	ANA40	553613
1121122	CD3-	CD3-	ANA809	553616
1121124	CD27-	CD27-	ANA40	553616
1121125	IgD-	IgD-	ANA813	553616
1121128	CD3-	CD3-	ANA809	553617
1121145	CD2-	CD2-	ANA860	553620
1121149	CD11c-	CD11c-	ANA814	553621
1121155	B7-2+	CD86+	ANA868	553622
1121156		Lin1-		553623
1121175		Lin1-		553627
1121182	BDCA2, CD303-	BDCA2-	ANA870	553628
1121185		Lin1-		553629
1121189	BDCA3-	BDCA3-	ANA894	553629
1121194	CD11c+	CD11c+	ANA814	553630
1121197	CD2-	CD2-	ANA860	553630
1121198		Lin1-		553631
1121207	BDCA2, CD303-	BDCA2-	ANA870	553632
1121210	BDCA1+	CD1c+	ANA895	553632
1121212		Lin1-		553633
1121215	CD11c+	CD11c+	ANA814	553633
1121237	BDCA1-	CD1c-	ANA895	553636
1121239		Lin1-		553637
1121240	HLADR+	HLA-DR+	ANA812	553637
1121252	B7-2-	CD86-	ANA868	553638
1121257	CD40+	CD40+	ANA42	553640
1121266	CD16-	CD16-	ANA811	553643
1121272	CD16-	CD16-	ANA811	553645
1121273	CCRL1+	CX3CR1+	ANA59	553645
1121283	HLADR+	HLA-DR+	ANA812	553648
1121285	CCRL1-	CX3CR1-	ANA59	553648
1121292	CD16+	CD16+	ANA811	553650
1121299	HLADR+	HLA-DR+	ANA812	553652
1121300	CD16-	CD16-	ANA811	553652
1121303	HLADRhi	HLA-DRhi	ANA812	553653
1121317	B7-2+	CD86+	ANA868	553657
1121322	CD14+	CD14+	ANA804	553659
1121323	HLADR+	HLA-DR+	ANA812	553659
1121330	CD14+	CD14+	ANA804	553661
1121337	SLAN+	SLAN+	ANA906	553662
1121344	CD16-	CD16-	ANA811	553664
1121357	CD4+	CD4+	ANA41	553672
1121361	CD4+	CD4+	ANA41	553673
1121368	CXCR5+	CXCR5+	ANA78	553674
1121371	CD3+	CD3+	ANA809	553675
1121377	CCR6-	CCR6-	ANA36	553675
1121384	CCR6-	CCR6-	ANA36	553676
1121407	CCR6+	CCR6+	ANA36	553679
1121411	CXCR5+	CXCR5+	ANA78	553680
1121433	CD8-	CD8-	ANA810	553683
1121435	CD45RA-	CD45RA-	ANA816	553683
1121449	CD3+	CD3+	ANA809	553686
1121451	CD8-	CD8-	ANA810	553686
1121464	CD3+	CD3+	ANA809	553688
1121470	CCR6+	CCR6+	ANA36	553688
1121473	CD4+	CD4+	ANA41	553689
1121479	CD3+	CD3+	ANA809	553690
1121498	CD45RA-	CD45RA-	ANA816	553692
1121503	CD4-	CD4-	ANA41	553693
1121506	CD4-	CD4-	ANA41	553694
1121517	CD3+	CD3+	ANA809	553697
1121518	CD4-	CD4-	ANA41	553697
1121526	CD14-	CD14-	ANA804	553699
1121553	B7-2+	CD86+	ANA868	553704
1121558	CD24+	CD24+	ANA807	553705
1121560	CD3-	CD3-	ANA809	553706
1121570	CD19+	CD19+	ANA805	553708
1121587	CD14-	CD14-	ANA804	553711
1121588	CD20+	CD20+	ANA806	553711
1121589	CD19+	CD19+	ANA805	553712
1121591	CD14-	CD14-	ANA804	553712
1121593	CD19+	CD19+	ANA805	553713
1121595	CD14-	CD14-	ANA804	553713
1121601	CD14-	CD14-	ANA804	553714
1121611	CD19+	CD19+	ANA805	553716
1121613	CD14-	CD14-	ANA804	553716
1121614	CD27-	CD27-	ANA40	553716
1121625	CD20-	CD20-	ANA806	553718
1121626	B7-2+	CD86+	ANA868	553718
1121627		Lin1-		553719
1121638	BDCA2, CD303+	BDCA2+	ANA870	553721
1121656	HLADR+	HLA-DR+	ANA812	553725
1121657	BDCA2, CD303-	BDCA2-	ANA870	553725
1121658	CD11c+	CD11c+	ANA814	553725
1121659	CD2-	CD2-	ANA860	553725
1121680	BDCA1+	CD1c+	ANA895	553729
1121687	CD2-	CD2-	ANA860	553730
1121692	BDCA3-	BDCA3-	ANA894	553731
1121696	HLADR+	HLA-DR+	ANA812	553732
1121697	BDCA2, CD303-	BDCA2-	ANA870	553732
1121702		Lin1-		553733
1121707	BDCA1+	CD1c+	ANA895	553733
1121720	BDCA1-	CD1c-	ANA895	553735
1121721	CD2-	CD2-	ANA860	553735
1121750	CD16+	CD16+	ANA811	553741
1121756	CD16-	CD16-	ANA811	553743
1121761	HLADR+	HLA-DR+	ANA812	553745
1121782	CD16+	CD16+	ANA811	553750
1121787	CD11b-	CD11b-	ANA878	553751
1121794	CD16-	CD16-	ANA811	553753
1121809	HLADR+	HLA-DR+	ANA812	553758
1121812	CD14+	CD14+	ANA804	553759
1121822	CD16-	CD16-	ANA811	553761
1121830	CD16+	CD16+	ANA811	553763
1121842	CD278+	ICOS+	ANA898	553770
1121849	CD278+	ICOS+	ANA898	553772
1121851	CD4+	CD4+	ANA41	553773
1121853	CXCR5+	CXCR5+	ANA78	553773
1121868	CD3+	CD3+	ANA809	553776
1121871	CXCR5+	CXCR5+	ANA78	553776
1121873	CXCR3+	CXCR3+	ANA76	553776
1121883	CD3+	CD3+	ANA809	553778
1121901	CXCR5+	CXCR5+	ANA78	553780
1121911	CXCR3-	CXCR3-	ANA76	553781
1121913	CD3+	CD3+	ANA809	553782
1121919	CCR6-	CCR6-	ANA36	553782
1121925	CD45RA-	CD45RA-	ANA816	553783
1121927	CD4+	CD4+	ANA41	553784
1121941	CD8-	CD8-	ANA810	553786
1121953	CCR6+	CCR6+	ANA36	553787
1121954	CD3+	CD3+	ANA809	553788
1121956	CD8-	CD8-	ANA810	553788
1121957	CXCR5-	CXCR5-	ANA78	553788
1121959	CXCR3+	CXCR3+	ANA76	553788
1121970	CD4+	CD4+	ANA41	553790
1121977	CD3+	CD3+	ANA809	553791
1121983	CCR6-	CCR6-	ANA36	553791
1122002	CXCR3+	CXCR3+	ANA76	553795
1122004	CD4-	CD4-	ANA41	553796
878572	CD19+	B lym CD19+	ANA805	454784
878574	CD20+	CD20+	ANA806	454784
878578	CD19+	Q2: CD19+	ANA805	454784
878586	IgD-	IgD-	ANA813	454785
878599	CD20+	CD20+	ANA806	454786
878600	singlet	Singlet		454787
878601		CD45+		454787
878615	CD20-	CD20-	ANA806	454788
878622	CD38+	CD38+	ANA808	454789
878625	CD20-	CD20-	ANA806	454789
878627		CD45+		454790
878628	CD19+	B lym CD19+	ANA805	454790
878652	CD19+	B lym CD19+	ANA805	454794
878653	singlet	Singlet		454795
878664		CD45+		454796
878687	CD20-	CD20-	ANA806	454798
878690	singlet	Singlet		454799
878701	CD19+	B lym CD19+	ANA805	454800
878715	CD38+	CD38+	ANA808	454801
878722		CD45+		454803
878730		CD45+		454805
878739	CD19+	Q2: CD19+	ANA805	454806
878779		Freq. of		454810
878815	CD19+	Q2: CD19+	ANA805	454816
878820		CD45+		454817
878826		Freq. of		454817
878832	CD19+	Q2: CD19+	ANA805	454818
878850		CD45+		454820
878856	singlet	Singlet		454821
878866		CD45+		454822
878876		CD45+		454823
878883		Freq. of		454823
878886		Plasmablast		454824
879884		CD45+		454957
879892		CD45+		454959
879898	singlet	Singlet		454960
879903	CD27-	CD27-	ANA40	454960
879907	CD20+	CD20+	ANA806	454960
879917	CD20+	CD20+	ANA806	454961
879918	singlet	Singlet		454962
879929		CD45+		454963
879942	CD19+	Q3: CD19+	ANA805	454964
879949	CD27+	B lym CD27+	ANA40	454965
879951		Freq. of		454965
879955		CD45+		454966
879979		Freq. of		454970
879988		Freq. of		454971
879992		CD45+		454972
880015	CD20-	CD20-	ANA806	454974
880026	CD20-	CD20-	ANA806	454975
880030	CD19+	Q3: CD19+	ANA805	454976
880043	CD38+	CD38+	ANA808	454977
880050		CD45+		454979
880054	CD19+	B lym CD19+	ANA805	454980
880056		CD45+		454980
880058		CD45+		454981
880065		CD45+		454982
880067	CD19+	Q2: CD19+	ANA805	454982
880073	CD20+	CD20+	ANA806	454982
880077	CD19+	Q2: CD19+	ANA805	454983
880107		Freq. of		454986
880111		CD45+		454987
880120	singlet	Singlet		454988
880127	CD138+	CD138+	ANA891	454988
880131		Plasmablast		454989
880153	IgD+	IgD+	ANA813	454993
880156	CD20+	CD20+	ANA806	454993
880158		CD45+		454994
880163	IgD-	IgD-	ANA813	454994
880167	singlet	Singlet		454995
880184	singlet	Singlet		454997
880194		CD45+		454998
880198	CD27+	B lym CD27+	ANA40	454998
880199	CD38+	CD38+	ANA808	454998
880204		CD45+		454999
880209	CD38+	CD38+	ANA808	454999
880211		Freq. of		454999
880553		Freq. of		455046
880575	CD19+	Q2: CD19+	ANA805	455049
880617	CD20-	CD20-	ANA806	455053
880619		CD45+		455054
880637		CD45+		455057
880638	singlet	Singlet		455058
880653	CD19+	Q2: CD19+	ANA805	455059
880658	CD19+	Q2: CD19+	ANA805	455060
880663	CD19+	Q2: CD19+	ANA805	455060
880670	CD24+	CD24+	ANA807	455061
880673	CD19+	Q2: CD19+	ANA805	455061
880675	singlet	Singlet		455062
880697	CD38+	CD38+	ANA808	455064
880698		Freq. of		455064
880712		Plasmablast		455066
880715		Count		455067
880728	singlet	Singlet		455070
880734	IgD+	IgD+	ANA813	455070
880749		CD45+		455072
880750	CD19+	B lym CD19+	ANA805	455072
880753	CD24+	CD24+	ANA807	455072
880766		CD45+		455074
880774	singlet	Singlet		455075
880783	CD20-	CD20-	ANA806	455075
880784	singlet	Singlet		455076
880785		CD45+		455076
880792		Freq. of		455076
880796	singlet	Singlet		455078
880799	singlet	Singlet		455079
880817	IgD+	IgD+	ANA813	455081
880831	singlet	Singlet		455083
880838		Freq. of		455083
880845	CD20-	CD20-	ANA806	455084
880847	CD19+	B lym CD19+	ANA805	455084
880856	CD20-	CD20-	ANA806	455085
880865	CD19+	Q3: CD19+	ANA805	455086
880866	CD20-	CD20-	ANA806	455086
880867	singlet	Singlet		455087
880876	CD27+	B lym CD27+	ANA40	455087
880880		CD45+		455089
880911		Freq. of		455093
880921		Freq. of		455094
880945	CD27+	B lym CD27+	ANA40	455097
880951		CD45+		455098
880958		Freq. of		455098
880960		Sum of Plasma cells		455099
880961		Plasmablast		455099
880966		CD45+		455101
880974	CD20+	CD20+	ANA806	455102
880981	CD20+	CD20+	ANA806	455103
880985	CD19+	Q2: CD19+	ANA805	455103
880989	CD19+	B lym CD19+	ANA805	455104
880991	CD20+	CD20+	ANA806	455104
881004		Freq. of		455105
881012		Freq. of		455106
881021	CD19+	Q3: CD19+	ANA805	455107
881048	singlet	Singlet		455112
881059	CD19+	B lym CD19+	ANA805	455113
881071		CD45+		455115
881073	CD19+	Q2: CD19+	ANA805	455115
881076	IgD-	IgD-	ANA813	455115
881095		Freq. of		455117
881100	CD19+	Q3: CD19+	ANA805	455118
881107		CD45+		455119
881110	CD20-	CD20-	ANA806	455119
881111	CD27+	B lym CD27+	ANA40	455119
881124		Freq. of		455120
881127		Plasmablast		455121
881130		Count		455122
881134		Freq. of		455123
881147	CD20+	CD20+	ANA806	455125
881158	CD27+	CD27+	ANA40	455126
881162	CD20+	CD20+	ANA806	455126
881163	singlet	Singlet		455127
881181		CD45+		455129
881189	singlet	Singlet		455130
881192	CD19+	Q3: CD19+	ANA805	455130
881196		Freq. of		455130
881229	CD19+	Q2: CD19+	ANA805	455136
881240	CD20+	CD20+	ANA806	455137
881253		Freq. of		455138
881259	CD19+	Q3: CD19+	ANA805	455139
881267	CD20-	CD20-	ANA806	455140
881282	singlet	Singlet		455142
881287	CD27+	B lym CD27+	ANA40	455142
881293		Plasmablast		455143
881300		Freq. of		455145
881316		Freq. of		455147
881341	CD19+	B lym CD19+	ANA805	455150
881342	CD19+	Q3: CD19+	ANA805	455150
881343	CD20-	CD20-	ANA806	455150
881346	singlet	Singlet		455151
881359	CD20-	CD20-	ANA806	455152
881394	CD19+	B lym CD19+	ANA805	455158
881401	CD20+	CD20+	ANA806	455158
881404	CD19+	B lym CD19+	ANA805	455159
881418	CD38+	CD38+	ANA808	455160
881432	CD19+	Q3: CD19+	ANA805	455162
881445		Freq. of		455163
881448	singlet	Singlet		455164
881454	CD38+	CD38+	ANA808	455164
881459		Plasmablast		455165
881462		Count		455166
881476		CD45+		455169
881488	CD19+	Q2: CD19+	ANA805	455170
881493	CD19+	Q2: CD19+	ANA805	455170
881515	CD19+	Q3: CD19+	ANA805	455173
881523	CD19+	B lym CD19+	ANA805	455174
881524	CD19+	Q3: CD19+	ANA805	455174
881527	CD38+	CD38+	ANA808	455174
881535	CD20-	CD20-	ANA806	455175
881538	CD138+	CD138+	ANA891	455175
881539		Freq. of		455175
881543	singlet	Singlet		455177
881545		Count		455177
881548	CD19+	B lym CD19+	ANA805	455178
881559		CD45+		455180
881578	singlet	Singlet		455182
881588	singlet	Singlet		455183
881593		Freq. of		455183
881594	CD19+	B lym CD19+	ANA805	455183
881596		CD45+		455184
881623	CD27+	B lym CD27+	ANA40	455186
881629	singlet	Singlet		455189
881646	CD27-	CD27-	ANA40	455191
881647	IgD+	IgD+	ANA813	455191
881667	CD38+	CD38+	ANA808	455193
881677	CD19+	B lym CD19+	ANA805	455194
881695	CD19+	Q3: CD19+	ANA805	455196
881703	CD38+	CD38+	ANA808	455197
881707		Sum of Plasma cells		455198
881708		Plasmablast		455198
881740	IgD-	IgD-	ANA813	455203
881761	singlet	Singlet		455206
881769	CD20-	CD20-	ANA806	455206
881774	CD20-	CD20-	ANA806	455207
881776	CD38+	CD38+	ANA808	455207
881782	CD19+	B lym CD19+	ANA805	455208
881789	CD27+	B lym CD27+	ANA40	455208
881807	singlet	Singlet		455213
881826	CD20+	CD20+	ANA806	455214
881829	CD19+	B lym CD19+	ANA805	455215
881857	CD20-	CD20-	ANA806	455218
881859	CD38+	CD38+	ANA808	455218
882547	singlet	Singlet		455311
882560	IgD+	IgD+	ANA813	455312
882565		CD45+		455313
882566	CD19+	B lym CD19+	ANA805	455313
882574	singlet	Singlet		455314
882582	CD19+	Q2: CD19+	ANA805	455314
882583	CD20+	CD20+	ANA806	455314
882584	singlet	Singlet		455315
882588	CD20-	CD20-	ANA806	455315
882596	CD27+	B lym CD27+	ANA40	455316
882610	singlet	Singlet		455318
882627	CD19+	B lym CD19+	ANA805	455321
882630	singlet	Singlet		455322
882632	CD19+	B lym CD19+	ANA805	455322
882634	CD20+	CD20+	ANA806	455322
882646	CD20+	CD20+	ANA806	455323
882650	CD19+	Q2: CD19+	ANA805	455324
882651	CD20+	CD20+	ANA806	455324
882658		CD45+		455325
882664		Freq. of		455325
882672		Freq. of		455326
882677	CD19+	Q3: CD19+	ANA805	455327
882701		Freq. of		455329
882705	singlet	Singlet		455331
882708	singlet	Singlet		455332
882717	CD20+	CD20+	ANA806	455333
882719	CD19+	B lym CD19+	ANA805	455333
882730	singlet	Singlet		455335
882733	CD19+	Q2: CD19+	ANA805	455335
882739	CD20+	CD20+	ANA806	455335
882748	CD19+	Q2: CD19+	ANA805	455336
882750	singlet	Singlet		455337
882752	CD19+	B lym CD19+	ANA805	455337
882780	CD20-	CD20-	ANA806	455340
882785	CD27+	B lym CD27+	ANA40	455340
882790		Count		455342
882805	CD19+	B lym CD19+	ANA805	455345
882843	CD19+	Q3: CD19+	ANA805	455349
882851	CD19+	B lym CD19+	ANA805	455350
882853	CD20-	CD20-	ANA806	455350
882869		Sum of Plasma cells		455352
883540	CD19+	B lym CD19+	ANA805	455442
883547	CD20+	CD20+	ANA806	455443
883550	singlet	Singlet		455444
883554	CD20+	CD20+	ANA806	455444
883556	IgD+	IgD+	ANA813	455444
883563	CD19+	Q2: CD19+	ANA805	455445
883569	CD20+	CD20+	ANA806	455445
883572	CD19+	B lym CD19+	ANA805	455446
883586	CD19+	B lym CD19+	ANA805	455447
883593		Freq. of		455448
883594	CD19+	Q3: CD19+	ANA805	455448
883605	CD20-	CD20-	ANA806	455449
883624		Freq. of		455453
883638	CD27-	CD27-	ANA40	455455
883639	IgD+	IgD+	ANA813	455455
883647	CD20+	CD20+	ANA806	455456
883649	IgD-	IgD-	ANA813	455456
883654		CD45+		455457
883661	CD19+	Q2: CD19+	ANA805	455457
883667	CD20-	CD20-	ANA806	455458
883672	CD19+	B lym CD19+	ANA805	455459
883674	CD20-	CD20-	ANA806	455459
883676		Freq. of		455459
883679	singlet	Singlet		455460
883687	CD19+	Q3: CD19+	ANA805	455460
883697		Freq. of		455461
883726	singlet	Singlet		455467
883727		CD45+		455467
883735	CD20+	CD20+	ANA806	455467
883738	CD19+	B lym CD19+	ANA805	455468
883752	CD19+	B lym CD19+	ANA805	455469
883767	CD27+	B lym CD27+	ANA40	455471
883784	singlet	Singlet		455474
883787	singlet	Singlet		455475
883791		CD45+		455475
883794	CD19+	B lym CD19+	ANA805	455476
883804	CD27-	CD27-	ANA40	455477
883813	CD20+	CD20+	ANA806	455478
883822	CD19+	Q2: CD19+	ANA805	455479
883828	CD20+	CD20+	ANA806	455479
883829	singlet	Singlet		455480
883835	CD19+	B lym CD19+	ANA805	455480
883848	CD19+	Q3: CD19+	ANA805	455482
883852		Freq. of		455482
883857	CD19+	B lym CD19+	ANA805	455483
884536	CD19+	B lym CD19+	ANA805	455574
884556	singlet	Singlet		455577
884582	CD19+	B lym CD19+	ANA805	455579
884588	CD27+	B lym CD27+	ANA40	455580
884590	CD19+	Q3: CD19+	ANA805	455580
884591	CD20-	CD20-	ANA806	455580
884595	CD19+	Q3: CD19+	ANA805	455581
884602	singlet	Singlet		455582
884607	CD27+	B lym CD27+	ANA40	455582
884614	singlet	Singlet		455584
884625	CD19+	Q2: CD19+	ANA805	455586
884634	CD27-	CD27-	ANA40	455587
884642	CD19+	Q2: CD19+	ANA805	455588
884665	CD19+	B lym CD19+	ANA805	455590
884669	CD19+	Q3: CD19+	ANA805	455591
884670	CD20-	CD20-	ANA806	455591
884671	CD27+	B lym CD27+	ANA40	455591
884686		CD45+		455593
884703		Freq. of		455596
884705	singlet	Singlet		455597
884715	CD19+	Q2: CD19+	ANA805	455598
884724	CD19+	B lym CD19+	ANA805	455599
884729		Freq. of		455599
884741	CD20+	CD20+	ANA806	455600
884744	CD19+	B lym CD19+	ANA805	455601
884753	CD20-	CD20-	ANA806	455602
884762	CD20-	CD20-	ANA806	455603
884763	CD27+	B lym CD27+	ANA40	455603
884767	CD20-	CD20-	ANA806	455603
884768	singlet	Singlet		455604
884789		CD45+		455608
884805	singlet	Singlet		455610
884808	CD19+	Q2: CD19+	ANA805	455610
884818	CD19+	Q2: CD19+	ANA805	455611
884827	CD19+	B lym CD19+	ANA805	455612
884836	CD20-	CD20-	ANA806	455613
884840	CD20-	CD20-	ANA806	455613
884846	CD27+	B lym CD27+	ANA40	455614
884864		CD45+		455617
884867		CD45+		455618
884872		CD45+		455619
884873	CD19+	B lym CD19+	ANA805	455619
884878	singlet	Singlet		455620
884886	CD19+	Q2: CD19+	ANA805	455620
884911	CD19+	Q3: CD19+	ANA805	455623
884914	CD19+	B lym CD19+	ANA805	455623
884939	CD27+	B lym CD27+	ANA40	455626
884953		CD45+		455629
884957	CD19+	Q2: CD19+	ANA805	455630
884959		Freq. of		455630
884968		Freq. of		455631
884978		Freq. of		455632
884983	CD19+	B lym CD19+	ANA805	455633
884993	CD19+	B lym CD19+	ANA805	455634
884998	singlet	Singlet		455635
885002	CD20-	CD20-	ANA806	455635
885013	CD38+	CD38+	ANA808	455636
885022	CD27+	B lym CD27+	ANA40	455637
885029	singlet	Singlet		455639
885044	singlet	Singlet		455642
885061		Freq. of		455643
885064	singlet	Singlet		455644
885068	CD20+	CD20+	ANA806	455644
885103	CD19+	Q3: CD19+	ANA805	455648
885110		Sum of Plasma cells		455649
885114		Count		455650
885117	CD19+	B lym CD19+	ANA805	455651
885119		CD45+		455651
885121		CD45+		455652
885126	CD19+	B lym CD19+	ANA805	455652
885137	singlet	Singlet		455654
885152	CD24+	CD24+	ANA807	455655
885167	CD19+	Q3: CD19+	ANA805	455657
885173	singlet	Singlet		455658
885195	singlet	Singlet		455661
885205	CD19+	B lym CD19+	ANA805	455663
885218	CD19+	Q2: CD19+	ANA805	455664
885220	singlet	Singlet		455665
885222	CD19+	B lym CD19+	ANA805	455665
885237		Freq. of		455666
885243	CD19+	Q3: CD19+	ANA805	455667
885246	CD19+	B lym CD19+	ANA805	455667
885250	CD19+	Q3: CD19+	ANA805	455668
885257		CD45+		455669
885263		Freq. of		455669
885272	CD38+	CD38+	ANA808	455670
885285		CD45+		455673
885292	CD19+	B lym CD19+	ANA805	455674
885293	singlet	Singlet		455675
885294		CD45+		455675
885299	IgD+	IgD+	ANA813	455675
885309	IgD-	IgD-	ANA813	455676
885335	CD27+	B lym CD27+	ANA40	455679
885337	CD19+	Q3: CD19+	ANA805	455679
885339	singlet	Singlet		455680
885349	singlet	Singlet		455681
885351	CD19+	B lym CD19+	ANA805	455681
885359		Sum of Plasma cells		455682
885372	CD19+	Q2: CD19+	ANA805	455685
885376	singlet	Singlet		455686
885394	CD19+	Q2: CD19+	ANA805	455687
885402	CD38+	CD38+	ANA808	455688
885403		Freq. of		455688
885404	CD19+	Q2: CD19+	ANA805	455688
885407		CD45+		455689
885414		CD45+		455690
885433		CD45+		455692
885439	CD138+	CD138+	ANA891	455692
885443		Plasmablast		455693
885450		Freq. of		455695
885481	CD19+	B lym CD19+	ANA805	455699
885482	CD19+	Q2: CD19+	ANA805	455699
885494		Freq. of		455700
885509	CD20-	CD20-	ANA806	455702
885518	CD19+	Q3: CD19+	ANA805	455703
885523		Freq. of		455703
885529		Count		455705
885536		CD45+		455707
885538	CD19+	Q2: CD19+	ANA805	455707
885544	CD19+	B lym CD19+	ANA805	455708
885554	CD19+	B lym CD19+	ANA805	455709
885567	CD24+	CD24+	ANA807	455710
885573		CD45+		455711
885581	CD19+	B lym CD19+	ANA805	455712
885589		CD45+		455713
885591	CD19+	Q3: CD19+	ANA805	455713
885609		Plasmablast		455715
885614		CD45+		455717
885633	CD19+	Q2: CD19+	ANA805	455719
885663		CD45+		455723
885667	CD27+	B lym CD27+	ANA40	455723
885672		CD45+		455724
885678		Freq. of		455724
885682		CD45+		455725
885686	CD27+	B lym CD27+	ANA40	455725
885693	singlet	Singlet		455727
885696	singlet	Singlet		455728
885697		CD45+		455728
885703	CD19+	B lym CD19+	ANA805	455729
885706		Freq. of		455729
885720	CD19+	B lym CD19+	ANA805	455731
885732	CD20+	CD20+	ANA806	455732
885733	CD24+	CD24+	ANA807	455732
885774		Sum of Plasma cells		455737
885789		Freq. of		455740
885790	CD19+	B lym CD19+	ANA805	455740
885815	CD20+	CD20+	ANA806	455743
885824	CD19+	Q3: CD19+	ANA805	455744
885825	CD20-	CD20-	ANA806	455744
885833	CD27+	B lym CD27+	ANA40	455745
886199	singlet	Singlet		455795
886202	CD19+	Q2: CD19+	ANA805	455795
886205	CD19+	B lym CD19+	ANA805	455795
886207		CD45+		455796
886210	CD20+	CD20+	ANA806	455796
886220	CD20+	CD20+	ANA806	455797
886221	CD27+	CD27+	ANA40	455797
886225	CD20+	CD20+	ANA806	455797
886226	singlet	Singlet		455798
886231	CD24+	CD24+	ANA807	455798
886236	singlet	Singlet		455799
886240	CD20-	CD20-	ANA806	455799
886265	CD19+	Q3: CD19+	ANA805	455802
886268	CD38+	CD38+	ANA808	455802
886278		CD45+		455805
886286	CD20+	CD20+	ANA806	455806
886289	singlet	Singlet		455807
886315	CD38+	CD38+	ANA808	455809
886319	singlet	Singlet		455810
886325	CD19+	B lym CD19+	ANA805	455810
886330	CD20-	CD20-	ANA806	455811
886355		Sum of Plasma cells		455814
886363		Freq. of		455816
886367	CD19+	B lym CD19+	ANA805	455817
886394	CD19+	B lym CD19+	ANA805	455820
886397	CD24+	CD24+	ANA807	455820
886404	CD19+	B lym CD19+	ANA805	455821
886405	CD19+	Q3: CD19+	ANA805	455821
886409	singlet	Singlet		455822
886410		CD45+		455822
886430	CD19+	B lym CD19+	ANA805	455824
886436		Freq. of		455824
886437	CD27+	B lym CD27+	ANA40	455824
886447		CD45+		455827
886452	CD20+	CD20+	ANA806	455828
886461	IgD+	IgD+	ANA813	455829
886466		CD45+		455830
886476		CD45+		455831
886487	CD19+	B lym CD19+	ANA805	455832
886496	CD20-	CD20-	ANA806	455833
886502		CD45+		455834
886510	CD20-	CD20-	ANA806	455834
886522		Plasmablast		455836
1085002	CD11c-	CD11c-	ANA814	545863
1085005	BDCA2, CD303-	BDCA2-	ANA870	545864
1085021	CD8+	CD8+	ANA810	545872
1085022	CD3+	CD3+	ANA809	545873
1085029	CD45RA+	CD45RA+	ANA816	545874
1085031	CD8+	CD8+	ANA810	545875
1085053	CD4+	CD4+	ANA41	545881
1085055	CD45RA-	CD45RA-	ANA816	545881
1085072	CD4+	CD4+	ANA41	545885
1085080	CXCR5+	CXCR5+	ANA78	545886
1085095	CXCR3-	CXCR3-	ANA76	545888
1085100	CD45RA-	CD45RA-	ANA816	545889
1085104		Lin1-		545890
1085113	CD11c+	CD11c+	ANA814	545892
1085128	CD8+	CD8+	ANA810	545900
1085136	CD45RA+	CD45RA+	ANA816	545902
1085145	CD3+	CD3+	ANA809	545905
1085151	CD3+	CD3+	ANA809	545907
1085159	CD3+	CD3+	ANA809	545909
1085160	CD4+	CD4+	ANA41	545909
1085189	CXCR3-	CXCR3-	ANA76	545914
1085198	CD3+	CD3+	ANA809	545916
1085211		Lin1-		545918
1085218	HLADR+	HLA-DR+	ANA812	545920
1085221	granulocyte	granulocyte		545921
1085229	CCRL1hi	CX3CR1hi	ANA59	545925
1085245	CD8+	CD8+	ANA810	545931
1085249	CD8+	CD8+	ANA810	545932
1085250	CCR7-	CCR7-	ANA37	545932
1085256	CCR7+	CCR7+	ANA37	545934
1085257	CD45RA-	CD45RA-	ANA816	545934
1085266	CD3+	CD3+	ANA809	545937
1085273	CD45RA-	CD45RA-	ANA816	545938
1085293	CD4+	CD4+	ANA41	545942
1085314	CD45RA-	CD45RA-	ANA816	545945
1085323	CD11c-	CD11c-	ANA814	545947
1085329	CD16+	CD16+ neutrophil	ANA811	545950
1085331	SLAN+	SLAN+	ANA906	545951
1085342	CD8+	CD8+	ANA810	545956
1085351	CD3+	CD3+	ANA809	545959
1085364	CD45RA-	CD45RA-	ANA816	545962
1085366	CD4+	CD4+	ANA41	545963
1085367	CCR7+	CCR7+	ANA37	545963
1085389	CD45RA-	CD45RA-	ANA816	545968
1085400	CD4+	CD4+	ANA41	545970
1085405	CD3+	CD3+	ANA809	545971
1085430	CD11c-	CD11c-	ANA814	545975
1085431		Lin1-		545976
1085454	CD3+	CD3+	ANA809	545986
1085468	CD3+	CD3+	ANA809	545990
1085469	CD4+	CD4+	ANA41	545990
1085474	CCR7+	CCR7+	ANA37	545991
1085486	CXCR5+	CXCR5+	ANA78	545994
1085489	CD4+	CD4+	ANA41	545995
1085492	CD278+	ICOS+	ANA898	545995
1085499	CD3+	CD3+	ANA809	545997
1085502	CD45RA-	CD45RA-	ANA816	545997
1085521	CXCR5+	CXCR5+	ANA78	546000
