EXPSAMPLE_ACCESSION	TREATMENT_ACCESSION
ES717652	TRT36
ES717653	TRT37
ES717655	TRT37
ES717656	TRT34
ES717656	TRT36
ES717610	TRT37
ES717613	TRT34
ES717613	TRT37
ES717615	TRT36
ES717616	TRT36
ES717617	TRT35
ES717620	TRT37
ES717621	TRT35
ES773839	TRT1166
ES773869	TRT1166
ES773874	TRT1166
ES773879	TRT1166
ES773893	TRT1166
ES773902	TRT1166
ES773905	TRT1166
ES773936	TRT1166
ES773937	TRT1166
ES773943	TRT1166
ES773946	TRT1166
ES786715	TRT1332
ES786716	TRT1332
ES786725	TRT1332
ES786739	TRT1332
ES773974	TRT1166
ES774003	TRT1166
ES774005	TRT1166
ES774006	TRT1166
ES774011	TRT1166
ES774012	TRT1166
ES774023	TRT1166
ES774026	TRT1166
ES774047	TRT1166
ES786788	TRT1332
ES786799	TRT1332
ES786802	TRT1332
ES786803	TRT1332
ES786804	TRT1332
ES786810	TRT1332
ES786822	TRT1332
ES786826	TRT1332
ES786827	TRT1332
ES786828	TRT1332
ES786842	TRT1332
ES786845	TRT1332
ES786866	TRT1332
ES786873	TRT1332
ES786879	TRT1332
ES786945	TRT1332
ES786952	TRT1332
ES786958	TRT1332
ES786959	TRT1332
ES786978	TRT1332
ES786980	TRT1332
ES786982	TRT1332
ES789186	TRT1332
ES788336	TRT1332
ES788344	TRT1332
ES788347	TRT1332
ES788382	TRT1332
ES788399	TRT1332
ES788402	TRT1332
ES788406	TRT1332
ES788414	TRT1332
ES788423	TRT1332
ES788424	TRT1332
ES788427	TRT1332
ES788436	TRT1332
ES788445	TRT1332
ES788447	TRT1332
ES788450	TRT1332
ES788456	TRT1332
ES788460	TRT1332
ES788461	TRT1332
ES788466	TRT1332
ES789191	TRT1332
ES789197	TRT1332
ES789221	TRT1332
ES789254	TRT1332
ES773661	TRT1166
ES773665	TRT1166
ES773667	TRT1166
ES773738	TRT1166
ES773752	TRT1166
ES773753	TRT1166
ES773758	TRT1166
ES773766	TRT1166
ES773768	TRT1166
ES773777	TRT1166
ES773797	TRT1166
ES773809	TRT1166
ES773635	TRT1166
ES788922	TRT1332
ES788962	TRT1332
ES788969	TRT1332
ES788972	TRT1332
ES788974	TRT1332
ES787050	TRT1332
ES787051	TRT1332
ES787054	TRT1332
ES787058	TRT1332
ES717643	TRT37
ES717644	TRT37
ES717647	TRT36
ES717652	TRT35
ES717652	TRT37
ES717656	TRT37
ES717616	TRT35
ES717619	TRT37
ES773812	TRT1166
ES773870	TRT1166
ES773877	TRT1166
ES773916	TRT1166
ES773924	TRT1166
ES773928	TRT1166
ES786711	TRT1332
ES786723	TRT1332
ES786727	TRT1332
ES786732	TRT1332
ES786734	TRT1332
ES786740	TRT1332
ES773972	TRT1166
ES773975	TRT1166
ES774052	TRT1166
ES774067	TRT1166
ES786796	TRT1332
ES786814	TRT1332
ES786816	TRT1332
ES786819	TRT1332
ES786823	TRT1332
ES786848	TRT1332
ES786865	TRT1332
ES786868	TRT1332
ES786886	TRT1332
ES786939	TRT1332
ES786941	TRT1332
ES786968	TRT1332
ES786983	TRT1332
ES788352	TRT1332
ES788362	TRT1332
ES788381	TRT1332
ES788396	TRT1332
ES788403	TRT1332
ES788407	TRT1332
ES788411	TRT1332
ES788415	TRT1332
ES788419	TRT1332
ES788421	TRT1332
ES788439	TRT1332
ES788448	TRT1332
ES788452	TRT1332
ES788455	TRT1332
ES788458	TRT1332
ES789192	TRT1332
ES789198	TRT1332
ES789200	TRT1332
ES789227	TRT1332
ES789253	TRT1332
ES773702	TRT1166
ES773764	TRT1166
ES773778	TRT1166
ES773787	TRT1166
ES773798	TRT1166
ES773800	TRT1166
ES773646	TRT1166
ES773658	TRT1166
ES773659	TRT1166
ES788913	TRT1332
ES788918	TRT1332
ES788925	TRT1332
ES788929	TRT1332
ES788945	TRT1332
ES788946	TRT1332
ES788960	TRT1332
ES788966	TRT1332
ES788970	TRT1332
ES788971	TRT1332
ES717641	TRT35
ES717642	TRT35
ES717645	TRT34
ES717652	TRT34
ES717653	TRT35
ES717654	TRT35
ES717654	TRT36
ES717654	TRT37
ES717611	TRT37
ES717612	TRT36
ES717614	TRT34
ES717615	TRT37
ES717616	TRT34
ES717617	TRT34
ES717617	TRT37
ES717620	TRT34
ES717621	TRT34
ES773866	TRT1166
ES773872	TRT1166
ES773914	TRT1166
ES773915	TRT1166
ES773917	TRT1166
ES773939	TRT1166
ES786713	TRT1332
ES786720	TRT1332
ES786721	TRT1332
ES786722	TRT1332
ES786730	TRT1332
ES773973	TRT1166
ES773991	TRT1166
ES774001	TRT1166
ES774010	TRT1166
ES774036	TRT1166
ES774037	TRT1166
ES774046	TRT1166
ES774049	TRT1166
ES774050	TRT1166
ES774056	TRT1166
ES786784	TRT1332
ES786785	TRT1332
ES786797	TRT1332
ES786806	TRT1332
ES786808	TRT1332
ES786809	TRT1332
ES786830	TRT1332
ES786835	TRT1332
ES786840	TRT1332
ES786850	TRT1332
ES786852	TRT1332
ES786854	TRT1332
ES786857	TRT1332
ES786860	TRT1332
ES786864	TRT1332
ES786881	TRT1332
ES786885	TRT1332
ES786936	TRT1332
ES786961	TRT1332
ES786962	TRT1332
ES786964	TRT1332
ES786967	TRT1332
ES786969	TRT1332
ES786971	TRT1332
ES786973	TRT1332
ES786975	TRT1332
ES786976	TRT1332
ES789185	TRT1332
ES788335	TRT1332
ES788343	TRT1332
ES788349	TRT1332
ES788350	TRT1332
ES788367	TRT1332
ES788377	TRT1332
ES788410	TRT1332
ES788416	TRT1332
ES788429	TRT1332
ES788430	TRT1332
ES789190	TRT1332
ES789195	TRT1332
ES789202	TRT1332
ES789223	TRT1332
ES789226	TRT1332
ES773666	TRT1166
ES773683	TRT1166
ES773712	TRT1166
ES773733	TRT1166
ES773739	TRT1166
ES773747	TRT1166
ES773785	TRT1166
ES773794	TRT1166
ES788915	TRT1332
ES788921	TRT1332
ES788927	TRT1332
ES788943	TRT1332
ES788944	TRT1332
ES788951	TRT1332
ES788952	TRT1332
ES788953	TRT1332
ES787039	TRT1332
ES787041	TRT1332
ES787044	TRT1332
ES787049	TRT1332
ES787053	TRT1332
ES717641	TRT34
ES717641	TRT36
ES717642	TRT34
ES717642	TRT37
ES717643	TRT35
ES717644	TRT36
ES717647	TRT35
ES717649	TRT34
ES717655	TRT36
ES717607	TRT37
ES717608	TRT36
ES717609	TRT35
ES717609	TRT36
ES717611	TRT36
ES717613	TRT36
ES717614	TRT37
ES717615	TRT34
ES717618	TRT37
ES717622	TRT37
ES773833	TRT1166
ES773851	TRT1166
ES773868	TRT1166
ES773873	TRT1166
ES773891	TRT1166
ES773922	TRT1166
ES773938	TRT1166
ES786710	TRT1332
ES786712	TRT1332
ES786724	TRT1332
ES786726	TRT1332
ES786736	TRT1332
ES773994	TRT1166
ES773999	TRT1166
ES774000	TRT1166
ES774048	TRT1166
ES786792	TRT1332
ES786794	TRT1332
ES786795	TRT1332
ES786805	TRT1332
ES786807	TRT1332
ES786834	TRT1332
ES786839	TRT1332
ES786843	TRT1332
ES786851	TRT1332
ES786853	TRT1332
ES786870	TRT1332
ES786871	TRT1332
ES786876	TRT1332
ES786878	TRT1332
ES786882	TRT1332
ES786949	TRT1332
ES786981	TRT1332
ES786984	TRT1332
ES788339	TRT1332
ES788341	TRT1332
ES788369	TRT1332
ES788371	TRT1332
ES788372	TRT1332
ES788379	TRT1332
ES788393	TRT1332
ES788433	TRT1332
ES788438	TRT1332
ES788443	TRT1332
ES788446	TRT1332
ES788454	TRT1332
ES788462	TRT1332
ES789201	TRT1332
ES773676	TRT1166
ES773708	TRT1166
ES773732	TRT1166
ES773748	TRT1166
ES773799	TRT1166
ES773644	TRT1166
ES773650	TRT1166
ES773656	TRT1166
ES788923	TRT1332
ES788934	TRT1332
ES788936	TRT1332
ES788939	TRT1332
ES788940	TRT1332
ES788941	TRT1332
ES788947	TRT1332
ES788949	TRT1332
ES788965	TRT1332
ES787040	TRT1332
ES787042	TRT1332
ES787045	TRT1332
ES787047	TRT1332
ES787052	TRT1332
ES787061	TRT1332
ES787066	TRT1332
ES717647	TRT34
ES717650	TRT34
ES717650	TRT36
ES717651	TRT35
ES717651	TRT36
ES717607	TRT35
ES717608	TRT35
ES717609	TRT34
ES717610	TRT35
ES717611	TRT35
ES717612	TRT35
ES717614	TRT35
ES717617	TRT36
ES717618	TRT35
ES717619	TRT35
ES717619	TRT36
ES773814	TRT1166
ES773834	TRT1166
ES773858	TRT1166
ES773859	TRT1166
ES773860	TRT1166
ES773878	TRT1166
ES773903	TRT1166
ES773926	TRT1166
ES773929	TRT1166
ES773944	TRT1166
ES786708	TRT1332
ES786728	TRT1332
ES786737	TRT1332
ES786741	TRT1332
ES773978	TRT1166
ES774009	TRT1166
ES774013	TRT1166
ES774025	TRT1166
ES774038	TRT1166
ES774045	TRT1166
ES774053	TRT1166
ES774066	TRT1166
ES786786	TRT1332
ES786789	TRT1332
ES786793	TRT1332
ES786801	TRT1332
ES786818	TRT1332
ES786821	TRT1332
ES786831	TRT1332
ES786832	TRT1332
ES786833	TRT1332
ES786836	TRT1332
ES786844	TRT1332
ES786846	TRT1332
ES786858	TRT1332
ES786859	TRT1332
ES786867	TRT1332
ES786957	TRT1332
ES786966	TRT1332
ES786974	TRT1332
ES788334	TRT1332
ES788338	TRT1332
ES788340	TRT1332
ES788346	TRT1332
ES788351	TRT1332
ES788357	TRT1332
ES788358	TRT1332
ES788360	TRT1332
ES788373	TRT1332
ES788400	TRT1332
ES788409	TRT1332
ES788412	TRT1332
ES788418	TRT1332
ES788426	TRT1332
ES788432	TRT1332
ES788441	TRT1332
ES788442	TRT1332
ES788451	TRT1332
ES788464	TRT1332
ES789193	TRT1332
ES789204	TRT1332
ES773663	TRT1166
ES773684	TRT1166
ES773693	TRT1166
ES773695	TRT1166
ES773698	TRT1166
ES773701	TRT1166
ES773711	TRT1166
ES773786	TRT1166
ES773803	TRT1166
ES773804	TRT1166
ES773637	TRT1166
ES773652	TRT1166
ES773657	TRT1166
ES788924	TRT1332
ES788935	TRT1332
ES788942	TRT1332
ES788954	TRT1332
ES788967	TRT1332
ES788973	TRT1332
ES787046	TRT1332
ES787056	TRT1332
ES787057	TRT1332
ES787062	TRT1332
ES717642	TRT36
ES717644	TRT35
ES717646	TRT37
ES717647	TRT37
ES717649	TRT37
ES717653	TRT34
ES717655	TRT34
ES717655	TRT35
ES717607	TRT34
ES717610	TRT34
ES717611	TRT34
ES717612	TRT34
ES717613	TRT35
ES717615	TRT35
ES717618	TRT34
ES717618	TRT36
ES717619	TRT34
ES717622	TRT35
ES717622	TRT36
ES773840	TRT1166
ES773861	TRT1166
ES773880	TRT1166
ES773925	TRT1166
ES773945	TRT1166
ES786718	TRT1332
ES786738	TRT1332
ES773992	TRT1166
ES773993	TRT1166
ES774007	TRT1166
ES774024	TRT1166
ES774035	TRT1166
ES774057	TRT1166
ES774058	TRT1166
ES786800	TRT1332
ES786815	TRT1332
ES786837	TRT1332
ES786838	TRT1332
ES786841	TRT1332
ES786847	TRT1332
ES786855	TRT1332
ES786856	TRT1332
ES786861	TRT1332
ES786863	TRT1332
ES786874	TRT1332
ES786884	TRT1332
ES786937	TRT1332
ES786947	TRT1332
ES786970	TRT1332
ES786979	TRT1332
ES788342	TRT1332
ES788348	TRT1332
ES788359	TRT1332
ES788365	TRT1332
ES788374	TRT1332
ES788390	TRT1332
ES788394	TRT1332
ES788395	TRT1332
ES788404	TRT1332
ES788408	TRT1332
ES788413	TRT1332
ES788417	TRT1332
ES788420	TRT1332
ES788428	TRT1332
ES788435	TRT1332
ES788440	TRT1332
ES788449	TRT1332
ES788457	TRT1332
ES788465	TRT1332
ES789203	TRT1332
ES789225	TRT1332
ES773662	TRT1166
ES773664	TRT1166
ES773694	TRT1166
ES773697	TRT1166
ES773700	TRT1166
ES773707	TRT1166
ES773710	TRT1166
ES773737	TRT1166
ES773754	TRT1166
ES773760	TRT1166
ES773761	TRT1166
ES773762	TRT1166
ES773767	TRT1166
ES773769	TRT1166
ES773776	TRT1166
ES773795	TRT1166
ES773802	TRT1166
ES788917	TRT1332
ES788931	TRT1332
ES788937	TRT1332
ES788938	TRT1332
ES788948	TRT1332
ES788950	TRT1332
ES788958	TRT1332
ES788964	TRT1332
ES787043	TRT1332
ES787048	TRT1332
ES787059	TRT1332
ES787065	TRT1332
ES717644	TRT34
ES717651	TRT37
ES717607	TRT36
ES717608	TRT34
ES717609	TRT37
ES717612	TRT37
ES717614	TRT36
ES717616	TRT37
ES717620	TRT35
ES717620	TRT36
ES717621	TRT36
ES717621	TRT37
ES717622	TRT34
ES773810	TRT1166
ES773811	TRT1166
ES773835	TRT1166
ES773842	TRT1166
ES773852	TRT1166
ES773871	TRT1166
ES773875	TRT1166
ES773876	TRT1166
ES773881	TRT1166
ES773890	TRT1166
ES773904	TRT1166
ES773919	TRT1166
ES773921	TRT1166
ES773927	TRT1166
ES786709	TRT1332
ES786714	TRT1332
ES786719	TRT1332
ES786742	TRT1332
ES774004	TRT1166
ES774008	TRT1166
ES774014	TRT1166
ES774051	TRT1166
ES774054	TRT1166
ES774055	TRT1166
ES774064	TRT1166
ES774065	TRT1166
ES786790	TRT1332
ES786820	TRT1332
ES786825	TRT1332
ES786849	TRT1332
ES786862	TRT1332
ES786880	TRT1332
ES786943	TRT1332
ES786946	TRT1332
ES786948	TRT1332
ES786953	TRT1332
ES786955	TRT1332
ES786960	TRT1332
ES786972	TRT1332
ES786977	TRT1332
ES789188	TRT1332
ES788337	TRT1332
ES788354	TRT1332
ES788356	TRT1332
ES788361	TRT1332
ES788366	TRT1332
ES788368	TRT1332
ES788370	TRT1332
ES788375	TRT1332
ES788376	TRT1332
ES788391	TRT1332
ES788397	TRT1332
ES788398	TRT1332
ES788434	TRT1332
ES788437	TRT1332
ES788444	TRT1332
ES788459	TRT1332
ES788463	TRT1332
ES789196	TRT1332
ES789224	TRT1332
ES773660	TRT1166
ES773692	TRT1166
ES773696	TRT1166
ES773699	TRT1166
ES773703	TRT1166
ES773731	TRT1166
ES773746	TRT1166
ES773759	TRT1166
ES773765	TRT1166
ES773796	TRT1166
ES773805	TRT1166
ES773636	TRT1166
ES773645	TRT1166
ES788912	TRT1332
ES788914	TRT1332
ES788919	TRT1332
ES788920	TRT1332
ES788926	TRT1332
ES788928	TRT1332
ES788932	TRT1332
ES788933	TRT1332
ES788955	TRT1332
ES788956	TRT1332
ES788961	TRT1332
ES787055	TRT1332
ES787060	TRT1332
