EXPSAMPLE_ACCESSION	REAGENT_ACCESSION
ES785229	ESR12263
ES785231	ESR12259
ES785231	ESR12258
ES785233	ESR12267
ES785235	ESR12257
ES785237	ESR12269
ES785237	ESR12267
ES785319	ESR12277
ES785319	ESR12253
ES785319	ESR12250
ES785320	ESR12259
ES785322	ESR12266
ES785322	ESR12263
ES785323	ESR12250
ES785323	ESR12248
ES785324	ESR12256
ES785327	ESR12277
ES785329	ESR12261
ES785330	ESR12280
ES785331	ESR12253
ES785331	ESR12248
ES785332	ESR12259
ES785333	ESR12276
ES785333	ESR12274
ES785334	ESR12265
ES785337	ESR12274
ES785337	ESR12273
ES785338	ESR12267
ES785338	ESR12261
ES785340	ESR12278
ES785340	ESR12257
ES785340	ESR12254
ES785342	ESR12270
ES785342	ESR12267
ES785344	ESR12256
ES785345	ESR12274
ES785345	ESR12273
ES785347	ESR12261
ES785347	ESR12252
ES785348	ESR12260
ES785350	ESR12265
ES785351	ESR12261
ES785351	ESR12251
ES785351	ESR12247
ES785352	ESR12254
ES785352	ESR12253
ES785353	ESR12276
ES785353	ESR12271
ES785354	ESR12267
ES785356	ESR12259
ES785357	ESR12279
ES785358	ESR12267
ES785358	ESR12261
ES785359	ESR12253
ES785359	ESR12249
ES785360	ESR12261
ES785361	ESR12276
ES785361	ESR12273
ES785361	ESR12271
ES785362	ESR12264
ES785362	ESR12262
ES785363	ESR12251
ES785364	ESR12257
ES785364	ESR12253
ES785365	ESR12271
ES785366	ESR12268
ES785366	ESR12266
ES785367	ESR12261
ES785367	ESR12251
ES785368	ESR12278
ES785368	ESR12255
ES785368	ESR12254
ES785368	ESR12253
ES785369	ESR12271
ES785371	ESR12261
ES785372	ESR12256
ES785374	ESR12269
ES785374	ESR12266
ES785375	ESR12253
ES785376	ESR12260
ES785376	ESR12256
ES785378	ESR12270
ES785378	ESR12267
ES785378	ESR12262
ES785404	ESR12254
ES785405	ESR12253
ES785406	ESR12269
ES785406	ESR12265
ES785406	ESR12264
ES785407	ESR12253
ES785407	ESR12249
ES785407	ESR12246
ES785410	ESR12265
ES785411	ESR12261
ES785411	ESR12248
ES785412	ESR12259
ES785412	ESR12255
ES785413	ESR12253
ES785415	ESR12253
ES785416	ESR12254
ES785417	ESR12279
ES785417	ESR12273
ES785419	ESR12277
ES785419	ESR12248
ES785421	ESR12279
ES785421	ESR12273
ES785423	ESR12277
ES785423	ESR12246
ES785426	ESR12264
ES785426	ESR12261
ES785427	ESR12277
ES785427	ESR12249
ES785428	ESR12257
ES785428	ESR12254
ES785429	ESR12261
ES785431	ESR12253
ES785431	ESR12247
ES785432	ESR12260
ES785433	ESR12275
ES785433	ESR12271
ES785433	ESR12253
ES785436	ESR12278
ES785436	ESR12261
ES785437	ESR12253
ES785439	ESR12245
ES785440	ESR12261
ES785440	ESR12257
ES785441	ESR12272
ES785443	ESR12277
ES785443	ESR12261
ES785443	ESR12252
ES785444	ESR12259
ES785444	ESR12258
ES785444	ESR12255
ES785445	ESR12276
ES785446	ESR12280
ES785446	ESR12266
ES784374	ESR12251
ES784375	ESR12261
ES784375	ESR12257
ES784376	ESR12275
ES784376	ESR12274
ES784377	ESR12269
ES784377	ESR12266
ES784379	ESR12278
ES784380	ESR12274
ES784381	ESR12270
ES784381	ESR12267
ES784382	ESR12248
ES784382	ESR12246
ES784384	ESR12273
ES786163	ESR12251
ES786164	ESR12254
ES786164	ESR12253
ES786165	ESR12276
ES786165	ESR12275
ES786166	ESR12280
ES786166	ESR12266
ES786167	ESR12245
ES786168	ESR12253
ES786170	ESR12265
ES786170	ESR12263
ES786171	ESR12250
ES786172	ESR12278
ES786174	ESR12270
ES786174	ESR12268
ES786175	ESR12252
ES786178	ESR12270
ES786179	ESR12277
ES786481	ESR12253
ES786481	ESR12248
ES786481	ESR12246
ES786483	ESR12273
ES786484	ESR12268
ES786484	ESR12267
ES786484	ESR12264
ES786484	ESR12263
ES786484	ESR12261
ES786487	ESR12261
ES786488	ESR12261
ES786489	ESR12277
ES786489	ESR12252
ES786490	ESR12260
ES786491	ESR12272
ES786492	ESR12269
ES786492	ESR12268
ES786492	ESR12267
ES786493	ESR12251
ES786493	ESR12249
ES786493	ESR12247
ES786493	ESR12246
ES786496	ESR12266
ES786496	ESR12264
ES786497	ESR12250
ES786497	ESR12247
ES786498	ESR12261
ES786499	ESR12253
ES786500	ESR12280
ES786500	ESR12270
ES786500	ESR12266
ES786500	ESR12261
ES786501	ESR12261
ES786501	ESR12248
ES786504	ESR12266
ES786504	ESR12261
ES784742	ESR12251
ES784742	ESR12250
ES784743	ESR12261
ES784744	ESR12272
ES784745	ESR12270
ES784745	ESR12268
ES784745	ESR12263
ES784746	ESR12248
ES784747	ESR12278
ES784748	ESR12271
ES784749	ESR12262
ES784750	ESR12252
ES784750	ESR12246
ES784753	ESR12269
ES784753	ESR12261
ES784754	ESR12252
ES784754	ESR12251
ES784755	ESR12256
ES784755	ESR12255
ES784758	ESR12248
ES784758	ESR12247
ES784758	ESR12246
ES784761	ESR12280
ES784761	ESR12268
ES784762	ESR12249
ES784763	ESR12259
ES784764	ESR12276
ES784765	ESR12270
ES784766	ESR12277
ES784766	ESR12251
ES784768	ESR12276
ES784768	ESR12273
ES784769	ESR12266
ES784770	ESR12253
ES784770	ESR12252
ES784770	ESR12251
ES784770	ESR12247
ES784771	ESR12278
ES784772	ESR12276
ES784773	ESR12268
ES784773	ESR12261
ES784774	ESR12253
ES784774	ESR12245
ES784775	ESR12258
ES784775	ESR12253
ES784776	ESR12253
ES784777	ESR12268
ES784779	ESR12278
ES784779	ESR12258
ES784780	ESR12274
ES784780	ESR12271
ES785689	ESR12253
ES785689	ESR12252
ES785692	ESR12280
ES785694	ESR12261
ES785694	ESR12257
ES785694	ESR12256
ES785695	ESR12275
ES785695	ESR12274
ES785695	ESR12272
ES785695	ESR12271
ES785696	ESR12267
ES785697	ESR12261
ES785697	ESR12250
ES785698	ESR12278
ES785698	ESR12260
ES785700	ESR12262
ES785701	ESR12248
ES785702	ESR12257
ES785704	ESR12263
ES785705	ESR12253
ES785707	ESR12279
ES785707	ESR12271
ES785709	ESR12249
ES785710	ESR12261
ES785711	ESR12274
ES785712	ESR12269
ES785712	ESR12265
ES785712	ESR12264
ES785713	ESR12248
ES785713	ESR12246
ES785714	ESR12256
ES785715	ESR12275
ES785715	ESR12274
ES785715	ESR12271
ES785718	ESR12254
ES785719	ESR12279
ES785719	ESR12275
ES785720	ESR12267
ES785720	ESR12262
ES785721	ESR12252
ES785721	ESR12250
ES785721	ESR12249
ES785721	ESR12248
ES785721	ESR12247
ES785722	ESR12256
ES785723	ESR12274
ES785724	ESR12280
ES785724	ESR12264
ES785724	ESR12262
ES785725	ESR12253
ES785725	ESR12247
ES785727	ESR12274
ES785727	ESR12261
ES785729	ESR12253
ES785730	ESR12256
ES785731	ESR12275
ES785731	ESR12272
ES785732	ESR12268
ES786180	ESR12258
ES786180	ESR12255
ES786180	ESR12253
ES786284	ESR12277
ES786284	ESR12249
ES786284	ESR12245
ES786287	ESR12261
ES786288	ESR12277
ES786288	ESR12253
ES786290	ESR12279
ES786290	ESR12272
ES786290	ESR12261
ES786291	ESR12270
ES786293	ESR12260
ES786293	ESR12254
ES786294	ESR12276
ES786294	ESR12271
ES786295	ESR12269
ES786295	ESR12266
ES786296	ESR12252
ES786296	ESR12247
ES786296	ESR12245
ES786297	ESR12278
ES786298	ESR12253
ES786299	ESR12268
ES786300	ESR12251
ES786301	ESR12260
ES786301	ESR12259
ES786301	ESR12257
ES786302	ESR12276
ES786302	ESR12275
ES786304	ESR12261
ES786304	ESR12247
ES786304	ESR12245
ES786305	ESR12260
ES786306	ESR12279
ES786306	ESR12272
ES786307	ESR12266
ES786307	ESR12261
ES782140	ESR12186
ES782141	ESR12188
ES782141	ESR12186
ES782143	ESR12187
ES782144	ESR12188
ES782148	ESR12186
ES782150	ESR12188
ES782151	ESR12189
ES782153	ESR12187
ES782155	ESR12186
ES782157	ESR12189
ES782162	ESR12187
ES782165	ESR12187
ES782171	ESR12187
ES782173	ESR12189
ES782181	ESR12189
ES782185	ESR12186
ES782187	ESR12189
ES782188	ESR12189
ES782189	ESR12189
ES782189	ESR12188
ES782190	ESR12189
ES782191	ESR12187
ES782193	ESR12188
ES782193	ESR12186
ES782194	ESR12189
ES782196	ESR12189
ES782198	ESR12189
ES782198	ESR12187
ES782199	ESR12186
ES782201	ESR12189
ES782202	ESR12187
ES782202	ESR12186
ES782204	ESR12187
ES782205	ESR12186
ES782208	ESR12186
ES782213	ESR12190
ES782222	ESR12190
ES782242	ESR12190
ES782243	ESR12190
ES782246	ESR12190
ES782248	ESR12190
ES782255	ESR12190
ES782262	ESR12190
ES782264	ESR12190
ES782266	ESR12190
ES782274	ESR12190
ES782281	ESR12190
ES782282	ESR12190
ES782290	ESR12190
ES781955	ESR12184
ES781957	ESR12185
ES781957	ESR12184
ES781957	ESR12182
ES781958	ESR12183
ES781960	ESR12184
ES781961	ESR12184
ES781963	ESR12183
ES781968	ESR12185
ES781972	ESR12184
ES781977	ESR12183
ES781978	ESR12184
ES781982	ESR12182
ES781984	ESR12182
ES781985	ESR12185
ES781985	ESR12184
ES781988	ESR12185
ES781989	ESR12184
ES781990	ESR12182
ES781992	ESR12184
ES781995	ESR12183
ES781997	ESR12185
ES781998	ESR12182
ES782000	ESR12185
ES782000	ESR12182
ES782003	ESR12183
ES782006	ESR12185
ES782006	ESR12182
ES782008	ESR12185
ES782009	ESR12185
ES782010	ESR12182
ES782011	ESR12184
ES782012	ESR12182
ES782017	ESR12185
ES782022	ESR12185
ES782027	ESR12183
ES782028	ESR12183
ES782031	ESR12182
ES782038	ESR12184
ES782038	ESR12183
ES782039	ESR12184
ES782042	ESR12183
ES782044	ESR12185
ES782045	ESR12184
ES782045	ESR12183
ES782046	ESR12184
ES782046	ESR12183
ES782047	ESR12184
ES782048	ESR12185
ES782048	ESR12184
ES782050	ESR12185
ES782051	ESR12185
ES782051	ESR12182
ES782052	ESR12185
ES782058	ESR12184
ES782061	ESR12183
ES782063	ESR12183
ES782067	ESR12184
ES782069	ESR12182
ES782071	ESR12184
ES782075	ESR12182
ES782078	ESR12182
ES782079	ESR12183
ES782079	ESR12182
ES782083	ESR12189
ES782084	ESR12188
ES782085	ESR12186
ES782089	ESR12188
ES782090	ESR12187
ES782091	ESR12188
ES782092	ESR12188
ES782092	ESR12187
ES782097	ESR12187
ES782098	ESR12188
ES782103	ESR12187
ES782104	ESR12187
ES782104	ESR12186
ES782105	ESR12187
ES782106	ESR12187
ES782111	ESR12189
ES782115	ESR12189
ES782116	ESR12187
ES782116	ESR12186
ES782123	ESR12187
ES782124	ESR12189
ES782124	ESR12187
ES782129	ESR12188
ES782130	ESR12187
ES782132	ESR12188
ES782135	ESR12189
ES782136	ESR12186
ES782137	ESR12189
ES782139	ESR12186
ES785154	ESR12249
ES785154	ESR12248
ES785154	ESR12247
ES785155	ESR12278
ES785155	ESR12258
ES785155	ESR12254
ES785156	ESR12276
ES785158	ESR12261
ES785159	ESR12255
ES785159	ESR12254
ES785160	ESR12273
ES785161	ESR12268
ES785161	ESR12267
ES785163	ESR12259
ES785164	ESR12276
ES785164	ESR12273
ES785164	ESR12253
ES785165	ESR12266
ES785165	ESR12262
ES785167	ESR12259
ES785167	ESR12257
ES785167	ESR12255
ES785167	ESR12253
ES785170	ESR12248
ES785170	ESR12247
ES785171	ESR12259
ES785173	ESR12265
ES785173	ESR12264
ES785175	ESR12278
ES785175	ESR12257
ES785176	ESR12275
ES785179	ESR12278
ES785182	ESR12249
ES785183	ESR12258
ES785183	ESR12256
ES785183	ESR12255
ES785186	ESR12250
ES785187	ESR12259
ES785187	ESR12257
ES785189	ESR12270
ES785189	ESR12265
ES785189	ESR12261
ES785190	ESR12250
ES785191	ESR12278
ES785191	ESR12259
ES785193	ESR12280
ES785193	ESR12270
ES785193	ESR12264
ES785194	ESR12246
ES785195	ESR12253
ES785196	ESR12279
ES785196	ESR12272
ES785196	ESR12271
ES785196	ESR12261
ES785197	ESR12269
ES785199	ESR12260
ES785199	ESR12255
ES785200	ESR12276
ES785201	ESR12270
ES785201	ESR12263
ES785202	ESR12250
ES785203	ESR12260
ES785203	ESR12255
ES785204	ESR12272
ES785205	ESR12262
ES785206	ESR12252
ES785206	ESR12248
ES785206	ESR12246
ES785207	ESR12260
ES785207	ESR12258
ES785207	ESR12256
ES785208	ESR12279
ES785208	ESR12253
ES785209	ESR12269
ES785209	ESR12261
ES785211	ESR12261
ES785213	ESR12261
ES785214	ESR12253
ES785215	ESR12258
ES785218	ESR12277
ES785218	ESR12249
ES785219	ESR12253
ES785221	ESR12268
ES785221	ESR12262
ES785222	ESR12251
ES785222	ESR12250
ES785224	ESR12279
ES785224	ESR12273
ES785224	ESR12271
ES785225	ESR12264
ES785226	ESR12261
ES785226	ESR12251
ES785227	ESR12255
ES785228	ESR12261
ES785230	ESR12277
ES785231	ESR12278
ES785231	ESR12261
ES785231	ESR12257
ES785231	ESR12254
ES785232	ESR12273
ES785233	ESR12270
ES785233	ESR12266
ES785234	ESR12253
ES785236	ESR12276
ES785236	ESR12272
ES785237	ESR12280
ES785320	ESR12254
ES785321	ESR12279
ES785322	ESR12280
ES785322	ESR12261
ES785323	ESR12252
ES785324	ESR12278
ES785324	ESR12257
ES785324	ESR12253
ES785325	ESR12279
ES785325	ESR12275
ES785325	ESR12271
ES785327	ESR12251
ES785330	ESR12270
ES785330	ESR12262
ES785331	ESR12261
ES785332	ESR12261
ES785335	ESR12252
ES785335	ESR12245
ES785336	ESR12254
ES785337	ESR12271
ES785338	ESR12269
ES785339	ESR12277
ES785339	ESR12245
ES785341	ESR12276
ES785343	ESR12261
ES785343	ESR12248
ES785344	ESR12259
ES785345	ESR12261
ES785346	ESR12267
ES785346	ESR12266
ES785347	ESR12253
ES785348	ESR12278
ES785349	ESR12279
ES785349	ESR12276
ES785349	ESR12273
ES785350	ESR12280
ES785350	ESR12270
ES785351	ESR12250
ES785351	ESR12249
ES785353	ESR12275
ES785353	ESR12274
ES785353	ESR12261
ES785353	ESR12253
ES785354	ESR12266
ES785354	ESR12264
ES785354	ESR12261
ES785355	ESR12247
ES785356	ESR12278
ES785356	ESR12258
ES785356	ESR12255
ES785357	ESR12253
ES785359	ESR12251
ES785359	ESR12245
ES785360	ESR12258
ES785362	ESR12269
ES785363	ESR12252
ES785363	ESR12248
ES785364	ESR12260
ES785364	ESR12255
ES785366	ESR12270
ES785367	ESR12248
ES785370	ESR12265
ES785371	ESR12252
ES785372	ESR12260
ES785374	ESR12265
ES785375	ESR12247
ES785376	ESR12278
ES785378	ESR12269
ES785378	ESR12263
ES785403	ESR12261
ES785404	ESR12261
ES785404	ESR12258
ES785406	ESR12270
ES785406	ESR12263
ES785406	ESR12262
ES785407	ESR12251
ES785408	ESR12254
ES785409	ESR12273
ES785410	ESR12270
ES785411	ESR12250
ES785412	ESR12261
ES785413	ESR12279
ES785414	ESR12264
ES785415	ESR12250
ES785415	ESR12247
ES785417	ESR12275
ES785417	ESR12274
ES785418	ESR12264
ES785419	ESR12253
ES785419	ESR12246
ES785420	ESR12260
ES785421	ESR12276
ES785422	ESR12266
ES785423	ESR12261
ES785424	ESR12258
ES785424	ESR12255
ES785425	ESR12279
ES785425	ESR12274
ES785425	ESR12271
ES785426	ESR12269
ES785427	ESR12248
ES785427	ESR12245
ES785428	ESR12258
ES785428	ESR12255
ES785429	ESR12276
ES785429	ESR12271
ES785430	ESR12262
ES785432	ESR12254
ES785434	ESR12269
ES785434	ESR12266
ES785434	ESR12265
ES785435	ESR12252
ES785435	ESR12250
ES785437	ESR12261
ES785438	ESR12270
ES785438	ESR12263
ES785438	ESR12262
ES785438	ESR12261
ES785439	ESR12248
ES785440	ESR12258
ES785441	ESR12273
ES785441	ESR12253
ES785442	ESR12261
ES785445	ESR12261
ES784374	ESR12277
ES784375	ESR12260
ES784375	ESR12255
ES784375	ESR12254
ES784376	ESR12279
ES784377	ESR12267
ES784377	ESR12265
ES784377	ESR12263
ES784378	ESR12249
ES784379	ESR12253
ES784380	ESR12279
ES784381	ESR12268
ES784382	ESR12249
ES784383	ESR12261
ES784383	ESR12259
ES784383	ESR12253
ES784384	ESR12253
ES784385	ESR12262
ES786163	ESR12261
ES786163	ESR12252
ES786164	ESR12261
ES786168	ESR12258
ES786169	ESR12274
ES786169	ESR12253
ES786170	ESR12280
ES786171	ESR12252
ES786171	ESR12251
ES786173	ESR12276
ES786177	ESR12275
ES786177	ESR12274
ES786177	ESR12272
ES786178	ESR12280
ES786178	ESR12268
ES786178	ESR12267
ES786178	ESR12263
ES786481	ESR12277
ES786483	ESR12274
ES786483	ESR12271
ES786484	ESR12269
ES786485	ESR12261
ES786486	ESR12260
ES786486	ESR12255
ES786487	ESR12279
ES786488	ESR12270
ES786490	ESR12259
ES786490	ESR12256
ES786491	ESR12261
ES786492	ESR12266
ES786494	ESR12255
ES786494	ESR12253
ES786496	ESR12261
ES786497	ESR12277
ES786497	ESR12252
ES786498	ESR12254
ES786499	ESR12275
ES786499	ESR12274
ES786500	ESR12264
ES786501	ESR12253
ES786501	ESR12250
ES786502	ESR12278
ES786503	ESR12279
ES786504	ESR12280
ES784742	ESR12261
ES784742	ESR12253
ES784742	ESR12247
ES784743	ESR12255
ES784743	ESR12254
ES784744	ESR12279
ES784744	ESR12275
ES784744	ESR12273
ES784745	ESR12261
ES784746	ESR12253
ES784746	ESR12250
ES784746	ESR12247
ES784747	ESR12261
ES784747	ESR12257
ES784747	ESR12256
ES784747	ESR12254
ES784748	ESR12279
ES784748	ESR12273
ES784749	ESR12261
ES784750	ESR12277
ES784751	ESR12278
ES784751	ESR12260
ES784751	ESR12256
ES784751	ESR12253
ES784752	ESR12253
ES784753	ESR12280
ES784753	ESR12268
ES784754	ESR12253
ES784755	ESR12258
ES784755	ESR12253
ES784756	ESR12279
ES784757	ESR12261
ES784758	ESR12252
ES784759	ESR12259
ES784760	ESR12276
ES784761	ESR12267
ES784762	ESR12251
ES784762	ESR12247
ES784763	ESR12278
ES784763	ESR12256
ES784764	ESR12279
ES784764	ESR12272
ES784765	ESR12280
ES784765	ESR12264
ES784765	ESR12261
ES784766	ESR12247
ES784766	ESR12245
ES784767	ESR12254
ES784769	ESR12263
ES784769	ESR12261
ES784770	ESR12277
ES784770	ESR12249
ES784772	ESR12261
ES784773	ESR12270
ES784774	ESR12247
ES784776	ESR12275
ES784776	ESR12271
ES784777	ESR12263
ES784778	ESR12250
ES784779	ESR12260
ES784779	ESR12255
ES784779	ESR12254
ES784780	ESR12261
ES784780	ESR12253
ES784781	ESR12269
ES784781	ESR12267
ES784781	ESR12265
ES784781	ESR12261
ES785689	ESR12245
ES785690	ESR12278
ES785690	ESR12256
ES785691	ESR12279
ES785691	ESR12276
ES785691	ESR12261
ES785692	ESR12270
ES785692	ESR12264
ES785692	ESR12261
ES785693	ESR12277
ES785693	ESR12253
ES785693	ESR12250
ES785694	ESR12260
ES785694	ESR12253
ES785695	ESR12273
ES785696	ESR12265
ES785696	ESR12264
ES785697	ESR12253
ES785698	ESR12261
ES785699	ESR12279
ES785699	ESR12261
ES785700	ESR12269
ES785700	ESR12265
ES785700	ESR12264
ES785701	ESR12253
ES785702	ESR12259
ES785703	ESR12279
ES785709	ESR12261
ES785710	ESR12256
ES785711	ESR12275
ES785712	ESR12267
ES785712	ESR12266
ES785712	ESR12262
ES785712	ESR12261
ES785713	ESR12277
ES785714	ESR12260
ES785714	ESR12258
ES785717	ESR12250
ES785717	ESR12248
ES785718	ESR12258
ES785718	ESR12255
ES785719	ESR12261
ES785720	ESR12268
ES785722	ESR12278
ES785722	ESR12257
ES785723	ESR12273
ES785723	ESR12271
ES785723	ESR12261
ES785724	ESR12270
ES785725	ESR12250
ES785725	ESR12249
ES785726	ESR12259
ES785726	ESR12258
ES785729	ESR12277
ES785729	ESR12247
ES785730	ESR12257
ES785732	ESR12280
ES785732	ESR12261
ES786181	ESR12272
ES786182	ESR12280
ES786182	ESR12264
ES786285	ESR12260
ES786285	ESR12259
ES786285	ESR12257
ES786286	ESR12275
ES786286	ESR12273
ES786286	ESR12261
ES786292	ESR12246
ES786293	ESR12261
ES786294	ESR12272
ES786295	ESR12268
ES786295	ESR12267
ES786296	ESR12253
ES786296	ESR12250
ES786297	ESR12261
ES786297	ESR12260
ES786297	ESR12256
ES786300	ESR12252
ES786301	ESR12278
ES786302	ESR12273
ES786302	ESR12272
ES786303	ESR12269
ES786303	ESR12268
ES786303	ESR12261
ES786304	ESR12251
ES786304	ESR12250
ES786305	ESR12261
ES786305	ESR12259
ES786306	ESR12276
ES786306	ESR12253
ES786307	ESR12267
ES786307	ESR12263
ES782140	ESR12188
ES782144	ESR12187
ES782147	ESR12188
ES782148	ESR12189
ES782149	ESR12186
ES782152	ESR12188
ES782156	ESR12189
ES782158	ESR12189
ES782159	ESR12187
ES782160	ESR12187
ES782161	ESR12188
ES782163	ESR12189
ES782164	ESR12187
ES782167	ESR12189
ES782172	ESR12186
ES782176	ESR12189
ES782178	ESR12187
ES782181	ESR12187
ES782182	ESR12187
ES782189	ESR12187
ES782189	ESR12186
ES782196	ESR12186
ES782197	ESR12188
ES782201	ESR12188
ES782201	ESR12187
ES782201	ESR12186
ES782202	ESR12188
ES782204	ESR12189
ES782206	ESR12189
ES782206	ESR12186
ES782211	ESR12188
ES782217	ESR12190
ES782220	ESR12190
ES782221	ESR12190
ES782224	ESR12190
ES782225	ESR12190
ES782230	ESR12190
ES782233	ESR12190
ES782249	ESR12190
ES782254	ESR12190
ES782256	ESR12190
ES782263	ESR12190
ES782270	ESR12190
ES782287	ESR12190
ES782295	ESR12190
ES781949	ESR12182
ES781952	ESR12185
ES781956	ESR12184
ES781958	ESR12182
ES781960	ESR12183
ES781962	ESR12182
ES781965	ESR12183
ES781968	ESR12184
ES781970	ESR12184
ES781973	ESR12184
ES781978	ESR12185
ES781981	ESR12184
ES781985	ESR12183
ES781987	ESR12182
ES781992	ESR12185
ES781994	ESR12185
ES781994	ESR12183
ES782002	ESR12185
ES782002	ESR12183
ES782004	ESR12184
ES782005	ESR12184
ES782005	ESR12182
ES782007	ESR12185
ES782007	ESR12182
ES782008	ESR12183
ES782010	ESR12183
ES782012	ESR12185
ES782018	ESR12183
ES782021	ESR12184
ES782024	ESR12185
ES782025	ESR12182
ES782033	ESR12185
ES782034	ESR12185
ES782034	ESR12182
ES782035	ESR12185
ES782035	ESR12182
ES782036	ESR12185
ES782040	ESR12185
ES782040	ESR12184
ES782041	ESR12185
ES782044	ESR12184
ES782045	ESR12182
ES782046	ESR12182
ES782047	ESR12185
ES782049	ESR12183
ES782052	ESR12184
ES782054	ESR12183
ES782057	ESR12185
ES782058	ESR12185
ES782059	ESR12182
ES782060	ESR12184
ES782064	ESR12185
ES782066	ESR12184
ES782066	ESR12183
ES782067	ESR12182
ES782068	ESR12183
ES782068	ESR12182
ES782072	ESR12185
ES782077	ESR12182
ES782078	ESR12183
ES782082	ESR12187
ES782083	ESR12187
ES782084	ESR12187
ES782085	ESR12187
ES782086	ESR12186
ES782087	ESR12189
ES782087	ESR12186
ES782091	ESR12189
ES782093	ESR12189
ES782094	ESR12188
ES782094	ESR12187
ES782095	ESR12188
ES782096	ESR12189
ES782097	ESR12188
ES782099	ESR12189
ES782099	ESR12186
ES782100	ESR12189
ES782105	ESR12189
ES782106	ESR12186
ES782107	ESR12186
ES782108	ESR12189
ES782108	ESR12186
ES782111	ESR12186
ES782117	ESR12189
ES782119	ESR12189
ES782120	ESR12188
ES782124	ESR12188
ES782127	ESR12189
ES782131	ESR12188
ES782138	ESR12187
