FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
224825	4		SSC-A		SSC-A
224831	11		APC-Cy7-A	CD8A	CD8
223972	6		SSC-W		SSC-W
223979	11		APC-Cy7-A	CD8A	CD8
223982	8		V500-A	HLA-DRA	HLA-DR
225143	4		SSC-A		SSC-A
225146	12		PE-A		2B4
225146	17		Time		Time
225149	8		V500-A	CD3E	CD3
225154	11		APC-Cy7-A		CD3CD19CD20
225156	1		FSC-A		FSC-A
225162	13		Live Dead Fixable Red-A		Viability
225180	17		Time		Time
225184	7		V450-A	CD3E	CD3
224522	6		SSC-W		SSC-W
224530	4		SSC-A		SSC-A
224540	13		Live Dead Fixable Red-A		Viability
224563	16		PerCP-Cy5-5-A	CCR4	CCR4
224570	12		PE-A	CXCR3	CXCR3
224571	1		FSC-A		FSC-A
224573	12		PE-A	NCAM1	CD56
224575	7		V450-A	CD3E	CD3
224576	6		SSC-W		SSC-W
224839	13		Live Dead Fixable Red-A		Viability
224843	8		V500-A	CD3E	CD3
224852	12		PE-A	CCR7	CCR7
224853	12		PE-A	TNF	TNFa
224892	7		V450-A	CD3E	CD3
224893	8		V500-A	CD3E	CD3
224895	3		FSC-W		FSC-W
225208	1		FSC-A		FSC-A
224588	7		V450-A	CD3E	CD3
225551	1		FSC-A		FSC-A
225553	14		PE-Cy7-A		CD11C
225553	15		FITC-A		HLA-A2
225554	16		PerCP-Cy5-5-A	IL3RA	CD123
223709	13		Live Dead Fixable Red-A		Viability
223716	4		SSC-A		SSC-A
223719	12		PE-A	CCR7	CCR7
223723	5		SSC-H		SSC-H
224028	4		SSC-A		SSC-A
224038	17		Time		Time
224044	17		Time		Time
224048	13		Live Dead Fixable Red-A		Viability
224057	16		PerCP-Cy5-5-A	CCR4	CCR4
224062	3		FSC-W		FSC-W
224062	16		PerCP-Cy5-5-A	CD4	CD4
225567	13		Live Dead Fixable Red-A		Viability
225591	9		APC-A	IL7R	CD127
225598	7		V450-A	CD14	CD14
225612	10		Alexa Fluor 700-A	IFNG	IFNg
225626	4		SSC-A		SSC-A
223730	5		SSC-H		SSC-H
223745	16		PerCP-Cy5-5-A	CD4	CD4
223751	1		FSC-A		FSC-A
223751	15		FITC-A	CD27	CD27
223767	4		SSC-A		SSC-A
223773	14		PE-Cy7-A	NCAM1	CD56
224903	16		PerCP-Cy5-5-A	CD4	CD4
224908	12		PE-A	IL2RA	CD25
224909	15		FITC-A	FCG3A	CD16
224913	13		Live Dead Fixable Red-A		Viability
224918	7		V450-A	CD3E	CD3
224919	16		PerCP-Cy5-5-A	CD4	CD4
225216	1		FSC-A		FSC-A
225216	14		PE-Cy7-A	NCAM1	CD56
225222	9		APC-A		T-Bet
225229	6		SSC-W		SSC-W
225235	16		PerCP-Cy5-5-A	CD4	CD4
225243	1		FSC-A		FSC-A
225246	11		APC-Cy7-A	CD8A	CD8
225247	13		Live Dead Fixable Red-A		Viability
225251	17		Time		Time
225254	5		SSC-H		SSC-H
225258	14		PE-Cy7-A	NCAM1	CD56
224594	4		SSC-A		SSC-A
224599	3		FSC-W		FSC-W
224601	11		APC-Cy7-A	CD8A	CD8
224614	5		SSC-H		SSC-H
224622	17		Time		Time
224623	10		Alexa Fluor 700-A	CD27	CD27
224625	16		PerCP-Cy5-5-A	CD4	CD4
224630	2		FSC-H		FSC-H
224632	2		FSC-H		FSC-H
224636	11		APC-Cy7-A	CD8A	CD8
224647	13		Live Dead Fixable Red-A		Viability
224656	2		FSC-H		FSC-H
224657	6		SSC-W		SSC-W
224659	14		PE-Cy7-A	PTPRC	CD45RA
224927	2		FSC-H		FSC-H
224929	13		Live Dead Fixable Red-A		Viability
224932	10		Alexa Fluor 700-A	CD27	CD27
224944	13		Live Dead Fixable Red-A		Viability
224945	10		Alexa Fluor 700-A	FOXP3	FoxP3
224947	9		APC-A	IL7R	CD127
224953	12		PE-A	CXCR3	CXCR3
224970	8		V500-A	HLA-DRA	HLA-DR
225280	4		SSC-A		SSC-A
225290	3		FSC-W		FSC-W
224277	2		FSC-H		FSC-H
224278	1		FSC-A		FSC-A
224282	5		SSC-H		SSC-H
224289	17		Time		Time
224290	14		PE-Cy7-A	PTPRC	CD45RA
224300	14		PE-Cy7-A	NCAM1	CD56
224307	5		SSC-H		SSC-H
224308	14		PE-Cy7-A	CD27	CD27
224311	1		FSC-A		FSC-A
224315	14		PE-Cy7-A	PTPRC	CD45RA
224318	9		APC-A	FCG3A	CD16
224319	14		PE-Cy7-A	NCAM1	CD56
224323	9		APC-A		T-Bet
224326	13		Live Dead Fixable Red-A		Viability
224330	8		V500-A	HLA-DRA	HLA-DR
224350	1		FSC-A		FSC-A
225646	14		PE-Cy7-A	PDCD1	PD-1
225646	15		FITC-A	IL7R	CD127
225647	16		PerCP-Cy5-5-A	CD4	CD4
225664	9		APC-A	FCG3A	CD16
225667	7		V450-A	IL17	IL-17
223797	12		PE-A	NCAM1	CD56
223799	6		SSC-W		SSC-W
223803	12		PE-A	CD24	CD24
225668	11		APC-Cy7-A	PTPRC	CD45RO
225669	12		PE-A	B3GAT1	CD57
225684	2		FSC-H		FSC-H
225693	4		SSC-A		SSC-A
225694	16		PerCP-Cy5-5-A	CD4	CD4
225699	16		PerCP-Cy5-5-A	CD4	CD4
223819	15		FITC-A		CD39
223821	14		PE-Cy7-A	NCAM1	CD56
223833	16		PerCP-Cy5-5-A	IL3RA	CD123
223837	2		FSC-H		FSC-H
223843	13		Live Dead Fixable Red-A		Viability
224974	2		FSC-H		FSC-H
224982	7		V450-A	CD3E	CD3
224985	11		APC-Cy7-A	CD8A	CD8
224992	4		SSC-A		SSC-A
224995	5		SSC-H		SSC-H
224998	6		SSC-W		SSC-W
224998	11		APC-Cy7-A	CD8A	CD8
224685	13		Live Dead Fixable Red-A		Viability
224688	5		SSC-H		SSC-H
224709	4		SSC-A		SSC-A
224710	12		PE-A		2B4
224723	10		Alexa Fluor 700-A	IFNG	IFNg
224727	10		Alexa Fluor 700-A	CD27	CD27
224740	7		V450-A	CD14	CD14
225039	7		V450-A	CD3E	CD3
225040	13		Live Dead Fixable Red-A		Viability
225045	2		FSC-H		FSC-H
224370	4		SSC-A		SSC-A
224372	15		FITC-A	CXCR5	CXCR5
224374	5		SSC-H		SSC-H
224386	5		SSC-H		SSC-H
224396	9		APC-A		T-Bet
224397	14		PE-Cy7-A	PTPRC	CD45RA
224125	15		FITC-A	FCG3A	CD16
224131	12		PE-A	TNF	TNFa
224170	17		Time		Time
224173	4		SSC-A		SSC-A
224178	8		V500-A	CD3E	CD3
224182	14		PE-Cy7-A	PTPRC	CD45RA
224192	2		FSC-H		FSC-H
225378	5		SSC-H		SSC-H
225381	7		V450-A	IL17	IL-17
225393	9		APC-A	CD38	CD38
225394	12		PE-A		2B4
225395	2		FSC-H		FSC-H
225402	11		APC-Cy7-A	CD8A	CD8
225407	10		Alexa Fluor 700-A	IFNG	IFNg
225417	6		SSC-W		SSC-W
225420	9		APC-A		iNKT
225421	14		PE-Cy7-A	PTPRC	CD45RA
225430	7		V450-A	CD3E	CD3
225434	2		FSC-H		FSC-H
225437	8		V500-A	CD3E	CD3
225440	7		V450-A	CD3E	CD3
225445	10		Alexa Fluor 700-A	PTPRC	CD45RO
225454	8		V500-A	CD3E	CD3
224222	5		SSC-H		SSC-H
224226	12		PE-A		2B4
224230	12		PE-A	B3GAT1	CD57
224231	16		PerCP-Cy5-5-A	CD4	CD4
224235	2		FSC-H		FSC-H
224236	7		V450-A	CD3E	CD3
224237	8		V500-A	HLA-DRA	HLA-DR
224239	16		PerCP-Cy5-5-A	CD4	CD4
224243	16		PerCP-Cy5-5-A	CD4	CD4
224254	12		PE-A		2B4
224263	14		PE-Cy7-A	NCAM1	CD56
224269	17		Time		Time
224272	12		PE-A		EOMES
225468	12		PE-A	NCAM1	CD56
225482	13		Live Dead Fixable Red-A		Viability
225488	15		FITC-A		HLA-A2
225492	3		FSC-W		FSC-W
225497	10		Alexa Fluor 700-A	IFNG	IFNg
225503	14		PE-Cy7-A	NCAM1	CD56
225518	11		APC-Cy7-A	CD20	CD20
225522	10		Alexa Fluor 700-A	CD27	CD27
225534	13		Live Dead Fixable Red-A		Viability
225538	8		V500-A	HLA-DRA	HLA-DR
225296	6		SSC-W		SSC-W
225298	13		Live Dead Fixable Red-A		Viability
225307	11		APC-Cy7-A	CD8A	CD8
225310	11		APC-Cy7-A	CD8A	CD8
225312	15		FITC-A	FCG3A	CD16
225318	5		SSC-H		SSC-H
225324	5		SSC-H		SSC-H
225331	16		PerCP-Cy5-5-A	CD4	CD4
225332	6		SSC-W		SSC-W
225333	16		PerCP-Cy5-5-A	CD19	CD19
225335	17		Time		Time
225344	17		Time		Time
225346	11		APC-Cy7-A		CD3CD19CD20
225362	6		SSC-W		SSC-W
224095	11		APC-Cy7-A	CD8A	CD8
224098	9		APC-A	PDCD1	PD-1
224481	15		FITC-A	IL7R	CD127
224500	2		FSC-H		FSC-H
224510	14		PE-Cy7-A	CD27	CD27
224795	13		Live Dead Fixable Red-A		Viability
224799	6		SSC-W		SSC-W
224805	11		APC-Cy7-A	CD20	CD20
224817	3		FSC-W		FSC-W
224819	3		FSC-W		FSC-W
224820	2		FSC-H		FSC-H
224834	17		Time		Time
224841	7		V450-A	CD3E	CD3
224848	16		PerCP-Cy5-5-A	CD4	CD4
224864	12		PE-A	IL2RA	CD25
225135	4		SSC-A		SSC-A
225137	17		Time		Time
225138	13		Live Dead Fixable Red-A		Viability
225141	4		SSC-A		SSC-A
225142	8		V500-A	HLA-DRA	HLA-DR
225153	16		PerCP-Cy5-5-A	CD4	CD4
225158	1		FSC-A		FSC-A
225163	1		FSC-A		FSC-A
225167	17		Time		Time
225185	7		V450-A	CD3E	CD3
225523	13		Live Dead Fixable Red-A		Viability
224546	13		Live Dead Fixable Red-A		Viability
225528	4		SSC-A		SSC-A
225529	13		Live Dead Fixable Red-A		Viability
225533	5		SSC-H		SSC-H
225542	1		FSC-A		FSC-A
225551	11		APC-Cy7-A	PTPRC	CD45RO
225554	13		Live Dead Fixable Red-A		Viability
225557	8		V500-A	HLA-DRA	HLA-DR
225570	15		FITC-A		Granzyme B
225579	6		SSC-W		SSC-W
225581	7		V450-A	IL17	IL-17
225593	9		APC-A	IL7R	CD127
224015	14		PE-Cy7-A	NCAM1	CD56
224022	4		SSC-A		SSC-A
223704	6		SSC-W		SSC-W
223706	3		FSC-W		FSC-W
223709	17		Time		Time
223713	12		PE-A	NCAM1	CD56
223725	13		Live Dead Fixable Red-A		Viability
223738	12		PE-A	TNF	TNFa
223739	5		SSC-H		SSC-H
223741	6		SSC-W		SSC-W
223742	9		APC-A	FCG3A	CD16
223744	12		PE-A	NCAM1	CD56
224036	5		SSC-H		SSC-H
224042	12		PE-A	B3GAT1	CD57
224042	17		Time		Time
224054	6		SSC-W		SSC-W
224055	12		PE-A	B3GAT1	CD57
224061	17		Time		Time
224062	13		Live Dead Fixable Red-A		Viability
225205	1		FSC-A		FSC-A
225205	14		PE-Cy7-A	PTPRC	CD45RA
224247	8		V500-A	HLA-DRA	HLA-DR
224251	16		PerCP-Cy5-5-A	CD4	CD4
224253	8		V500-A	HLA-DRA	HLA-DR
224558	3		FSC-W		FSC-W
224560	4		SSC-A		SSC-A
224565	16		PerCP-Cy5-5-A	CD4	CD4
224578	10		Alexa Fluor 700-A	CD27	CD27
224581	12		PE-A	TNF	TNFa
224601	10		Alexa Fluor 700-A	IFNG	IFNg
224602	4		SSC-A		SSC-A
224603	1		FSC-A		FSC-A
224604	16		PerCP-Cy5-5-A	CD4	CD4
224880	5		SSC-H		SSC-H
224901	16		PerCP-Cy5-5-A	CD4	CD4
224912	3		FSC-W		FSC-W
224913	12		PE-A	B3GAT1	CD57
224928	16		PerCP-Cy5-5-A	CD4	CD4
224930	3		FSC-W		FSC-W
224078	14		PE-Cy7-A	PTPRC	CD45RA
224087	9		APC-A		iNKT
225306	15		FITC-A		CD39
224256	5		SSC-H		SSC-H
224257	3		FSC-W		FSC-W
224270	1		FSC-A		FSC-A
224271	3		FSC-W		FSC-W
224271	16		PerCP-Cy5-5-A	CD4	CD4
224276	12		PE-A	NCAM1	CD56
224280	12		PE-A	CD24	CD24
224282	16		PerCP-Cy5-5-A	CD4	CD4
224307	16		PerCP-Cy5-5-A	IL3RA	CD123
224311	11		APC-Cy7-A	CD8A	CD8
225596	14		PE-Cy7-A	CD27	CD27
225599	4		SSC-A		SSC-A
224622	2		FSC-H		FSC-H
224629	3		FSC-W		FSC-W
224630	1		FSC-A		FSC-A
224630	14		PE-Cy7-A	CD27	CD27
224630	15		FITC-A		CD21
224632	1		FSC-A		FSC-A
224106	9		APC-A		T-Bet
224112	5		SSC-H		SSC-H
224113	13		Live Dead Fixable Red-A		Viability
224114	6		SSC-W		SSC-W
224120	12		PE-A	IL2RA	CD25
224123	8		V500-A	HLA-DRA	HLA-DR
224124	4		SSC-A		SSC-A
224137	6		SSC-W		SSC-W
225621	14		PE-Cy7-A	PTPRC	CD45RA
225640	15		FITC-A	CD27	CD27
225647	13		Live Dead Fixable Red-A		Viability
225649	17		Time		Time
225655	11		APC-Cy7-A	CD8A	CD8
225657	13		Live Dead Fixable Red-A		Viability
225670	4		SSC-A		SSC-A
225675	11		APC-Cy7-A	CD8A	CD8
225235	13		Live Dead Fixable Red-A		Viability
225237	10		Alexa Fluor 700-A		Alexa Fluor 700-A
225251	2		FSC-H		FSC-H
223755	13		Live Dead Fixable Red-A		Viability
223763	14		PE-Cy7-A	PDCD1	PD-1
223776	5		SSC-H		SSC-H
223777	7		V450-A	CD14	CD14
223780	14		PE-Cy7-A	NCAM1	CD56
223780	15		FITC-A		Granzyme B
223782	3		FSC-W		FSC-W
223782	16		PerCP-Cy5-5-A	CCR4	CCR4
223784	8		V500-A	HLA-DRA	HLA-DR
223786	9		APC-A	IL7R	CD127
223789	10		Alexa Fluor 700-A	IFNG	IFNg
223799	10		Alexa Fluor 700-A	CD28	CD28
223806	10		Alexa Fluor 700-A	CD27	CD27
223810	2		FSC-H		FSC-H
223813	12		PE-A	CXCR3	CXCR3
223827	5		SSC-H		SSC-H
225324	16		PerCP-Cy5-5-A	CD19	CD19
225341	10		Alexa Fluor 700-A	IFNG	IFNg
225347	8		V500-A	CD4	CD4
225348	7		V450-A	IL17	IL-17
224323	8		V500-A	HLA-DRA	HLA-DR
224331	7		V450-A	CD3E	CD3
224633	17		Time		Time
224636	10		Alexa Fluor 700-A	IFNG	IFNg
224638	6		SSC-W		SSC-W
224646	10		Alexa Fluor 700-A	CCR7	CCR7
224657	10		Alexa Fluor 700-A	IFNG	IFNg
224671	16		PerCP-Cy5-5-A	CCR4	CCR4
224684	3		FSC-W		FSC-W
224685	12		PE-A	B3GAT1	CD57
224689	14		PE-Cy7-A	CD27	CD27
224689	15		FITC-A		CD21
224964	9		APC-A		T-Bet
224966	5		SSC-H		SSC-H
224974	14		PE-Cy7-A	CD27	CD27
224976	5		SSC-H		SSC-H
224980	3		FSC-W		FSC-W
224980	16		PerCP-Cy5-5-A	IL3RA	CD123
225005	7		V450-A	CD3E	CD3
225011	17		Time		Time
225015	4		SSC-A		SSC-A
225017	11		APC-Cy7-A	CD8A	CD8
225022	5		SSC-H		SSC-H
224156	7		V450-A	CD3E	CD3
224164	10		Alexa Fluor 700-A		CD10
224168	6		SSC-W		SSC-W
224175	5		SSC-H		SSC-H
224180	12		PE-A	NCAM1	CD56
225373	4		SSC-A		SSC-A
225392	16		PerCP-Cy5-5-A	CD4	CD4
225408	4		SSC-A		SSC-A
224341	14		PE-Cy7-A	CCR6	CCR6
224343	1		FSC-A		FSC-A
224346	14		PE-Cy7-A	CCR6	CCR6
224348	17		Time		Time
224351	11		APC-Cy7-A	CD8A	CD8
224366	12		PE-A		EOMES
224379	11		APC-Cy7-A	CD8A	CD8
224380	9		APC-A	FCG3A	CD16
224386	16		PerCP-Cy5-5-A	CCR4	CCR4
224391	17		Time		Time
224392	11		APC-Cy7-A	CD8A	CD8
225684	1		FSC-A		FSC-A
225684	14		PE-Cy7-A	CD27	CD27
225690	16		PerCP-Cy5-5-A	CD4	CD4
225694	13		Live Dead Fixable Red-A		Viability
224697	10		Alexa Fluor 700-A	CD27	CD27
224699	5		SSC-H		SSC-H
224710	2		FSC-H		FSC-H
225706	16		PerCP-Cy5-5-A	CD4	CD4
225712	8		V500-A	CD3E	CD3
225743	17		Time		Time
225750	5		SSC-H		SSC-H
223829	6		SSC-W		SSC-W
223836	7		V450-A	IL17	IL-17
223837	14		PE-Cy7-A	CCR6	CCR6
223839	10		Alexa Fluor 700-A	CD27	CD27
223850	6		SSC-W		SSC-W
223851	4		SSC-A		SSC-A
223869	3		FSC-W		FSC-W
223886	2		FSC-H		FSC-H
223893	2		FSC-H		FSC-H
223894	9		APC-A	FCG3A	CD16
225036	5		SSC-H		SSC-H
225041	7		V450-A	CD3E	CD3
225422	10		Alexa Fluor 700-A		CD10
225428	7		V450-A	CD3E	CD3
225431	1		FSC-A		FSC-A
224403	13		Live Dead Fixable Red-A		Viability
224416	4		SSC-A		SSC-A
224418	14		PE-Cy7-A		CD11C
224418	15		FITC-A		HLA-A2
224715	1		FSC-A		FSC-A
224735	12		PE-A	CCR7	CCR7
224736	5		SSC-H		SSC-H
224739	12		PE-A	CCR7	CCR7
224741	10		Alexa Fluor 700-A	CCR7	CCR7
224748	4		SSC-A		SSC-A
224750	10		Alexa Fluor 700-A		Alexa Fluor 700-A
224755	3		FSC-W		FSC-W
224758	6		SSC-W		SSC-W
224777	6		SSC-W		SSC-W
224777	11		APC-Cy7-A	CD8A	CD8
225045	1		FSC-A		FSC-A
225048	5		SSC-H		SSC-H
225055	15		FITC-A		CD39
225056	8		V500-A	HLA-DRA	HLA-DR
225078	12		PE-A	NCAM1	CD56
225086	16		PerCP-Cy5-5-A	CD4	CD4
225087	12		PE-A		EOMES
225096	7		V450-A	IL17	IL-17
225101	8		V500-A	HLA-DRA	HLA-DR
225102	17		Time		Time
225105	9		APC-A	CD38	CD38
224430	12		PE-A		EOMES
224430	17		Time		Time
224434	14		PE-Cy7-A	PTPRC	CD45RA
224436	8		V500-A	HLA-DRA	HLA-DR
224439	7		V450-A	CD3E	CD3
224441	3		FSC-W		FSC-W
224455	9		APC-A	FCG3A	CD16
224466	2		FSC-H		FSC-H
224467	1		FSC-A		FSC-A
225752	10		Alexa Fluor 700-A	CD27	CD27
225758	10		Alexa Fluor 700-A	FOXP3	FoxP3
223907	2		FSC-H		FSC-H
223929	7		V450-A	CD3E	CD3
223935	3		FSC-W		FSC-W
223940	3		FSC-W		FSC-W
223942	1		FSC-A		FSC-A
223946	10		Alexa Fluor 700-A	IFNG	IFNg
223951	7		V450-A	IL17	IL-17
223953	6		SSC-W		SSC-W
223961	4		SSC-A		SSC-A
223980	9		APC-A	FCG3A	CD16
223982	7		V450-A	CD3E	CD3
223988	15		FITC-A	CD27	CD27
223991	2		FSC-H		FSC-H
225126	17		Time		Time
224233	14		PE-Cy7-A	PTPRC	CD45RA
224239	13		Live Dead Fixable Red-A		Viability
225435	9		APC-A	FCG3A	CD16
225438	11		APC-Cy7-A	CD8A	CD8
225442	4		SSC-A		SSC-A
225473	5		SSC-H		SSC-H
225482	12		PE-A	CCR7	CCR7
225485	2		FSC-H		FSC-H
225494	16		PerCP-Cy5-5-A	CD4	CD4
225495	11		APC-Cy7-A	CD8A	CD8
225498	13		Live Dead Fixable Red-A		Viability
225502	10		Alexa Fluor 700-A	PTPRC	CD45RO
225504	6		SSC-W		SSC-W
225517	16		PerCP-Cy5-5-A	CCR4	CCR4
224191	16		PerCP-Cy5-5-A	IL3RA	CD123
224192	14		PE-Cy7-A	PDCD1	PD-1
224203	3		FSC-W		FSC-W
224216	12		PE-A	CD24	CD24
224223	3		FSC-W		FSC-W
225606	3		FSC-W		FSC-W
225619	10		Alexa Fluor 700-A	CD27	CD27
225625	3		FSC-W		FSC-W
225626	9		APC-A	CD38	CD38
225630	4		SSC-A		SSC-A
225664	7		V450-A	IL17	IL-17
225666	17		Time		Time
225669	1		FSC-A		FSC-A
225669	15		FITC-A	IL7R	CD127
225677	8		V500-A	HLA-DRA	HLA-DR
225687	15		FITC-A	CD27	CD27
223782	13		Live Dead Fixable Red-A		Viability
223803	14		PE-Cy7-A	CD27	CD27
223816	16		PerCP-Cy5-5-A	CD4	CD4
224100	5		SSC-H		SSC-H
224102	3		FSC-W		FSC-W
224108	16		PerCP-Cy5-5-A	CD4	CD4
224111	8		V500-A	HLA-DRA	HLA-DR
224116	11		APC-Cy7-A	CD8A	CD8
225740	2		FSC-H		FSC-H
225742	2		FSC-H		FSC-H
225753	12		PE-A	B3GAT1	CD57
224660	7		V450-A	CD3E	CD3
224663	6		SSC-W		SSC-W
223824	1		FSC-A		FSC-A
223828	13		Live Dead Fixable Red-A		Viability
223843	2		FSC-H		FSC-H
223853	6		SSC-W		SSC-W
225038	9		APC-A	FCG3A	CD16
225339	1		FSC-A		FSC-A
225344	15		FITC-A	IL7R	CD127
225355	5		SSC-H		SSC-H
225358	3		FSC-W		FSC-W
225359	9		APC-A	FCG3A	CD16
225363	11		APC-Cy7-A	CD20	CD20
225379	13		Live Dead Fixable Red-A		Viability
225389	17		Time		Time
225394	15		FITC-A	FCG3A	CD16
225409	11		APC-Cy7-A	PTPRC	CD45RO
225425	10		Alexa Fluor 700-A	CCR7	CCR7
225426	2		FSC-H		FSC-H
225431	6		SSC-W		SSC-W
224675	1		FSC-A		FSC-A
224676	8		V500-A	CD3E	CD3
224683	13		Live Dead Fixable Red-A		Viability
224684	13		Live Dead Fixable Red-A		Viability
224691	15		FITC-A	CXCR5	CXCR5
224693	10		Alexa Fluor 700-A	FOXP3	FoxP3
224702	4		SSC-A		SSC-A
224706	6		SSC-W		SSC-W
224710	14		PE-Cy7-A	NCAM1	CD56
224713	7		V450-A	CD3E	CD3
224721	11		APC-Cy7-A	CD8A	CD8
225055	6		SSC-W		SSC-W
225060	13		Live Dead Fixable Red-A		Viability
225071	17		Time		Time
225073	9		APC-A	CD38	CD38
225074	9		APC-A	FCG3A	CD16
225084	17		Time		Time
224348	2		FSC-H		FSC-H
224354	3		FSC-W		FSC-W
224354	16		PerCP-Cy5-5-A	CCR4	CCR4
224355	1		FSC-A		FSC-A
224355	14		PE-Cy7-A		CD11C
224357	3		FSC-W		FSC-W
224359	5		SSC-H		SSC-H
224361	15		FITC-A		CD39
224363	9		APC-A	CD38	CD38
224370	9		APC-A	FCG3A	CD16
224391	2		FSC-H		FSC-H
224394	17		Time		Time
224395	11		APC-Cy7-A		CD3CD19CD20
224120	2		FSC-H		FSC-H
224126	8		V500-A	HLA-DRA	HLA-DR
224414	5		SSC-H		SSC-H
224415	10		Alexa Fluor 700-A	IFNG	IFNg
224423	9		APC-A	CD38	CD38
223856	7		V450-A	CD3E	CD3
223871	10		Alexa Fluor 700-A	CD27	CD27
223873	14		PE-Cy7-A	NCAM1	CD56
223877	1		FSC-A		FSC-A
223877	15		FITC-A	CXCR5	CXCR5
223888	11		APC-Cy7-A	CD8A	CD8
223898	9		APC-A		T-Bet
223899	4		SSC-A		SSC-A
224131	14		PE-Cy7-A	NCAM1	CD56
224136	9		APC-A	FCG3A	CD16
224142	8		V500-A	HLA-DRA	HLA-DR
224154	2		FSC-H		FSC-H
224155	5		SSC-H		SSC-H
224159	2		FSC-H		FSC-H
224167	10		Alexa Fluor 700-A		Alexa Fluor 700-A
224170	15		FITC-A		HLA-A2
224182	10		Alexa Fluor 700-A	CCR7	CCR7
225438	10		Alexa Fluor 700-A	IFNG	IFNg
224734	10		Alexa Fluor 700-A	FOXP3	FoxP3
224746	12		PE-A		2B4
224756	13		Live Dead Fixable Red-A		Viability
224759	8		V500-A	CD3E	CD3
223903	12		PE-A		EOMES
223903	17		Time		Time
223907	1		FSC-A		FSC-A
223913	6		SSC-W		SSC-W
223918	16		PerCP-Cy5-5-A	CD4	CD4
223920	9		APC-A	CD38	CD38
223925	16		PerCP-Cy5-5-A	CD4	CD4
225117	7		V450-A	CD3E	CD3
225127	17		Time		Time
225128	3		FSC-W		FSC-W
225447	4		SSC-A		SSC-A
225459	9		APC-A		iNKT
225465	12		PE-A	NCAM1	CD56
225468	1		FSC-A		FSC-A
225468	15		FITC-A		HLA-A2
225478	4		SSC-A		SSC-A
225482	2		FSC-H		FSC-H
225483	11		APC-Cy7-A	PTPRC	CD45RO
225498	12		PE-A	NCAM1	CD56
225503	10		Alexa Fluor 700-A	IFNG	IFNg
225504	10		Alexa Fluor 700-A	IFNG	IFNg
225509	8		V500-A	CD4	CD4
225512	10		Alexa Fluor 700-A	FOXP3	FoxP3
224775	13		Live Dead Fixable Red-A		Viability
224791	8		V500-A	HLA-DRA	HLA-DR
225143	9		APC-A	PDCD1	PD-1
225148	1		FSC-A		FSC-A
225153	13		Live Dead Fixable Red-A		Viability
224429	9		APC-A	CD38	CD38
224431	7		V450-A	CD3E	CD3
224433	1		FSC-A		FSC-A
224435	2		FSC-H		FSC-H
