EXPSAMPLE_ACCESSION	TREATMENT_ACCESSION
ES1003908	TRT108
ES1003913	TRT108
ES1003915	TRT108
ES1003925	TRT108
ES1003936	TRT108
ES1003943	TRT108
ES1003945	TRT108
ES1003956	TRT108
ES1003964	TRT108
ES1003967	TRT108
ES1003973	TRT108
ES1003975	TRT108
ES1003976	TRT108
ES1003995	TRT108
ES1003997	TRT108
ES1004341	TRT108
ES1004342	TRT108
ES1004346	TRT108
ES1004355	TRT108
ES1004356	TRT108
ES1004359	TRT108
ES1004360	TRT108
ES1004366	TRT108
ES1004371	TRT108
ES1004391	TRT108
ES1004399	TRT108
ES1004400	TRT108
ES1004418	TRT108
ES1004420	TRT108
ES1004427	TRT108
ES1004438	TRT108
ES1004442	TRT108
ES1004447	TRT108
ES1004449	TRT108
ES1004462	TRT108
ES1004473	TRT108
ES1004479	TRT108
ES1004487	TRT108
ES1004499	TRT108
ES1004511	TRT108
ES1004525	TRT108
ES1004538	TRT108
ES1004559	TRT108
ES1004561	TRT108
ES1004572	TRT108
ES1004573	TRT108
ES1004581	TRT108
ES1004586	TRT108
ES1004590	TRT108
ES784538	TRT108
ES784549	TRT108
ES784554	TRT108
ES784558	TRT108
ES784561	TRT108
ES784563	TRT108
ES784569	TRT108
ES784587	TRT108
ES784588	TRT108
ES784597	TRT108
ES784605	TRT108
ES784613	TRT108
ES784624	TRT108
ES784629	TRT108
ES784631	TRT108
ES784635	TRT108
ES784645	TRT108
ES784647	TRT108
ES784652	TRT108
ES784656	TRT108
ES784672	TRT108
ES784695	TRT108
ES784711	TRT108
ES784713	TRT108
ES784734	TRT108
ES784740	TRT108
ES1004016	TRT108
ES1004018	TRT108
ES1004021	TRT108
ES1004025	TRT108
ES1004028	TRT108
ES1004045	TRT108
ES1004052	TRT108
ES1004073	TRT108
ES1004081	TRT108
ES1004084	TRT108
ES1004087	TRT108
ES1004092	TRT108
ES1004099	TRT108
ES1004104	TRT108
ES1004107	TRT108
ES1004117	TRT108
ES1004127	TRT108
ES1004138	TRT108
ES1004144	TRT108
ES1004145	TRT108
ES1004161	TRT108
ES1004164	TRT108
ES1004910	TRT108
ES1004914	TRT108
ES1004918	TRT108
ES1004922	TRT108
ES1004928	TRT108
ES1004933	TRT108
ES1004935	TRT108
ES1004952	TRT108
ES1004956	TRT108
ES1004975	TRT108
ES1004976	TRT108
ES1004986	TRT108
ES1005003	TRT108
ES1005004	TRT108
ES1005011	TRT108
ES1005028	TRT108
ES1005051	TRT108
ES1005055	TRT108
ES1005071	TRT108
ES1005076	TRT108
ES1005078	TRT108
ES1005079	TRT108
ES1005081	TRT108
ES1005086	TRT108
ES1005095	TRT108
ES1005096	TRT108
ES1005099	TRT108
ES1005108	TRT108
ES736261	TRT108
ES736263	TRT108
ES736292	TRT108
ES736295	TRT108
ES736299	TRT108
ES736302	TRT108
ES736324	TRT108
ES736343	TRT108
ES736496	TRT108
ES736516	TRT108
ES736520	TRT108
ES736521	TRT108
ES736528	TRT108
ES736532	TRT108
ES736533	TRT108
ES736546	TRT108
ES1005112	TRT108
ES1005113	TRT108
ES1005120	TRT108
ES1005121	TRT108
ES1005130	TRT108
ES1005131	TRT108
ES1005138	TRT108
ES1005151	TRT108
ES1005170	TRT108
ES1005177	TRT108
ES1005190	TRT108
ES1005191	TRT108
ES1005210	TRT108
ES1005214	TRT108
ES1005228	TRT108
ES1005238	TRT108
ES1005250	TRT108
ES1005251	TRT108
ES1005259	TRT108
ES1005262	TRT108
ES1005267	TRT108
ES1005270	TRT108
ES1005271	TRT108
ES1005290	TRT108
ES1005292	TRT108
ES1005309	TRT108
ES1005310	TRT108
ES1005333	TRT108
ES1005335	TRT108
ES1004192	TRT108
ES1004203	TRT108
ES1004204	TRT108
ES1004205	TRT108
ES1004206	TRT108
ES1004216	TRT108
ES1004226	TRT108
ES1004228	TRT108
ES1004241	TRT108
ES1004253	TRT108
ES1004256	TRT108
ES1004266	TRT108
ES1004281	TRT108
ES1004283	TRT108
ES1004285	TRT108
ES1004310	TRT108
ES1004311	TRT108
ES1004313	TRT108
ES1004328	TRT108
ES1004337	TRT108
ES1004338	TRT108
ES1005544	TRT108
ES1005546	TRT108
ES1005566	TRT108
ES1005577	TRT108
ES1005584	TRT108
ES1005597	TRT108
ES1005607	TRT108
ES1005616	TRT108
ES1005617	TRT108
ES1005622	TRT108
ES1005637	TRT108
ES1005649	TRT108
ES1005656	TRT108
ES1005693	TRT108
ES1005694	TRT108
ES1003641	TRT108
ES1003643	TRT108
ES1003657	TRT108
ES1003659	TRT108
ES1003663	TRT108
ES1003665	TRT108
ES1003668	TRT108
ES1003674	TRT108
ES1003679	TRT108
ES1003680	TRT108
ES1003687	TRT108
ES1003691	TRT108
ES1003699	TRT108
ES1003708	TRT108
ES1003712	TRT108
ES1003719	TRT108
ES1003734	TRT108
ES1003746	TRT108
ES1003750	TRT108
ES1003751	TRT108
ES1003759	TRT108
ES1003766	TRT108
ES1003768	TRT108
ES784387	TRT108
ES784400	TRT108
ES784403	TRT108
ES784406	TRT108
ES784408	TRT108
ES784416	TRT108
ES784420	TRT108
ES784447	TRT108
ES784465	TRT108
ES784467	TRT108
ES784477	TRT108
ES784485	TRT108
ES784499	TRT108
ES784512	TRT108
ES736119	TRT108
ES736133	TRT108
ES736136	TRT108
ES736143	TRT108
ES736144	TRT108
ES736145	TRT108
ES736151	TRT108
ES736152	TRT108
ES736162	TRT108
ES736170	TRT108
ES736175	TRT108
ES736178	TRT108
ES736191	TRT108
ES736195	TRT108
ES736203	TRT108
ES736206	TRT108
ES736208	TRT108
ES736217	TRT108
ES736237	TRT108
ES736238	TRT108
ES1005345	TRT108
ES1005354	TRT108
ES1005358	TRT108
ES1005366	TRT108
ES1005367	TRT108
ES1005379	TRT108
ES1005382	TRT108
ES1005384	TRT108
ES1005397	TRT108
ES1005415	TRT108
ES1005423	TRT108
ES1005441	TRT108
ES1005446	TRT108
ES1005453	TRT108
ES1005454	TRT108
ES1005469	TRT108
ES1005470	TRT108
ES1005475	TRT108
ES1005485	TRT108
ES1005486	TRT108
ES1005496	TRT108
ES1005500	TRT108
ES1005502	TRT108
ES1005503	TRT108
ES1005504	TRT108
ES1005505	TRT108
ES1005520	TRT108
ES1004611	TRT108
ES1004620	TRT108
ES1004623	TRT108
ES1004635	TRT108
ES1004636	TRT108
ES1004638	TRT108
ES1004641	TRT108
ES1004643	TRT108
ES1004644	TRT108
ES1004658	TRT108
ES1004666	TRT108
ES1004674	TRT108
ES1004676	TRT108
ES1004700	TRT108
ES1004702	TRT108
ES1004705	TRT108
ES1004709	TRT108
ES1004715	TRT108
ES1004721	TRT108
ES1004722	TRT108
ES1004726	TRT108
ES1004742	TRT108
ES1004746	TRT108
ES1004763	TRT108
ES1004766	TRT108
ES1004769	TRT108
ES1004793	TRT108
ES1004794	TRT108
ES1004800	TRT108
ES1004803	TRT108
ES1004804	TRT108
ES1004811	TRT108
ES1004815	TRT108
ES1004822	TRT108
ES1004827	TRT108
ES1004833	TRT108
ES1004837	TRT108
ES1004838	TRT108
ES1004842	TRT108
ES1004845	TRT108
ES1004848	TRT108
ES1004861	TRT108
ES1004868	TRT108
ES1004873	TRT108
ES1004874	TRT108
ES1004878	TRT108
ES1003796	TRT108
ES1003800	TRT108
ES1003804	TRT108
ES1003815	TRT108
ES1003820	TRT108
ES1003824	TRT108
ES1003825	TRT108
ES1003826	TRT108
ES1003831	TRT108
ES1003837	TRT108
ES1003840	TRT108
ES1003843	TRT108
ES1003862	TRT108
ES1003865	TRT108
ES1003883	TRT108
ES1003898	TRT108
ES1003903	TRT108
ES1003904	TRT108
ES1003920	TRT108
ES1003928	TRT108
ES1003940	TRT108
ES1003948	TRT108
ES1003962	TRT108
ES1003969	TRT108
ES1003986	TRT108
ES1003992	TRT108
ES1004357	TRT108
ES1004378	TRT108
ES1004381	TRT108
ES1004396	TRT108
ES1004403	TRT108
ES1004405	TRT108
ES1004416	TRT108
ES1004422	TRT108
ES1004433	TRT108
ES1004464	TRT108
ES1004470	TRT108
ES1004485	TRT108
ES1004486	TRT108
ES1004488	TRT108
ES1004491	TRT108
ES1004492	TRT108
ES1004510	TRT108
ES1004512	TRT108
ES1004513	TRT108
ES1004521	TRT108
ES1004529	TRT108
ES1004537	TRT108
ES1004539	TRT108
ES1004548	TRT108
ES1004558	TRT108
ES1004562	TRT108
ES1004577	TRT108
ES1004584	TRT108
ES1004596	TRT108
ES1004599	TRT108
ES1004600	TRT108
ES784556	TRT108
ES784560	TRT108
ES784576	TRT108
ES784595	TRT108
ES784609	TRT108
ES784622	TRT108
ES784633	TRT108
ES784637	TRT108
ES784638	TRT108
ES784643	TRT108
ES784646	TRT108
ES784651	TRT108
ES784663	TRT108
ES784680	TRT108
ES784691	TRT108
ES784692	TRT108
ES784694	TRT108
ES784702	TRT108
ES784703	TRT108
ES784707	TRT108
ES784709	TRT108
ES784714	TRT108
ES784717	TRT108
ES784723	TRT108
ES784727	TRT108
ES784731	TRT108
ES1004004	TRT108
ES1004012	TRT108
ES1004024	TRT108
ES1004026	TRT108
ES1004033	TRT108
ES1004036	TRT108
ES1004037	TRT108
ES1004040	TRT108
ES1004043	TRT108
ES1004069	TRT108
ES1004077	TRT108
ES1004082	TRT108
ES1004088	TRT108
ES1004090	TRT108
ES1004105	TRT108
ES1004108	TRT108
ES1004114	TRT108
ES1004115	TRT108
ES1004128	TRT108
ES1004129	TRT108
ES1004134	TRT108
ES1004135	TRT108
ES1004139	TRT108
ES1004154	TRT108
ES1004158	TRT108
ES1004166	TRT108
ES1004903	TRT108
ES1004907	TRT108
ES1004916	TRT108
ES1004926	TRT108
ES1004932	TRT108
ES1004936	TRT108
ES1004943	TRT108
ES1004971	TRT108
ES1004973	TRT108
ES1004982	TRT108
ES1004985	TRT108
ES1005007	TRT108
ES1005012	TRT108
ES1005016	TRT108
ES1005031	TRT108
ES1005040	TRT108
ES1005041	TRT108
ES1005049	TRT108
ES1005058	TRT108
ES1005060	TRT108
ES1005073	TRT108
ES1005093	TRT108
ES736242	TRT108
ES736268	TRT108
ES736271	TRT108
ES736276	TRT108
ES736281	TRT108
ES736293	TRT108
ES736304	TRT108
ES736307	TRT108
ES736322	TRT108
ES736330	TRT108
ES736331	TRT108
ES736332	TRT108
ES736334	TRT108
ES736345	TRT108
ES736346	TRT108
ES736490	TRT108
ES736524	TRT108
ES736526	TRT108
ES736542	TRT108
ES736547	TRT108
ES1005110	TRT108
ES1005133	TRT108
ES1005135	TRT108
ES1005141	TRT108
ES1005143	TRT108
ES1005162	TRT108
ES1005171	TRT108
ES1005173	TRT108
ES1005174	TRT108
ES1005187	TRT108
ES1005193	TRT108
ES1005212	TRT108
ES1005218	TRT108
ES1005226	TRT108
ES1005227	TRT108
ES1005231	TRT108
ES1005244	TRT108
ES1005256	TRT108
ES1005260	TRT108
ES1005279	TRT108
ES1005288	TRT108
ES1005301	TRT108
ES1005302	TRT108
ES1005306	TRT108
ES1005321	TRT108
ES1004174	TRT108
ES1004178	TRT108
ES1004199	TRT108
ES1004207	TRT108
ES1004221	TRT108
ES1004242	TRT108
ES1004246	TRT108
ES1004250	TRT108
ES1004252	TRT108
ES1004260	TRT108
ES1004272	TRT108
ES1004280	TRT108
ES1004287	TRT108
ES1004295	TRT108
ES1004297	TRT108
ES1004305	TRT108
ES1004312	TRT108
ES1004314	TRT108
ES1004330	TRT108
ES1004335	TRT108
ES1004339	TRT108
ES1005530	TRT108
ES1005567	TRT108
ES1005570	TRT108
ES1005574	TRT108
ES1005578	TRT108
ES1005580	TRT108
ES1005595	TRT108
ES1005601	TRT108
ES1005605	TRT108
ES1005606	TRT108
ES1005626	TRT108
ES1005630	TRT108
ES1005638	TRT108
ES1005648	TRT108
ES1005654	TRT108
ES1005663	TRT108
ES1005668	TRT108
ES1005669	TRT108
ES1005672	TRT108
ES1005675	TRT108
ES1005696	TRT108
ES1003644	TRT108
ES1003649	TRT108
ES1003653	TRT108
ES1003655	TRT108
ES1003662	TRT108
ES1003669	TRT108
ES1003676	TRT108
ES1003677	TRT108
ES1003685	TRT108
ES1003686	TRT108
ES1003705	TRT108
ES1003715	TRT108
ES1003716	TRT108
ES1003718	TRT108
ES1003731	TRT108
ES1003735	TRT108
ES1003737	TRT108
ES1003745	TRT108
ES1003748	TRT108
ES1003763	TRT108
ES1003767	TRT108
ES1003787	TRT108
ES784411	TRT108
ES784417	TRT108
ES784421	TRT108
ES784428	TRT108
ES784451	TRT108
ES784454	TRT108
ES784492	TRT108
ES784497	TRT108
ES784508	TRT108
ES784514	TRT108
ES784527	TRT108
ES736117	TRT108
ES736128	TRT108
ES736130	TRT108
ES736132	TRT108
ES736135	TRT108
ES736139	TRT108
ES736142	TRT108
ES736146	TRT108
ES736166	TRT108
ES736171	TRT108
ES736229	TRT108
ES736232	TRT108
ES1005346	TRT108
ES1005350	TRT108
ES1005351	TRT108
ES1005368	TRT108
ES1005371	TRT108
ES1005378	TRT108
ES1005389	TRT108
ES1005400	TRT108
ES1005407	TRT108
ES1005434	TRT108
ES1005465	TRT108
ES1005490	TRT108
ES1005501	TRT108
ES1005521	TRT108
ES1004614	TRT108
ES1004621	TRT108
ES1004626	TRT108
ES1004629	TRT108
ES1004650	TRT108
ES1004655	TRT108
ES1004668	TRT108
ES1004689	TRT108
ES1004694	TRT108
ES1004697	TRT108
ES1004698	TRT108
ES1004710	TRT108
ES1004724	TRT108
ES1004735	TRT108
ES1004739	TRT108
ES1004757	TRT108
ES1004760	TRT108
ES1004764	TRT108
ES1004767	TRT108
ES1004772	TRT108
ES1004780	TRT108
ES1004787	TRT108
ES1004797	TRT108
ES1004805	TRT108
ES1004809	TRT108
ES1004812	TRT108
ES1004824	TRT108
ES1004831	TRT108
ES1004844	TRT108
ES1004854	TRT108
ES1004869	TRT108
ES1004880	TRT108
ES1004884	TRT108
ES1003798	TRT108
ES1003810	TRT108
ES1003828	TRT108
ES1003834	TRT108
ES1003852	TRT108
ES1003854	TRT108
ES1003866	TRT108
ES1003872	TRT108
ES1003892	TRT108
ES1003916	TRT108
ES1003917	TRT108
ES1003921	TRT108
ES1003927	TRT108
ES1003934	TRT108
ES1003942	TRT108
ES1003947	TRT108
ES1003954	TRT108
ES1003958	TRT108
ES1003983	TRT108
ES1003996	TRT108
ES1004358	TRT108
ES1004384	TRT108
ES1004387	TRT108
ES1004397	TRT108
ES1004428	TRT108
ES1004440	TRT108
ES1004450	TRT108
ES1004456	TRT108
ES1004457	TRT108
ES1004466	TRT108
ES1004475	TRT108
ES1004493	TRT108
ES1004494	TRT108
ES1004507	TRT108
ES1004520	TRT108
ES1004526	TRT108
ES1004527	TRT108
ES1004542	TRT108
ES1004549	TRT108
ES1004555	TRT108
ES1004566	TRT108
ES1004578	TRT108
ES1004598	TRT108
ES1004609	TRT108
ES784532	TRT108
ES784534	TRT108
ES784535	TRT108
ES784539	TRT108
ES784543	TRT108
ES784546	TRT108
ES784552	TRT108
ES784564	TRT108
ES784566	TRT108
ES784572	TRT108
ES784573	TRT108
ES784580	TRT108
ES784584	TRT108
ES784590	TRT108
ES784591	TRT108
ES784604	TRT108
ES784636	TRT108
ES784664	TRT108
ES784678	TRT108
ES784679	TRT108
ES784683	TRT108
ES784688	TRT108
ES784725	TRT108
ES784730	TRT108
ES784739	TRT108
ES1004008	TRT108
ES1004010	TRT108
ES1004015	TRT108
ES1004034	TRT108
ES1004041	TRT108
ES1004046	TRT108
ES1004048	TRT108
ES1004058	TRT108
ES1004064	TRT108
ES1004065	TRT108
ES1004066	TRT108
ES1004080	TRT108
ES1004083	TRT108
ES1004100	TRT108
ES1004125	TRT108
ES1004131	TRT108
ES1004142	TRT108
ES1004152	TRT108
ES1004153	TRT108
ES1004160	TRT108
ES1004901	TRT108
ES1004906	TRT108
ES1004930	TRT108
ES1004942	TRT108
ES1004946	TRT108
ES1004960	TRT108
ES1004962	TRT108
ES1004967	TRT108
ES1004984	TRT108
ES1004988	TRT108
ES1004990	TRT108
ES1005000	TRT108
ES1005001	TRT108
ES1005002	TRT108
ES1005009	TRT108
ES1005021	TRT108
ES1005027	TRT108
ES1005029	TRT108
ES1005038	TRT108
ES1005047	TRT108
ES1005052	TRT108
ES1005056	TRT108
ES1005062	TRT108
ES1005084	TRT108
ES1005088	TRT108
ES1005098	TRT108
ES1005101	TRT108
ES1005104	TRT108
ES736245	TRT108
ES736246	TRT108
ES736257	TRT108
ES736259	TRT108
ES736274	TRT108
ES736285	TRT108
ES736290	TRT108
ES736305	TRT108
ES736311	TRT108
ES736333	TRT108
ES736344	TRT108
ES736499	TRT108
ES736504	TRT108
ES736507	TRT108
ES736511	TRT108
ES736519	TRT108
ES736525	TRT108
ES736536	TRT108
ES736539	TRT108
ES736540	TRT108
ES1005111	TRT108
ES1005114	TRT108
ES1005124	TRT108
ES1005136	TRT108
ES1005144	TRT108
ES1005155	TRT108
ES1005161	TRT108
ES1005182	TRT108
ES1005195	TRT108
ES1005201	TRT108
ES1005204	TRT108
ES1005209	TRT108
ES1005216	TRT108
ES1005249	TRT108
ES1005253	TRT108
ES1005263	TRT108
ES1005276	TRT108
ES1005282	TRT108
ES1005289	TRT108
ES1005297	TRT108
ES1005298	TRT108
ES1005300	TRT108
ES1005311	TRT108
ES1004173	TRT108
ES1004183	TRT108
ES1004200	TRT108
ES1004209	TRT108
ES1004222	TRT108
ES1004230	TRT108
ES1004233	TRT108
ES1004235	TRT108
ES1004237	TRT108
ES1004239	TRT108
ES1004243	TRT108
ES1004247	TRT108
ES1004268	TRT108
ES1004275	TRT108
ES1004277	TRT108
ES1004284	TRT108
ES1004318	TRT108
ES1004321	TRT108
ES1004324	TRT108
ES1005529	TRT108
ES1005532	TRT108
ES1005538	TRT108
ES1005550	TRT108
ES1005557	TRT108
ES1005559	TRT108
ES1005560	TRT108
ES1005562	TRT108
ES1005564	TRT108
ES1005565	TRT108
ES1005568	TRT108
ES1005569	TRT108
ES1005571	TRT108
ES1005591	TRT108
ES1005612	TRT108
ES1005632	TRT108
ES1005645	TRT108
ES1005650	TRT108
ES1005652	TRT108
ES1005665	TRT108
ES1005676	TRT108
ES1005683	TRT108
ES1005697	TRT108
ES1003647	TRT108
ES1003682	TRT108
ES1003688	TRT108
ES1003701	TRT108
ES1003720	TRT108
ES1003722	TRT108
ES1003742	TRT108
ES1003756	TRT108
ES1003775	TRT108
ES784391	TRT108
ES784419	TRT108
ES784432	TRT108
ES784433	TRT108
ES784435	TRT108
ES784436	TRT108
ES784438	TRT108
ES784440	TRT108
ES784442	TRT108
ES784444	TRT108
ES784450	TRT108
ES784459	TRT108
ES784461	TRT108
ES784475	TRT108
ES784478	TRT108
ES784483	TRT108
ES784491	TRT108
ES784498	TRT108
ES784500	TRT108
ES784502	TRT108
ES784509	TRT108
ES784513	TRT108
ES784528	TRT108
ES736140	TRT108
ES736141	TRT108
ES736148	TRT108
ES736149	TRT108
ES736157	TRT108
ES736177	TRT108
ES736179	TRT108
ES736181	TRT108
ES736182	TRT108
ES736185	TRT108
ES736188	TRT108
ES736192	TRT108
ES736199	TRT108
ES736216	TRT108
ES736219	TRT108
ES736228	TRT108
ES736236	TRT108
ES1005376	TRT108
ES1005380	TRT108
ES1005385	TRT108
ES1005386	TRT108
ES1005391	TRT108
ES1005399	TRT108
ES1005409	TRT108
ES1005417	TRT108
ES1005419	TRT108
ES1005424	TRT108
ES1005427	TRT108
ES1005445	TRT108
ES1005456	TRT108
ES1005457	TRT108
ES1005460	TRT108
ES1005466	TRT108
ES1005474	TRT108
ES1005498	TRT108
ES1005506	TRT108
ES1005516	TRT108
ES1005519	TRT108
ES1004613	TRT108
ES1004630	TRT108
ES1004634	TRT108
ES1004637	TRT108
ES1004646	TRT108
ES1004654	TRT108
ES1004661	TRT108
ES1004662	TRT108
ES1004682	TRT108
ES1004687	TRT108
ES1004688	TRT108
ES1004691	TRT108
ES1004704	TRT108
ES1004713	TRT108
ES1004714	TRT108
ES1004732	TRT108
ES1004734	TRT108
ES1004754	TRT108
ES1004756	TRT108
ES1004771	TRT108
ES1004790	TRT108
ES1004808	TRT108
ES1004813	TRT108
ES1004816	TRT108
ES1004821	TRT108
ES1004823	TRT108
ES1004826	TRT108
ES1004834	TRT108
ES1004839	TRT108
ES1004879	TRT108
ES1004882	TRT108
ES1004899	TRT108
ES1003809	TRT108
ES1003811	TRT108
ES1003814	TRT108
ES1003832	TRT108
ES1003853	TRT108
ES1003859	TRT108
ES1003863	TRT108
ES1003874	TRT108
ES1003876	TRT108
ES1003884	TRT108
ES1003887	TRT108
ES1003893	TRT108
ES1003900	TRT108
ES1003902	TRT108
ES1003906	TRT108
ES1003918	TRT108
ES1003922	TRT108
ES1003923	TRT108
ES1003926	TRT108
ES1003941	TRT108
ES1003949	TRT108
ES1003951	TRT108
ES1003952	TRT108
ES1003959	TRT108
ES1003963	TRT108
ES1003970	TRT108
ES1003978	TRT108
ES1003980	TRT108
ES1003982	TRT108
ES1003987	TRT108
ES1003988	TRT108
ES1003989	TRT108
ES1003991	TRT108
ES1003993	TRT108
ES1003994	TRT108
ES1004354	TRT108
ES1004363	TRT108
ES1004367	TRT108
ES1004369	TRT108
ES1004376	TRT108
ES1004383	TRT108
ES1004389	TRT108
ES1004404	TRT108
ES1004407	TRT108
ES1004409	TRT108
ES1004412	TRT108
ES1004413	TRT108
ES1004414	TRT108
ES1004415	TRT108
ES1004421	TRT108
ES1004425	TRT108
ES1004445	TRT108
ES1004452	TRT108
ES1004458	TRT108
ES1004472	TRT108
ES1004480	TRT108
ES1004489	TRT108
ES1004504	TRT108
ES1004509	TRT108
ES1004530	TRT108
ES1004532	TRT108
ES1004560	TRT108
ES1004570	TRT108
ES1004574	TRT108
ES1004575	TRT108
ES1004605	TRT108
ES1004607	TRT108
ES784547	TRT108
ES784562	TRT108
ES784567	TRT108
ES784582	TRT108
ES784585	TRT108
ES784592	TRT108
ES784593	TRT108
ES784594	TRT108
ES784599	TRT108
ES784619	TRT108
ES784628	TRT108
ES784634	TRT108
ES784639	TRT108
ES784644	TRT108
ES784648	TRT108
ES784649	TRT108
ES784675	TRT108
ES784687	TRT108
ES784704	TRT108
ES784712	TRT108
ES784736	TRT108
ES784737	TRT108
ES1004000	TRT108
ES1004002	TRT108
ES1004011	TRT108
ES1004017	TRT108
ES1004019	TRT108
ES1004031	TRT108
ES1004042	TRT108
ES1004049	TRT108
ES1004050	TRT108
ES1004063	TRT108
ES1004067	TRT108
ES1004096	TRT108
ES1004097	TRT108
ES1004098	TRT108
ES1004102	TRT108
ES1004106	TRT108
ES1004109	TRT108
ES1004111	TRT108
ES1004112	TRT108
ES1004123	TRT108
ES1004147	TRT108
ES1004148	TRT108
ES1004150	TRT108
ES1004162	TRT108
ES1004917	TRT108
ES1004919	TRT108
ES1004924	TRT108
ES1004941	TRT108
ES1004944	TRT108
ES1004945	TRT108
ES1004953	TRT108
ES1004968	TRT108
ES1004972	TRT108
ES1004974	TRT108
ES1004991	TRT108
ES1004995	TRT108
ES1005015	TRT108
ES1005023	TRT108
ES1005026	TRT108
ES1005035	TRT108
ES1005036	TRT108
ES1005039	TRT108
ES1005042	TRT108
ES1005043	TRT108
ES1005046	TRT108
ES1005054	TRT108
ES1005061	TRT108
ES1005063	TRT108
ES1005064	TRT108
ES1005070	TRT108
ES1005075	TRT108
ES1005080	TRT108
ES1005089	TRT108
ES1005102	TRT108
ES736272	TRT108
ES736277	TRT108
ES736286	TRT108
ES736289	TRT108
ES736296	TRT108
ES736297	TRT108
ES736303	TRT108
ES736306	TRT108
ES736312	TRT108
ES736314	TRT108
ES736317	TRT108
ES736335	TRT108
ES736341	TRT108
ES736488	TRT108
ES736493	TRT108
ES736522	TRT108
ES736531	TRT108
ES736534	TRT108
ES736544	TRT108
ES1005123	TRT108
ES1005126	TRT108
ES1005137	TRT108
ES1005139	TRT108
ES1005147	TRT108
ES1005152	TRT108
ES1005160	TRT108
ES1005166	TRT108
ES1005167	TRT108
ES1005172	TRT108
ES1005184	TRT108
ES1005185	TRT108
ES1005198	TRT108
ES1005206	TRT108
ES1005211	TRT108
ES1005223	TRT108
ES1005224	TRT108
ES1005225	TRT108
ES1005236	TRT108
ES1005239	TRT108
ES1005242	TRT108
ES1005278	TRT108
ES1005280	TRT108
ES1005283	TRT108
ES1005284	TRT108
ES1005285	TRT108
ES1005293	TRT108
ES1005303	TRT108
ES1005318	TRT108
ES1005325	TRT108
ES1005326	TRT108
ES1005332	TRT108
ES1004171	TRT108
ES1004176	TRT108
ES1004179	TRT108
ES1004181	TRT108
ES1004185	TRT108
ES1004193	TRT108
ES1004195	TRT108
ES1004198	TRT108
ES1004208	TRT108
ES1004211	TRT108
ES1004217	TRT108
ES1004218	TRT108
ES1004259	TRT108
ES1004261	TRT108
ES1004264	TRT108
ES1004267	TRT108
ES1004289	TRT108
ES1004298	TRT108
ES1004301	TRT108
ES1004303	TRT108
ES1004316	TRT108
ES1004319	TRT108
ES1004326	TRT108
ES1004331	TRT108
ES1004332	TRT108
