FILE_INFO_ID	DETAIL	FILESIZE_BYTES	NAME	ORIGINAL_FILE_NAME	WORKSPACE_ID
388515	HAI result	3368	ALL_HAI_year2.388515.txt	ALL_HAI_year2.txt	2668
388540	HAI result	3368	ALL_HAI_year2.388540.txt	ALL_HAI_year2.txt	2668
578256	Flow cytometry result	2852975	Panel_P1_D12_P1_110283_PBMC_12012011_D12.578256.fcs	Panel_P1_D12_P1_110283_PBMC_12012011_D12.fcs	2668
578257	Flow cytometry compensation or control	730749	Panel_P1_H12_P1_000018_PBMC_Control_H12.578257.fcs	Panel_P1_H12_P1_000018_PBMC_Control_H12.fcs	2668
578258	Flow cytometry result	240415	Panel_P10_D5_P10_110271_PBMC_11142011_D05.578258.fcs	Panel_P10_D5_P10_110271_PBMC_11142011_D05.fcs	2668
578259	Flow cytometry compensation or control	2563533	Panel_P10_H6_P10_000017_PBMC_Control_H06.578259.fcs	Panel_P10_H6_P10_000017_PBMC_Control_H06.fcs	2668
578260	Flow cytometry result	34398820	Panel_P2_C9_P2_110256_PBMC_10242011_C09.578260.fcs	Panel_P2_C9_P2_110256_PBMC_10242011_C09.fcs	2668
578261	Flow cytometry compensation or control	3710049	Panel_P2_H9_P2_000015_PBMC_Control_H09.578261.fcs	Panel_P2_H9_P2_000015_PBMC_Control_H09.fcs	2668
578262	Flow cytometry result	3162088	Panel_P9_F3_P9_110249_PBMC_10192011_F03.578262.fcs	Panel_P9_F3_P9_110249_PBMC_10192011_F03.fcs	2668
578263	Flow cytometry compensation or control	3603572	Panel_P9_H3_P9_000015_PBMC_Control_H03.578263.fcs	Panel_P9_H3_P9_000015_PBMC_Control_H03.fcs	2668
578264	Flow cytometry result	3815097	Panel_P1_E11_P1_110255_PBMC_10172011_E11.578264.fcs	Panel_P1_E11_P1_110255_PBMC_10172011_E11.fcs	2668
578265	Flow cytometry compensation or control	2540690	Panel_P1_H12_P1_000015_PBMC_Control_H12.578265.fcs	Panel_P1_H12_P1_000015_PBMC_Control_H12.fcs	2668
578266	Flow cytometry result	40411812	Panel_L1_C3_L1_110256_PBMC_10242011_C03.578266.fcs	Panel_L1_C3_L1_110256_PBMC_10242011_C03.fcs	2668
578267	Flow cytometry compensation or control	3101541	Panel_L1_H3_L1_000015_PBMC_Control_H03.578267.fcs	Panel_L1_H3_L1_000015_PBMC_Control_H03.fcs	2668
578268	Flow cytometry result	7187227	Panel_L3_E8_L3_110272_PBMC_10172011_E08.578268.fcs	Panel_L3_E8_L3_110272_PBMC_10172011_E08.fcs	2668
578269	Flow cytometry compensation or control	3432645	Panel_L3_H9_L3_000017_PBMC_Control_H09.578269.fcs	Panel_L3_H9_L3_000017_PBMC_Control_H09.fcs	2668
578270	Flow cytometry result	3816807	Panel_P1_H10_P1_110286_PBMC_12012011_H10.578270.fcs	Panel_P1_H10_P1_110286_PBMC_12012011_H10.fcs	2668
578271	Flow cytometry compensation or control	2296230	Panel_P1_D10_P1_000019_PBMC_Control_D10.578271.fcs	Panel_P1_D10_P1_000019_PBMC_Control_D10.fcs	2668
578272	Flow cytometry result	13881829	Panel_L4_B_Cells_H1_L4_110214_PBMC_11092011_H01.578272.fcs	Panel_L4_B_Cells_H1_L4_110214_PBMC_11092011_H01.fcs	2668
578273	Flow cytometry compensation or control	2154458	Panel_L4_B_Cells_H3_L4_000014_PBMC_Control_H03.578273.fcs	Panel_L4_B_Cells_H3_L4_000014_PBMC_Control_H03.fcs	2668
578274	Flow cytometry result	40220391	Panel_L4_B_Cells_D1_L4_110191_PBMC_11082011_D01.578274.fcs	Panel_L4_B_Cells_D1_L4_110191_PBMC_11082011_D01.fcs	2668
578275	Flow cytometry compensation or control	7994488	Panel_L4_B_Cells_H3_L4_000011_PBMC_Control_H03.578275.fcs	Panel_L4_B_Cells_H3_L4_000011_PBMC_Control_H03.fcs	2668
578276	Flow cytometry result	3356515	Panel_L3_B8_L3_110271_PBMC_10192011_B08.578276.fcs	Panel_L3_B8_L3_110271_PBMC_10192011_B08.fcs	2668
578277	Flow cytometry result	32176580	Panel_P2_C8_P2_110250_PBMC_10242011_C08.578277.fcs	Panel_P2_C8_P2_110250_PBMC_10242011_C08.fcs	2668
578278	Flow cytometry result	7160637	Panel_L3_H8_L3_110264_PBMC_11142011_H08.578278.fcs	Panel_L3_H8_L3_110264_PBMC_11142011_H08.fcs	2668
578279	Flow cytometry compensation or control	3972365	Panel_L3_H9_L3_000016_PBMC_Control_H09.578279.fcs	Panel_L3_H9_L3_000016_PBMC_Control_H09.fcs	2668
578280	Flow cytometry result	5438628	Panel_L5_MonoNKDC_G4_L5_110258_PBMC_10242011_G04.578280.fcs	Panel_L5_MonoNKDC_G4_L5_110258_PBMC_10242011_G04.fcs	2668
578281	Flow cytometry compensation or control	8872131	Panel_L5_MonoNKDC_H6_L5_000016_PBMC_Control_H06.578281.fcs	Panel_L5_MonoNKDC_H6_L5_000016_PBMC_Control_H06.fcs	2668
578282	Flow cytometry result	34954400	Panel_L1_H2_L1_110200_PBMC_11082011_H02.578282.fcs	Panel_L1_H2_L1_110200_PBMC_11082011_H02.fcs	2668
578283	Flow cytometry compensation or control	18409164	Panel_L1_H3_L1_000011_PBMC_Control_H03.578283.fcs	Panel_L1_H3_L1_000011_PBMC_Control_H03.fcs	2668
578284	Flow cytometry result	22190346	Panel_L5_MonoNKDC_F6_L5_110247_PBMC_10192011_F06.578284.fcs	Panel_L5_MonoNKDC_F6_L5_110247_PBMC_10192011_F06.fcs	2668
578285	Flow cytometry compensation or control	1702406	Panel_L5_MonoNKDC_H6_L5_000014_PBMC_Control_H06.578285.fcs	Panel_L5_MonoNKDC_H6_L5_000014_PBMC_Control_H06.fcs	2668
578286	Flow cytometry result	5244397	Panel_L3_D9_L3_110265_PBMC_11142011_D09.578286.fcs	Panel_L3_D9_L3_110265_PBMC_11142011_D09.fcs	2668
578287	Flow cytometry result	3245267	Panel_P1_D11_P1_110271_PBMC_11142011_D11.578287.fcs	Panel_P1_D11_P1_110271_PBMC_11142011_D11.fcs	2668
