EXPSAMPLE_ACCESSION	TREATMENT_ACCESSION
ES832520	TRT1763
ES832541	TRT1757
ES832543	TRT1761
ES832545	TRT1762
ES832548	TRT1756
ES832551	TRT1761
ES832553	TRT1762
ES832563	TRT1760
ES832567	TRT1761
ES832571	TRT1760
ES832591	TRT1761
ES832597	TRT1757
ES832611	TRT1760
ES832623	TRT1761
ES832626	TRT1759
ES832631	TRT1761
ES832633	TRT1762
ES832648	TRT1763
ES832653	TRT1757
ES832656	TRT1763
ES832663	TRT1761
ES832669	TRT1757
ES832673	TRT1762
ES832691	TRT1760
ES832693	TRT1757
ES832695	TRT1761
ES832701	TRT1757
ES832703	TRT1761
ES832711	TRT1761
ES832713	TRT1762
ES832715	TRT1760
ES832721	TRT1762
ES832723	TRT1760
ES832733	TRT1757
ES832744	TRT1763
ES832758	TRT1758
ES832761	TRT1762
ES832764	TRT1756
ES832767	TRT1761
ES832776	TRT1763
ES832791	TRT1761
ES832792	TRT1763
ES832795	TRT1760
ES832802	TRT1759
ES832804	TRT1756
ES832808	TRT1763
ES832810	TRT1759
ES832813	TRT1757
ES832818	TRT1759
ES832822	TRT1758
ES832825	TRT1762
ES832827	TRT1760
ES832835	TRT1760
ES832846	TRT1758
ES832853	TRT1757
ES832859	TRT1760
ES832887	TRT1761
ES832889	TRT1762
ES832907	TRT1760
ES832914	TRT1759
ES832915	TRT1760
ES832932	TRT1756
ES832933	TRT1757
ES832940	TRT1756
ES832947	TRT1760
ES832956	TRT1756
ES832960	TRT1763
ES832968	TRT1763
ES832973	TRT1757
ES832982	TRT1758
ES832987	TRT1760
ES832989	TRT1757
ES832998	TRT1758
ES832999	TRT1761
ES823851	TRT1645
ES823863	TRT1645
ES823867	TRT1645
ES823868	TRT1645
ES823876	TRT1645
ES823881	TRT1645
ES823884	TRT1645
ES823887	TRT1645
ES823911	TRT1645
ES823912	TRT1645
ES823923	TRT1645
ES823925	TRT1645
ES823926	TRT1645
ES823928	TRT1645
ES823960	TRT1645
ES823966	TRT1645
ES823975	TRT1645
ES823979	TRT1645
ES823981	TRT1645
ES823991	TRT1645
ES824005	TRT1645
ES824009	TRT1645
ES824010	TRT1645
ES824015	TRT1645
ES824036	TRT1645
ES824046	TRT1645
ES824055	TRT1645
ES824067	TRT1645
ES824093	TRT1645
ES824109	TRT1645
ES824110	TRT1645
ES824114	TRT1645
ES824123	TRT1645
ES824126	TRT1645
ES824141	TRT1645
ES824153	TRT1645
ES824164	TRT1645
ES824171	TRT1645
ES824187	TRT1645
ES824199	TRT1645
ES824205	TRT1645
ES824211	TRT1645
ES824218	TRT1645
ES824219	TRT1645
ES824221	TRT1645
ES718732	TRT85
ES718742	TRT85
ES718743	TRT85
ES718753	TRT85
ES718713	TRT85
ES718714	TRT85
ES718717	TRT85
ES718723	TRT85
ES805542	TRT1574
ES805543	TRT1574
ES805544	TRT1574
ES805578	TRT1574
ES805579	TRT1574
ES805586	TRT1574
ES805589	TRT1574
ES805163	TRT1574
ES805175	TRT1574
ES805180	TRT1574
ES805189	TRT1574
ES805190	TRT1574
ES805197	TRT1574
ES805215	TRT1574
ES805220	TRT1574
ES805243	TRT1574
ES805245	TRT1574
ES805251	TRT1574
ES805257	TRT1574
ES805260	TRT1574
ES805273	TRT1574
ES805278	TRT1574
ES805286	TRT1574
ES805293	TRT1574
ES805302	TRT1574
ES805305	TRT1574
ES805307	TRT1574
ES805336	TRT1574
ES805339	TRT1574
ES805342	TRT1574
ES805343	TRT1574
ES805348	TRT1574
ES790493	TRT1419
ES790507	TRT1419
ES790510	TRT1419
ES790520	TRT1419
ES790527	TRT1419
ES823703	TRT1645
ES823708	TRT1645
ES823714	TRT1645
ES823720	TRT1645
ES823724	TRT1645
ES823736	TRT1645
ES823744	TRT1645
ES823745	TRT1645
ES823746	TRT1645
ES823749	TRT1645
ES823750	TRT1645
ES823752	TRT1645
ES823786	TRT1645
ES823795	TRT1645
ES823802	TRT1645
ES823805	TRT1645
ES823808	TRT1645
ES805091	TRT1574
ES805093	TRT1574
ES805094	TRT1574
ES805106	TRT1574
ES805108	TRT1574
ES805112	TRT1574
ES805127	TRT1574
ES805134	TRT1574
ES805149	TRT1574
ES805159	TRT1574
ES799398	TRT1459
ES799400	TRT1459
ES799312	TRT1459
ES799313	TRT1459
ES799337	TRT1459
ES799343	TRT1459
ES833024	TRT1763
ES833043	TRT1760
ES833045	TRT1757
ES833048	TRT1763
ES833060	TRT1756
ES833089	TRT1762
ES833091	TRT1760
ES833103	TRT1761
ES832439	TRT1761
ES832449	TRT1762
ES832451	TRT1760
ES832454	TRT1758
ES832457	TRT1762
ES832469	TRT1757
ES832480	TRT1763
ES832481	TRT1762
ES832484	TRT1756
ES832486	TRT1758
ES832487	TRT1761
ES832497	TRT1762
ES805350	TRT1574
ES805352	TRT1574
ES805356	TRT1574
ES805363	TRT1574
ES805367	TRT1574
ES805383	TRT1574
ES805386	TRT1574
ES805387	TRT1574
ES805389	TRT1574
ES805391	TRT1574
ES805407	TRT1574
ES805420	TRT1574
ES805427	TRT1574
ES805434	TRT1574
ES805437	TRT1574
ES805441	TRT1574
ES805446	TRT1574
ES805450	TRT1574
ES805458	TRT1574
ES805463	TRT1574
ES805482	TRT1574
ES805483	TRT1574
ES805487	TRT1574
ES805496	TRT1574
ES805502	TRT1574
ES805509	TRT1574
ES805529	TRT1574
ES805535	TRT1574
ES805536	TRT1574
ES805538	TRT1574
ES832499	TRT1760
ES832510	TRT1758
ES832514	TRT1759
ES832530	TRT1759
ES832539	TRT1760
ES832550	TRT1758
ES832559	TRT1761
ES832573	TRT1757
ES832582	TRT1758
ES832603	TRT1760
ES832605	TRT1757
ES832615	TRT1761
ES832629	TRT1757
ES832632	TRT1763
ES832635	TRT1760
ES832638	TRT1758
ES832644	TRT1756
ES832658	TRT1759
ES832662	TRT1758
ES832667	TRT1760
ES832668	TRT1756
ES832714	TRT1759
ES832716	TRT1756
ES832724	TRT1756
ES832730	TRT1759
ES832737	TRT1762
ES832738	TRT1759
ES832766	TRT1758
ES832770	TRT1759
ES832775	TRT1761
ES832782	TRT1758
ES832789	TRT1757
ES832799	TRT1761
ES832806	TRT1758
ES832807	TRT1761
ES832809	TRT1762
ES832819	TRT1760
ES832840	TRT1763
ES832841	TRT1762
ES832844	TRT1756
ES832847	TRT1761
ES832851	TRT1760
ES832855	TRT1761
ES832879	TRT1761
ES832890	TRT1759
ES832897	TRT1762
ES832903	TRT1761
ES832904	TRT1763
ES832906	TRT1759
ES832911	TRT1761
ES832926	TRT1758
ES832942	TRT1758
ES832950	TRT1758
ES832977	TRT1762
ES832978	TRT1759
ES832979	TRT1760
ES823839	TRT1645
ES823841	TRT1645
ES823875	TRT1645
ES823880	TRT1645
ES823889	TRT1645
ES823894	TRT1645
ES823895	TRT1645
ES823896	TRT1645
ES823897	TRT1645
ES823900	TRT1645
ES823902	TRT1645
ES823904	TRT1645
ES823942	TRT1645
ES823943	TRT1645
ES823945	TRT1645
ES823963	TRT1645
ES823985	TRT1645
ES823986	TRT1645
ES823996	TRT1645
ES823997	TRT1645
ES823998	TRT1645
ES824002	TRT1645
ES824004	TRT1645
ES824019	TRT1645
ES824023	TRT1645
ES824026	TRT1645
ES824044	TRT1645
ES824073	TRT1645
ES824080	TRT1645
ES824086	TRT1645
ES824097	TRT1645
ES824106	TRT1645
ES824108	TRT1645
ES824117	TRT1645
ES824119	TRT1645
ES824133	TRT1645
ES824146	TRT1645
ES824150	TRT1645
ES824168	TRT1645
ES824177	TRT1645
ES824191	TRT1645
ES824203	TRT1645
ES824215	TRT1645
ES824242	TRT1645
ES824244	TRT1645
ES718738	TRT85
ES718745	TRT85
ES718750	TRT85
ES718751	TRT85
ES718701	TRT85
ES718720	TRT85
ES718728	TRT85
ES805548	TRT1574
ES805568	TRT1574
ES805181	TRT1574
ES805185	TRT1574
ES805186	TRT1574
ES805195	TRT1574
ES805200	TRT1574
ES805207	TRT1574
ES805213	TRT1574
ES805214	TRT1574
ES805217	TRT1574
ES805235	TRT1574
ES805237	TRT1574
ES805240	TRT1574
ES805242	TRT1574
ES805249	TRT1574
ES805266	TRT1574
ES805296	TRT1574
ES805299	TRT1574
ES805300	TRT1574
ES805309	TRT1574
ES805329	TRT1574
ES805333	TRT1574
ES805340	TRT1574
ES790515	TRT1419
ES790518	TRT1419
ES790522	TRT1419
ES790528	TRT1419
ES790537	TRT1419
ES790538	TRT1419
ES823700	TRT1645
ES823701	TRT1645
ES823705	TRT1645
ES823712	TRT1645
ES823717	TRT1645
ES823718	TRT1645
ES823721	TRT1645
ES823725	TRT1645
ES823726	TRT1645
ES823751	TRT1645
ES823753	TRT1645
ES823755	TRT1645
ES823761	TRT1645
ES823767	TRT1645
ES823768	TRT1645
ES823769	TRT1645
ES823771	TRT1645
ES823781	TRT1645
ES823792	TRT1645
ES823793	TRT1645
ES823801	TRT1645
ES823815	TRT1645
ES805090	TRT1574
ES805099	TRT1574
ES805101	TRT1574
ES805102	TRT1574
ES805103	TRT1574
ES805114	TRT1574
ES805123	TRT1574
ES805130	TRT1574
ES805152	TRT1574
ES799393	TRT1459
ES799397	TRT1459
ES799303	TRT1459
ES799311	TRT1459
ES799314	TRT1459
ES799322	TRT1459
ES799334	TRT1459
ES799336	TRT1459
ES799341	TRT1459
ES799345	TRT1459
ES799347	TRT1459
ES799355	TRT1459
ES799357	TRT1459
ES799363	TRT1459
ES799365	TRT1459
ES799366	TRT1459
ES799369	TRT1459
ES799372	TRT1459
ES799379	TRT1459
ES799381	TRT1459
ES833000	TRT1763
ES833004	TRT1756
ES833008	TRT1763
ES833011	TRT1760
ES833012	TRT1756
ES833027	TRT1760
ES833029	TRT1757
ES833034	TRT1759
ES833042	TRT1759
ES833044	TRT1756
ES833054	TRT1758
ES833063	TRT1761
ES833067	TRT1760
ES833073	TRT1762
ES833080	TRT1763
ES833085	TRT1757
ES833087	TRT1761
ES833096	TRT1763
ES833100	TRT1756
ES833105	TRT1762
ES833106	TRT1759
ES832437	TRT1757
ES832444	TRT1756
ES832464	TRT1763
ES832467	TRT1760
ES832468	TRT1756
ES832470	TRT1758
ES832473	TRT1762
ES832488	TRT1763
ES832491	TRT1760
ES832492	TRT1756
ES832496	TRT1763
ES805355	TRT1574
ES805358	TRT1574
ES805375	TRT1574
ES805385	TRT1574
ES805397	TRT1574
ES805398	TRT1574
ES805404	TRT1574
ES805415	TRT1574
ES805436	TRT1574
ES805438	TRT1574
ES805460	TRT1574
ES805470	TRT1574
ES805479	TRT1574
ES805491	TRT1574
ES805497	TRT1574
ES805498	TRT1574
ES805504	TRT1574
ES805507	TRT1574
ES805513	TRT1574
ES805521	TRT1574
ES832509	TRT1757
ES832518	TRT1758
ES832521	TRT1762
ES832526	TRT1758
ES832527	TRT1761
ES832533	TRT1757
ES832557	TRT1757
ES832558	TRT1758
ES832576	TRT1763
ES832581	TRT1757
ES832584	TRT1763
ES832589	TRT1757
ES832596	TRT1756
ES832614	TRT1758
ES832634	TRT1759
ES832639	TRT1761
ES832641	TRT1762
ES832643	TRT1760
ES832646	TRT1758
ES832647	TRT1761
ES832652	TRT1756
ES832661	TRT1757
ES832670	TRT1758
ES832672	TRT1763
ES832681	TRT1762
ES832684	TRT1756
ES832685	TRT1757
ES832712	TRT1763
ES832720	TRT1763
ES832725	TRT1757
ES832735	TRT1761
ES832741	TRT1757
ES832742	TRT1758
ES832745	TRT1762
ES832750	TRT1758
ES832756	TRT1756
ES832772	TRT1756
ES832783	TRT1761
ES832798	TRT1758
ES832801	TRT1762
ES832812	TRT1756
ES832815	TRT1761
ES832816	TRT1763
ES832826	TRT1759
ES832829	TRT1757
ES832830	TRT1758
ES832833	TRT1762
ES832837	TRT1757
ES832842	TRT1759
ES832850	TRT1759
ES832854	TRT1758
ES832868	TRT1756
ES832875	TRT1760
ES832881	TRT1762
ES832898	TRT1759
ES832920	TRT1763
ES832929	TRT1762
ES832946	TRT1759
ES832949	TRT1757
ES832951	TRT1761
ES832955	TRT1760
ES832958	TRT1758
ES832965	TRT1757
ES832993	TRT1762
ES823821	TRT1645
ES823831	TRT1645
ES823837	TRT1645
ES823838	TRT1645
ES823840	TRT1645
ES823849	TRT1645
ES823857	TRT1645
ES823860	TRT1645
ES823871	TRT1645
ES823892	TRT1645
ES823893	TRT1645
ES823909	TRT1645
ES823910	TRT1645
ES823913	TRT1645
ES823917	TRT1645
ES823919	TRT1645
ES823927	TRT1645
ES823930	TRT1645
ES823944	TRT1645
ES823946	TRT1645
ES823949	TRT1645
ES823953	TRT1645
ES823965	TRT1645
ES823972	TRT1645
ES823980	TRT1645
ES823984	TRT1645
ES823994	TRT1645
ES824006	TRT1645
ES824020	TRT1645
ES824031	TRT1645
ES824038	TRT1645
ES824039	TRT1645
ES824052	TRT1645
ES824053	TRT1645
ES824056	TRT1645
ES824058	TRT1645
ES824065	TRT1645
ES824069	TRT1645
ES824070	TRT1645
ES824071	TRT1645
ES824074	TRT1645
ES824077	TRT1645
ES824089	TRT1645
ES824092	TRT1645
ES824096	TRT1645
ES824101	TRT1645
ES824112	TRT1645
ES824127	TRT1645
ES824135	TRT1645
ES824138	TRT1645
ES824144	TRT1645
ES824154	TRT1645
ES824156	TRT1645
ES824159	TRT1645
ES824160	TRT1645
ES824165	TRT1645
ES824166	TRT1645
ES824167	TRT1645
ES824170	TRT1645
ES824174	TRT1645
ES824176	TRT1645
ES824178	TRT1645
ES824198	TRT1645
ES824201	TRT1645
ES824207	TRT1645
ES824209	TRT1645
ES824223	TRT1645
ES824231	TRT1645
ES824238	TRT1645
ES824246	TRT1645
ES824247	TRT1645
ES718740	TRT85
ES718741	TRT85
ES718747	TRT85
ES805545	TRT1574
ES805557	TRT1574
ES805573	TRT1574
ES805575	TRT1574
ES805577	TRT1574
ES805170	TRT1574
ES805183	TRT1574
ES805184	TRT1574
ES805192	TRT1574
ES805202	TRT1574
ES805203	TRT1574
ES805216	TRT1574
ES805228	TRT1574
ES805229	TRT1574
ES805233	TRT1574
ES805259	TRT1574
ES805270	TRT1574
ES805284	TRT1574
ES805311	TRT1574
ES805312	TRT1574
ES805328	TRT1574
ES805345	TRT1574
ES790485	TRT1419
ES790490	TRT1419
ES790492	TRT1419
ES790499	TRT1419
ES790502	TRT1419
ES790506	TRT1419
ES790512	TRT1419
ES790514	TRT1419
ES790526	TRT1419
ES790531	TRT1419
ES790535	TRT1419
ES790536	TRT1419
ES823696	TRT1645
ES823697	TRT1645
ES823710	TRT1645
ES823711	TRT1645
ES823727	TRT1645
ES823730	TRT1645
ES823732	TRT1645
ES823747	TRT1645
ES823765	TRT1645
ES823783	TRT1645
ES823787	TRT1645
ES805115	TRT1574
ES805133	TRT1574
ES805146	TRT1574
ES805154	TRT1574
ES799399	TRT1459
ES799414	TRT1459
ES799302	TRT1459
ES799305	TRT1459
ES799309	TRT1459
ES799316	TRT1459
ES799318	TRT1459
ES799329	TRT1459
ES799342	TRT1459
ES799373	TRT1459
ES799380	TRT1459
