FILE_INFO_ID	DETAIL	FILESIZE_BYTES	NAME	ORIGINAL_FILE_NAME	WORKSPACE_ID
280550	Custom assay result	3913	trec.280550.txt	trec.txt	2510
285981	ELISPOT result	18256	GB1.285981.txt	GB1.txt	2510
294535	Q-PCR result	12862	tert.294535.csv	tert.csv	2510
388673	ELISPOT result	20189	bcell.388673.csv	bcell.csv	2510
526689	Custom assay result	1546420881	Betas.csv.526689.zip	Betas.csv.zip	2510
526879	Flow cytometry result	8803400	rk011912a__001.526879.fcs	rk011912a__001.fcs	2510
526880	Flow cytometry result	505031	Flow 2012-03-19.526880.wsp	Flow 2012-03-19.wsp	2510
526881	Flow cytometry result	2653468	Innate Flow 2012-01-19.526881.wsp	Innate Flow 2012-01-19.wsp	2510
526882	Flow cytometry compensation or control	1000002	rk011912a__017.526882.fcs	rk011912a__017.fcs	2510
526883	Flow cytometry compensation or control	773402	rk011912a__018.526883.fcs	rk011912a__018.fcs	2510
526884	Flow cytometry compensation or control	810802	rk011912a__019.526884.fcs	rk011912a__019.fcs	2510
526885	Flow cytometry compensation or control	816302	rk011912a__020.526885.fcs	rk011912a__020.fcs	2510
526886	Flow cytometry compensation or control	848202	rk011912a__021.526886.fcs	rk011912a__021.fcs	2510
526887	Flow cytometry compensation or control	894402	rk011912a__022.526887.fcs	rk011912a__022.fcs	2510
526888	Flow cytometry compensation or control	893302	rk011912a__023.526888.fcs	rk011912a__023.fcs	2510
526889	Flow cytometry compensation or control	903202	rk011912a__024.526889.fcs	rk011912a__024.fcs	2510
526890	Flow cytometry compensation or control	985702	rk011912a__025.526890.fcs	rk011912a__025.fcs	2510
526891	Flow cytometry compensation or control	910902	rk011912a__026.526891.fcs	rk011912a__026.fcs	2510
526892	Flow cytometry compensation or control	887799	rk011912a__027.526892.fcs	rk011912a__027.fcs	2510
526893	Flow cytometry result	8803403	rk011912a__002.526893.fcs	rk011912a__002.fcs	2510
526894	Flow cytometry result	8803400	rk011912a__003.526894.fcs	rk011912a__003.fcs	2510
