EXPSAMPLE_ACCESSION	REAGENT_ACCESSION
ES846634	ESR15792
ES846634	ESR15784
ES846634	ESR15782
ES846635	ESR15786
ES846635	ESR15785
ES846635	ESR15784
ES846635	ESR15774
ES846635	ESR15772
ES846636	ESR15775
ES846636	ESR15772
ES846637	ESR15778
ES846637	ESR15773
ES846638	ESR15778
ES846638	ESR15772
ES846639	ESR15787
ES846639	ESR15784
ES846639	ESR15783
ES846639	ESR15775
ES846639	ESR15774
ES846640	ESR15769
ES846642	ESR15777
ES846643	ESR15781
ES846643	ESR15779
ES846643	ESR15772
ES846643	ESR15771
ES846644	ESR15774
ES846644	ESR15770
ES846645	ESR15783
ES846645	ESR15772
ES846646	ESR15778
ES846646	ESR15772
ES846646	ESR15780
ES846647	ESR15776
ES846647	ESR15775
ES846649	ESR15771
ES846649	ESR15769
ES846650	ESR15788
ES846650	ESR15771
ES846651	ESR15792
ES846651	ESR15785
ES846652	ESR15788
ES846652	ESR15787
ES846652	ESR15775
ES846652	ESR15772
ES846653	ESR15788
ES846653	ESR15782
ES846653	ESR15774
ES846654	ESR15792
ES846655	ESR15780
ES846655	ESR15776
ES846655	ESR15769
ES846656	ESR15786
ES846656	ESR15784
ES846656	ESR15779
ES846656	ESR15778
ES846657	ESR15787
ES846657	ESR15783
ES846657	ESR15770
ES846657	ESR15769
ES846658	ESR15785
ES846658	ESR15775
ES846659	ESR15780
ES846659	ESR15778
ES846660	ESR15785
ES846660	ESR15772
ES846661	ESR15779
ES846661	ESR15769
ES846662	ESR15786
ES846663	ESR15787
ES846663	ESR15782
ES846663	ESR15781
ES846663	ESR15770
ES846664	ESR15780
ES846664	ESR15774
ES846664	ESR15771
ES846664	ESR15770
ES846665	ESR15783
ES846665	ESR15782
ES846665	ESR15779
ES846665	ESR15772
ES846665	ESR15769
ES846666	ESR15784
ES846666	ESR15783
ES846666	ESR15775
ES846667	ESR15792
ES846667	ESR15787
ES846667	ESR15780
ES846667	ESR15774
ES846668	ESR15777
ES846668	ESR15773
ES846669	ESR15788
ES846669	ESR15784
ES846669	ESR15776
ES846670	ESR15785
ES846670	ESR15784
ES846670	ESR15777
ES846671	ESR15779
ES846671	ESR15770
ES846672	ESR15788
ES846672	ESR15787
ES846672	ESR15785
ES846672	ESR15782
ES846673	ESR15788
ES846673	ESR15787
ES846673	ESR15782
ES846674	ESR15783
ES846675	ESR15787
ES846675	ESR15784
ES846675	ESR15773
ES846675	ESR15772
ES846677	ESR15786
ES846677	ESR15770
ES846678	ESR15782
ES846678	ESR15778
ES846678	ESR15776
ES846679	ESR15783
ES846679	ESR15779
ES846679	ESR15773
ES846679	ESR15772
ES846680	ESR15787
ES846680	ESR15779
ES846680	ESR15777
ES846680	ESR15774
ES846681	ESR15792
ES846681	ESR15788
ES846682	ESR15787
ES846682	ESR15786
ES846683	ESR15783
ES846683	ESR15778
ES846683	ESR15776
ES846686	ESR15792
ES846686	ESR15781
ES846686	ESR15775
ES846686	ESR15771
ES846686	ESR15770
ES846687	ESR15788
ES846687	ESR15775
ES846687	ESR15772
ES846688	ESR15784
ES846688	ESR15777
ES846688	ESR15770
ES846689	ESR15792
ES846689	ESR15781
ES846690	ESR15785
ES846691	ESR15792
ES846691	ESR15783
ES846691	ESR15781
ES846691	ESR15776
ES846692	ESR15786
ES846692	ESR15781
ES846692	ESR15778
ES846692	ESR15777
ES846692	ESR15775
ES846692	ESR15773
ES846693	ESR15780
ES846693	ESR15772
ES846694	ESR15784
ES846694	ESR15775
ES846694	ESR15772
ES846695	ESR15792
ES846695	ESR15787
ES846695	ESR15785
ES846695	ESR15776
ES846696	ESR15785
ES846696	ESR15770
ES846697	ESR15776
ES846699	ESR15788
ES846699	ESR15786
ES846699	ESR15783
ES846700	ESR15784
ES846700	ESR15776
ES846700	ESR15771
ES846701	ESR15775
ES846701	ESR15771
ES846701	ESR15769
ES846702	ESR15787
ES846702	ESR15781
ES846702	ESR15773
ES846702	ESR15772
ES846702	ESR15769
ES846703	ESR15786
ES846703	ESR15782
ES846703	ESR15773
ES846704	ESR15782
ES846704	ESR15779
ES846705	ESR15781
ES846706	ESR15792
ES846706	ESR15779
ES846706	ESR15777
ES846706	ESR15770
ES846708	ESR15785
ES846708	ESR15778
ES846709	ESR15785
ES846709	ESR15776
ES846710	ESR15786
ES846710	ESR15783
ES846710	ESR15782
ES846710	ESR15781
ES846710	ESR15780
ES846710	ESR15778
ES846710	ESR15774
ES846710	ESR15770
ES846712	ESR15770
ES846713	ESR15783
ES846713	ESR15782
ES846713	ESR15770
ES846714	ESR15776
ES846714	ESR15772
ES846715	ESR15792
ES846715	ESR15775
ES846716	ESR15782
ES846716	ESR15772
ES846717	ESR15781
ES846717	ESR15779
ES846717	ESR15778
ES846718	ESR15786
ES846719	ESR15779
ES846719	ESR15777
ES846720	ESR15787
ES846720	ESR15784
ES846720	ESR15775
ES846721	ESR15781
ES846721	ESR15772
ES846722	ESR15783
ES846722	ESR15778
ES846722	ESR15777
ES846723	ESR15784
ES846723	ESR15772
ES846724	ESR15778
ES846724	ESR15774
ES846724	ESR15770
ES846726	ESR15784
ES846726	ESR15771
ES846726	ESR15770
ES846727	ESR15781
ES846727	ESR15779
ES846727	ESR15775
ES846727	ESR15771
ES846728	ESR15772
ES846729	ESR15786
ES846729	ESR15782
ES846729	ESR15770
ES846731	ESR15786
ES846731	ESR15779
ES846731	ESR15777
ES846732	ESR15771
ES846733	ESR15787
ES846733	ESR15774
ES846733	ESR15770
ES846734	ESR15769
ES846735	ESR15787
ES846735	ESR15779
ES846737	ESR15780
ES846737	ESR15772
ES846738	ESR15780
ES846739	ESR15787
ES846739	ESR15778
ES846740	ESR15778
ES846740	ESR15777
ES846742	ESR15784
ES846742	ESR15769
ES846743	ESR15778
ES846744	ESR15783
ES846744	ESR15774
ES846744	ESR15773
ES846745	ESR15777
ES846745	ESR15772
ES846746	ESR15788
ES846747	ESR15787
ES846747	ESR15781
ES846748	ESR15792
ES846748	ESR15783
ES846748	ESR15781
ES846748	ESR15775
ES846748	ESR15770
ES846749	ESR15780
ES846749	ESR15778
ES846750	ESR15783
ES846750	ESR15775
ES846750	ESR15773
ES846750	ESR15771
ES846751	ESR15792
ES846751	ESR15787
ES846751	ESR15777
ES846751	ESR15776
ES846752	ESR15781
ES846753	ESR15785
ES846753	ESR15778
ES846753	ESR15774
ES846753	ESR15769
ES846754	ESR15787
ES846754	ESR15782
ES846754	ESR15781
ES846755	ESR15792
ES846755	ESR15787
ES846755	ESR15775
ES846756	ESR15783
ES846756	ESR15774
ES846756	ESR15770
ES846757	ESR15786
ES846757	ESR15783
ES846758	ESR15781
ES846758	ESR15780
ES846758	ESR15778
ES846758	ESR15776
ES846758	ESR15775
ES846759	ESR15785
ES846759	ESR15779
ES846759	ESR15771
ES846760	ESR15787
ES846761	ESR15776
ES846761	ESR15769
ES846762	ESR15785
ES846762	ESR15769
ES846763	ESR15792
ES846763	ESR15777
ES846763	ESR15770
ES846763	ESR15769
ES846764	ESR15781
ES846764	ESR15778
ES846764	ESR15769
ES846765	ESR15785
ES846765	ESR15769
ES846766	ESR15781
ES846766	ESR15780
ES846766	ESR15772
ES846767	ESR15787
ES846767	ESR15786
ES846767	ESR15779
ES846767	ESR15776
ES846767	ESR15775
ES846768	ESR15785
ES846768	ESR15773
ES846769	ESR15788
ES846769	ESR15771
ES846770	ESR15786
ES846770	ESR15782
ES846770	ESR15771
ES846771	ESR15792
ES846771	ESR15782
ES846771	ESR15779
ES846773	ESR15773
ES846773	ESR15769
ES846774	ESR15774
ES846774	ESR15770
ES846775	ESR15777
ES846775	ESR15771
ES846776	ESR15778
ES846776	ESR15777
ES846776	ESR15774
ES846777	ESR15771
ES846779	ESR15786
ES846779	ESR15779
ES846780	ESR15787
ES846780	ESR15775
ES846780	ESR15774
ES846781	ESR15792
ES846781	ESR15782
ES846781	ESR15777
ES846781	ESR15769
ES846782	ESR15777
ES846783	ESR15784
ES846783	ESR15772
ES846784	ESR15770
ES846785	ESR15784
ES846785	ESR15773
ES846785	ESR15771
ES846785	ESR15769
ES846786	ESR15773
ES846786	ESR15770
ES846786	ESR15783
ES846786	ESR15781
ES846787	ESR15782
ES846787	ESR15779
ES846788	ESR15781
ES846788	ESR15779
ES846788	ESR15769
ES846789	ESR15782
ES846789	ESR15773
ES846790	ESR15783
ES846790	ESR15780
ES846790	ESR15778
ES846790	ESR15774
ES846790	ESR15773
ES846790	ESR15772
ES846790	ESR15769
ES846791	ESR15788
ES846791	ESR15785
ES846791	ESR15781
ES846791	ESR15780
ES846791	ESR15779
ES846791	ESR15775
ES846791	ESR15774
ES846792	ESR15784
ES846792	ESR15783
ES846792	ESR15779
ES846793	ESR15787
ES846793	ESR15785
ES846793	ESR15775
ES846793	ESR15769
ES846794	ESR15788
ES846794	ESR15769
ES846795	ESR15775
ES846796	ESR15792
ES846796	ESR15783
ES846797	ESR15777
ES846797	ESR15772
ES846798	ESR15770
ES846799	ESR15786
ES846799	ESR15769
ES846800	ESR15781
ES846800	ESR15778
ES846800	ESR15771
ES846800	ESR15770
ES846801	ESR15792
ES846801	ESR15787
ES846801	ESR15778
ES846801	ESR15774
ES846801	ESR15770
ES846802	ESR15783
ES846802	ESR15782
ES846802	ESR15779
ES846802	ESR15775
ES846802	ESR15774
ES846802	ESR15773
ES846802	ESR15770
ES846803	ESR15781
ES846804	ESR15777
ES846805	ESR15788
ES846805	ESR15781
ES846806	ESR15777
ES846806	ESR15770
ES846807	ESR15780
ES846807	ESR15772
ES846807	ESR15769
ES498956	ESR8956
ES498965	ESR8956
ES498966	ESR8956
ES498967	ESR8956
ES498973	ESR8956
ES498983	ESR8956
ES498990	ESR8956
ES499007	ESR8956
ES499012	ESR8956
ES499018	ESR8956
ES499020	ESR8956
ES499032	ESR8956
ES499050	ESR8956
ES499053	ESR8956
ES499058	ESR8956
ES499063	ESR8956
ES499072	ESR8956
ES499073	ESR8956
ES499076	ESR8956
ES499092	ESR8956
ES499107	ESR8956
ES609888	ESR9302
ES609889	ESR9303
ES609894	ESR9302
ES609898	ESR9302
ES609899	ESR9303
ES609902	ESR9303
ES609903	ESR9302
ES609917	ESR9303
ES609921	ESR9302
ES609922	ESR9303
ES609939	ESR9302
ES609951	ESR9303
ES609951	ESR9302
ES609952	ESR9303
ES609957	ESR9303
ES609957	ESR9302
ES609966	ESR9302
ES845871	ESR15737
ES845872	ESR15742
ES845872	ESR15741
ES845872	ESR15737
ES845872	ESR10260
ES845873	ESR10263
ES845873	ESR10260
ES845874	ESR10262
ES845874	ESR10259
ES845875	ESR15737
ES845875	ESR10262
ES845875	ESR10261
ES845876	ESR15742
ES845876	ESR10262
ES845876	ESR10259
ES845877	ESR15789
ES845877	ESR15742
ES845878	ESR15742
ES845878	ESR10261
ES845879	ESR15738
ES845880	ESR15739
ES845880	ESR10262
ES845881	ESR15737
ES845882	ESR15754
ES845882	ESR15746
ES845883	ESR15748
ES845885	ESR15755
ES845886	ESR15755
ES845886	ESR15753
ES845886	ESR15752
ES845886	ESR15751
ES845886	ESR15745
ES845886	ESR15743
ES845887	ESR15750
ES845887	ESR15743
ES845888	ESR15754
ES845888	ESR15744
ES845889	ESR15752
ES845889	ESR15750
ES845890	ESR15753
ES845890	ESR15749
ES845890	ESR15744
ES845891	ESR15754
ES845891	ESR15749
ES845891	ESR15744
ES845892	ESR15753
ES845892	ESR15749
ES845892	ESR15743
ES845893	ESR15752
ES845894	ESR15790
ES845894	ESR15753
ES845895	ESR15753
ES845895	ESR15745
ES845896	ESR10260
ES845897	ESR10262
ES845898	ESR10261
ES845899	ESR10262
ES845900	ESR15742
ES845901	ESR15739
ES845901	ESR15738
ES845901	ESR10262
ES845902	ESR10263
ES845903	ESR15737
ES845903	ESR10262
ES845904	ESR15789
ES845904	ESR15739
ES845905	ESR10261
ES845906	ESR10263
ES845906	ESR10259
ES845907	ESR15740
ES845908	ESR10262
ES845908	ESR10261
ES845911	ESR15753
ES845911	ESR15751
ES845911	ESR15750
ES845912	ESR15749
ES845913	ESR15753
ES845913	ESR15749
ES845913	ESR15744
ES845915	ESR15752
ES845916	ESR15790
ES845916	ESR15752
ES845916	ESR15748
ES845917	ESR15745
ES845918	ESR15755
ES845920	ESR15751
ES845921	ESR15755
ES845921	ESR15750
ES845921	ESR15747
ES845922	ESR15754
ES845922	ESR15751
ES845922	ESR15750
ES845923	ESR15745
ES845924	ESR15752
ES845924	ESR15750
ES845924	ESR15747
ES845924	ESR15743
ES845925	ESR15755
ES845925	ESR15750
ES845926	ESR15753
ES845927	ESR15790
ES845927	ESR15755
ES845928	ESR15743
ES845929	ESR15748
ES845930	ESR15752
ES845931	ESR15790
ES845931	ESR15752
ES845931	ESR15747
ES845932	ESR15753
ES845933	ESR15747
ES845934	ESR15752
ES845935	ESR15753
ES845935	ESR15748
ES845935	ESR15746
ES845937	ESR15746
ES845938	ESR15739
ES845940	ESR10262
ES845940	ESR10261
ES845941	ESR15740
ES845942	ESR15739
ES845942	ESR15737
ES845942	ESR10263
ES845944	ESR15738
ES845944	ESR10263
ES845945	ESR10263
ES845948	ESR15737
ES845948	ESR10260
ES845951	ESR10262
ES845952	ESR15742
ES845952	ESR15739
ES845952	ESR10260
ES845953	ESR15742
ES845953	ESR15740
ES845953	ESR15737
ES845953	ESR10261
ES845953	ESR10260
ES845954	ESR15738
ES845954	ESR10260
ES845955	ESR15741
ES845956	ESR10261
ES845958	ESR15789
ES845959	ESR15740
ES845961	ESR15742
ES845962	ESR15789
ES845962	ESR15741
ES845963	ESR10262
ES845964	ESR10259
ES845965	ESR15742
ES845965	ESR15741
ES845966	ESR15751
ES845966	ESR15746
ES845968	ESR15750
ES845968	ESR15744
ES845970	ESR15790
ES845970	ESR15750
ES845970	ESR15744
ES845970	ESR15743
ES845971	ESR15752
ES845971	ESR15746
ES845973	ESR15752
ES845973	ESR15748
ES845975	ESR15753
ES845975	ESR15752
ES845975	ESR15750
ES845975	ESR15746
ES845975	ESR15744
ES845976	ESR15752
ES845977	ESR15748
ES845977	ESR15746
ES845978	ESR15755
ES845978	ESR15753
ES845978	ESR15749
ES845978	ESR15748
ES845978	ESR15745
ES845979	ESR15749
ES845980	ESR15753
ES845980	ESR15751
ES845980	ESR15748
ES845981	ESR15754
ES845981	ESR15748
ES845982	ESR15754
ES845982	ESR15748
ES845983	ESR15755
ES845983	ESR15753
ES845983	ESR15752
ES845983	ESR15751
ES845983	ESR15749
ES845983	ESR15747
ES845984	ESR15743
ES845986	ESR15790
ES845986	ESR15743
ES845988	ESR15790
ES845989	ESR15744
ES845990	ESR15749
ES845991	ESR15749
ES845991	ESR15748
ES845991	ESR15745
ES845992	ESR15747
ES845993	ESR15755
ES845993	ESR15754
ES845994	ESR15739
ES845995	ESR15789
ES845995	ESR15741
ES845998	ESR10260
ES845999	ESR15742
ES846001	ESR15741
ES846001	ESR10262
ES846001	ESR10260
ES846002	ESR10262
ES846004	ESR15742
ES846004	ESR10259
ES846005	ESR10263
ES846007	ESR15737
ES846007	ESR10262
ES846009	ESR15742
ES846009	ESR10260
ES846011	ESR15742
ES846012	ESR10260
ES846014	ESR15738
ES846014	ESR10263
ES846017	ESR15738
ES846018	ESR10259
ES846019	ESR10263
ES846019	ESR10262
ES846019	ESR10259
ES846020	ESR15738
ES846021	ESR15741
ES846021	ESR15738
ES846021	ESR10261
ES846022	ESR15750
ES846024	ESR15753
ES846024	ESR15744
ES846025	ESR15752
ES846025	ESR15751
ES846026	ESR15754
ES846026	ESR15753
ES846027	ESR15751
ES846028	ESR15754
ES846028	ESR15744
ES846029	ESR15790
ES846029	ESR15755
ES846029	ESR15749
ES846029	ESR15747
ES846029	ESR15744
ES846030	ESR15790
ES846030	ESR15755
ES846030	ESR15743
ES846031	ESR15750
ES846031	ESR15749
ES846032	ESR15790
ES846032	ESR15754
ES846032	ESR15751
ES846032	ESR15744
ES846034	ESR15755
ES846036	ESR15741
ES846037	ESR15789
ES846037	ESR15740
ES846038	ESR15742
ES846038	ESR10263
ES846039	ESR10262
ES846040	ESR15739
ES846042	ESR15740
ES846042	ESR10262
ES846042	ESR10260
ES846043	ESR15737
ES846043	ESR10263
ES846043	ESR10259
ES846044	ESR10260
ES846045	ESR10263
ES846046	ESR10260
ES846047	ESR15739
ES846047	ESR10262
ES846048	ESR15737
ES846048	ESR10260
ES846049	ESR15740
ES846049	ESR15739
ES846049	ESR15738
ES846051	ESR15752
ES846051	ESR15747
ES846051	ESR15746
ES846052	ESR15746
ES846052	ESR15745
ES846053	ESR15790
ES846053	ESR15749
ES846053	ESR15745
ES846053	ESR15743
ES846056	ESR15752
ES846057	ESR15750
ES846057	ESR15747
ES846057	ESR15745
ES846058	ESR15755
ES846058	ESR15754
ES846058	ESR15753
ES846059	ESR15754
ES846059	ESR15745
ES846060	ESR15747
ES846060	ESR15746
ES846060	ESR15745
ES846060	ESR15743
ES846061	ESR15750
ES846062	ESR15747
ES846062	ESR15755
ES846062	ESR15754
ES846063	ESR15753
ES846063	ESR15743
ES846064	ESR15739
ES846064	ESR15737
ES846064	ESR10262
ES846065	ESR10263
ES846065	ESR10259
ES846066	ESR15737
ES846066	ESR10263
ES846067	ESR15742
ES846067	ESR10262
ES846067	ESR10260
ES846068	ESR15789
ES846068	ESR15741
ES846068	ESR10259
ES846070	ESR15741
ES846070	ESR15738
ES846070	ESR10260
ES846071	ESR15738
ES846073	ESR15739
ES846074	ESR10262
ES846075	ESR15740
ES846075	ESR15739
ES846075	ESR10263
ES846076	ESR15740
ES846076	ESR15738
ES846077	ESR15740
ES846077	ESR10263
ES846077	ESR10260
ES846078	ESR15747
ES846078	ESR15745
ES846079	ESR15746
ES846080	ESR15790
ES846081	ESR15748
ES846082	ESR15749
ES846083	ESR15744
ES846083	ESR15743
