EXPSAMPLE_ACCESSION	TREATMENT_ACCESSION
ES848328	TRT1755
ES848329	TRT494
ES848335	TRT494
ES848358	TRT1755
ES848365	TRT494
ES848372	TRT495
ES848375	TRT1754
ES848395	TRT494
ES848405	TRT1754
ES848410	TRT1753
ES848422	TRT1753
ES848426	TRT495
ES848446	TRT1753
ES848450	TRT495
ES834580	TRT1783
ES834587	TRT1783
ES834595	TRT1783
ES834598	TRT1783
ES834602	TRT1783
ES834605	TRT1783
ES834607	TRT1783
ES834618	TRT1783
ES834620	TRT1783
ES834628	TRT1783
ES834630	TRT1783
ES834635	TRT1783
ES834641	TRT1783
ES834649	TRT1783
ES834660	TRT1783
ES834665	TRT1783
ES834674	TRT1783
ES834683	TRT1783
ES834686	TRT1783
ES834687	TRT1783
ES834692	TRT1783
ES834702	TRT1783
ES834704	TRT1783
ES834711	TRT1783
ES834713	TRT1783
ES834724	TRT1783
ES834739	TRT1783
ES834761	TRT1783
ES834768	TRT1783
ES834775	TRT1783
ES834776	TRT1783
ES833750	TRT1785
ES833756	TRT1785
ES833812	TRT1785
ES847983	TRT492
ES847987	TRT494
ES850719	TRT1834
ES850724	TRT1834
ES850726	TRT1834
ES850736	TRT1834
ES850745	TRT1834
ES850747	TRT1834
ES850761	TRT1834
ES850762	TRT1834
ES850768	TRT1834
ES850769	TRT1834
ES850777	TRT1834
ES850780	TRT1834
ES850781	TRT1834
ES850783	TRT1834
ES850789	TRT1834
ES850811	TRT1834
ES850813	TRT1834
ES850822	TRT1834
ES850824	TRT1834
ES850825	TRT1834
ES850828	TRT1834
ES850832	TRT1834
ES850843	TRT1834
ES850849	TRT1834
ES850854	TRT1834
ES850858	TRT1834
ES850864	TRT1834
ES850870	TRT1834
ES850873	TRT1834
ES850879	TRT1834
ES834570	TRT1783
ES850900	TRT1834
ES850914	TRT1834
ES850923	TRT1834
ES850930	TRT1834
ES850945	TRT1834
ES850958	TRT1834
ES850959	TRT1834
ES850960	TRT1834
ES850972	TRT1834
ES850974	TRT1834
ES850991	TRT1834
ES850999	TRT1834
ES851003	TRT1834
ES851012	TRT1834
ES851018	TRT1834
ES851020	TRT1834
ES851030	TRT1834
ES851032	TRT1834
ES851047	TRT1834
ES851057	TRT1834
ES851066	TRT1834
ES851082	TRT1834
ES851085	TRT1834
ES851100	TRT1834
ES851107	TRT1834
ES851109	TRT1834
ES851118	TRT1834
ES851131	TRT1834
ES851147	TRT1834
ES851149	TRT1834
ES851172	TRT1834
ES851174	TRT1834
ES851178	TRT1834
ES851189	TRT1834
ES851202	TRT1834
ES851211	TRT1834
ES851219	TRT1834
ES851224	TRT1834
ES851228	TRT1834
ES851232	TRT1834
ES851233	TRT1834
ES851244	TRT1834
ES851252	TRT1834
ES851257	TRT1834
ES851259	TRT1834
ES851261	TRT1834
ES851262	TRT1834
ES851276	TRT1834
ES851280	TRT1834
ES851302	TRT1834
ES851308	TRT1834
ES851315	TRT1834
ES833830	TRT1785
ES833832	TRT1785
ES833835	TRT1785
ES833846	TRT1785
ES833857	TRT1785
ES833858	TRT1785
ES833872	TRT1785
ES833884	TRT1785
ES833887	TRT1785
ES833892	TRT1785
ES847999	TRT494
ES848009	TRT1754
ES848011	TRT494
ES848027	TRT1754
ES848029	TRT494
ES848033	TRT1754
ES848043	TRT492
ES848046	TRT1755
ES848070	TRT1755
ES848074	TRT1753
ES848086	TRT1753
ES848099	TRT1754
ES848117	TRT1754
ES848125	TRT494
ES848132	TRT495
ES848134	TRT1753
ES848141	TRT1754
ES848149	TRT494
ES848152	TRT1753
ES848157	TRT492
ES848164	TRT1753
ES848174	TRT495
ES834791	TRT1783
ES834792	TRT1783
ES834797	TRT1783
ES834801	TRT1783
ES834802	TRT1783
ES834804	TRT1783
ES834814	TRT1783
ES834823	TRT1783
ES834824	TRT1783
ES834833	TRT1783
ES834838	TRT1783
ES834859	TRT1783
ES834871	TRT1783
ES834876	TRT1783
ES834879	TRT1783
ES834881	TRT1783
ES834888	TRT1783
ES834891	TRT1783
ES834894	TRT1783
ES834914	TRT1783
ES834920	TRT1783
ES834933	TRT1783
ES834954	TRT1783
ES834963	TRT1783
ES834964	TRT1783
ES834969	TRT1783
ES834973	TRT1783
ES834984	TRT1783
ES834991	TRT1783
ES835006	TRT1783
ES835011	TRT1783
ES835018	TRT1783
ES835023	TRT1783
ES835025	TRT1783
ES835031	TRT1783
ES835034	TRT1783
ES835046	TRT1783
ES835049	TRT1783
ES835066	TRT1783
ES835068	TRT1783
ES848183	TRT1754
ES848185	TRT494
ES848190	TRT1755
ES848193	TRT492
ES848194	TRT1753
ES848197	TRT494
ES848198	TRT495
ES848205	TRT492
ES848219	TRT1754
ES848222	TRT495
ES848228	TRT495
ES848253	TRT492
ES848259	TRT492
ES848265	TRT492
ES848284	TRT1753
ES848292	TRT1755
ES848297	TRT1754
ES848306	TRT495
ES848309	TRT1754
ES848313	TRT492
ES848321	TRT1754
ES848327	TRT1754
ES848339	TRT1754
ES848340	TRT1755
ES848346	TRT1755
ES848350	TRT1753
ES848371	TRT494
ES848378	TRT495
ES848401	TRT494
ES848409	TRT492
ES848416	TRT1753
ES848424	TRT1755
ES848431	TRT494
ES848432	TRT495
ES848451	TRT492
ES848456	TRT495
ES834582	TRT1783
ES834592	TRT1783
ES834597	TRT1783
ES834603	TRT1783
ES834604	TRT1783
ES834609	TRT1783
ES834613	TRT1783
ES834614	TRT1783
ES834616	TRT1783
ES834617	TRT1783
ES834636	TRT1783
ES834640	TRT1783
ES834652	TRT1783
ES834655	TRT1783
ES834656	TRT1783
ES834657	TRT1783
ES834680	TRT1783
ES834690	TRT1783
ES834712	TRT1783
ES834714	TRT1783
ES834726	TRT1783
ES834727	TRT1783
ES834751	TRT1783
ES834753	TRT1783
ES834760	TRT1783
ES834770	TRT1783
ES833753	TRT1785
ES833761	TRT1785
ES833773	TRT1785
ES833775	TRT1785
ES833785	TRT1785
ES833788	TRT1785
ES833800	TRT1785
ES833806	TRT1785
ES833807	TRT1785
ES833813	TRT1785
ES850720	TRT1834
ES850721	TRT1834
ES850735	TRT1834
ES850737	TRT1834
ES850740	TRT1834
ES850754	TRT1834
ES850759	TRT1834
ES850763	TRT1834
ES850765	TRT1834
ES850792	TRT1834
ES850797	TRT1834
ES850799	TRT1834
ES850803	TRT1834
ES850806	TRT1834
ES850807	TRT1834
ES850812	TRT1834
ES850814	TRT1834
ES850816	TRT1834
ES850820	TRT1834
ES850835	TRT1834
ES850859	TRT1834
ES850872	TRT1834
ES850886	TRT1834
ES850888	TRT1834
ES834572	TRT1783
ES834575	TRT1783
ES850897	TRT1834
ES850905	TRT1834
ES850907	TRT1834
ES850909	TRT1834
ES850922	TRT1834
ES850928	TRT1834
ES850936	TRT1834
ES850942	TRT1834
ES850947	TRT1834
ES850961	TRT1834
ES850968	TRT1834
ES850976	TRT1834
ES850982	TRT1834
ES850985	TRT1834
ES851002	TRT1834
ES851007	TRT1834
ES851010	TRT1834
ES851022	TRT1834
ES851045	TRT1834
ES851059	TRT1834
ES851064	TRT1834
ES851065	TRT1834
ES851069	TRT1834
ES851074	TRT1834
ES851088	TRT1834
ES851098	TRT1834
ES851103	TRT1834
ES851106	TRT1834
ES851114	TRT1834
ES851119	TRT1834
ES851126	TRT1834
ES851128	TRT1834
ES851140	TRT1834
ES851155	TRT1834
ES851156	TRT1834
ES851166	TRT1834
ES851177	TRT1834
ES851185	TRT1834
ES851193	TRT1834
ES851196	TRT1834
ES851215	TRT1834
ES851223	TRT1834
ES851242	TRT1834
ES851265	TRT1834
ES851289	TRT1834
ES851292	TRT1834
ES851294	TRT1834
ES851319	TRT1834
ES851327	TRT1834
ES833820	TRT1785
ES833825	TRT1785
ES833831	TRT1785
ES833853	TRT1785
ES833854	TRT1785
ES833865	TRT1785
ES833871	TRT1785
ES833885	TRT1785
ES833891	TRT1785
ES848017	TRT494
ES848020	TRT1753
ES848030	TRT495
ES848037	TRT492
ES848042	TRT495
ES848059	TRT494
ES848069	TRT1754
ES848073	TRT492
ES848090	TRT495
ES848092	TRT1753
ES848098	TRT1753
ES848118	TRT1755
ES848137	TRT494
ES848144	TRT495
ES848154	TRT1755
ES848175	TRT492
ES834780	TRT1783
ES834788	TRT1783
ES834789	TRT1783
ES834811	TRT1783
ES834825	TRT1783
ES834826	TRT1783
ES834856	TRT1783
ES834863	TRT1783
ES834868	TRT1783
ES834893	TRT1783
ES834895	TRT1783
ES834897	TRT1783
ES834904	TRT1783
ES834911	TRT1783
ES834925	TRT1783
ES834930	TRT1783
ES834942	TRT1783
ES834945	TRT1783
ES834950	TRT1783
ES834962	TRT1783
ES834966	TRT1783
ES834979	TRT1783
ES834981	TRT1783
ES835010	TRT1783
ES835013	TRT1783
ES835041	TRT1783
ES835053	TRT1783
ES835057	TRT1783
ES835058	TRT1783
ES835074	TRT1783
ES835075	TRT1783
ES835079	TRT1783
ES848192	TRT495
ES848202	TRT1755
ES848217	TRT492
ES848223	TRT492
ES848227	TRT494
ES848230	TRT1753
ES848232	TRT1755
ES848234	TRT495
ES848250	TRT1755
ES848255	TRT1754
ES848257	TRT494
ES848260	TRT1753
ES848278	TRT1753
ES848279	TRT1754
ES848280	TRT1755
ES848290	TRT1753
ES848300	TRT495
ES848302	TRT1753
ES848307	TRT492
ES848308	TRT1753
ES848311	TRT494
ES848319	TRT492
ES848325	TRT492
ES848332	TRT1753
ES848341	TRT494
ES848342	TRT495
ES848363	TRT1754
ES848366	TRT495
ES848380	TRT1753
ES848383	TRT494
ES848385	TRT492
ES848402	TRT495
ES848448	TRT1755
ES848449	TRT494
ES848457	TRT492
ES834579	TRT1783
ES834593	TRT1783
ES834596	TRT1783
ES834610	TRT1783
ES834627	TRT1783
ES834633	TRT1783
ES834644	TRT1783
ES834646	TRT1783
ES834651	TRT1783
ES834669	TRT1783
ES834672	TRT1783
ES834681	TRT1783
ES834682	TRT1783
ES834693	TRT1783
ES834709	TRT1783
ES834716	TRT1783
ES834718	TRT1783
ES834722	TRT1783
ES834731	TRT1783
ES834741	TRT1783
ES834743	TRT1783
ES834747	TRT1783
ES834754	TRT1783
ES834758	TRT1783
ES834764	TRT1783
ES833746	TRT1785
ES833772	TRT1785
ES833781	TRT1785
ES833789	TRT1785
ES847990	TRT1753
ES847993	TRT494
