STANDARD_CURVE_ACCESSION	FILE_INFO_ID	RESULT_SCHEMA
SC2378	510206	OTHER
SC2372	510200	OTHER
SC2371	510199	OTHER
SC2373	510201	OTHER
SC2375	510203	OTHER
SC2379	510207	OTHER
SC2382	510210	OTHER
SC2368	510196	OTHER
SC2374	510202	OTHER
SC2370	510198	OTHER
SC2376	510204	OTHER
SC2377	510205	OTHER
SC2381	510209	OTHER
SC2367	510195	OTHER
SC2369	510197	OTHER
SC2380	510208	OTHER
