STANDARD_CURVE_ACCESSION	ANALYTE_PREFERRED	ANALYTE_REPORTED	ASSAY_GROUP_ID	ASSAY_ID	EXPERIMENT_ACCESSION	FORMULA	LOWER_LIMIT	LOWER_LIMIT_UNIT	RESULT_SCHEMA	UPLOAD_RESULT_STATUS	UPPER_LIMIT	UPPER_LIMIT_UNIT	WORKSPACE_ID
SC2096		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2104		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1844		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1845		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2274		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2304		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2306		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2331		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2333		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2335		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2362		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2376		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2378		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2162		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2340		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2151		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2169		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2004		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2023		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2105		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2112		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2118		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1846		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1856		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1859		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2179		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2247		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2287		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1798		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1914		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1927		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1964		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1986		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1991		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1788		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1796		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1813		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1779		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1852		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2182		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2183		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2207		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2248		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1769		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1771		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1881		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1905		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1910		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1971		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1977		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1987		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2002		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2015		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2037		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2066		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2074		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2086		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2093		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2095		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2101		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2108		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2119		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2121		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2125		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2127		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2132		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2262		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2264		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2275		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2288		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2294		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2310		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2312		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2313		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2330		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2352		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2363		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2372		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2382		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2164		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2166		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2337		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2364		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2038		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2070		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1782		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2094		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2102		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2110		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2115		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1861		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2184		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2218		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2268		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2292		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2303		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1801		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1819		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1835		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1917		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1925		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1935		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1957		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1795		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1802		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1805		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1820		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1862		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2193		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2204		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2228		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2232		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2233		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2246		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1773		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1876		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1891		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1915		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1929		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1950		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1953		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1969		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1979		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1985		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1990		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1997		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2000		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2005		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2008		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2010		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2021		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2026		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2049		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2050		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2053		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2071		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2079		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2080		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2103		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2128		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2130		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1839		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1847		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2267		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2271		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2293		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2298		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2322		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2343		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2354		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2359		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2329		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2332		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2353		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2366		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2377		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2154		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2157		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2044		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2075		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2081		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2176		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2189		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2213		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2266		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2290		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2300		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1822		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1875		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1877		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1885		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1909		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1951		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1954		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1959		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
