FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
232728	12		660/40 Violet-A	CD4	CD4
232728	2		FSC-H		FSC-H
232728	1		FSC-A		FSC-A
232728	14		780/60 Violet-A	CD38	CD38
232728	21		PE-Cy5-A		STK39
232728	19		PE-A		Itch
232787	12		660/40 Violet-A	CD4	CD4
232787	20		PE-TxRed-A		PPARg
232780	12		660/40 Violet-A	CD4	CD4
233014	8		AmCyan-A	CXCR5	CXCR5
233014	5		SSC-H		SSC-H
233014	17		APC-Cy7-A		CD14-16-19dead
233014	2		FSC-H		FSC-H
233014	10		585/42 Violet-A	CD3E	CD3
233016	19		PE-A		Itch
233016	3		FSC-W		FSC-W
233016	2		FSC-H		FSC-H
233016	1		FSC-A		FSC-A
233019	9		560/40 Violet-A	CD8A	CD8
233019	24		Time		Time
233019	13		710/50 Violet-A	CD27	CD27
233019	17		APC-Cy7-A		CD14-16-19dead
233019	22		PE-Cy5-5-A		PE-Cy5-5-A
233019	2		FSC-H		FSC-H
233019	11		610/20 Violet-A	PTPRC	CD45RA
233021	9		560/40 Violet-A	CD8A	CD8
233021	5		SSC-H		SSC-H
233021	16		AF 700-A	MKI67	Ki67
233021	13		710/50 Violet-A	CD27	CD27
233021	12		660/40 Violet-A	CD4	CD4
233021	14		780/60 Violet-A	CD38	CD38
233078	17		APC-Cy7-A		CD14-16-19dead
233078	6		SSC-W		SSC-W
233078	4		SSC-A		SSC-A
233088	24		Time		Time
233088	17		APC-Cy7-A		CD14-16-19dead
233088	20		PE-TxRed-A		PPARg
232857	5		SSC-H		SSC-H
232857	22		PE-Cy5-5-A		PE-Cy5-5-A
232857	14		780/60 Violet-A	CD38	CD38
232857	15		APC-A		p21
232857	6		SSC-W		SSC-W
232719	16		AF 700-A	MKI67	Ki67
232719	20		PE-TxRed-A	CD28	CD28
232719	1		FSC-A		FSC-A
232719	21		PE-Cy5-A		SirT2
232723	8		AmCyan-A	CXCR5	CXCR5
232723	13		710/50 Violet-A	CD27	CD27
232734	12		660/40 Violet-A	CD4	CD4
232734	22		PE-Cy5-5-A		Foxo1
232734	18		FITC-A		Foxp1
232734	1		FSC-A		FSC-A
232740	2		FSC-H		FSC-H
232740	11		610/20 Violet-A	PTPRC	CD45RA
232741	12		660/40 Violet-A	IL2RA	CD25
232741	1		FSC-A		FSC-A
232741	15		APC-A		Helios
232741	4		SSC-A		SSC-A
232742	8		AmCyan-A	CXCR5	CXCR5
232742	12		660/40 Violet-A	IL2RA	CD25
232742	2		FSC-H		FSC-H
232742	1		FSC-A		FSC-A
232746	7		Pacific Blue-A	PDCD1	PD1
232746	5		SSC-H		SSC-H
232746	16		AF 700-A	MKI67	Ki67
232746	4		SSC-A		SSC-A
232760	5		SSC-H		SSC-H
232760	12		660/40 Violet-A	IL2RA	CD25
232760	4		SSC-A		SSC-A
232781	16		AF 700-A	MKI67	Ki67
232781	17		APC-Cy7-A		CD14-16-19dead
232781	2		FSC-H		FSC-H
232792	5		SSC-H		SSC-H
232792	22		PE-Cy5-5-A		PE-Cy5-5-A
232792	18		FITC-A		gH2AX
232792	10		585/42 Violet-A	CD3E	CD3
232804	11		610/20 Violet-A	PTPRC	CD45RA
232804	4		SSC-A		SSC-A
232840	19		PE-A		p16
232840	24		Time		Time
232840	18		FITC-A		gH2AX
232855	8		AmCyan-A	CXCR5	CXCR5
232855	17		APC-Cy7-A		CD14-16-19dead
232864	7		Pacific Blue-A	PDCD1	PD1
232864	1		FSC-A		FSC-A
232864	14		780/60 Violet-A	CD38	CD38
232864	4		SSC-A		SSC-A
232892	8		AmCyan-A	CXCR5	CXCR5
232898	19		PE-A	CD39	CD39
232898	8		AmCyan-A	CXCR5	CXCR5
232898	16		AF 700-A	MKI67	Ki67
232898	12		660/40 Violet-A	IL2RA	CD25
232898	2		FSC-H		FSC-H
232898	20		PE-TxRed-A		Foxp3
232922	7		Pacific Blue-A	PDCD1	PD1
232922	16		AF 700-A	MKI67	Ki67
232922	1		FSC-A		FSC-A
232931	17		APC-Cy7-A		CD14-16-19dead
232940	1		FSC-A		FSC-A
232961	13		710/50 Violet-A	CD27	CD27
232961	21		PE-Cy5-A		STK39
232976	3		FSC-W		FSC-W
232986	22		PE-Cy5-5-A		Foxo1
232986	15		APC-A		HEYL
232997	3		FSC-W		FSC-W
232997	18		FITC-A		Foxp1
232997	11		610/20 Violet-A	PTPRC	CD45RA
233004	9		560/40 Violet-A	CD8A	CD8
233032	18		FITC-A		gH2AX
233038	12		660/40 Violet-A	CD4	CD4
233038	10		585/42 Violet-A	CD3E	CD3
233041	13		710/50 Violet-A	CD27	CD27
233075	21		PE-Cy5-A		STK39
233081	8		AmCyan-A	CXCR5	CXCR5
233081	7		Pacific Blue-A	PDCD1	PD1
233081	12		660/40 Violet-A	CD4	CD4
233081	2		FSC-H		FSC-H
233081	4		SSC-A		SSC-A
233092	8		AmCyan-A	CXCR5	CXCR5
233092	2		FSC-H		FSC-H
233092	20		PE-TxRed-A	CD28	CD28
233092	10		585/42 Violet-A	CD3E	CD3
234701	9		Pacific Blue-A		CD3/CD14
234701	19		Time		Time
234701	7		FITC-A	FOXP3	FoxP3
234701	16		PE-Gr-A		ICOS ligand
234701	6		SSC-W		SSC-W
234701	11		Qdot 565-A	CD20	CD20
234709	7		FITC-A	FOXP3	FoxP3
234709	13		Qdot 655-A	CD19	CD19
234709	1		FSC-A		FSC-A
234731	2		FSC-H		FSC-H
234731	6		SSC-W		SSC-W
234744	9		Pacific Blue-A		CD3/CD14
234744	6		SSC-W		SSC-W
234749	5		SSC-H		SSC-H
234749	13		Qdot 655-A	CD19	CD19
234749	2		FSC-H		FSC-H
234749	18		APC-Cy7-A	IGHM	IgM
234763	4		SSC-A		SSC-A
234763	16		PE-Gr-A		ICOS ligand
234763	12		Qdot 605-A	PDCD1	PD-1
234763	17		PE-Cy7-A	IGHD	IgD
234763	6		SSC-W		SSC-W
234782	4		SSC-A		SSC-A
234782	15		Alexa Fluor 700-A		IgG
234782	10		AmCyan-A		L/D
232732	7		Pacific Blue-A	PDCD1	PD1
232732	17		APC-Cy7-A		CD14-16-19dead
232732	20		PE-TxRed-A	CD28	CD28
232744	19		PE-A		p16
232744	17		APC-Cy7-A		CD14-16-19dead
232762	19		PE-A		p16
232762	5		SSC-H		SSC-H
232762	20		PE-TxRed-A	CD28	CD28
232762	11		610/20 Violet-A	PTPRC	CD45RA
232772	8		AmCyan-A	CXCR5	CXCR5
232772	1		FSC-A		FSC-A
232790	19		PE-A	CD39	CD39
232790	18		FITC-A	CD38	CD38
232790	11		610/20 Violet-A	PTPRC	CD45RA
232790	10		585/42 Violet-A	CD3E	CD3
232806	9		560/40 Violet-A	CD8A	CD8
232806	21		PE-Cy5-A		STK39
232838	7		Pacific Blue-A	PDCD1	PD1
232838	24		Time		Time
232838	18		FITC-A	CD38	CD38
232894	16		AF 700-A	MKI67	Ki67
232894	13		710/50 Violet-A	CD27	CD27
232894	2		FSC-H		FSC-H
232894	18		FITC-A		gH2AX
232924	23		PE-Cy7-A	ICOS	ICOS
232924	24		Time		Time
232924	2		FSC-H		FSC-H
232939	8		AmCyan-A	CXCR5	CXCR5
232939	3		FSC-W		FSC-W
232975	22		PE-Cy5-5-A	CD4	CD4
232975	10		585/42 Violet-A	CD3E	CD3
232999	19		PE-A	CD39	CD39
232999	24		Time		Time
232999	15		APC-A		Helios
233005	17		APC-Cy7-A		CD14-16-19dead
233005	20		PE-TxRed-A		Foxp3
233015	19		PE-A		Itch
233015	8		AmCyan-A	CXCR5	CXCR5
233015	7		Pacific Blue-A	PDCD1	PD1
233015	2		FSC-H		FSC-H
233015	18		FITC-A		Foxp1
233015	11		610/20 Violet-A	PTPRC	CD45RA
233035	19		PE-A	CD39	CD39
233035	2		FSC-H		FSC-H
233067	4		SSC-A		SSC-A
233067	3		FSC-W		FSC-W
233067	2		FSC-H		FSC-H
233067	1		FSC-A		FSC-A
233067	11		610/20 Violet-A	PTPRC	CD45RA
234708	7		FITC-A	FOXP3	FoxP3
234711	4		SSC-A		SSC-A
234711	2		FSC-H		FSC-H
234727	8		PerCP-Cy5-5-A	CD38	CD38
234727	13		Qdot 655-A	CD19	CD19
234728	5		SSC-H		SSC-H
234728	2		FSC-H		FSC-H
234728	14		Qdot 800-A	CD27	CD27
234728	15		Alexa Fluor 700-A		IgG
234736	1		FSC-A		FSC-A
234736	6		SSC-W		SSC-W
234741	4		SSC-A		SSC-A
234741	15		Alexa Fluor 700-A		IgG
234741	10		AmCyan-A		L/D
234755	5		SSC-H		SSC-H
234755	13		Qdot 655-A	CD19	CD19
234755	17		PE-Cy7-A	IGHD	IgD
234755	18		APC-Cy7-A	IGHM	IgM
234755	14		Qdot 800-A	CD27	CD27
233010	7		Pacific Blue-A	PDCD1	PD1
233010	5		SSC-H		SSC-H
233010	2		FSC-H		FSC-H
233027	5		SSC-H		SSC-H
233027	12		660/40 Violet-A	CD4	CD4
233027	18		FITC-A		Foxp1
233027	10		585/42 Violet-A	CD3E	CD3
233030	5		SSC-H		SSC-H
233034	23		PE-Cy7-A	ICOS	ICOS
233034	5		SSC-H		SSC-H
233034	1		FSC-A		FSC-A
233044	6		SSC-W		SSC-W
233048	9		560/40 Violet-A	CD8A	CD8
233066	13		710/50 Violet-A	CD27	CD27
233066	15		APC-A		Helios
233066	10		585/42 Violet-A	CD3E	CD3
233077	19		PE-A	CD39	CD39
233077	7		Pacific Blue-A	PDCD1	PD1
233077	5		SSC-H		SSC-H
233077	16		AF 700-A	MKI67	Ki67
233077	17		APC-Cy7-A		CD14-16-19dead
234729	16		PE-Gr-A		ICOS ligand
234729	2		FSC-H		FSC-H
234753	4		SSC-A		SSC-A
234753	6		SSC-W		SSC-W
232729	23		PE-Cy7-A	IL7R	CD127
232729	17		APC-Cy7-A		CD14-16-19dead
232729	18		FITC-A	CD38	CD38
232729	15		APC-A		Helios
232738	22		PE-Cy5-5-A		PE-Cy5-5-A
232743	3		FSC-W		FSC-W
232743	13		710/50 Violet-A	CD27	CD27
232743	10		585/42 Violet-A	CD3E	CD3
232745	2		FSC-H		FSC-H
232745	20		PE-TxRed-A		PPARg
232745	1		FSC-A		FSC-A
232763	22		PE-Cy5-5-A		Foxo1
232763	15		APC-A		HEYL
232764	4		SSC-A		SSC-A
232764	1		FSC-A		FSC-A
232764	15		APC-A		HEYL
232764	11		610/20 Violet-A	PTPRC	CD45RA
232819	8		AmCyan-A	CXCR5	CXCR5
232819	11		610/20 Violet-A	PTPRC	CD45RA
232828	20		PE-TxRed-A	CD28	CD28
232828	1		FSC-A		FSC-A
232828	14		780/60 Violet-A	CD38	CD38
232832	3		FSC-W		FSC-W
232832	12		660/40 Violet-A	IL2RA	CD25
232834	8		AmCyan-A	CXCR5	CXCR5
232859	4		SSC-A		SSC-A
232859	9		560/40 Violet-A	CD8A	CD8
232859	3		FSC-W		FSC-W
232859	6		SSC-W		SSC-W
232859	10		585/42 Violet-A	CD3E	CD3
232866	3		FSC-W		FSC-W
232871	22		PE-Cy5-5-A		Foxo1
232882	3		FSC-W		FSC-W
232882	16		AF 700-A	MKI67	Ki67
232883	17		APC-Cy7-A		CD14-16-19dead
232928	12		660/40 Violet-A	IL2RA	CD25
232969	9		560/40 Violet-A	CD8A	CD8
232969	7		Pacific Blue-A	PDCD1	PD1
232969	12		660/40 Violet-A	IL2RA	CD25
232969	1		FSC-A		FSC-A
232972	10		585/42 Violet-A	CD3E	CD3
232974	18		FITC-A		Foxp1
232974	11		610/20 Violet-A	PTPRC	CD45RA
232974	10		585/42 Violet-A	CD3E	CD3
232994	21		PE-Cy5-A	ICOS	ICOS
232994	24		Time		Time
232994	11		610/20 Violet-A	PTPRC	CD45RA
233001	9		560/40 Violet-A	CD8A	CD8
233001	23		PE-Cy7-A	ICOS	ICOS
233001	20		PE-TxRed-A	CD28	CD28
234687	19		Time		Time
234687	2		FSC-H		FSC-H
234687	18		APC-Cy7-A	IGHM	IgM
234687	15		Alexa Fluor 700-A		IgG
234704	4		SSC-A		SSC-A
234704	5		SSC-H		SSC-H
234710	10		AmCyan-A		L/D
234710	9		Pacific Blue-A		CD3/CD14
234710	12		Qdot 605-A	PDCD1	PD-1
234717	10		AmCyan-A		L/D
234717	16		PE-Gr-A		ICOS ligand
234717	18		APC-Cy7-A	IGHM	IgM
234717	11		Qdot 565-A	CD20	CD20
232902	3		FSC-W		FSC-W
232902	2		FSC-H		FSC-H
232910	3		FSC-W		FSC-W
232910	12		660/40 Violet-A	IL2RA	CD25
232910	17		APC-Cy7-A		CD14-16-19dead
232910	1		FSC-A		FSC-A
232960	18		FITC-A		gH2AX
232966	4		SSC-A		SSC-A
232966	7		Pacific Blue-A	PDCD1	PD1
232966	13		710/50 Violet-A	CD27	CD27
232966	18		FITC-A		gH2AX
232988	7		Pacific Blue-A	PDCD1	PD1
233026	9		560/40 Violet-A	CD8A	CD8
233026	19		PE-A		p16
233026	7		Pacific Blue-A	PDCD1	PD1
233026	17		APC-Cy7-A		CD14-16-19dead
233028	1		FSC-A		FSC-A
233028	15		APC-A		HEYL
233065	7		Pacific Blue-A	PDCD1	PD1
233065	13		710/50 Violet-A	CD27	CD27
233065	12		660/40 Violet-A	IL2RA	CD25
233065	22		PE-Cy5-5-A	CD4	CD4
233072	23		PE-Cy7-A	IL7R	CD127
233072	5		SSC-H		SSC-H
233072	22		PE-Cy5-5-A	CD4	CD4
233072	14		780/60 Violet-A	CTLA4	CTLA4
233083	21		PE-Cy5-A	ICOS	ICOS
233083	5		SSC-H		SSC-H
233083	11		610/20 Violet-A	PTPRC	CD45RA
232730	21		PE-Cy5-A	ICOS	ICOS
232730	5		SSC-H		SSC-H
232730	24		Time		Time
232730	16		AF 700-A	MKI67	Ki67
232730	1		FSC-A		FSC-A
232730	15		APC-A		Helios
232782	10		585/42 Violet-A	CD3E	CD3
232782	23		PE-Cy7-A	ICOS	ICOS
232782	17		APC-Cy7-A		CD14-16-19dead
232782	2		FSC-H		FSC-H
232782	1		FSC-A		FSC-A
232782	15		APC-A		HEYL
232783	3		FSC-W		FSC-W
232783	17		APC-Cy7-A		CD14-16-19dead
232783	2		FSC-H		FSC-H
232793	8		AmCyan-A	CXCR5	CXCR5
232793	20		PE-TxRed-A		PPARg
232861	7		Pacific Blue-A	PDCD1	PD1
232861	5		SSC-H		SSC-H
232861	16		AF 700-A	MKI67	Ki67
232861	22		PE-Cy5-5-A	CD4	CD4
232867	9		560/40 Violet-A	CD8A	CD8
232867	23		PE-Cy7-A	IL7R	CD127
232867	17		APC-Cy7-A		CD14-16-19dead
234786	6		SSC-W		SSC-W
234789	11		Qdot 565-A	CD20	CD20
234789	9		Pacific Blue-A		CD3/CD14
234789	19		Time		Time
234789	5		SSC-H		SSC-H
232765	20		PE-TxRed-A		Foxp3
232765	14		780/60 Violet-A	CTLA4	CTLA4
232751	11		610/20 Violet-A	PTPRC	CD45RA
232751	14		780/60 Violet-A	CD38	CD38
232757	11		610/20 Violet-A	PTPRC	CD45RA
232757	16		AF 700-A	MKI67	Ki67
232757	20		PE-TxRed-A		PPARg
232757	1		FSC-A		FSC-A
232757	14		780/60 Violet-A	CD38	CD38
232768	19		PE-A		p16
232768	13		710/50 Violet-A	CD27	CD27
232768	22		PE-Cy5-5-A		PE-Cy5-5-A
232768	20		PE-TxRed-A	CD28	CD28
232777	21		PE-Cy5-A	ICOS	ICOS
232777	7		Pacific Blue-A	PDCD1	PD1
232777	13		710/50 Violet-A	CD27	CD27
232777	17		APC-Cy7-A		CD14-16-19dead
232795	11		610/20 Violet-A	PTPRC	CD45RA
232795	9		560/40 Violet-A	CD8A	CD8
232795	23		PE-Cy7-A	IL7R	CD127
232795	24		Time		Time
232795	12		660/40 Violet-A	IL2RA	CD25
232801	23		PE-Cy7-A	IL7R	CD127
232801	7		Pacific Blue-A	PDCD1	PD1
232805	5		SSC-H		SSC-H
232805	16		AF 700-A	MKI67	Ki67
232805	14		780/60 Violet-A	CD38	CD38
232811	16		AF 700-A	MKI67	Ki67
232811	13		710/50 Violet-A	CD27	CD27
232811	22		PE-Cy5-5-A		Foxo1
232811	2		FSC-H		FSC-H
232811	20		PE-TxRed-A		PPARg
232811	1		FSC-A		FSC-A
232818	19		PE-A		Itch
232818	7		Pacific Blue-A	PDCD1	PD1
232818	12		660/40 Violet-A	CD4	CD4
232818	2		FSC-H		FSC-H
232818	15		APC-A		HEYL
232826	11		610/20 Violet-A	PTPRC	CD45RA
232826	7		Pacific Blue-A	PDCD1	PD1
232826	22		PE-Cy5-5-A	CD4	CD4
232835	3		FSC-W		FSC-W
232837	7		Pacific Blue-A	PDCD1	PD1
232837	1		FSC-A		FSC-A
232852	10		585/42 Violet-A	CD3E	CD3
232852	14		780/60 Violet-A	CD38	CD38
232852	15		APC-A		p21
232853	14		780/60 Violet-A	CD38	CD38
232897	6		SSC-W		SSC-W
232897	13		710/50 Violet-A	CD27	CD27
232901	14		780/60 Violet-A	CD38	CD38
232905	21		PE-Cy5-A		SirT2
232905	16		AF 700-A	MKI67	Ki67
232905	14		780/60 Violet-A	CD38	CD38
232929	4		SSC-A		SSC-A
232929	3		FSC-W		FSC-W
232929	12		660/40 Violet-A	CD4	CD4
232929	20		PE-TxRed-A	CD28	CD28
232929	14		780/60 Violet-A	CD38	CD38
232930	6		SSC-W		SSC-W
232934	4		SSC-A		SSC-A
232934	9		560/40 Violet-A	CD8A	CD8
232934	14		780/60 Violet-A	CTLA4	CTLA4
232967	4		SSC-A		SSC-A
232967	7		Pacific Blue-A	PDCD1	PD1
232967	24		Time		Time
232970	6		SSC-W		SSC-W
232970	8		AmCyan-A	CXCR5	CXCR5
233058	19		PE-A		Itch
233058	8		AmCyan-A	CXCR5	CXCR5
233059	10		585/42 Violet-A	CD3E	CD3
233059	9		560/40 Violet-A	CD8A	CD8
233059	8		AmCyan-A	CXCR5	CXCR5
233059	7		Pacific Blue-A	PDCD1	PD1
233059	24		Time		Time
233059	12		660/40 Violet-A	IL2RA	CD25
233074	7		Pacific Blue-A	PDCD1	PD1
233074	5		SSC-H		SSC-H
233074	14		780/60 Violet-A	CD38	CD38
233084	11		610/20 Violet-A	PTPRC	CD45RA
233084	4		SSC-A		SSC-A
233084	24		Time		Time
233094	6		SSC-W		SSC-W
233094	16		AF 700-A	MKI67	Ki67
234721	10		AmCyan-A		L/D
234721	7		FITC-A	FOXP3	FoxP3
234721	2		FSC-H		FSC-H
234756	17		PE-Cy7-A	IGHD	IgD
234756	14		Qdot 800-A	CD27	CD27
234756	15		Alexa Fluor 700-A		IgG
233063	15		APC-A		HEYL
233063	11		610/20 Violet-A	PTPRC	CD45RA
233063	24		Time		Time
233063	3		FSC-W		FSC-W
233063	13		710/50 Violet-A	CD27	CD27
233063	2		FSC-H		FSC-H
233085	1		FSC-A		FSC-A
233085	5		SSC-H		SSC-H
232722	6		SSC-W		SSC-W
232722	24		Time		Time
232722	16		AF 700-A	MKI67	Ki67
232722	17		APC-Cy7-A		CD14-16-19dead
232724	1		FSC-A		FSC-A
232724	23		PE-Cy7-A	IL7R	CD127
232771	1		FSC-A		FSC-A
232771	11		610/20 Violet-A	PTPRC	CD45RA
232771	5		SSC-H		SSC-H
232778	1		FSC-A		FSC-A
232778	19		PE-A	CD39	CD39
232778	13		710/50 Violet-A	CD27	CD27
232778	2		FSC-H		FSC-H
232778	20		PE-TxRed-A		Foxp3
232803	1		FSC-A		FSC-A
232803	22		PE-Cy5-5-A		PE-Cy5-5-A
232808	4		SSC-A		SSC-A
232808	8		AmCyan-A	CXCR5	CXCR5
232854	3		FSC-W		FSC-W
232854	16		AF 700-A	MKI67	Ki67
232854	18		FITC-A		Foxp1
232858	6		SSC-W		SSC-W
232858	24		Time		Time
232858	12		660/40 Violet-A	CD4	CD4
232858	22		PE-Cy5-5-A		PE-Cy5-5-A
233089	14		780/60 Violet-A	CTLA4	CTLA4
233089	23		PE-Cy7-A	IL7R	CD127
233089	5		SSC-H		SSC-H
233089	17		APC-Cy7-A		CD14-16-19dead
232862	24		Time		Time
232862	17		APC-Cy7-A		CD14-16-19dead
232862	18		FITC-A	CD38	CD38
232869	9		560/40 Violet-A	CD8A	CD8
232893	15		APC-A		p21
232893	6		SSC-W		SSC-W
232893	19		PE-A		p16
232893	16		AF 700-A	MKI67	Ki67
232893	12		660/40 Violet-A	CD4	CD4
232906	21		PE-Cy5-A		SirT2
232906	20		PE-TxRed-A	CD28	CD28
232919	14		780/60 Violet-A	CD38	CD38
232919	15		APC-A		HEYL
232919	11		610/20 Violet-A	PTPRC	CD45RA
232919	7		Pacific Blue-A	PDCD1	PD1
232932	6		SSC-W		SSC-W
232932	10		585/42 Violet-A	CD3E	CD3
232932	16		AF 700-A	MKI67	Ki67
232955	1		FSC-A		FSC-A
232955	15		APC-A		HEYL
232955	5		SSC-H		SSC-H
232959	1		FSC-A		FSC-A
232959	14		780/60 Violet-A	CD38	CD38
232959	15		APC-A		p21
232959	23		PE-Cy7-A	ICOS	ICOS
232959	7		Pacific Blue-A	PDCD1	PD1
233046	15		APC-A		HEYL
233049	21		PE-Cy5-A		SirT2
233049	19		PE-A		p16
233054	13		710/50 Violet-A	CD27	CD27
233057	1		FSC-A		FSC-A
233057	21		PE-Cy5-A		STK39
233057	19		PE-A		Itch
233057	5		SSC-H		SSC-H
233057	12		660/40 Violet-A	CD4	CD4
233057	22		PE-Cy5-5-A		Foxo1
233057	2		FSC-H		FSC-H
234696	6		SSC-W		SSC-W
234696	9		Pacific Blue-A		CD3/CD14
234696	3		FSC-W		FSC-W
234718	11		Qdot 565-A	CD20	CD20
234725	14		Qdot 800-A	CD27	CD27
234725	11		Qdot 565-A	CD20	CD20
234758	4		SSC-A		SSC-A
234758	19		Time		Time
234758	13		Qdot 655-A	CD19	CD19
234766	16		PE-Gr-A		ICOS ligand
234780	7		FITC-A	FOXP3	FoxP3
234780	12		Qdot 605-A	PDCD1	PD-1
234792	1		FSC-A		FSC-A
234792	14		Qdot 800-A	CD27	CD27
234792	15		Alexa Fluor 700-A		IgG
234792	5		SSC-H		SSC-H
234804	14		Qdot 800-A	CD27	CD27
234804	1		FSC-A		FSC-A
234804	10		AmCyan-A		L/D
234804	7		FITC-A	FOXP3	FoxP3
234803	19		Time		Time
234803	18		APC-Cy7-A	IGHM	IgM
234799	19		Time		Time
234799	4		SSC-A		SSC-A
234801	1		FSC-A		FSC-A
234801	5		SSC-H		SSC-H
234801	3		FSC-W		FSC-W
232731	9		560/40 Violet-A	CD8A	CD8
232731	22		PE-Cy5-5-A		PE-Cy5-5-A
232733	9		560/40 Violet-A	CD8A	CD8
232733	16		AF 700-A	MKI67	Ki67
232733	12		660/40 Violet-A	CD4	CD4
232748	1		FSC-A		FSC-A
232748	4		SSC-A		SSC-A
232748	7		Pacific Blue-A	PDCD1	PD1
232748	13		710/50 Violet-A	CD27	CD27
232748	22		PE-Cy5-5-A	CD4	CD4
232791	14		780/60 Violet-A	CD38	CD38
232791	10		585/42 Violet-A	CD3E	CD3
232791	8		AmCyan-A	CXCR5	CXCR5
232791	7		Pacific Blue-A	PDCD1	PD1
232791	12		660/40 Violet-A	CD4	CD4
232791	22		PE-Cy5-5-A		PE-Cy5-5-A
232794	2		FSC-H		FSC-H
232794	18		FITC-A		Foxp1
232794	10		585/42 Violet-A	CD3E	CD3
232794	23		PE-Cy7-A	ICOS	ICOS
232797	2		FSC-H		FSC-H
232797	20		PE-TxRed-A	CD28	CD28
232797	15		APC-A		p21
232797	11		610/20 Violet-A	PTPRC	CD45RA
232797	8		AmCyan-A	CXCR5	CXCR5
232797	16		AF 700-A	MKI67	Ki67
232815	1		FSC-A		FSC-A
232815	3		FSC-W		FSC-W
232815	13		710/50 Violet-A	CD27	CD27
232822	1		FSC-A		FSC-A
232822	13		710/50 Violet-A	CD27	CD27
232822	12		660/40 Violet-A	CD4	CD4
232846	2		FSC-H		FSC-H
232846	14		780/60 Violet-A	CD38	CD38
232846	21		PE-Cy5-A		SirT2
232846	16		AF 700-A	MKI67	Ki67
232888	2		FSC-H		FSC-H
232888	13		710/50 Violet-A	CD27	CD27
232896	2		FSC-H		FSC-H
232896	1		FSC-A		FSC-A
232896	11		610/20 Violet-A	PTPRC	CD45RA
232896	19		PE-A		Itch
232896	3		FSC-W		FSC-W
232916	9		560/40 Violet-A	CD8A	CD8
232916	12		660/40 Violet-A	IL2RA	CD25
232921	1		FSC-A		FSC-A
232921	6		SSC-W		SSC-W
232921	19		PE-A	CD39	CD39
232921	8		AmCyan-A	CXCR5	CXCR5
232921	23		PE-Cy7-A	IL7R	CD127
232921	5		SSC-H		SSC-H
232921	17		APC-Cy7-A		CD14-16-19dead
232938	18		FITC-A		Foxp1
232938	1		FSC-A		FSC-A
232938	19		PE-A		Itch
232938	7		Pacific Blue-A	PDCD1	PD1
232943	4		SSC-A		SSC-A
232943	23		PE-Cy7-A	ICOS	ICOS
232943	12		660/40 Violet-A	CD4	CD4
232943	22		PE-Cy5-5-A		Foxo1
232947	2		FSC-H		FSC-H
232947	18		FITC-A		gH2AX
232947	1		FSC-A		FSC-A
232947	17		APC-Cy7-A		CD14-16-19dead
233000	10		585/42 Violet-A	CD3E	CD3
233000	23		PE-Cy7-A	IL7R	CD127
233000	5		SSC-H		SSC-H
233017	18		FITC-A	CD38	CD38
233017	1		FSC-A		FSC-A
233017	6		SSC-W		SSC-W
233017	11		610/20 Violet-A	PTPRC	CD45RA
233017	8		AmCyan-A	CXCR5	CXCR5
233017	23		PE-Cy7-A	IL7R	CD127
233017	7		Pacific Blue-A	PDCD1	PD1
233017	22		PE-Cy5-5-A	CD4	CD4
233018	17		APC-Cy7-A		CD14-16-19dead
233025	11		610/20 Violet-A	PTPRC	CD45RA
233025	3		FSC-W		FSC-W
233025	12		660/40 Violet-A	CD4	CD4
233025	22		PE-Cy5-5-A		PE-Cy5-5-A
233031	18		FITC-A		gH2AX
233031	15		APC-A		p21
233031	23		PE-Cy7-A	ICOS	ICOS
233031	3		FSC-W		FSC-W
233051	11		610/20 Violet-A	PTPRC	CD45RA
233051	3		FSC-W		FSC-W
234707	3		FSC-W		FSC-W
234707	17		PE-Cy7-A	IGHD	IgD
234752	10		AmCyan-A		L/D
234752	12		Qdot 605-A	PDCD1	PD-1
234757	1		FSC-A		FSC-A
234757	17		PE-Cy7-A	IGHD	IgD
234772	18		APC-Cy7-A	IGHM	IgM
234772	9		Pacific Blue-A		CD3/CD14
234772	19		Time		Time
234776	1		FSC-A		FSC-A
234776	15		Alexa Fluor 700-A		IgG
234798	2		FSC-H		FSC-H
234798	1		FSC-A		FSC-A
234720	9		Pacific Blue-A		CD3/CD14
234720	8		PerCP-Cy5-5-A	CD38	CD38
232770	12		660/40 Violet-A	CD4	CD4
232770	2		FSC-H		FSC-H
232770	10		585/42 Violet-A	CD3E	CD3
232775	12		660/40 Violet-A	CD4	CD4
232775	22		PE-Cy5-5-A		Foxo1
232775	13		710/50 Violet-A	CD27	CD27
232784	14		780/60 Violet-A	CTLA4	CTLA4
232784	8		AmCyan-A	CXCR5	CXCR5
232788	20		PE-TxRed-A		PPARg
232788	10		585/42 Violet-A	CD3E	CD3
232788	19		PE-A		Itch
232788	13		710/50 Violet-A	CD27	CD27
232789	18		FITC-A	CD38	CD38
232789	24		Time		Time
232796	4		SSC-A		SSC-A
232796	16		AF 700-A	MKI67	Ki67
234689	10		AmCyan-A		L/D
234689	4		SSC-A		SSC-A
234714	2		FSC-H		FSC-H
232799	8		AmCyan-A	CXCR5	CXCR5
232799	5		SSC-H		SSC-H
232799	24		Time		Time
232800	23		PE-Cy7-A	ICOS	ICOS
232814	20		PE-TxRed-A		Foxp3
