EXPSAMPLE_ACCESSION	FILE_INFO_ID	RESULT_SCHEMA
ES1062850	703424	OTHER
ES1062835	703424	OTHER
ES1062829	703424	OTHER
ES1062823	703424	OTHER
ES1062819	703424	OTHER
ES1062800	703424	OTHER
ES1062799	703424	OTHER
ES1062796	703424	OTHER
ES1062788	703424	OTHER
ES1062770	703424	OTHER
ES1062767	703424	OTHER
ES1062762	703424	OTHER
ES1060557	608529	FCM
ES1060548	608529	FCM
ES1060547	608529	FCM
ES1060546	608529	FCM
ES1060543	608529	FCM
ES1060537	608529	FCM
ES1060529	608529	FCM
ES1060514	608529	FCM
ES1060508	608529	FCM
ES1060473	608529	FCM
ES1060452	608529	FCM
ES1060450	608529	FCM
ES1060446	608529	FCM
ES1060445	608529	FCM
ES1060440	608529	FCM
ES1060532	608530	FCM
ES1060530	608530	FCM
ES1060521	608530	FCM
ES1060513	608530	FCM
ES1060510	608530	FCM
ES1060508	608530	FCM
ES1060502	608530	FCM
ES1060501	608530	FCM
ES1060494	608530	FCM
ES1060489	608530	FCM
ES1060488	608530	FCM
ES1060478	608530	FCM
ES1060477	608530	FCM
ES1060557	608531	FCM
ES1060551	608531	FCM
ES1060549	608531	FCM
ES1060528	608531	FCM
ES1060525	608531	FCM
ES1060522	608531	FCM
ES1060518	608531	FCM
ES1060513	608531	FCM
ES1060501	608531	FCM
ES1060491	608531	FCM
ES1060471	608531	FCM
ES1060468	608531	FCM
ES1060458	608531	FCM
ES1060457	608531	FCM
ES1060447	608531	FCM
ES1060546	608532	FCM
ES1060528	608532	FCM
ES1060521	608532	FCM
ES1060506	608532	FCM
ES1060494	608532	FCM
ES1060492	608532	FCM
ES1060489	608532	FCM
ES1060478	608532	FCM
ES1060475	608532	FCM
ES1060471	608532	FCM
ES1060469	608532	FCM
ES1060458	608532	FCM
ES1060450	608532	FCM
ES1060443	608532	FCM
ES1060440	608532	FCM
ES1060539	608533	FCM
ES1060533	608533	FCM
ES1060531	608533	FCM
ES1060525	608533	FCM
ES1060523	608533	FCM
ES1060518	608533	FCM
ES1060517	608533	FCM
ES1060511	608533	FCM
ES1060498	608533	FCM
ES1060491	608533	FCM
ES1060481	608533	FCM
ES1060477	608533	FCM
ES1060469	608533	FCM
ES1060444	608533	FCM
ES1060555	608534	FCM
ES1060550	608534	FCM
ES1060541	608534	FCM
ES1060540	608534	FCM
ES1060519	608534	FCM
ES1060517	608534	FCM
ES1060504	608534	FCM
ES1060495	608534	FCM
ES1060490	608534	FCM
ES1060488	608534	FCM
ES1060476	608534	FCM
ES1060473	608534	FCM
ES1060470	608534	FCM
ES1060462	608534	FCM
ES1060447	608534	FCM
ES1060440	608534	FCM
ES1060438	608534	FCM
ES1060549	608535	FCM
ES1060544	608535	FCM
ES1060542	608535	FCM
ES1060539	608535	FCM
ES1060538	608535	FCM
ES1060464	608535	FCM
ES1060463	608535	FCM
ES1060449	608535	FCM
ES1060551	608536	FCM
ES1060544	608536	FCM
ES1060535	608536	FCM
ES1060516	608536	FCM
ES1060513	608536	FCM
ES1060491	608536	FCM
ES1060490	608536	FCM
ES1060479	608536	FCM
ES1060478	608536	FCM
ES1060473	608536	FCM
ES1060469	608536	FCM
ES1060458	608536	FCM
ES1060443	608536	FCM
ES1060550	608537	FCM
ES1060548	608537	FCM
ES1060539	608537	FCM
ES1060512	608537	FCM
ES1060509	608537	FCM
ES1060489	608537	FCM
ES1060485	608537	FCM
ES1060473	608537	FCM
ES1060469	608537	FCM
ES1060451	608537	FCM
ES1060449	608537	FCM
ES1060447	608537	FCM
ES1060557	608538	FCM
ES1060543	608538	FCM
ES1060542	608538	FCM
ES1060539	608538	FCM
ES1060537	608538	FCM
ES1060535	608538	FCM
ES1060514	608538	FCM
ES1060510	608538	FCM
ES1060479	608538	FCM
ES1060460	608538	FCM
ES1060453	608538	FCM
ES1060451	608538	FCM
ES1060450	608538	FCM
ES1060440	608538	FCM
ES1060517	608539	FCM
ES1060511	608539	FCM
ES1060492	608539	FCM
ES1060478	608539	FCM
ES1060473	608539	FCM
ES1060471	608539	FCM
ES1060469	608539	FCM
ES1060462	608539	FCM
ES1060440	608539	FCM
ES1060438	608539	FCM
ES1060555	608540	FCM
ES1060547	608540	FCM
ES1060537	608540	FCM
ES1060535	608540	FCM
ES1060528	608540	FCM
ES1060506	608540	FCM
ES1060499	608540	FCM
ES1060479	608540	FCM
ES1060469	608540	FCM
ES1060452	608540	FCM
ES1060443	608540	FCM
ES1060442	608540	FCM
ES1060557	608541	FCM
ES1060553	608541	FCM
ES1060538	608541	FCM
ES1060536	608541	FCM
ES1060535	608541	FCM
ES1060519	608541	FCM
ES1060512	608541	FCM
ES1060511	608541	FCM
ES1060503	608541	FCM
ES1060493	608541	FCM
ES1060490	608541	FCM
ES1060486	608541	FCM
ES1060484	608541	FCM
ES1060480	608541	FCM
ES1060460	608541	FCM
ES1060438	608541	FCM
ES1060440	608543	FCM
ES1060441	608544	FCM
ES1060450	608553	FCM
ES1060467	608570	FCM
ES1060478	608581	FCM
ES1060489	608592	FCM
ES1060494	608597	FCM
ES1060496	608599	FCM
ES1060502	608605	FCM
ES1060504	608607	FCM
ES1060519	608622	FCM
ES1060530	608633	FCM
ES1060543	608646	FCM
ES1060551	608654	FCM
ES1031556	604067	OTHER
ES1031424	604068	OTHER
ES1031395	604068	OTHER
ES1031383	604068	OTHER
ES1031382	604068	OTHER
ES1031377	604068	OTHER
ES1031364	604068	OTHER
ES1031359	604068	OTHER
ES1031323	604068	OTHER
ES1031304	604068	OTHER
ES1031299	604068	OTHER
ES1031635	604068	OTHER
ES1031634	604068	OTHER
ES1031629	604068	OTHER
ES1031622	604068	OTHER
ES1031598	604068	OTHER
ES1031587	604068	OTHER
ES1031556	604068	OTHER
ES1031551	604068	OTHER
ES1031545	604068	OTHER
ES1031538	604068	OTHER
ES1031520	604068	OTHER
ES1031484	604068	OTHER
ES1031466	604068	OTHER
ES1031383	604070	OTHER
ES1031377	604070	OTHER
ES1031378	604072	OTHER
ES1031421	604073	OTHER
ES1031367	604073	OTHER
ES1031361	604073	OTHER
ES1031354	604073	OTHER
ES1031313	604073	OTHER
ES1031312	604073	OTHER
ES1031307	604073	OTHER
ES1031301	604073	OTHER
ES1031300	604073	OTHER
ES1031283	604073	OTHER
ES1031282	604073	OTHER
ES1031589	604073	OTHER
ES1031565	604073	OTHER
