FCS File Name,fcs_file_name,expsample_accession,study_time_collected,type,biosample_accession,name..7,file_info_id,measurement_technique
export_272_7.727665.fcs,export_272_7.fcs,ES1230830,7,PBMC,BS808056,09-H1-0239 flow cytometry B2,727665,Flow Cytometry
export_272_70.727666.fcs,export_272_70.fcs,ES1230831,70,PBMC,BS808058,09-H1-0239 flow cytometry B2,727666,Flow Cytometry
export_273_0.727667.fcs,export_273_0.fcs,ES1230832,0,PBMC,BS808059,09-H1-0239 flow cytometry B2,727667,Flow Cytometry
export_273_1.727668.fcs,export_273_1.fcs,ES1230833,1,PBMC,BS808060,09-H1-0239 flow cytometry B2,727668,Flow Cytometry
export_273_7.727669.fcs,export_273_7.fcs,ES1230834,7,PBMC,BS808061,09-H1-0239 flow cytometry B2,727669,Flow Cytometry
export_273_70.727670.fcs,export_273_70.fcs,ES1230835,70,PBMC,BS808063,09-H1-0239 flow cytometry B2,727670,Flow Cytometry
export_274_0.727671.fcs,export_274_0.fcs,ES1230836,0,PBMC,BS808064,09-H1-0239 flow cytometry B2,727671,Flow Cytometry
export_274_1.727672.fcs,export_274_1.fcs,ES1230837,1,PBMC,BS808065,09-H1-0239 flow cytometry B2,727672,Flow Cytometry
export_274_7.727673.fcs,export_274_7.fcs,ES1230838,7,PBMC,BS808066,09-H1-0239 flow cytometry B2,727673,Flow Cytometry
export_274_70.727674.fcs,export_274_70.fcs,ES1230839,70,PBMC,BS808068,09-H1-0239 flow cytometry B2,727674,Flow Cytometry
export_277_0.727675.fcs,export_277_0.fcs,ES1230840,0,PBMC,BS808069,09-H1-0239 flow cytometry B2,727675,Flow Cytometry
export_277_1.727676.fcs,export_277_1.fcs,ES1230841,1,PBMC,BS808070,09-H1-0239 flow cytometry B2,727676,Flow Cytometry
export_277_7.727677.fcs,export_277_7.fcs,ES1230842,7,PBMC,BS808071,09-H1-0239 flow cytometry B2,727677,Flow Cytometry
export_277_70.727678.fcs,export_277_70.fcs,ES1230843,70,PBMC,BS808073,09-H1-0239 flow cytometry B2,727678,Flow Cytometry
export_274_70.727969.fcs,export_274_70.fcs,ES1231125,70,PBMC,BS808068,09-H1-0239 flow cytometry Mono/DC,727969,Flow Cytometry
export_274_pre 7.727970.fcs,export_274_pre 7.fcs,ES1231126,-7,PBMC,BS808067,09-H1-0239 flow cytometry Mono/DC,727970,Flow Cytometry
export_275_0.727971.fcs,export_275_0.fcs,ES1231127,0,PBMC,BS1007361,09-H1-0239 flow cytometry Mono/DC,727971,Flow Cytometry
export_275_1.727972.fcs,export_275_1.fcs,ES1231128,1,PBMC,BS1007362,09-H1-0239 flow cytometry Mono/DC,727972,Flow Cytometry
export_275_7.727973.fcs,export_275_7.fcs,ES1231129,7,PBMC,BS1007363,09-H1-0239 flow cytometry Mono/DC,727973,Flow Cytometry
export_275_70.727974.fcs,export_275_70.fcs,ES1231130,70,PBMC,BS1007364,09-H1-0239 flow cytometry Mono/DC,727974,Flow Cytometry
export_275_pre 7.727975.fcs,export_275_pre 7.fcs,ES1231131,7,PBMC,BS1007365,09-H1-0239 flow cytometry Mono/DC,727975,Flow Cytometry
export_277_0.727976.fcs,export_277_0.fcs,ES1231132,0,PBMC,BS808069,09-H1-0239 flow cytometry Mono/DC,727976,Flow Cytometry
export_277_1.727977.fcs,export_277_1.fcs,ES1231133,1,PBMC,BS808070,09-H1-0239 flow cytometry Mono/DC,727977,Flow Cytometry
export_277_7.727978.fcs,export_277_7.fcs,ES1231134,7,PBMC,BS808071,09-H1-0239 flow cytometry Mono/DC,727978,Flow Cytometry
export_277_70.727979.fcs,export_277_70.fcs,ES1231135,70,PBMC,BS808073,09-H1-0239 flow cytometry Mono/DC,727979,Flow Cytometry
export_277_pre 7.727980.fcs,export_277_pre 7.fcs,ES1231136,-7,PBMC,BS808072,09-H1-0239 flow cytometry Mono/DC,727980,Flow Cytometry
export_279_0.727981.fcs,export_279_0.fcs,ES1231137,0,PBMC,BS808074,09-H1-0239 flow cytometry Mono/DC,727981,Flow Cytometry
export_279_1.727982.fcs,export_279_1.fcs,ES1231138,1,PBMC,BS1007366,09-H1-0239 flow cytometry Mono/DC,727982,Flow Cytometry
export_279_7.727983.fcs,export_279_7.fcs,ES1231139,7,PBMC,BS1007367,09-H1-0239 flow cytometry Mono/DC,727983,Flow Cytometry
export_279_70.727984.fcs,export_279_70.fcs,ES1231140,70,PBMC,BS808076,09-H1-0239 flow cytometry Mono/DC,727984,Flow Cytometry
export_279_pre 7.727985.fcs,export_279_pre 7.fcs,ES1231141,-7,PBMC,BS808075,09-H1-0239 flow cytometry Mono/DC,727985,Flow Cytometry
export_280_0.727986.fcs,export_280_0.fcs,ES1231142,0,PBMC,BS808077,09-H1-0239 flow cytometry Mono/DC,727986,Flow Cytometry
export_280_1.727987.fcs,export_280_1.fcs,ES1231143,1,PBMC,BS1007368,09-H1-0239 flow cytometry Mono/DC,727987,Flow Cytometry
export_280_7.727988.fcs,export_280_7.fcs,ES1231144,7,PBMC,BS808078,09-H1-0239 flow cytometry Mono/DC,727988,Flow Cytometry
export_280_70.727989.fcs,export_280_70.fcs,ES1231145,70,PBMC,BS808080,09-H1-0239 flow cytometry Mono/DC,727989,Flow Cytometry
export_280_pre 7.727990.fcs,export_280_pre 7.fcs,ES1231146,-7,PBMC,BS808079,09-H1-0239 flow cytometry Mono/DC,727990,Flow Cytometry
export_282_0.727991.fcs,export_282_0.fcs,ES1231147,0,PBMC,BS1007369,09-H1-0239 flow cytometry Mono/DC,727991,Flow Cytometry
export_282_1.727992.fcs,export_282_1.fcs,ES1231148,1,PBMC,BS1007370,09-H1-0239 flow cytometry Mono/DC,727992,Flow Cytometry
export_282_7.727993.fcs,export_282_7.fcs,ES1231149,7,PBMC,BS808081,09-H1-0239 flow cytometry Mono/DC,727993,Flow Cytometry
export_282_70.727994.fcs,export_282_70.fcs,ES1231150,70,PBMC,BS1007371,09-H1-0239 flow cytometry Mono/DC,727994,Flow Cytometry
export_282_pre 7.727995.fcs,export_282_pre 7.fcs,ES1231151,-7,PBMC,BS808082,09-H1-0239 flow cytometry Mono/DC,727995,Flow Cytometry
export_283_0.727996.fcs,export_283_0.fcs,ES1231152,0,PBMC,BS808083,09-H1-0239 flow cytometry Mono/DC,727996,Flow Cytometry
export_280_0.727681.fcs,export_280_0.fcs,ES1230846,0,PBMC,BS808077,09-H1-0239 flow cytometry B2,727681,Flow Cytometry
export_279_0.727679.fcs,export_279_0.fcs,ES1230844,0,PBMC,BS808074,09-H1-0239 flow cytometry B2,727679,Flow Cytometry
export_279_70.727680.fcs,export_279_70.fcs,ES1230845,70,PBMC,BS808076,09-H1-0239 flow cytometry B2,727680,Flow Cytometry
export_280_7.727682.fcs,export_280_7.fcs,ES1230847,7,PBMC,BS808078,09-H1-0239 flow cytometry B2,727682,Flow Cytometry
export_280_70.727683.fcs,export_280_70.fcs,ES1230848,70,PBMC,BS808080,09-H1-0239 flow cytometry B2,727683,Flow Cytometry
export_282_7.727684.fcs,export_282_7.fcs,ES1230849,7,PBMC,BS808081,09-H1-0239 flow cytometry B2,727684,Flow Cytometry
export_283_0.727685.fcs,export_283_0.fcs,ES1230850,0,PBMC,BS808083,09-H1-0239 flow cytometry B2,727685,Flow Cytometry
export_283_1.727686.fcs,export_283_1.fcs,ES1230851,1,PBMC,BS808084,09-H1-0239 flow cytometry B2,727686,Flow Cytometry
export_283_7.727687.fcs,export_283_7.fcs,ES1230852,7,PBMC,BS808085,09-H1-0239 flow cytometry B2,727687,Flow Cytometry
export_283_70.727688.fcs,export_283_70.fcs,ES1230853,70,PBMC,BS808087,09-H1-0239 flow cytometry B2,727688,Flow Cytometry
export_284_0.727689.fcs,export_284_0.fcs,ES1230854,0,PBMC,BS808088,09-H1-0239 flow cytometry B2,727689,Flow Cytometry
export_284_1.727690.fcs,export_284_1.fcs,ES1230855,1,PBMC,BS808089,09-H1-0239 flow cytometry B2,727690,Flow Cytometry
export_284_7.727691.fcs,export_284_7.fcs,ES1230856,7,PBMC,BS808090,09-H1-0239 flow cytometry B2,727691,Flow Cytometry
export_284_70.727692.fcs,export_284_70.fcs,ES1230857,70,PBMC,BS808092,09-H1-0239 flow cytometry B2,727692,Flow Cytometry
export_200_7.727704.fcs,export_200_7.fcs,ES1230860,7,PBMC,BS807850,09-H1-0239 flow cytometry Mono/DC,727704,Flow Cytometry
export_200_70.727705.fcs,export_200_70.fcs,ES1230861,70,PBMC,BS807852,09-H1-0239 flow cytometry Mono/DC,727705,Flow Cytometry
export_200_pre 7.727706.fcs,export_200_pre 7.fcs,ES1230862,-7,PBMC,BS807851,09-H1-0239 flow cytometry Mono/DC,727706,Flow Cytometry
export_201_0.727707.fcs,export_201_0.fcs,ES1230863,0,PBMC,BS807853,09-H1-0239 flow cytometry Mono/DC,727707,Flow Cytometry
export_201_1.727708.fcs,export_201_1.fcs,ES1230864,1,PBMC,BS807854,09-H1-0239 flow cytometry Mono/DC,727708,Flow Cytometry
export_201_7.727709.fcs,export_201_7.fcs,ES1230865,7,PBMC,BS807855,09-H1-0239 flow cytometry Mono/DC,727709,Flow Cytometry
export_201_70.727710.fcs,export_201_70.fcs,ES1230866,70,PBMC,BS807857,09-H1-0239 flow cytometry Mono/DC,727710,Flow Cytometry
export_201_pre 7.727711.fcs,export_201_pre 7.fcs,ES1230867,-7,PBMC,BS807856,09-H1-0239 flow cytometry Mono/DC,727711,Flow Cytometry
export_202_0.727712.fcs,export_202_0.fcs,ES1230868,0,PBMC,BS807858,09-H1-0239 flow cytometry Mono/DC,727712,Flow Cytometry
export_202_1.727713.fcs,export_202_1.fcs,ES1230869,1,PBMC,BS807859,09-H1-0239 flow cytometry Mono/DC,727713,Flow Cytometry
export_202_7.727714.fcs,export_202_7.fcs,ES1230870,7,PBMC,BS807860,09-H1-0239 flow cytometry Mono/DC,727714,Flow Cytometry
export_202_70.727715.fcs,export_202_70.fcs,ES1230871,70,PBMC,BS807862,09-H1-0239 flow cytometry Mono/DC,727715,Flow Cytometry
export_202_pre 7.727716.fcs,export_202_pre 7.fcs,ES1230872,-7,PBMC,BS807861,09-H1-0239 flow cytometry Mono/DC,727716,Flow Cytometry
export_204_0.727717.fcs,export_204_0.fcs,ES1230873,0,PBMC,BS807863,09-H1-0239 flow cytometry Mono/DC,727717,Flow Cytometry
export_283_1.727997.fcs,export_283_1.fcs,ES1231153,1,PBMC,BS808084,09-H1-0239 flow cytometry Mono/DC,727997,Flow Cytometry
export_283_7.727998.fcs,export_283_7.fcs,ES1231154,7,PBMC,BS808085,09-H1-0239 flow cytometry Mono/DC,727998,Flow Cytometry
export_283_70.727999.fcs,export_283_70.fcs,ES1231155,70,PBMC,BS808087,09-H1-0239 flow cytometry Mono/DC,727999,Flow Cytometry
export_283_pre 7.728000.fcs,export_283_pre 7.fcs,ES1231156,-7,PBMC,BS808086,09-H1-0239 flow cytometry Mono/DC,728000,Flow Cytometry
export_284_0.728001.fcs,export_284_0.fcs,ES1231157,0,PBMC,BS808088,09-H1-0239 flow cytometry Mono/DC,728001,Flow Cytometry
export_284_1.728002.fcs,export_284_1.fcs,ES1231158,1,PBMC,BS808089,09-H1-0239 flow cytometry Mono/DC,728002,Flow Cytometry
export_284_7.728003.fcs,export_284_7.fcs,ES1231159,7,PBMC,BS808090,09-H1-0239 flow cytometry Mono/DC,728003,Flow Cytometry
export_284_70.728004.fcs,export_284_70.fcs,ES1231160,70,PBMC,BS808092,09-H1-0239 flow cytometry Mono/DC,728004,Flow Cytometry
export_284_pre 7.728005.fcs,export_284_pre 7.fcs,ES1231161,-7,PBMC,BS808091,09-H1-0239 flow cytometry Mono/DC,728005,Flow Cytometry
export_200_0.728390.fcs,export_200_0.fcs,ES1231466,0,PBMC,BS807848,09-H1-0239 flow cytometry T3,728390,Flow Cytometry
export_200_1.728407.fcs,export_200_1.fcs,ES1231467,1,PBMC,BS807849,09-H1-0239 flow cytometry T3,728407,Flow Cytometry
export_200_7.728408.fcs,export_200_7.fcs,ES1231468,7,PBMC,BS807850,09-H1-0239 flow cytometry T3,728408,Flow Cytometry
export_200_70.728409.fcs,export_200_70.fcs,ES1231469,70,PBMC,BS807852,09-H1-0239 flow cytometry T3,728409,Flow Cytometry
export_200_pre.728410.fcs,export_200_pre.fcs,ES1231470,-7,PBMC,BS807851,09-H1-0239 flow cytometry T3,728410,Flow Cytometry
export_201_0.728411.fcs,export_201_0.fcs,ES1231471,0,PBMC,BS807853,09-H1-0239 flow cytometry T3,728411,Flow Cytometry
export_201_1.728412.fcs,export_201_1.fcs,ES1231472,1,PBMC,BS807854,09-H1-0239 flow cytometry T3,728412,Flow Cytometry
export_201_7.728413.fcs,export_201_7.fcs,ES1231473,7,PBMC,BS807855,09-H1-0239 flow cytometry T3,728413,Flow Cytometry
export_201_70.728414.fcs,export_201_70.fcs,ES1231474,70,PBMC,BS807857,09-H1-0239 flow cytometry T3,728414,Flow Cytometry
export_201_pre.728415.fcs,export_201_pre.fcs,ES1231475,-7,PBMC,BS807856,09-H1-0239 flow cytometry T3,728415,Flow Cytometry
export_202_0.728416.fcs,export_202_0.fcs,ES1231476,0,PBMC,BS807858,09-H1-0239 flow cytometry T3,728416,Flow Cytometry
export_202_1.728417.fcs,export_202_1.fcs,ES1231477,1,PBMC,BS807859,09-H1-0239 flow cytometry T3,728417,Flow Cytometry
export_202_7.728418.fcs,export_202_7.fcs,ES1231478,7,PBMC,BS807860,09-H1-0239 flow cytometry T3,728418,Flow Cytometry
export_202_70.728419.fcs,export_202_70.fcs,ES1231479,70,PBMC,BS807862,09-H1-0239 flow cytometry T3,728419,Flow Cytometry
export_202_pre.728420.fcs,export_202_pre.fcs,ES1231480,-7,PBMC,BS807861,09-H1-0239 flow cytometry T3,728420,Flow Cytometry
export_204_0.728421.fcs,export_204_0.fcs,ES1231481,0,PBMC,BS807863,09-H1-0239 flow cytometry T3,728421,Flow Cytometry
export_204_1.728422.fcs,export_204_1.fcs,ES1231482,1,PBMC,BS807864,09-H1-0239 flow cytometry T3,728422,Flow Cytometry
export_204_7.728423.fcs,export_204_7.fcs,ES1231483,7,PBMC,BS807865,09-H1-0239 flow cytometry T3,728423,Flow Cytometry
export_204_70.728424.fcs,export_204_70.fcs,ES1231484,70,PBMC,BS807867,09-H1-0239 flow cytometry T3,728424,Flow Cytometry
export_204_70.727720.fcs,export_204_70.fcs,ES1230876,70,PBMC,BS807867,09-H1-0239 flow cytometry Mono/DC,727720,Flow Cytometry
export_204_1.727718.fcs,export_204_1.fcs,ES1230874,1,PBMC,BS807864,09-H1-0239 flow cytometry Mono/DC,727718,Flow Cytometry
export_204_7.727719.fcs,export_204_7.fcs,ES1230875,7,PBMC,BS807865,09-H1-0239 flow cytometry Mono/DC,727719,Flow Cytometry
export_204_pre 7.727721.fcs,export_204_pre 7.fcs,ES1230877,-7,PBMC,BS807866,09-H1-0239 flow cytometry Mono/DC,727721,Flow Cytometry
export_205_0.727722.fcs,export_205_0.fcs,ES1230878,0,PBMC,BS807868,09-H1-0239 flow cytometry Mono/DC,727722,Flow Cytometry
export_205_1.727723.fcs,export_205_1.fcs,ES1230879,1,PBMC,BS807869,09-H1-0239 flow cytometry Mono/DC,727723,Flow Cytometry
export_205_7.727724.fcs,export_205_7.fcs,ES1230880,7,PBMC,BS807870,09-H1-0239 flow cytometry Mono/DC,727724,Flow Cytometry
export_205_70.727725.fcs,export_205_70.fcs,ES1230881,70,PBMC,BS807872,09-H1-0239 flow cytometry Mono/DC,727725,Flow Cytometry
export_205_pre 7.727726.fcs,export_205_pre 7.fcs,ES1230882,-7,PBMC,BS807871,09-H1-0239 flow cytometry Mono/DC,727726,Flow Cytometry
export_206_0.727727.fcs,export_206_0.fcs,ES1230883,0,PBMC,BS1007313,09-H1-0239 flow cytometry Mono/DC,727727,Flow Cytometry
export_206_1.727728.fcs,export_206_1.fcs,ES1230884,1,PBMC,BS807873,09-H1-0239 flow cytometry Mono/DC,727728,Flow Cytometry
export_206_7.727729.fcs,export_206_7.fcs,ES1230885,7,PBMC,BS807874,09-H1-0239 flow cytometry Mono/DC,727729,Flow Cytometry
export_206_70.727730.fcs,export_206_70.fcs,ES1230886,70,PBMC,BS1007314,09-H1-0239 flow cytometry Mono/DC,727730,Flow Cytometry
export_206_pre 7.727731.fcs,export_206_pre 7.fcs,ES1230887,-7,PBMC,BS807875,09-H1-0239 flow cytometry Mono/DC,727731,Flow Cytometry
export_207_0.727732.fcs,export_207_0.fcs,ES1230888,0,PBMC,BS807876,09-H1-0239 flow cytometry Mono/DC,727732,Flow Cytometry
export_207_1.727733.fcs,export_207_1.fcs,ES1230889,1,PBMC,BS807877,09-H1-0239 flow cytometry Mono/DC,727733,Flow Cytometry
export_207_7.727734.fcs,export_207_7.fcs,ES1230890,7,PBMC,BS807878,09-H1-0239 flow cytometry Mono/DC,727734,Flow Cytometry
export_207_70.727735.fcs,export_207_70.fcs,ES1230891,70,PBMC,BS807880,09-H1-0239 flow cytometry Mono/DC,727735,Flow Cytometry
export_207_pre 7.727736.fcs,export_207_pre 7.fcs,ES1230892,-7,PBMC,BS807879,09-H1-0239 flow cytometry Mono/DC,727736,Flow Cytometry
export_209_0.727737.fcs,export_209_0.fcs,ES1230893,0,PBMC,BS807881,09-H1-0239 flow cytometry Mono/DC,727737,Flow Cytometry
export_209_1.727738.fcs,export_209_1.fcs,ES1230894,1,PBMC,BS807882,09-H1-0239 flow cytometry Mono/DC,727738,Flow Cytometry
export_209_7.727739.fcs,export_209_7.fcs,ES1230895,7,PBMC,BS807883,09-H1-0239 flow cytometry Mono/DC,727739,Flow Cytometry
export_209_70.727740.fcs,export_209_70.fcs,ES1230896,70,PBMC,BS807885,09-H1-0239 flow cytometry Mono/DC,727740,Flow Cytometry
export_209_pre 7.727741.fcs,export_209_pre 7.fcs,ES1230897,-7,PBMC,BS807884,09-H1-0239 flow cytometry Mono/DC,727741,Flow Cytometry
export_212_0.727742.fcs,export_212_0.fcs,ES1230898,0,PBMC,BS807886,09-H1-0239 flow cytometry Mono/DC,727742,Flow Cytometry
export_212_1.727743.fcs,export_212_1.fcs,ES1230899,1,PBMC,BS807887,09-H1-0239 flow cytometry Mono/DC,727743,Flow Cytometry
export_212_7.727744.fcs,export_212_7.fcs,ES1230900,7,PBMC,BS807888,09-H1-0239 flow cytometry Mono/DC,727744,Flow Cytometry
export_212_70.727745.fcs,export_212_70.fcs,ES1230901,70,PBMC,BS807890,09-H1-0239 flow cytometry Mono/DC,727745,Flow Cytometry
export_204_pre.728425.fcs,export_204_pre.fcs,ES1231485,-7,PBMC,BS807866,09-H1-0239 flow cytometry T3,728425,Flow Cytometry
export_205_0.728426.fcs,export_205_0.fcs,ES1231486,0,PBMC,BS807868,09-H1-0239 flow cytometry T3,728426,Flow Cytometry
export_205_1.728427.fcs,export_205_1.fcs,ES1231487,1,PBMC,BS807869,09-H1-0239 flow cytometry T3,728427,Flow Cytometry
export_205_7.728428.fcs,export_205_7.fcs,ES1231488,7,PBMC,BS807870,09-H1-0239 flow cytometry T3,728428,Flow Cytometry
export_205_70.728429.fcs,export_205_70.fcs,ES1231489,70,PBMC,BS807872,09-H1-0239 flow cytometry T3,728429,Flow Cytometry
export_205_pre.728430.fcs,export_205_pre.fcs,ES1231490,-7,PBMC,BS807871,09-H1-0239 flow cytometry T3,728430,Flow Cytometry
export_206_0.728431.fcs,export_206_0.fcs,ES1231491,0,PBMC,BS1007313,09-H1-0239 flow cytometry T3,728431,Flow Cytometry
export_206_1.728432.fcs,export_206_1.fcs,ES1231492,1,PBMC,BS807873,09-H1-0239 flow cytometry T3,728432,Flow Cytometry
export_206_7.728433.fcs,export_206_7.fcs,ES1231493,7,PBMC,BS807874,09-H1-0239 flow cytometry T3,728433,Flow Cytometry
export_206_70.728434.fcs,export_206_70.fcs,ES1231494,70,PBMC,BS1007314,09-H1-0239 flow cytometry T3,728434,Flow Cytometry
export_206_pre.728435.fcs,export_206_pre.fcs,ES1231495,-7,PBMC,BS807875,09-H1-0239 flow cytometry T3,728435,Flow Cytometry
export_207_0.728436.fcs,export_207_0.fcs,ES1231496,0,PBMC,BS807876,09-H1-0239 flow cytometry T3,728436,Flow Cytometry
export_207_1.728437.fcs,export_207_1.fcs,ES1231497,1,PBMC,BS807877,09-H1-0239 flow cytometry T3,728437,Flow Cytometry
export_207_7.728438.fcs,export_207_7.fcs,ES1231498,7,PBMC,BS807878,09-H1-0239 flow cytometry T3,728438,Flow Cytometry
export_207_70.728439.fcs,export_207_70.fcs,ES1231499,70,PBMC,BS807880,09-H1-0239 flow cytometry T3,728439,Flow Cytometry
export_207_pre.728440.fcs,export_207_pre.fcs,ES1231500,-7,PBMC,BS807879,09-H1-0239 flow cytometry T3,728440,Flow Cytometry
export_209_0.728441.fcs,export_209_0.fcs,ES1231501,0,PBMC,BS807881,09-H1-0239 flow cytometry T3,728441,Flow Cytometry
export_209_1.728442.fcs,export_209_1.fcs,ES1231502,1,PBMC,BS807882,09-H1-0239 flow cytometry T3,728442,Flow Cytometry
export_209_7.728443.fcs,export_209_7.fcs,ES1231503,7,PBMC,BS807883,09-H1-0239 flow cytometry T3,728443,Flow Cytometry
export_209_70.728444.fcs,export_209_70.fcs,ES1231504,70,PBMC,BS807885,09-H1-0239 flow cytometry T3,728444,Flow Cytometry
export_209_pre.728445.fcs,export_209_pre.fcs,ES1231505,-7,PBMC,BS807884,09-H1-0239 flow cytometry T3,728445,Flow Cytometry
export_212_0.728446.fcs,export_212_0.fcs,ES1231506,0,PBMC,BS807886,09-H1-0239 flow cytometry T3,728446,Flow Cytometry
export_212_1.728447.fcs,export_212_1.fcs,ES1231507,1,PBMC,BS807887,09-H1-0239 flow cytometry T3,728447,Flow Cytometry
export_212_7.728448.fcs,export_212_7.fcs,ES1231508,7,PBMC,BS807888,09-H1-0239 flow cytometry T3,728448,Flow Cytometry
export_212_70.728449.fcs,export_212_70.fcs,ES1231509,70,PBMC,BS807890,09-H1-0239 flow cytometry T3,728449,Flow Cytometry
export_212_pre.728450.fcs,export_212_pre.fcs,ES1231510,-7,PBMC,BS807889,09-H1-0239 flow cytometry T3,728450,Flow Cytometry
export_213_0.728451.fcs,export_213_0.fcs,ES1231511,0,PBMC,BS807891,09-H1-0239 flow cytometry T3,728451,Flow Cytometry
export_213_1.728452.fcs,export_213_1.fcs,ES1231512,1,PBMC,BS807892,09-H1-0239 flow cytometry T3,728452,Flow Cytometry
export_212_pre 7.727746.fcs,export_212_pre 7.fcs,ES1230902,-7,PBMC,BS807889,09-H1-0239 flow cytometry Mono/DC,727746,Flow Cytometry
export_213_0.727747.fcs,export_213_0.fcs,ES1230903,0,PBMC,BS807891,09-H1-0239 flow cytometry Mono/DC,727747,Flow Cytometry
export_213_1.727748.fcs,export_213_1.fcs,ES1230904,1,PBMC,BS807892,09-H1-0239 flow cytometry Mono/DC,727748,Flow Cytometry
export_213_7.727749.fcs,export_213_7.fcs,ES1230905,7,PBMC,BS807893,09-H1-0239 flow cytometry Mono/DC,727749,Flow Cytometry
export_213_70.727750.fcs,export_213_70.fcs,ES1230906,70,PBMC,BS807895,09-H1-0239 flow cytometry Mono/DC,727750,Flow Cytometry
export_213_pre 7.727751.fcs,export_213_pre 7.fcs,ES1230907,-7,PBMC,BS807894,09-H1-0239 flow cytometry Mono/DC,727751,Flow Cytometry
export_215_0.727752.fcs,export_215_0.fcs,ES1230908,0,PBMC,BS807896,09-H1-0239 flow cytometry Mono/DC,727752,Flow Cytometry
export_215_1.727753.fcs,export_215_1.fcs,ES1230909,1,PBMC,BS807897,09-H1-0239 flow cytometry Mono/DC,727753,Flow Cytometry
export_215_7.727754.fcs,export_215_7.fcs,ES1230910,7,PBMC,BS807898,09-H1-0239 flow cytometry Mono/DC,727754,Flow Cytometry
export_215_70.727755.fcs,export_215_70.fcs,ES1230911,70,PBMC,BS807900,09-H1-0239 flow cytometry Mono/DC,727755,Flow Cytometry
export_215_pre 7.727756.fcs,export_215_pre 7.fcs,ES1230912,-7,PBMC,BS807899,09-H1-0239 flow cytometry Mono/DC,727756,Flow Cytometry
export_217_0.727757.fcs,export_217_0.fcs,ES1230913,0,PBMC,BS807901,09-H1-0239 flow cytometry Mono/DC,727757,Flow Cytometry
export_217_1.727758.fcs,export_217_1.fcs,ES1230914,1,PBMC,BS807902,09-H1-0239 flow cytometry Mono/DC,727758,Flow Cytometry
export_217_7.727759.fcs,export_217_7.fcs,ES1230915,7,PBMC,BS1007315,09-H1-0239 flow cytometry Mono/DC,727759,Flow Cytometry
export_217_70.727760.fcs,export_217_70.fcs,ES1230916,70,PBMC,BS807904,09-H1-0239 flow cytometry Mono/DC,727760,Flow Cytometry
export_217_pre 7.727761.fcs,export_217_pre 7.fcs,ES1230917,-7,PBMC,BS807903,09-H1-0239 flow cytometry Mono/DC,727761,Flow Cytometry
export_218_0.727762.fcs,export_218_0.fcs,ES1230918,0,PBMC,BS807905,09-H1-0239 flow cytometry Mono/DC,727762,Flow Cytometry
export_218_1.727763.fcs,export_218_1.fcs,ES1230919,1,PBMC,BS807906,09-H1-0239 flow cytometry Mono/DC,727763,Flow Cytometry
export_218_7.727764.fcs,export_218_7.fcs,ES1230920,7,PBMC,BS807907,09-H1-0239 flow cytometry Mono/DC,727764,Flow Cytometry
export_218_70.727765.fcs,export_218_70.fcs,ES1230921,70,PBMC,BS807908,09-H1-0239 flow cytometry Mono/DC,727765,Flow Cytometry
export_218_pre 7.727766.fcs,export_218_pre 7.fcs,ES1230922,7,PBMC,BS1007316,09-H1-0239 flow cytometry Mono/DC,727766,Flow Cytometry
export_221_0.727767.fcs,export_221_0.fcs,ES1230923,0,PBMC,BS807909,09-H1-0239 flow cytometry Mono/DC,727767,Flow Cytometry
export_221_1.727768.fcs,export_221_1.fcs,ES1230924,1,PBMC,BS807910,09-H1-0239 flow cytometry Mono/DC,727768,Flow Cytometry
export_221_7.727769.fcs,export_221_7.fcs,ES1230925,7,PBMC,BS807911,09-H1-0239 flow cytometry Mono/DC,727769,Flow Cytometry
export_221_70.727770.fcs,export_221_70.fcs,ES1230926,70,PBMC,BS807913,09-H1-0239 flow cytometry Mono/DC,727770,Flow Cytometry
export_221_pre 7.727771.fcs,export_221_pre 7.fcs,ES1230927,-7,PBMC,BS807912,09-H1-0239 flow cytometry Mono/DC,727771,Flow Cytometry
export_222_0.727772.fcs,export_222_0.fcs,ES1230928,0,PBMC,BS807914,09-H1-0239 flow cytometry Mono/DC,727772,Flow Cytometry
export_222_1.727773.fcs,export_222_1.fcs,ES1230929,1,PBMC,BS807915,09-H1-0239 flow cytometry Mono/DC,727773,Flow Cytometry
export_213_7.728453.fcs,export_213_7.fcs,ES1231513,7,PBMC,BS807893,09-H1-0239 flow cytometry T3,728453,Flow Cytometry
export_213_70.728454.fcs,export_213_70.fcs,ES1231514,70,PBMC,BS807895,09-H1-0239 flow cytometry T3,728454,Flow Cytometry
export_213_pre.728455.fcs,export_213_pre.fcs,ES1231515,-7,PBMC,BS807894,09-H1-0239 flow cytometry T3,728455,Flow Cytometry
export_215_0.728456.fcs,export_215_0.fcs,ES1231516,0,PBMC,BS807896,09-H1-0239 flow cytometry T3,728456,Flow Cytometry
export_215_1.728457.fcs,export_215_1.fcs,ES1231517,1,PBMC,BS807897,09-H1-0239 flow cytometry T3,728457,Flow Cytometry
export_215_7.728458.fcs,export_215_7.fcs,ES1231518,7,PBMC,BS807898,09-H1-0239 flow cytometry T3,728458,Flow Cytometry
export_215_70.728459.fcs,export_215_70.fcs,ES1231519,70,PBMC,BS807900,09-H1-0239 flow cytometry T3,728459,Flow Cytometry
export_215_pre.728460.fcs,export_215_pre.fcs,ES1231520,-7,PBMC,BS807899,09-H1-0239 flow cytometry T3,728460,Flow Cytometry
