FCS File Name,fcs_file_name,expsample_accession,study_time_collected,type,biosample_accession,name..7,file_info_id,measurement_technique
export_265_1.728646.fcs,export_265_1.fcs,ES1231706,1,PBMC,BS808044,09-H1-0239 flow cytometry T3,728646,Flow Cytometry
export_265_7.728647.fcs,export_265_7.fcs,ES1231707,7,PBMC,BS1007357,09-H1-0239 flow cytometry T3,728647,Flow Cytometry
export_265_70.728648.fcs,export_265_70.fcs,ES1231708,70,PBMC,BS808046,09-H1-0239 flow cytometry T3,728648,Flow Cytometry
export_201_1.727507.fcs,export_201_1.fcs,ES1230672,1,PBMC,BS807854,09-H1-0239 flow cytometry B2,727507,Flow Cytometry
export_200_70.727505.fcs,export_200_70.fcs,ES1230670,70,PBMC,BS807852,09-H1-0239 flow cytometry B2,727505,Flow Cytometry
export_201_0.727506.fcs,export_201_0.fcs,ES1230671,0,PBMC,BS807853,09-H1-0239 flow cytometry B2,727506,Flow Cytometry
export_201_7.727508.fcs,export_201_7.fcs,ES1230673,7,PBMC,BS807855,09-H1-0239 flow cytometry B2,727508,Flow Cytometry
export_201_70.727509.fcs,export_201_70.fcs,ES1230674,70,PBMC,BS807857,09-H1-0239 flow cytometry B2,727509,Flow Cytometry
export_202_0.727510.fcs,export_202_0.fcs,ES1230675,0,PBMC,BS807858,09-H1-0239 flow cytometry B2,727510,Flow Cytometry
export_202_1.727511.fcs,export_202_1.fcs,ES1230676,1,PBMC,BS807859,09-H1-0239 flow cytometry B2,727511,Flow Cytometry
export_202_7.727512.fcs,export_202_7.fcs,ES1230677,7,PBMC,BS807860,09-H1-0239 flow cytometry B2,727512,Flow Cytometry
export_202_70.727513.fcs,export_202_70.fcs,ES1230678,70,PBMC,BS807862,09-H1-0239 flow cytometry B2,727513,Flow Cytometry
export_204_0.727514.fcs,export_204_0.fcs,ES1230679,0,PBMC,BS807863,09-H1-0239 flow cytometry B2,727514,Flow Cytometry
export_204_1.727515.fcs,export_204_1.fcs,ES1230680,1,PBMC,BS807864,09-H1-0239 flow cytometry B2,727515,Flow Cytometry
export_204_7.727516.fcs,export_204_7.fcs,ES1230681,7,PBMC,BS807865,09-H1-0239 flow cytometry B2,727516,Flow Cytometry
export_204_70.727517.fcs,export_204_70.fcs,ES1230682,70,PBMC,BS807867,09-H1-0239 flow cytometry B2,727517,Flow Cytometry
export_205_0.727518.fcs,export_205_0.fcs,ES1230683,0,PBMC,BS807868,09-H1-0239 flow cytometry B2,727518,Flow Cytometry
export_205_1.727519.fcs,export_205_1.fcs,ES1230684,1,PBMC,BS807869,09-H1-0239 flow cytometry B2,727519,Flow Cytometry
export_205_7.727520.fcs,export_205_7.fcs,ES1230685,7,PBMC,BS807870,09-H1-0239 flow cytometry B2,727520,Flow Cytometry
export_205_70.727521.fcs,export_205_70.fcs,ES1230686,70,PBMC,BS807872,09-H1-0239 flow cytometry B2,727521,Flow Cytometry
export_206_1.727522.fcs,export_206_1.fcs,ES1230687,1,PBMC,BS807873,09-H1-0239 flow cytometry B2,727522,Flow Cytometry
export_206_7.727523.fcs,export_206_7.fcs,ES1230688,7,PBMC,BS807874,09-H1-0239 flow cytometry B2,727523,Flow Cytometry
export_207_0.727524.fcs,export_207_0.fcs,ES1230689,0,PBMC,BS807876,09-H1-0239 flow cytometry B2,727524,Flow Cytometry
export_207_1.727525.fcs,export_207_1.fcs,ES1230690,1,PBMC,BS807877,09-H1-0239 flow cytometry B2,727525,Flow Cytometry
export_207_7.727526.fcs,export_207_7.fcs,ES1230691,7,PBMC,BS807878,09-H1-0239 flow cytometry B2,727526,Flow Cytometry
export_207_70.727527.fcs,export_207_70.fcs,ES1230692,70,PBMC,BS807880,09-H1-0239 flow cytometry B2,727527,Flow Cytometry
export_209_0.727528.fcs,export_209_0.fcs,ES1230693,0,PBMC,BS807881,09-H1-0239 flow cytometry B2,727528,Flow Cytometry
export_209_1.727529.fcs,export_209_1.fcs,ES1230694,1,PBMC,BS807882,09-H1-0239 flow cytometry B2,727529,Flow Cytometry
export_209_7.727530.fcs,export_209_7.fcs,ES1230695,7,PBMC,BS807883,09-H1-0239 flow cytometry B2,727530,Flow Cytometry
export_209_70.727531.fcs,export_209_70.fcs,ES1230696,70,PBMC,BS807885,09-H1-0239 flow cytometry B2,727531,Flow Cytometry
export_212_0.727532.fcs,export_212_0.fcs,ES1230697,0,PBMC,BS807886,09-H1-0239 flow cytometry B2,727532,Flow Cytometry
export_212_1.727533.fcs,export_212_1.fcs,ES1230698,1,PBMC,BS807887,09-H1-0239 flow cytometry B2,727533,Flow Cytometry
export_265_pre.728649.fcs,export_265_pre.fcs,ES1231709,-7,PBMC,BS808045,09-H1-0239 flow cytometry T3,728649,Flow Cytometry
export_267_0.728650.fcs,export_267_0.fcs,ES1231710,0,PBMC,BS808047,09-H1-0239 flow cytometry T3,728650,Flow Cytometry
export_267_1.728651.fcs,export_267_1.fcs,ES1231711,1,PBMC,BS1007358,09-H1-0239 flow cytometry T3,728651,Flow Cytometry
export_267_7.728652.fcs,export_267_7.fcs,ES1231712,7,PBMC,BS1007359,09-H1-0239 flow cytometry T3,728652,Flow Cytometry
export_267_70.728653.fcs,export_267_70.fcs,ES1231713,70,PBMC,BS1007360,09-H1-0239 flow cytometry T3,728653,Flow Cytometry
export_267_pre.728654.fcs,export_267_pre.fcs,ES1231714,-7,PBMC,BS808048,09-H1-0239 flow cytometry T3,728654,Flow Cytometry
export_268_0.728655.fcs,export_268_0.fcs,ES1231715,0,PBMC,BS808049,09-H1-0239 flow cytometry T3,728655,Flow Cytometry
export_268_1.728656.fcs,export_268_1.fcs,ES1231716,1,PBMC,BS808050,09-H1-0239 flow cytometry T3,728656,Flow Cytometry
export_268_7.728657.fcs,export_268_7.fcs,ES1231717,7,PBMC,BS808051,09-H1-0239 flow cytometry T3,728657,Flow Cytometry
export_268_70.728658.fcs,export_268_70.fcs,ES1231718,70,PBMC,BS808053,09-H1-0239 flow cytometry T3,728658,Flow Cytometry
export_268_pre.728659.fcs,export_268_pre.fcs,ES1231719,-7,PBMC,BS808052,09-H1-0239 flow cytometry T3,728659,Flow Cytometry
export_272_0.728660.fcs,export_272_0.fcs,ES1231720,0,PBMC,BS808054,09-H1-0239 flow cytometry T3,728660,Flow Cytometry
export_272_1.728661.fcs,export_272_1.fcs,ES1231721,1,PBMC,BS808055,09-H1-0239 flow cytometry T3,728661,Flow Cytometry
export_272_7.728662.fcs,export_272_7.fcs,ES1231722,7,PBMC,BS808056,09-H1-0239 flow cytometry T3,728662,Flow Cytometry
export_272_70.728663.fcs,export_272_70.fcs,ES1231723,70,PBMC,BS808058,09-H1-0239 flow cytometry T3,728663,Flow Cytometry
export_272_pre.728664.fcs,export_272_pre.fcs,ES1231724,-7,PBMC,BS808057,09-H1-0239 flow cytometry T3,728664,Flow Cytometry
export_273_0.728665.fcs,export_273_0.fcs,ES1231725,0,PBMC,BS808059,09-H1-0239 flow cytometry T3,728665,Flow Cytometry
export_273_1.728666.fcs,export_273_1.fcs,ES1231726,1,PBMC,BS808060,09-H1-0239 flow cytometry T3,728666,Flow Cytometry
export_273_7.728667.fcs,export_273_7.fcs,ES1231727,7,PBMC,BS808061,09-H1-0239 flow cytometry T3,728667,Flow Cytometry
export_273_70.728668.fcs,export_273_70.fcs,ES1231728,70,PBMC,BS808063,09-H1-0239 flow cytometry T3,728668,Flow Cytometry
export_273_pre.728669.fcs,export_273_pre.fcs,ES1231729,-7,PBMC,BS808062,09-H1-0239 flow cytometry T3,728669,Flow Cytometry
export_274_0.728670.fcs,export_274_0.fcs,ES1231730,0,PBMC,BS808064,09-H1-0239 flow cytometry T3,728670,Flow Cytometry
export_274_1.728671.fcs,export_274_1.fcs,ES1231731,1,PBMC,BS808065,09-H1-0239 flow cytometry T3,728671,Flow Cytometry
export_274_7.728672.fcs,export_274_7.fcs,ES1231732,7,PBMC,BS808066,09-H1-0239 flow cytometry T3,728672,Flow Cytometry
export_274_70.728673.fcs,export_274_70.fcs,ES1231733,70,PBMC,BS808068,09-H1-0239 flow cytometry T3,728673,Flow Cytometry
export_274_pre.728674.fcs,export_274_pre.fcs,ES1231734,-7,PBMC,BS808067,09-H1-0239 flow cytometry T3,728674,Flow Cytometry
export_275_0.728675.fcs,export_275_0.fcs,ES1231735,0,PBMC,BS1007361,09-H1-0239 flow cytometry T3,728675,Flow Cytometry
export_275_1.728676.fcs,export_275_1.fcs,ES1231736,1,PBMC,BS1007362,09-H1-0239 flow cytometry T3,728676,Flow Cytometry
export_213_0.727536.fcs,export_213_0.fcs,ES1230701,0,PBMC,BS807891,09-H1-0239 flow cytometry B2,727536,Flow Cytometry
export_212_7.727534.fcs,export_212_7.fcs,ES1230699,7,PBMC,BS807888,09-H1-0239 flow cytometry B2,727534,Flow Cytometry
export_212_70.727535.fcs,export_212_70.fcs,ES1230700,70,PBMC,BS807890,09-H1-0239 flow cytometry B2,727535,Flow Cytometry
export_213_1.727537.fcs,export_213_1.fcs,ES1230702,1,PBMC,BS807892,09-H1-0239 flow cytometry B2,727537,Flow Cytometry
export_213_7.727538.fcs,export_213_7.fcs,ES1230703,7,PBMC,BS807893,09-H1-0239 flow cytometry B2,727538,Flow Cytometry
export_213_70.727539.fcs,export_213_70.fcs,ES1230704,70,PBMC,BS807895,09-H1-0239 flow cytometry B2,727539,Flow Cytometry
export_215_0.727540.fcs,export_215_0.fcs,ES1230705,0,PBMC,BS807896,09-H1-0239 flow cytometry B2,727540,Flow Cytometry
export_215_1.727541.fcs,export_215_1.fcs,ES1230706,1,PBMC,BS807897,09-H1-0239 flow cytometry B2,727541,Flow Cytometry
export_215_7.727542.fcs,export_215_7.fcs,ES1230707,7,PBMC,BS807898,09-H1-0239 flow cytometry B2,727542,Flow Cytometry
export_215_70.727543.fcs,export_215_70.fcs,ES1230708,70,PBMC,BS807900,09-H1-0239 flow cytometry B2,727543,Flow Cytometry
export_217_0.727544.fcs,export_217_0.fcs,ES1230709,0,PBMC,BS807901,09-H1-0239 flow cytometry B2,727544,Flow Cytometry
export_217_1.727545.fcs,export_217_1.fcs,ES1230710,1,PBMC,BS807902,09-H1-0239 flow cytometry B2,727545,Flow Cytometry
export_217_70.727546.fcs,export_217_70.fcs,ES1230711,70,PBMC,BS807904,09-H1-0239 flow cytometry B2,727546,Flow Cytometry
export_218_0.727547.fcs,export_218_0.fcs,ES1230712,0,PBMC,BS807905,09-H1-0239 flow cytometry B2,727547,Flow Cytometry
export_218_1.727548.fcs,export_218_1.fcs,ES1230713,1,PBMC,BS807906,09-H1-0239 flow cytometry B2,727548,Flow Cytometry
export_218_7.727549.fcs,export_218_7.fcs,ES1230714,7,PBMC,BS807907,09-H1-0239 flow cytometry B2,727549,Flow Cytometry
export_218_70.727550.fcs,export_218_70.fcs,ES1230715,70,PBMC,BS807908,09-H1-0239 flow cytometry B2,727550,Flow Cytometry
export_221_0.727551.fcs,export_221_0.fcs,ES1230716,0,PBMC,BS807909,09-H1-0239 flow cytometry B2,727551,Flow Cytometry
export_221_1.727552.fcs,export_221_1.fcs,ES1230717,1,PBMC,BS807910,09-H1-0239 flow cytometry B2,727552,Flow Cytometry
export_221_7.727553.fcs,export_221_7.fcs,ES1230718,7,PBMC,BS807911,09-H1-0239 flow cytometry B2,727553,Flow Cytometry
export_221_70.727554.fcs,export_221_70.fcs,ES1230719,70,PBMC,BS807913,09-H1-0239 flow cytometry B2,727554,Flow Cytometry
export_222_0.727555.fcs,export_222_0.fcs,ES1230720,0,PBMC,BS807914,09-H1-0239 flow cytometry B2,727555,Flow Cytometry
export_222_1.727556.fcs,export_222_1.fcs,ES1230721,1,PBMC,BS807915,09-H1-0239 flow cytometry B2,727556,Flow Cytometry
export_222_7.727557.fcs,export_222_7.fcs,ES1230722,7,PBMC,BS807916,09-H1-0239 flow cytometry B2,727557,Flow Cytometry
export_222_70.727558.fcs,export_222_70.fcs,ES1230723,70,PBMC,BS807918,09-H1-0239 flow cytometry B2,727558,Flow Cytometry
export_224_0.727559.fcs,export_224_0.fcs,ES1230724,0,PBMC,BS807919,09-H1-0239 flow cytometry B2,727559,Flow Cytometry
export_224_1.727560.fcs,export_224_1.fcs,ES1230725,1,PBMC,BS807920,09-H1-0239 flow cytometry B2,727560,Flow Cytometry
export_224_7.727561.fcs,export_224_7.fcs,ES1230726,7,PBMC,BS807921,09-H1-0239 flow cytometry B2,727561,Flow Cytometry
export_224_70.727562.fcs,export_224_70.fcs,ES1230727,70,PBMC,BS807923,09-H1-0239 flow cytometry B2,727562,Flow Cytometry
export_275_7.728677.fcs,export_275_7.fcs,ES1231737,7,PBMC,BS1007363,09-H1-0239 flow cytometry T3,728677,Flow Cytometry
export_275_70.728678.fcs,export_275_70.fcs,ES1231738,70,PBMC,BS1007364,09-H1-0239 flow cytometry T3,728678,Flow Cytometry
export_275_pre.728679.fcs,export_275_pre.fcs,ES1231739,7,PBMC,BS1007365,09-H1-0239 flow cytometry T3,728679,Flow Cytometry
export_277_0.728680.fcs,export_277_0.fcs,ES1231740,0,PBMC,BS808069,09-H1-0239 flow cytometry T3,728680,Flow Cytometry
export_277_1.728681.fcs,export_277_1.fcs,ES1231741,1,PBMC,BS808070,09-H1-0239 flow cytometry T3,728681,Flow Cytometry
export_277_7.728682.fcs,export_277_7.fcs,ES1231742,7,PBMC,BS808071,09-H1-0239 flow cytometry T3,728682,Flow Cytometry
export_277_70.728683.fcs,export_277_70.fcs,ES1231743,70,PBMC,BS808073,09-H1-0239 flow cytometry T3,728683,Flow Cytometry
export_277_pre.728684.fcs,export_277_pre.fcs,ES1231744,-7,PBMC,BS808072,09-H1-0239 flow cytometry T3,728684,Flow Cytometry
export_279_0.728685.fcs,export_279_0.fcs,ES1231745,0,PBMC,BS808074,09-H1-0239 flow cytometry T3,728685,Flow Cytometry
export_279_1.728686.fcs,export_279_1.fcs,ES1231746,1,PBMC,BS1007366,09-H1-0239 flow cytometry T3,728686,Flow Cytometry
export_279_7.728687.fcs,export_279_7.fcs,ES1231747,7,PBMC,BS1007367,09-H1-0239 flow cytometry T3,728687,Flow Cytometry
export_279_70.728688.fcs,export_279_70.fcs,ES1231748,70,PBMC,BS808076,09-H1-0239 flow cytometry T3,728688,Flow Cytometry
export_279_pre.728689.fcs,export_279_pre.fcs,ES1231749,-7,PBMC,BS808075,09-H1-0239 flow cytometry T3,728689,Flow Cytometry
export_280_0.728690.fcs,export_280_0.fcs,ES1231750,0,PBMC,BS808077,09-H1-0239 flow cytometry T3,728690,Flow Cytometry
export_280_1.728691.fcs,export_280_1.fcs,ES1231751,1,PBMC,BS1007368,09-H1-0239 flow cytometry T3,728691,Flow Cytometry
export_280_7.728692.fcs,export_280_7.fcs,ES1231752,7,PBMC,BS808078,09-H1-0239 flow cytometry T3,728692,Flow Cytometry
export_280_70.728693.fcs,export_280_70.fcs,ES1231753,70,PBMC,BS808080,09-H1-0239 flow cytometry T3,728693,Flow Cytometry
export_280_pre.728694.fcs,export_280_pre.fcs,ES1231754,-7,PBMC,BS808079,09-H1-0239 flow cytometry T3,728694,Flow Cytometry
export_282_0.728695.fcs,export_282_0.fcs,ES1231755,0,PBMC,BS1007369,09-H1-0239 flow cytometry T3,728695,Flow Cytometry
export_282_1.728696.fcs,export_282_1.fcs,ES1231756,1,PBMC,BS1007370,09-H1-0239 flow cytometry T3,728696,Flow Cytometry
export_282_7.728697.fcs,export_282_7.fcs,ES1231757,7,PBMC,BS808081,09-H1-0239 flow cytometry T3,728697,Flow Cytometry
export_282_70.728698.fcs,export_282_70.fcs,ES1231758,70,PBMC,BS1007371,09-H1-0239 flow cytometry T3,728698,Flow Cytometry
export_282_pre.728699.fcs,export_282_pre.fcs,ES1231759,-7,PBMC,BS808082,09-H1-0239 flow cytometry T3,728699,Flow Cytometry
export_283_0.728700.fcs,export_283_0.fcs,ES1231760,0,PBMC,BS808083,09-H1-0239 flow cytometry T3,728700,Flow Cytometry
export_283_1.728701.fcs,export_283_1.fcs,ES1231761,1,PBMC,BS808084,09-H1-0239 flow cytometry T3,728701,Flow Cytometry
export_283_7.728702.fcs,export_283_7.fcs,ES1231762,7,PBMC,BS808085,09-H1-0239 flow cytometry T3,728702,Flow Cytometry
export_283_70.728703.fcs,export_283_70.fcs,ES1231763,70,PBMC,BS808087,09-H1-0239 flow cytometry T3,728703,Flow Cytometry
export_283_pre.728704.fcs,export_283_pre.fcs,ES1231764,-7,PBMC,BS808086,09-H1-0239 flow cytometry T3,728704,Flow Cytometry
