EXPSAMPLE_ACCESSION	TREATMENT_ACCESSION
ES755122	TRT870
ES754370	TRT870
ES754383	TRT870
ES754387	TRT870
ES754390	TRT870
ES754391	TRT870
ES754394	TRT870
ES754400	TRT870
ES754403	TRT870
ES754406	TRT870
ES754426	TRT870
ES754434	TRT870
ES754439	TRT870
ES754442	TRT870
ES754444	TRT870
ES754460	TRT870
ES754467	TRT870
ES754472	TRT870
ES754505	TRT870
ES754510	TRT870
ES754522	TRT870
ES754533	TRT870
ES754556	TRT870
ES754557	TRT870
ES755162	TRT870
ES755183	TRT870
ES755184	TRT870
ES755219	TRT870
ES755223	TRT870
ES755224	TRT870
ES755226	TRT870
ES755259	TRT870
ES755261	TRT870
ES755266	TRT870
ES755278	TRT870
ES755282	TRT870
ES755284	TRT870
ES755288	TRT870
ES755300	TRT870
ES755308	TRT870
ES755309	TRT870
ES755317	TRT870
ES753796	TRT870
ES753810	TRT870
ES753855	TRT870
ES753867	TRT870
ES753868	TRT870
ES753879	TRT870
ES753886	TRT870
ES753888	TRT870
ES753891	TRT870
ES753905	TRT870
ES753916	TRT870
ES753917	TRT870
ES753930	TRT870
ES753941	TRT870
ES753944	TRT870
ES753948	TRT870
ES753952	TRT870
ES753960	TRT870
ES754566	TRT870
ES754574	TRT870
ES754584	TRT870
ES754599	TRT870
ES754600	TRT870
ES754601	TRT870
ES754617	TRT870
ES754636	TRT870
ES754644	TRT870
ES754652	TRT870
ES754653	TRT870
ES754655	TRT870
ES754659	TRT870
ES754661	TRT870
ES754662	TRT870
ES754664	TRT870
ES754678	TRT870
ES754681	TRT870
ES754689	TRT870
ES754701	TRT870
ES754705	TRT870
ES754706	TRT870
ES754707	TRT870
ES754712	TRT870
ES754718	TRT870
ES754719	TRT870
ES754724	TRT870
ES754746	TRT870
ES718264	TRT41
ES718265	TRT41
ES718271	TRT41
ES718274	TRT41
ES718275	TRT41
ES718280	TRT41
ES718290	TRT41
ES718304	TRT41
ES718310	TRT41
ES718313	TRT41
ES718316	TRT41
ES755592	TRT870
ES755594	TRT870
ES755602	TRT870
ES755633	TRT870
ES755634	TRT870
ES755637	TRT870
ES755644	TRT870
ES755648	TRT870
ES755654	TRT870
ES755656	TRT870
ES755657	TRT870
ES755660	TRT870
ES755671	TRT870
ES755675	TRT870
ES755680	TRT870
ES755692	TRT870
ES755693	TRT870
ES755707	TRT870
ES755721	TRT870
ES755724	TRT870
ES755729	TRT870
ES755737	TRT870
ES755740	TRT870
ES755743	TRT870
ES755750	TRT870
ES755752	TRT870
ES755755	TRT870
ES755321	TRT870
ES755324	TRT870
ES755336	TRT870
ES755340	TRT870
ES755348	TRT870
ES755349	TRT870
ES755363	TRT870
ES755369	TRT870
ES755373	TRT870
ES755379	TRT870
ES755380	TRT870
ES755382	TRT870
ES755383	TRT870
ES755389	TRT870
ES755409	TRT870
ES755413	TRT870
ES755421	TRT870
ES755430	TRT870
ES755435	TRT870
ES755443	TRT870
ES755457	TRT870
ES755462	TRT870
ES755482	TRT870
ES755485	TRT870
ES755486	TRT870
ES755493	TRT870
ES755495	TRT870
ES755497	TRT870
ES755502	TRT870
ES755508	TRT870
ES755511	TRT870
ES755512	TRT870
ES755518	TRT870
ES755530	TRT870
ES755534	TRT870
ES755535	TRT870
ES755545	TRT870
ES755553	TRT870
ES755559	TRT870
ES755562	TRT870
ES755563	TRT870
ES755577	TRT870
ES755784	TRT870
ES755786	TRT870
ES755803	TRT870
ES755809	TRT870
ES755810	TRT870
ES755814	TRT870
ES755815	TRT870
ES755821	TRT870
ES755835	TRT870
ES755840	TRT870
ES755841	TRT870
ES755852	TRT870
ES755858	TRT870
ES755865	TRT870
ES755868	TRT870
ES755874	TRT870
ES755875	TRT870
ES755881	TRT870
ES755884	TRT870
ES755887	TRT870
ES755893	TRT870
ES755901	TRT870
ES755902	TRT870
ES755906	TRT870
ES755915	TRT870
ES755917	TRT870
ES755949	TRT870
ES755955	TRT870
ES755959	TRT870
ES755970	TRT870
ES754755	TRT870
ES754783	TRT870
ES754798	TRT870
ES754803	TRT870
ES754827	TRT870
ES754831	TRT870
ES754835	TRT870
ES754841	TRT870
ES754843	TRT870
ES754845	TRT870
ES754846	TRT870
ES754853	TRT870
ES754869	TRT870
ES754870	TRT870
ES754873	TRT870
ES754874	TRT870
ES754877	TRT870
ES754879	TRT870
ES754885	TRT870
ES754893	TRT870
ES754906	TRT870
ES754910	TRT870
ES754914	TRT870
ES754917	TRT870
ES754918	TRT870
ES754929	TRT870
ES753995	TRT870
ES754000	TRT870
ES754001	TRT870
ES754002	TRT870
ES754004	TRT870
ES754010	TRT870
ES754028	TRT870
ES754034	TRT870
ES754035	TRT870
ES754055	TRT870
ES754065	TRT870
ES754086	TRT870
ES754087	TRT870
ES754088	TRT870
ES754094	TRT870
ES754104	TRT870
ES754105	TRT870
ES754115	TRT870
ES754125	TRT870
ES754133	TRT870
ES754142	TRT870
ES754143	TRT870
ES754155	TRT870
ES754156	TRT870
ES754161	TRT870
ES754162	TRT870
ES754169	TRT870
ES754173	TRT870
ES754174	TRT870
ES717892	TRT41
ES717897	TRT41
ES717899	TRT41
ES717907	TRT41
ES717916	TRT41
ES717922	TRT41
ES717933	TRT41
ES717945	TRT41
ES717947	TRT41
ES717948	TRT41
ES717950	TRT41
ES717955	TRT41
ES717957	TRT41
ES717991	TRT41
ES717995	TRT41
ES718006	TRT41
ES718010	TRT41
ES718016	TRT41
ES718018	TRT41
ES718027	TRT41
ES718029	TRT41
ES718034	TRT41
ES718038	TRT41
ES718059	TRT41
ES718064	TRT41
ES718066	TRT41
ES718068	TRT41
ES753759	TRT870
ES753783	TRT870
ES753786	TRT870
ES760820	TRT990
ES760828	TRT990
ES760829	TRT990
ES760869	TRT990
ES760876	TRT990
ES760879	TRT990
ES760885	TRT990
ES736041	TRT107
ES736044	TRT107
ES736050	TRT107
ES736053	TRT107
ES736055	TRT107
ES736056	TRT107
ES736058	TRT107
ES736070	TRT107
ES736071	TRT107
ES736078	TRT107
ES736091	TRT107
ES736109	TRT107
ES717662	TRT38
ES717672	TRT38
ES717673	TRT38
ES717679	TRT38
ES717685	TRT38
ES717692	TRT38
ES717695	TRT38
ES717699	TRT38
ES717701	TRT38
ES717710	TRT38
ES717711	TRT38
ES717719	TRT38
ES717724	TRT38
ES717726	TRT38
ES717786	TRT41
ES717789	TRT41
ES717793	TRT41
ES717806	TRT41
ES717807	TRT41
ES717825	TRT41
ES717859	TRT41
ES717867	TRT41
ES823417	TRT1715
ES735932	TRT107
ES735939	TRT107
ES735944	TRT107
ES735950	TRT107
ES735954	TRT107
ES735956	TRT107
ES736012	TRT107
ES736013	TRT107
ES736020	TRT107
ES736021	TRT107
ES736022	TRT107
ES736028	TRT107
ES754195	TRT870
ES754206	TRT870
ES754219	TRT870
ES754224	TRT870
ES754229	TRT870
ES754237	TRT870
ES754241	TRT870
ES754243	TRT870
ES754253	TRT870
ES754256	TRT870
ES754289	TRT870
ES754299	TRT870
ES754320	TRT870
ES754339	TRT870
ES754346	TRT870
ES754347	TRT870
ES754350	TRT870
ES754358	TRT870
ES754362	TRT870
ES754364	TRT870
ES718080	TRT41
ES718083	TRT41
ES718117	TRT41
ES718123	TRT41
ES718134	TRT41
ES718136	TRT41
ES718137	TRT41
ES718148	TRT41
ES718171	TRT41
ES718172	TRT41
ES718175	TRT41
ES718210	TRT41
ES718219	TRT41
ES718224	TRT41
ES718232	TRT41
ES718233	TRT41
ES718248	TRT41
ES718249	TRT41
ES718250	TRT41
ES754945	TRT870
ES754961	TRT870
ES754962	TRT870
ES754966	TRT870
ES754970	TRT870
ES754982	TRT870
ES754991	TRT870
ES754992	TRT870
ES754993	TRT870
ES754995	TRT870
ES755001	TRT870
ES755002	TRT870
ES755003	TRT870
ES755005	TRT870
ES755006	TRT870
ES755008	TRT870
ES755013	TRT870
ES755016	TRT870
ES755041	TRT870
ES755045	TRT870
ES755053	TRT870
ES755054	TRT870
ES755060	TRT870
ES755065	TRT870
ES755069	TRT870
ES755080	TRT870
ES755101	TRT870
ES755115	TRT870
ES755124	TRT870
ES754378	TRT870
ES754386	TRT870
ES754389	TRT870
ES754392	TRT870
ES754398	TRT870
ES754399	TRT870
ES754405	TRT870
ES754408	TRT870
ES754410	TRT870
ES754432	TRT870
ES754437	TRT870
ES754445	TRT870
ES754446	TRT870
ES754451	TRT870
ES754454	TRT870
ES754461	TRT870
ES754477	TRT870
ES754485	TRT870
ES754486	TRT870
ES754492	TRT870
ES754496	TRT870
ES754499	TRT870
ES754512	TRT870
ES754542	TRT870
ES754544	TRT870
ES754548	TRT870
ES755134	TRT870
ES755144	TRT870
ES755151	TRT870
ES755156	TRT870
ES755163	TRT870
ES755167	TRT870
ES755171	TRT870
ES755173	TRT870
ES755176	TRT870
ES755185	TRT870
ES755196	TRT870
ES755198	TRT870
ES755204	TRT870
ES755211	TRT870
ES755218	TRT870
ES755222	TRT870
ES755238	TRT870
ES755243	TRT870
ES755252	TRT870
ES755255	TRT870
ES755267	TRT870
ES755273	TRT870
ES755274	TRT870
ES755287	TRT870
ES755289	TRT870
ES755304	TRT870
ES755311	TRT870
ES755315	TRT870
ES753797	TRT870
ES753808	TRT870
ES753819	TRT870
ES753824	TRT870
ES753828	TRT870
ES753844	TRT870
ES753847	TRT870
ES753848	TRT870
ES753849	TRT870
ES753851	TRT870
ES753857	TRT870
ES753859	TRT870
ES753865	TRT870
ES753874	TRT870
ES753897	TRT870
ES753901	TRT870
ES753902	TRT870
ES753920	TRT870
ES753946	TRT870
ES753950	TRT870
ES753953	TRT870
ES753975	TRT870
ES754564	TRT870
ES754565	TRT870
ES754569	TRT870
ES754571	TRT870
ES754577	TRT870
ES754580	TRT870
ES754583	TRT870
ES754585	TRT870
ES754604	TRT870
ES754607	TRT870
ES754610	TRT870
ES754624	TRT870
ES754639	TRT870
ES754642	TRT870
ES754666	TRT870
ES754673	TRT870
ES754676	TRT870
ES754714	TRT870
ES754717	TRT870
ES754725	TRT870
ES754726	TRT870
ES754728	TRT870
ES754735	TRT870
ES754743	TRT870
ES718266	TRT41
ES718268	TRT41
ES718272	TRT41
ES718284	TRT41
ES718286	TRT41
ES718292	TRT41
ES718294	TRT41
ES755584	TRT870
ES755597	TRT870
ES755598	TRT870
ES755601	TRT870
ES755606	TRT870
ES755608	TRT870
ES755610	TRT870
ES755613	TRT870
ES755627	TRT870
ES755641	TRT870
ES755642	TRT870
ES755647	TRT870
ES755659	TRT870
ES755664	TRT870
ES755669	TRT870
ES755672	TRT870
ES755677	TRT870
ES755678	TRT870
ES755681	TRT870
ES755689	TRT870
ES755691	TRT870
ES755699	TRT870
ES755710	TRT870
ES755715	TRT870
ES755716	TRT870
ES755719	TRT870
ES755738	TRT870
ES755741	TRT870
ES755749	TRT870
ES755753	TRT870
ES755761	TRT870
ES755338	TRT870
ES755342	TRT870
ES755343	TRT870
ES755344	TRT870
ES755364	TRT870
ES755376	TRT870
ES755393	TRT870
ES755398	TRT870
ES755402	TRT870
ES755422	TRT870
ES755423	TRT870
ES755451	TRT870
ES755459	TRT870
ES755466	TRT870
ES755472	TRT870
ES755491	TRT870
ES755496	TRT870
ES755499	TRT870
ES755503	TRT870
ES755510	TRT870
ES755524	TRT870
ES755528	TRT870
ES755536	TRT870
ES755539	TRT870
ES755561	TRT870
ES755564	TRT870
ES755777	TRT870
ES755785	TRT870
ES755792	TRT870
ES755797	TRT870
ES755800	TRT870
ES755824	TRT870
ES755826	TRT870
ES755828	TRT870
ES755842	TRT870
ES755848	TRT870
ES755849	TRT870
ES755861	TRT870
ES755866	TRT870
ES755871	TRT870
ES755883	TRT870
ES755885	TRT870
ES755897	TRT870
ES755913	TRT870
ES755922	TRT870
ES755928	TRT870
ES755944	TRT870
ES755951	TRT870
ES755967	TRT870
ES755972	TRT870
ES755976	TRT870
ES754752	TRT870
ES754765	TRT870
ES754787	TRT870
ES754799	TRT870
ES754801	TRT870
ES754807	TRT870
ES754815	TRT870
ES754830	TRT870
ES754842	TRT870
ES754856	TRT870
ES754863	TRT870
ES754875	TRT870
ES754881	TRT870
ES754899	TRT870
ES754913	TRT870
ES754919	TRT870
ES754928	TRT870
ES754931	TRT870
ES754937	TRT870
ES753989	TRT870
ES754003	TRT870
ES754005	TRT870
ES754008	TRT870
ES754012	TRT870
ES754013	TRT870
ES754018	TRT870
ES754025	TRT870
ES754027	TRT870
ES754030	TRT870
ES754037	TRT870
ES754038	TRT870
ES754042	TRT870
ES754051	TRT870
ES754054	TRT870
ES754085	TRT870
ES754129	TRT870
ES754132	TRT870
ES754135	TRT870
ES754147	TRT870
ES754148	TRT870
ES754152	TRT870
ES754159	TRT870
ES754166	TRT870
ES717885	TRT41
ES717889	TRT41
ES717891	TRT41
ES717893	TRT41
ES717898	TRT41
ES717939	TRT41
ES717946	TRT41
ES717968	TRT41
ES717990	TRT41
ES717997	TRT41
ES717998	TRT41
ES718015	TRT41
ES718017	TRT41
ES718020	TRT41
ES718039	TRT41
ES718057	TRT41
ES718058	TRT41
ES718062	TRT41
ES718065	TRT41
ES753761	TRT870
ES753764	TRT870
ES753766	TRT870
ES753767	TRT870
ES753788	TRT870
ES760814	TRT990
ES760833	TRT990
ES760850	TRT990
ES760852	TRT990
ES760853	TRT990
ES760887	TRT990
ES760891	TRT990
ES760895	TRT990
ES736040	TRT107
ES736042	TRT107
ES736049	TRT107
ES736057	TRT107
ES736060	TRT107
ES736068	TRT107
ES736080	TRT107
ES736083	TRT107
ES736084	TRT107
ES736094	TRT107
ES736096	TRT107
ES736097	TRT107
ES736098	TRT107
ES717659	TRT38
ES717677	TRT38
ES717680	TRT38
ES717696	TRT38
ES717707	TRT38
ES717714	TRT38
ES717715	TRT38
ES717717	TRT38
ES717721	TRT38
ES717723	TRT38
ES717727	TRT38
ES717730	TRT38
ES717731	TRT38
ES717736	TRT38
ES717738	TRT38
ES717743	TRT38
ES717777	TRT41
ES717791	TRT41
ES717794	TRT41
ES717798	TRT41
ES717799	TRT41
ES717802	TRT41
ES717803	TRT41
ES717809	TRT41
ES717834	TRT41
ES717845	TRT41
ES717851	TRT41
ES717858	TRT41
ES717865	TRT41
ES717879	TRT41
ES823418	TRT1715
ES735940	TRT107
ES735953	TRT107
ES735955	TRT107
ES735967	TRT107
ES735974	TRT107
ES735975	TRT107
ES735993	TRT107
ES735996	TRT107
ES735997	TRT107
ES736007	TRT107
ES736019	TRT107
ES736032	TRT107
ES736036	TRT107
ES736038	TRT107
ES736039	TRT107
ES754180	TRT870
ES754186	TRT870
ES754187	TRT870
ES754207	TRT870
ES754208	TRT870
ES754232	TRT870
ES754239	TRT870
ES754248	TRT870
ES754273	TRT870
ES754278	TRT870
ES754282	TRT870
ES754285	TRT870
ES754292	TRT870
ES754294	TRT870
ES754308	TRT870
ES754313	TRT870
ES754317	TRT870
ES754319	TRT870
ES754355	TRT870
ES718077	TRT41
ES718085	TRT41
ES718087	TRT41
ES718096	TRT41
ES718108	TRT41
ES718116	TRT41
ES718121	TRT41
ES718124	TRT41
ES718126	TRT41
ES718129	TRT41
ES718139	TRT41
ES718144	TRT41
ES718146	TRT41
ES718149	TRT41
ES718159	TRT41
ES718166	TRT41
ES718177	TRT41
ES718178	TRT41
ES718181	TRT41
ES718183	TRT41
ES718207	TRT41
ES718209	TRT41
ES718212	TRT41
ES718223	TRT41
ES718234	TRT41
ES718239	TRT41
ES754956	TRT870
ES754963	TRT870
ES754967	TRT870
ES754979	TRT870
ES754980	TRT870
ES754987	TRT870
ES754989	TRT870
ES754990	TRT870
ES754996	TRT870
ES754997	TRT870
ES755017	TRT870
ES755022	TRT870
ES755028	TRT870
ES755031	TRT870
ES755032	TRT870
ES755034	TRT870
ES755039	TRT870
ES755044	TRT870
ES755051	TRT870
ES755056	TRT870
ES755063	TRT870
ES755064	TRT870
ES755067	TRT870
ES755070	TRT870
ES755090	TRT870
ES755092	TRT870
ES755102	TRT870
ES755109	TRT870
ES755110	TRT870
ES755111	TRT870
ES755123	TRT870
ES755127	TRT870
ES755129	TRT870
ES754374	TRT870
ES754375	TRT870
ES754379	TRT870
ES754388	TRT870
ES754395	TRT870
ES754396	TRT870
ES754424	TRT870
ES754430	TRT870
ES754431	TRT870
ES754450	TRT870
ES754468	TRT870
ES754488	TRT870
ES754495	TRT870
ES754507	TRT870
ES754517	TRT870
ES754521	TRT870
ES754531	TRT870
ES754532	TRT870
ES754537	TRT870
ES754549	TRT870
ES754550	TRT870
ES755130	TRT870
ES755137	TRT870
ES755140	TRT870
ES755145	TRT870
ES755152	TRT870
ES755158	TRT870
ES755166	TRT870
ES755172	TRT870
ES755192	TRT870
ES755208	TRT870
ES755210	TRT870
ES755220	TRT870
ES755221	TRT870
ES755227	TRT870
ES755228	TRT870
ES755229	TRT870
ES755232	TRT870
ES755233	TRT870
ES755242	TRT870
ES755244	TRT870
ES755248	TRT870
ES755253	TRT870
ES755263	TRT870
ES755268	TRT870
ES755269	TRT870
ES755279	TRT870
ES755286	TRT870
ES755306	TRT870
ES755318	TRT870
ES753793	TRT870
ES753800	TRT870
ES753801	TRT870
ES753803	TRT870
ES753806	TRT870
ES753812	TRT870
ES753814	TRT870
ES753815	TRT870
ES753816	TRT870
ES753817	TRT870
ES753826	TRT870
ES753841	TRT870
ES753842	TRT870
ES753845	TRT870
ES753846	TRT870
ES753873	TRT870
ES753876	TRT870
ES753882	TRT870
ES753885	TRT870
ES753894	TRT870
ES753896	TRT870
ES753906	TRT870
ES753910	TRT870
ES753928	TRT870
ES753940	TRT870
ES753943	TRT870
ES753957	TRT870
ES753961	TRT870
ES753966	TRT870
ES753971	TRT870
ES753974	TRT870
ES753976	TRT870
ES754573	TRT870
ES754595	TRT870
ES754606	TRT870
ES754608	TRT870
ES754609	TRT870
ES754616	TRT870
ES754621	TRT870
ES754638	TRT870
ES754646	TRT870
ES754657	TRT870
ES754669	TRT870
ES754675	TRT870
ES754710	TRT870
ES754738	TRT870
ES754747	TRT870
ES754748	TRT870
ES718293	TRT41
ES718301	TRT41
ES755585	TRT870
ES755611	TRT870
ES755612	TRT870
ES755617	TRT870
ES755622	TRT870
ES755639	TRT870
ES755643	TRT870
ES755651	TRT870
ES755679	TRT870
ES755683	TRT870
ES755686	TRT870
ES755706	TRT870
ES755717	TRT870
ES755736	TRT870
ES755744	TRT870
ES755756	TRT870
ES755767	TRT870
ES755322	TRT870
ES755325	TRT870
ES755331	TRT870
ES755341	TRT870
ES755346	TRT870
ES755350	TRT870
ES755355	TRT870
ES755359	TRT870
ES755360	TRT870
ES755372	TRT870
ES755377	TRT870
ES755378	TRT870
ES755385	TRT870
ES755388	TRT870
ES755399	TRT870
ES755400	TRT870
ES755404	TRT870
ES755412	TRT870
ES755418	TRT870
ES755433	TRT870
ES755434	TRT870
ES755444	TRT870
ES755450	TRT870
ES755452	TRT870
ES755454	TRT870
ES755461	TRT870
ES755465	TRT870
ES755475	TRT870
ES755478	TRT870
ES755479	TRT870
ES755481	TRT870
ES755487	TRT870
ES755489	TRT870
ES755505	TRT870
ES755514	TRT870
ES755522	TRT870
ES755525	TRT870
ES755533	TRT870
ES755537	TRT870
ES755544	TRT870
ES755546	TRT870
ES755560	TRT870
ES755570	TRT870
ES755572	TRT870
ES755573	TRT870
ES755778	TRT870
ES755782	TRT870
ES755783	TRT870
ES755793	TRT870
ES755806	TRT870
ES755817	TRT870
ES755825	TRT870
ES755827	TRT870
ES755837	TRT870
ES755847	TRT870
ES755851	TRT870
ES755853	TRT870
ES755864	TRT870
ES755869	TRT870
ES755870	TRT870
ES755873	TRT870
ES755878	TRT870
ES755892	TRT870
ES755894	TRT870
ES755916	TRT870
ES755929	TRT870
ES755934	TRT870
ES755947	TRT870
ES755952	TRT870
ES755969	TRT870
ES755974	TRT870
ES755975	TRT870
ES754762	TRT870
ES754768	TRT870
ES754770	TRT870
ES754771	TRT870
ES754776	TRT870
ES754786	TRT870
ES754791	TRT870
ES754793	TRT870
ES754806	TRT870
ES754816	TRT870
ES754819	TRT870
ES754821	TRT870
ES754823	TRT870
ES754838	TRT870
ES754850	TRT870
ES754854	TRT870
ES754862	TRT870
ES754864	TRT870
ES754867	TRT870
ES754872	TRT870
ES754887	TRT870
ES754895	TRT870
ES754902	TRT870
ES754915	TRT870
ES754916	TRT870
ES754921	TRT870
ES754930	TRT870
ES754939	TRT870
ES753980	TRT870
ES753985	TRT870
ES753990	TRT870
ES753991	TRT870
ES754007	TRT870
ES754011	TRT870
ES754019	TRT870
ES754036	TRT870
ES754041	TRT870
ES754048	TRT870
ES754049	TRT870
ES754062	TRT870
ES754069	TRT870
ES754091	TRT870
ES754095	TRT870
ES754097	TRT870
ES754112	TRT870
ES754121	TRT870
ES754130	TRT870
ES754131	TRT870
ES754139	TRT870
ES754144	TRT870
ES754146	TRT870
ES754149	TRT870
ES754164	TRT870
ES717887	TRT41
ES717896	TRT41
ES717904	TRT41
ES717909	TRT41
ES717912	TRT41
ES717915	TRT41
ES717930	TRT41
ES717934	TRT41
ES717937	TRT41
ES717958	TRT41
ES717962	TRT41
ES717965	TRT41
ES717971	TRT41
ES717984	TRT41
ES717988	TRT41
ES717993	TRT41
ES718004	TRT41
ES718005	TRT41
ES718014	TRT41
ES718025	TRT41
ES718036	TRT41
ES718050	TRT41
ES718056	TRT41
ES718060	TRT41
ES753762	TRT870
ES753768	TRT870
ES753770	TRT870
ES753780	TRT870
ES753784	TRT870
ES760817	TRT990
ES760821	TRT990
ES760823	TRT990
ES760832	TRT990
ES760835	TRT990
ES760837	TRT990
ES760841	TRT990
ES760842	TRT990
ES760845	TRT990
ES760855	TRT990
ES760858	TRT990
ES760865	TRT990
ES760882	TRT990
ES760883	TRT990
ES760886	TRT990
ES760889	TRT990
ES760896	TRT990
ES736045	TRT107
ES736066	TRT107
ES736087	TRT107
ES736095	TRT107
ES736101	TRT107
ES736105	TRT107
ES736106	TRT107
ES717657	TRT38
ES717658	TRT38
ES717664	TRT38
ES717667	TRT38
ES717669	TRT38
ES717674	TRT38
ES717704	TRT38
ES717712	TRT38
ES717728	TRT38
ES717733	TRT38
ES717779	TRT41
ES717784	TRT41
ES717792	TRT41
ES717796	TRT41
ES717805	TRT41
ES717811	TRT41
ES717813	TRT41
ES717824	TRT41
ES717837	TRT41
ES717840	TRT41
ES717842	TRT41
ES717854	TRT41
ES717861	TRT41
ES717877	TRT41
ES823415	TRT1715
ES823429	TRT1715
ES823430	TRT1715
ES735936	TRT107
ES735938	TRT107
ES735942	TRT107
ES735945	TRT107
ES735971	TRT107
ES735973	TRT107
ES735977	TRT107
ES735986	TRT107
ES735998	TRT107
ES736014	TRT107
ES736024	TRT107
ES736025	TRT107
ES754202	TRT870
ES754203	TRT870
ES754209	TRT870
ES754213	TRT870
ES754223	TRT870
ES754233	TRT870
ES754238	TRT870
ES754247	TRT870
ES754254	TRT870
ES754258	TRT870
ES754261	TRT870
ES754275	TRT870
ES754301	TRT870
ES754302	TRT870
ES754331	TRT870
ES754341	TRT870
ES754342	TRT870
ES754345	TRT870
ES754351	TRT870
ES754353	TRT870
ES754354	TRT870
ES718075	TRT41
ES718079	TRT41
ES718086	TRT41
ES718095	TRT41
ES718109	TRT41
ES718114	TRT41
ES718120	TRT41
ES718157	TRT41
ES718160	TRT41
ES718182	TRT41
ES718200	TRT41
ES718203	TRT41
ES718215	TRT41
ES718220	TRT41
ES718238	TRT41
ES718246	TRT41
ES718253	TRT41
ES718256	TRT41
ES718259	TRT41
ES754942	TRT870
ES754951	TRT870
ES754954	TRT870
ES754957	TRT870
ES754969	TRT870
ES754981	TRT870
ES754984	TRT870
ES754985	TRT870
ES754994	TRT870
ES755007	TRT870
ES755009	TRT870
ES755014	TRT870
ES755015	TRT870
ES755038	TRT870
ES755048	TRT870
ES755049	TRT870
ES755050	TRT870
ES755052	TRT870
ES755057	TRT870
ES755059	TRT870
ES755066	TRT870
ES755068	TRT870
ES755074	TRT870
ES755075	TRT870
ES755079	TRT870
ES755082	TRT870
ES755108	TRT870
ES755119	TRT870
ES755120	TRT870
ES754371	TRT870
ES754381	TRT870
ES754384	TRT870
ES754407	TRT870
ES754415	TRT870
ES754420	TRT870
ES754429	TRT870
ES754435	TRT870
ES754441	TRT870
ES754449	TRT870
ES754453	TRT870
ES754459	TRT870
ES754473	TRT870
ES754475	TRT870
ES754490	TRT870
ES754500	TRT870
ES754518	TRT870
ES754519	TRT870
ES754523	TRT870
ES754524	TRT870
ES754526	TRT870
ES754547	TRT870
ES754552	TRT870
ES755136	TRT870
ES755141	TRT870
ES755143	TRT870
ES755154	TRT870
ES755174	TRT870
ES755187	TRT870
ES755189	TRT870
ES755193	TRT870
ES755200	TRT870
ES755212	TRT870
ES755214	TRT870
ES755230	TRT870
ES755240	TRT870
ES755254	TRT870
ES755262	TRT870
ES755265	TRT870
ES755271	TRT870
ES755276	TRT870
ES755277	TRT870
ES755280	TRT870
ES755281	TRT870
ES755290	TRT870
ES755291	TRT870
ES755292	TRT870
ES755293	TRT870
ES755301	TRT870
ES755305	TRT870
ES755307	TRT870
ES755312	TRT870
ES753795	TRT870
ES753802	TRT870
ES753804	TRT870
ES753807	TRT870
ES753821	TRT870
ES753822	TRT870
