EXPSAMPLE_ACCESSION	REAGENT_ACCESSION
ES736002	ESR10127
ES736002	ESR10119
ES736002	ESR10116
ES736002	ESR10111
ES736002	ESR10110
ES736002	ESR10109
ES736003	ESR10136
ES736003	ESR10132
ES736003	ESR10125
ES736003	ESR10118
ES736003	ESR10114
ES736003	ESR10104
ES736004	ESR10138
ES736004	ESR10132
ES736004	ESR10121
ES736004	ESR10111
ES736005	ESR10126
ES736005	ESR10112
ES736005	ESR10109
ES736005	ESR10105
ES736006	ESR10143
ES736006	ESR10124
ES736006	ESR10123
ES736006	ESR10121
ES736006	ESR10118
ES736006	ESR10116
ES736006	ESR10110
ES736006	ESR10109
ES736006	ESR10105
ES736006	ESR10104
ES736007	ESR10142
ES736007	ESR10138
ES736007	ESR10137
ES736007	ESR10129
ES736007	ESR10125
ES736007	ESR10121
ES736007	ESR10109
ES736007	ESR10107
ES736007	ESR10105
ES736008	ESR10138
ES736008	ESR10126
ES736008	ESR10103
ES736009	ESR10143
ES736010	ESR10133
ES736010	ESR10121
ES736010	ESR10117
ES736010	ESR10105
ES736011	ESR10137
ES736011	ESR10127
ES736011	ESR10124
ES736011	ESR10123
ES736011	ESR10121
ES736011	ESR10119
ES736011	ESR10114
ES736011	ESR10105
ES736012	ESR10136
ES736012	ESR10133
ES736012	ESR10112
ES736012	ESR10110
ES736012	ESR10106
ES736012	ESR10143
ES736013	ESR10141
ES736013	ESR10139
ES736013	ESR10129
ES736013	ESR10127
ES736013	ESR10110
ES736013	ESR10103
ES736014	ESR10133
ES736014	ESR10117
ES736014	ESR10108
ES736015	ESR10142
ES736015	ESR10138
ES736015	ESR10126
ES736015	ESR10117
ES736015	ESR10114
ES736015	ESR10109
ES736015	ESR10105
ES736016	ESR10113
ES736016	ESR10105
ES736017	ESR10138
ES736017	ESR10133
ES736017	ESR10123
ES736017	ESR10114
ES736017	ESR10110
ES736018	ESR10143
ES736018	ESR10137
ES736018	ESR10132
ES736018	ESR10130
ES736018	ESR10119
ES736018	ESR10115
ES736018	ESR10114
ES736019	ESR10124
ES736019	ESR10117
ES736019	ESR10113
ES736019	ESR10107
ES736019	ESR10106
ES736019	ESR10104
ES736020	ESR10110
ES736020	ESR10140
ES736021	ESR10140
ES736021	ESR10137
ES736021	ESR10127
ES736021	ESR10124
ES736021	ESR10109
ES736021	ESR10104
ES736022	ESR10140
ES736022	ESR10130
ES736022	ESR10124
ES736022	ESR10115
ES736023	ESR10141
ES736023	ESR10134
ES736023	ESR10128
ES736023	ESR10117
ES736023	ESR10102
ES736024	ESR10140
ES736024	ESR10138
ES736024	ESR10137
ES736024	ESR10124
ES736024	ESR10115
ES736025	ESR10143
ES736025	ESR10139
ES736025	ESR10135
ES736025	ESR10130
ES736025	ESR10115
ES736025	ESR10107
ES736026	ESR10132
ES736026	ESR10123
ES736026	ESR10115
ES736026	ESR10112
ES736027	ESR10106
ES736027	ESR10103
ES736027	ESR10139
ES736027	ESR10127
ES736027	ESR10124
ES736028	ESR10139
ES736028	ESR10129
ES736028	ESR10123
ES736028	ESR10122
ES736028	ESR10121
ES736028	ESR10107
ES736029	ESR10133
ES736029	ESR10129
ES736029	ESR10125
ES736029	ESR10119
ES736029	ESR10110
ES736029	ESR10102
ES736030	ESR10135
ES736030	ESR10130
ES736030	ESR10123
ES736030	ESR10108
ES736030	ESR10102
ES736031	ESR10142
ES736031	ESR10136
ES736031	ESR10117
ES736031	ESR10108
ES736032	ESR10117
ES736032	ESR10112
ES736032	ESR10110
ES736032	ESR10107
ES736032	ESR10102
ES736033	ESR10137
ES736033	ESR10133
ES736033	ESR10129
ES736033	ESR10125
ES736033	ESR10114
ES736033	ESR10109
ES736033	ESR10108
ES736034	ESR10111
ES736034	ESR10108
ES736034	ESR10107
ES736034	ESR10104
ES736034	ESR10124
ES736035	ESR10130
ES736035	ESR10117
ES736035	ESR10106
ES736036	ESR10141
ES736036	ESR10140
ES736036	ESR10133
ES736036	ESR10129
ES736036	ESR10126
ES736036	ESR10120
ES736036	ESR10114
ES736036	ESR10105
ES736036	ESR10102
ES736037	ESR10135
ES736037	ESR10127
ES736037	ESR10126
ES736037	ESR10123
ES736037	ESR10117
ES736037	ESR10115
ES736037	ESR10104
ES736038	ESR10141
ES736038	ESR10131
ES736038	ESR10130
ES736038	ESR10128
ES736038	ESR10118
ES736038	ESR10117
ES736038	ESR10115
ES736038	ESR10107
ES736038	ESR10106
ES736039	ESR10137
ES736039	ESR10117
ES736039	ESR10111
ES754186	ESR11154
ES754190	ESR11152
ES754195	ESR11151
ES754204	ESR11154
ES754208	ESR11152
ES754210	ESR11154
ES754214	ESR11152
ES754223	ESR11149
ES754227	ESR11153
ES754232	ESR11152
ES754252	ESR11154
ES754270	ESR11154
ES754300	ESR11154
ES754318	ESR11137
ES754320	ESR11140
ES754330	ESR11147
ES754339	ESR11134
ES754341	ESR11136
ES754348	ESR11135
ES754350	ESR11137
ES754355	ESR11134
ES754356	ESR11135
ES754365	ESR11136
ES718081	ESR9776
ES718094	ESR9776
ES718095	ESR9776
ES718108	ESR9776
ES718114	ESR9776
ES718122	ESR9776
ES718136	ESR9776
ES718161	ESR9776
ES718165	ESR9776
ES718174	ESR9776
ES718176	ESR9776
ES718178	ESR9776
ES718182	ESR9776
ES718203	ESR9776
ES718222	ESR9776
ES718241	ESR9776
ES718248	ESR9776
ES718250	ESR9776
ES718259	ESR9776
ES754948	ESR11135
ES754977	ESR11142
ES754983	ESR11139
ES754987	ESR11134
ES754993	ESR11142
ES755003	ESR11134
ES755004	ESR11135
ES755007	ESR11139
ES755026	ESR11147
ES755052	ESR11135
ES755073	ESR11142
ES755075	ESR11134
ES755077	ESR11136
ES755095	ESR11139
ES755097	ESR11142
ES755103	ESR11139
ES755106	ESR11147
ES755109	ESR11136
ES755113	ESR11142
ES754378	ESR11147
ES754398	ESR11137
ES754402	ESR11147
ES754412	ESR11135
ES754416	ESR11140
ES754438	ESR11137
ES754441	ESR11142
ES754452	ESR11135
ES754453	ESR11136
ES754455	ESR11139
ES754463	ESR11139
ES754472	ESR11140
ES754476	ESR11135
ES754477	ESR11136
ES754484	ESR11135
ES754485	ESR11136
ES754490	ESR11147
ES754500	ESR11135
ES754508	ESR11135
ES754510	ESR11137
ES754514	ESR11147
ES754516	ESR11135
ES754518	ESR11137
ES754521	ESR11142
ES754528	ESR11140
ES754529	ESR11142
ES754532	ESR11135
ES754537	ESR11142
ES754541	ESR11136
ES755130	ESR11147
ES755133	ESR11136
ES755136	ESR11140
ES755138	ESR11147
ES755147	ESR11134
ES755155	ESR11134
ES755178	ESR11147
ES755196	ESR11148
ES755204	ESR11147
ES755206	ESR11134
ES755236	ESR11137
ES755238	ESR11140
ES755249	ESR11147
ES755255	ESR11139
ES755282	ESR11140
ES755295	ESR11134
ES755309	ESR11140
ES755313	ESR11134
ES753806	ESR11152
ES753819	ESR11153
ES753821	ESR11149
ES753825	ESR11153
ES753828	ESR11150
ES753840	ESR11150
ES753852	ESR11150
ES753880	ESR11154
ES753892	ESR11154
ES753898	ESR11154
ES753902	ESR11152
ES753908	ESR11152
ES753917	ESR11149
ES753919	ESR11151
ES753921	ESR11153
ES753928	ESR11154
ES753934	ESR11154
ES753941	ESR11149
ES753945	ESR11153
ES753964	ESR11154
ES753971	ESR11149
ES753979	ESR11151
ES754577	ESR11142
ES754582	ESR11137
ES754601	ESR11142
ES754613	ESR11136
ES754616	ESR11140
ES754624	ESR11140
ES754626	ESR11147
ES754627	ESR11134
ES754649	ESR11142
ES754651	ESR11134
ES754665	ESR11142
ES754680	ESR11140
ES754683	ESR11134
ES754684	ESR11135
ES754687	ESR11139
ES754692	ESR11135
ES754701	ESR11136
ES754704	ESR11140
ES754706	ESR11147
ES754715	ESR11134
ES754723	ESR11134
ES754725	ESR11136
ES754730	ESR11147
ES754745	ESR11142
ES718269	ESR9776
ES718274	ESR9776
ES718276	ESR9776
ES718279	ESR9776
ES718306	ESR9776
ES718309	ESR9776
ES718315	ESR9776
ES755581	ESR11136
ES755587	ESR11148
ES755600	ESR11137
ES755618	ESR11137
ES755623	ESR11148
ES755625	ESR11135
ES755681	ESR11149
ES755682	ESR11150
ES755689	ESR11151
ES755690	ESR11152
ES755692	ESR11154
ES755695	ESR11151
ES755696	ESR11152
ES755710	ESR11154
ES755724	ESR11150
ES755726	ESR11152
ES755741	ESR11149
ES755751	ESR11153
ES755752	ESR11154
ES755762	ESR11152
ES755763	ESR11153
ES755326	ESR11139
ES755327	ESR11140
ES755328	ESR11142
ES755333	ESR11136
ES755343	ESR11139
ES755364	ESR11147
ES755367	ESR11135
ES755380	ESR11140
ES755381	ESR11142
ES755408	ESR11142
ES755412	ESR11135
ES755421	ESR11136
ES755428	ESR11134
ES755434	ESR11142
ES755441	ESR11139
ES755454	ESR11148
ES755461	ESR11142
ES755463	ESR11148
ES755468	ESR11139
ES755480	ESR11147
ES755502	ESR11137
ES755516	ESR11148
ES755526	ESR11134
ES755536	ESR11135
ES755544	ESR11134
ES755547	ESR11137
ES755561	ESR11148
ES755564	ESR11136
ES755575	ESR11139
ES755576	ESR11140
ES755773	ESR11151
ES755778	ESR11150
ES755779	ESR11151
ES755792	ESR11152
ES755803	ESR11151
ES755822	ESR11152
ES755823	ESR11153
ES755828	ESR11152
ES755829	ESR11153
ES755858	ESR11152
ES755865	ESR11153
ES755866	ESR11154
ES755868	ESR11150
ES755878	ESR11154
ES755890	ESR11154
ES755891	ESR11149
ES755893	ESR11151
ES755905	ESR11151
ES755933	ESR11149
ES755970	ESR11150
ES754754	ESR11147
ES754760	ESR11140
ES754766	ESR11137
ES754769	ESR11142
ES754779	ESR11134
ES754791	ESR11139
ES754794	ESR11147
ES754799	ESR11139
ES754814	ESR11137
ES754817	ESR11142
ES754820	ESR11135
ES754835	ESR11134
ES754844	ESR11135
ES754858	ESR11147
ES754894	ESR11137
ES754900	ESR11135
ES754917	ESR11136
ES754927	ESR11139
ES754931	ESR11134
ES754934	ESR11137
ES754936	ESR11140
ES754937	ESR11142
ES754939	ESR11134
ES753992	ESR11152
ES753996	ESR11150
ES754012	ESR11154
ES754023	ESR11153
ES754036	ESR11154
ES754037	ESR11149
ES754051	ESR11151
ES754069	ESR11151
ES754085	ESR11149
ES754089	ESR11153
ES754090	ESR11154
ES754092	ESR11150
ES754102	ESR11154
ES754105	ESR11151
ES754107	ESR11153
ES754111	ESR11151
ES754118	ESR11152
ES754144	ESR11154
ES754147	ESR11151
ES754176	ESR11150
ES717880	ESR9776
ES717892	ESR9776
ES717893	ESR9776
ES717900	ESR9776
ES717910	ESR9776
ES717922	ESR9776
ES717929	ESR9776
ES717935	ESR9776
ES717947	ESR9776
ES717951	ESR9776
ES717954	ESR9776
ES717965	ESR9776
ES717968	ESR9776
ES717970	ESR9776
ES717976	ESR9776
ES717981	ESR9776
ES717994	ESR9776
ES717998	ESR9776
ES718014	ESR9776
ES718019	ESR9776
ES718029	ESR9776
ES718030	ESR9776
ES718034	ESR9776
ES718038	ESR9776
ES718056	ESR9776
ES718062	ESR9776
ES718064	ESR9776
ES718069	ESR9776
ES753779	ESR11149
ES753781	ESR11151
ES753783	ESR11153
ES760813	ESR11255
ES760824	ESR11255
ES760827	ESR9773
ES760828	ESR11255
ES760829	ESR11255
ES760838	ESR9773
ES760840	ESR9773
ES760842	ESR11255
ES760845	ESR9773
ES760846	ESR9773
ES760846	ESR11255
ES760849	ESR9773
ES760851	ESR9773
ES760854	ESR9773
ES760855	ESR9773
ES760856	ESR9773
ES760860	ESR9771
ES760862	ESR9770
ES760872	ESR9770
ES760873	ESR9771
ES760879	ESR9772
ES760879	ESR9770
ES760880	ESR9771
ES760882	ESR9771
ES760890	ESR9770
ES760891	ESR9772
ES760894	ESR9770
ES760896	ESR9772
ES760899	ESR9770
ES492962	ESR8813
ES492972	ESR8813
ES736040	ESR10135
ES736040	ESR10134
ES736041	ESR10139
ES736041	ESR10137
ES736041	ESR10136
ES736041	ESR10119
ES736041	ESR10108
ES736041	ESR10104
ES736042	ESR10137
ES736042	ESR10135
ES736042	ESR10127
ES736042	ESR10122
ES736042	ESR10119
ES736042	ESR10110
ES736042	ESR10105
ES736043	ESR10130
ES736043	ESR10128
ES736043	ESR10122
ES736043	ESR10110
ES736043	ESR10109
ES736044	ESR10140
ES736044	ESR10132
ES736044	ESR10131
ES736044	ESR10128
ES736044	ESR10115
ES736045	ESR10141
ES736045	ESR10137
ES736045	ESR10136
ES736045	ESR10133
ES736045	ESR10132
ES736045	ESR10123
ES736045	ESR10121
ES736045	ESR10119
ES736045	ESR10112
ES736046	ESR10134
ES736046	ESR10114
ES736046	ESR10103
ES736047	ESR10140
ES736047	ESR10114
ES736047	ESR10104
ES736048	ESR10137
ES736048	ESR10128
ES736048	ESR10127
ES736048	ESR10120
ES736049	ESR10130
ES736049	ESR10117
ES736049	ESR10116
ES736049	ESR10115
ES736049	ESR10111
ES736049	ESR10103
ES736050	ESR10135
ES736050	ESR10134
ES736050	ESR10128
ES736050	ESR10117
ES736050	ESR10102
ES736051	ESR10134
ES736051	ESR10132
ES736051	ESR10124
ES736051	ESR10122
ES736051	ESR10115
ES736052	ESR10132
ES736052	ESR10130
ES736052	ESR10126
ES736052	ESR10119
ES736052	ESR10118
ES736052	ESR10116
ES736052	ESR10112
ES736052	ESR10110
ES736052	ESR10106
ES736052	ESR10105
ES736053	ESR10132
ES736053	ESR10127
ES736053	ESR10116
ES736053	ESR10112
ES736053	ESR10109
ES736053	ESR10102
ES736054	ESR10140
ES736054	ESR10137
ES736054	ESR10136
ES736054	ESR10126
ES736054	ESR10124
ES736054	ESR10119
ES736054	ESR10118
ES736054	ESR10115
ES736054	ESR10114
ES736055	ESR10130
ES736055	ESR10122
ES736056	ESR10138
ES736056	ESR10120
ES736056	ESR10110
ES736056	ESR10104
ES736057	ESR10143
ES736057	ESR10127
ES736057	ESR10122
ES736057	ESR10117
ES736057	ESR10110
ES736058	ESR10120
ES736058	ESR10116
ES736059	ESR10139
ES736059	ESR10128
ES736059	ESR10116
ES736059	ESR10114
ES736059	ESR10109
ES736060	ESR10133
ES736060	ESR10109
ES736060	ESR10107
ES736060	ESR10140
ES736061	ESR10137
ES736061	ESR10132
ES736061	ESR10128
ES736061	ESR10102
ES736062	ESR10140
ES736062	ESR10137
ES736062	ESR10135
ES736062	ESR10126
ES736062	ESR10118
ES736062	ESR10111
ES736062	ESR10110
ES736062	ESR10108
ES736063	ESR10142
ES736063	ESR10137
ES736063	ESR10131
ES736063	ESR10128
ES736063	ESR10125
ES736063	ESR10120
ES736063	ESR10119
ES736063	ESR10107
ES736064	ESR10142
ES736064	ESR10141
ES736064	ESR10135
ES736064	ESR10129
ES736064	ESR10126
ES736064	ESR10114
ES736064	ESR10111
ES736064	ESR10104
ES736065	ESR10139
ES736065	ESR10125
ES736065	ESR10116
ES736066	ESR10134
ES736066	ESR10122
ES736066	ESR10114
ES736066	ESR10103
ES736067	ESR10126
ES736067	ESR10121
ES736067	ESR10116
ES736067	ESR10115
ES736067	ESR10110
ES736067	ESR10107
ES736067	ESR10105
ES736067	ESR10103
ES736068	ESR10140
ES736068	ESR10133
ES736068	ESR10130
ES736068	ESR10129
ES736068	ESR10114
ES736068	ESR10111
ES736068	ESR10109
ES736069	ESR10138
ES736069	ESR10131
ES736070	ESR10139
ES736070	ESR10127
ES736070	ESR10118
ES736070	ESR10116
ES736071	ESR10127
ES736071	ESR10122
ES736071	ESR10120
ES736071	ESR10112
ES736072	ESR10139
ES736072	ESR10113
ES736073	ESR10132
ES736073	ESR10109
ES736073	ESR10107
ES736073	ESR10105
ES736074	ESR10131
ES736074	ESR10126
ES736074	ESR10121
ES736074	ESR10109
ES736074	ESR10107
ES736074	ESR10140
ES736075	ESR10139
ES736075	ESR10125
ES736075	ESR10112
ES736076	ESR10139
ES736076	ESR10137
ES736076	ESR10133
ES736076	ESR10122
ES736076	ESR10121
ES736076	ESR10114
ES736077	ESR10141
ES736077	ESR10120
ES736077	ESR10110
ES736077	ESR10106
ES736077	ESR10105
ES736077	ESR10102
ES736078	ESR10114
ES736078	ESR10109
ES736078	ESR10107
ES736078	ESR10106
ES736078	ESR10143
ES736078	ESR10136
ES736078	ESR10122
ES736079	ESR10140
ES736079	ESR10138
ES736079	ESR10134
ES736079	ESR10132
ES736079	ESR10128
ES736079	ESR10127
ES736079	ESR10119
ES736079	ESR10109
ES736079	ESR10105
ES736080	ESR10128
ES736080	ESR10116
ES736080	ESR10105
ES736080	ESR10102
ES736081	ESR10142
ES736081	ESR10133
ES736081	ESR10132
ES736081	ESR10113
ES736082	ESR10139
ES736082	ESR10136
ES736082	ESR10118
ES736082	ESR10112
ES736082	ESR10108
ES736082	ESR10107
ES736082	ESR10105
ES736083	ESR10143
ES736083	ESR10132
ES736083	ESR10123
ES736083	ESR10111
ES736084	ESR10143
ES736084	ESR10122
ES736084	ESR10108
ES736085	ESR10115
ES736085	ESR10114
ES736085	ESR10112
ES736085	ESR10107
ES736085	ESR10103
ES736085	ESR10142
ES736085	ESR10139
ES736085	ESR10133
ES736085	ESR10123
ES736086	ESR10142
ES736086	ESR10136
ES736086	ESR10135
ES736086	ESR10129
ES736086	ESR10120
ES736086	ESR10117
ES736086	ESR10116
ES736086	ESR10113
ES736086	ESR10104
ES736087	ESR10143
ES736087	ESR10128
ES736087	ESR10123
ES736087	ESR10120
ES736087	ESR10117
ES736087	ESR10116
ES736087	ESR10109
ES736088	ESR10142
ES736088	ESR10122
ES736088	ESR10121
ES736088	ESR10110
ES736088	ESR10105
ES736089	ESR10128
ES736089	ESR10110
ES736090	ESR10143
ES736090	ESR10120
ES736090	ESR10117
ES736090	ESR10105
ES736090	ESR10103
ES736091	ESR10140
ES736091	ESR10139
ES736091	ESR10135
ES736091	ESR10116
ES736091	ESR10108
ES736092	ESR10119
ES736092	ESR10107
ES736092	ESR10140
ES736092	ESR10137
ES736092	ESR10132
ES736092	ESR10120
ES736093	ESR10138
ES736093	ESR10127
ES736093	ESR10120
ES736093	ESR10115
ES736093	ESR10114
ES736094	ESR10143
ES736094	ESR10137
ES736094	ESR10122
ES736094	ESR10120
ES736094	ESR10119
ES736095	ESR10137
ES736095	ESR10134
ES736095	ESR10128
ES736095	ESR10127
ES736095	ESR10103
ES736096	ESR10138
ES736096	ESR10133
ES736096	ESR10120
ES736096	ESR10119
ES736096	ESR10115
ES736096	ESR10105
ES736097	ESR10141
ES736097	ESR10140
ES736097	ESR10139
ES736097	ESR10136
ES736097	ESR10126
ES736097	ESR10124
ES736097	ESR10116
ES736097	ESR10111
ES736097	ESR10105
ES736097	ESR10102
ES736098	ESR10142
ES736098	ESR10126
ES736098	ESR10121
ES736098	ESR10106
ES736098	ESR10105
ES736099	ESR10120
ES736099	ESR10142
ES736099	ESR10140
ES736100	ESR10141
ES736100	ESR10122
ES736100	ESR10121
ES736100	ESR10111
ES736100	ESR10106
ES736101	ESR10121
