FILE_INFO_ID	DETAIL	FILESIZE_BYTES	NAME	ORIGINAL_FILE_NAME	WORKSPACE_ID
344527	Virus neutralization result	37515	Serology_by_Cohort.344527.xlsx	Serology_by_Cohort.xlsx	2799
388480	MBAA result	13616186	Plate1.388480.rbx	Plate1.rbx	2799
388482	MBAA result	13478751	Plate2.388482.rbx	Plate2.rbx	2799
388483	MBAA result	5351079	Plate3.388483.rbx	Plate3.rbx	2799
388484	MBAA result	13616186	Plate1.388484.rbx	Plate1.rbx	2799
388486	MBAA result	13478751	Plate2.388486.rbx	Plate2.rbx	2799
388487	MBAA result	5351079	Plate3.388487.rbx	Plate3.rbx	2799
388488	MBAA result	13616186	Plate1.388488.rbx	Plate1.rbx	2799
388490	MBAA result	13478751	Plate2.388490.rbx	Plate2.rbx	2799
388491	MBAA result	5351079	Plate3.388491.rbx	Plate3.rbx	2799
404354	Flow cytometry result	19483479	3172_BAYVAC010TP15_6.404354.fcs	3172_BAYVAC010TP15_6.fcs	2799
404355	Flow cytometry result	23409207	3172_BAYVAC010TP15_6.404355.txt	3172_BAYVAC010TP15_6.txt	2799
404356	Flow cytometry compensation or control	6673305	2_Specimen_001_A1_A01.404356.fcs	2_Specimen_001_A1_A01.fcs	2799
404357	Flow cytometry compensation or control	3243694	3_Specimen_001_A10_A10.404357.fcs	3_Specimen_001_A10_A10.fcs	2799
404358	Flow cytometry compensation or control	3237743	4_Specimen_001_A11_A11.404358.fcs	4_Specimen_001_A11_A11.fcs	2799
404359	Flow cytometry compensation or control	3241519	5_Specimen_001_A12_A12.404359.fcs	5_Specimen_001_A12_A12.fcs	2799
404360	Flow cytometry compensation or control	3275306	6_Specimen_001_A2_A02.404360.fcs	6_Specimen_001_A2_A02.fcs	2799
404361	Flow cytometry compensation or control	3267628	7_Specimen_001_A3_A03.404361.fcs	7_Specimen_001_A3_A03.fcs	2799
404362	Flow cytometry compensation or control	3229547	8_Specimen_001_A4_A04.404362.fcs	8_Specimen_001_A4_A04.fcs	2799
404363	Flow cytometry compensation or control	3228460	9_Specimen_001_A5_A05.404363.fcs	9_Specimen_001_A5_A05.fcs	2799
404364	Flow cytometry compensation or control	3233771	10_Specimen_001_A6_A06.404364.fcs	10_Specimen_001_A6_A06.fcs	2799
404365	Flow cytometry compensation or control	3230505	11_Specimen_001_A7_A07.404365.fcs	11_Specimen_001_A7_A07.fcs	2799
404366	Flow cytometry compensation or control	3231849	12_Specimen_001_A8_A08.404366.fcs	12_Specimen_001_A8_A08.fcs	2799
404367	Flow cytometry compensation or control	3237546	13_Specimen_001_A9_A09.404367.fcs	13_Specimen_001_A9_A09.fcs	2799
404368	Flow cytometry compensation or control	136619	17_Specimen_002_B1_B01.404368.fcs	17_Specimen_002_B1_B01.fcs	2799
404369	Flow cytometry compensation or control	134314	18_Specimen_002_B2_B02.404369.fcs	18_Specimen_002_B2_B02.fcs	2799
404370	Flow cytometry compensation or control	226539	19_Specimen_002_B3_B03.404370.fcs	19_Specimen_002_B3_B03.fcs	2799
404371	Flow cytometry compensation or control	8478578	21_Specimen_003_H1_H01.404371.fcs	21_Specimen_003_H1_H01.fcs	2799
404372	Flow cytometry compensation or control	6792371	22_Specimen_003_H2_H02.404372.fcs	22_Specimen_003_H2_H02.fcs	2799
404373	Flow cytometry compensation or control	7316015	23_Specimen_003_H3_H03.404373.fcs	23_Specimen_003_H3_H03.fcs	2799
404374	Flow cytometry compensation or control	6337456	24_Specimen_003_H4_H04.404374.fcs	24_Specimen_003_H4_H04.fcs	2799
404375	Flow cytometry compensation or control	9222446	25_Specimen_003_H5_H05.404375.fcs	25_Specimen_003_H5_H05.fcs	2799
404376	Flow cytometry compensation or control	7127665	26_Specimen_003_H6_H06.404376.fcs	26_Specimen_003_H6_H06.fcs	2799
404377	Flow cytometry compensation or control	8113072	27_Specimen_003_H7_H07.404377.fcs	27_Specimen_003_H7_H07.fcs	2799
404378	Flow cytometry compensation or control	9224949	28_Specimen_004_H8_H08.404378.fcs	28_Specimen_004_H8_H08.fcs	2799
404379	Flow cytometry compensation or control	323170	14_Compensation Controls_Alexa Fluor 700 Stained Control.404379.fcs	14_Compensation Controls_Alexa Fluor 700 Stained Control.fcs	2799
404380	Flow cytometry compensation or control	323146	15_Compensation Controls_APC Stained Control.404380.fcs	15_Compensation Controls_APC Stained Control.fcs	2799
404381	Flow cytometry compensation or control	323153	16_Compensation Controls_APC-Cy7 Stained Control.404381.fcs	16_Compensation Controls_APC-Cy7 Stained Control.fcs	2799
404382	Flow cytometry compensation or control	323147	20_Compensation Controls_FITC Stained Control.404382.fcs	20_Compensation Controls_FITC Stained Control.fcs	2799
404383	Flow cytometry compensation or control	323164	29_Compensation Controls_Pacific Blue Stained Control.404383.fcs	29_Compensation Controls_Pacific Blue Stained Control.fcs	2799
404384	Flow cytometry compensation or control	323168	30_Compensation Controls_Pacific Orange Stained Control.404384.fcs	30_Compensation Controls_Pacific Orange Stained Control.fcs	2799
404385	Flow cytometry compensation or control	323144	31_Compensation Controls_PE Stained Control.404385.fcs	31_Compensation Controls_PE Stained Control.fcs	2799
404386	Flow cytometry compensation or control	323152	32_Compensation Controls_PE-Cy5 Stained Control.404386.fcs	32_Compensation Controls_PE-Cy5 Stained Control.fcs	2799
404387	Flow cytometry compensation or control	323152	33_Compensation Controls_PE-Cy7 Stained Control.404387.fcs	33_Compensation Controls_PE-Cy7 Stained Control.fcs	2799
404388	Flow cytometry compensation or control	323164	34_Compensation Controls_PE-Texas Red Stained Control.404388.fcs	34_Compensation Controls_PE-Texas Red Stained Control.fcs	2799
404389	Flow cytometry compensation or control	323162	35_Compensation Controls_PerCP-Cy5-5 Stained Control.404389.fcs	35_Compensation Controls_PerCP-Cy5-5 Stained Control.fcs	2799
404390	Flow cytometry compensation or control	323142	38_Compensation Controls_Unstained Control.404390.fcs	38_Compensation Controls_Unstained Control.fcs	2799
404391	Flow cytometry compensation or control	2340402	37_Setup Controls_002_Setup Control_001_B12.404391.fcs	37_Setup Controls_002_Setup Control_001_B12.fcs	2799
404392	Flow cytometry compensation or control	5555632	36_Setup Controls_004_Setup Control_001_A12.404392.fcs	36_Setup Controls_004_Setup Control_001_A12.fcs	2799
404393	Flow cytometry result	21252212	3173_BAYVAC010TP15_7.404393.fcs	3173_BAYVAC010TP15_7.fcs	2799
404394	Flow cytometry result	25045723	3173_BAYVAC010TP15_7.404394.txt	3173_BAYVAC010TP15_7.txt	2799
404395	Flow cytometry result	22565644	3295_BAYVAC010TP12_2.404395.fcs	3295_BAYVAC010TP12_2.fcs	2799
404396	Flow cytometry result	26772286	3295_BAYVAC010TP12_2.404396.txt	3295_BAYVAC010TP12_2.txt	2799
404397	Flow cytometry result	14683804	3296_BAYVAC010TP12_3.404397.fcs	3296_BAYVAC010TP12_3.fcs	2799
404398	Flow cytometry result	17713794	3296_BAYVAC010TP12_3.404398.txt	3296_BAYVAC010TP12_3.txt	2799
404399	Flow cytometry result	16503837	3297_BAYVAC010TP12_4.404399.fcs	3297_BAYVAC010TP12_4.fcs	2799
404400	Flow cytometry result	19930522	3297_BAYVAC010TP12_4.404400.txt	3297_BAYVAC010TP12_4.txt	2799
404401	Flow cytometry result	17697627	3298_BAYVAC010TP12_5.404401.fcs	3298_BAYVAC010TP12_5.fcs	2799
404402	Flow cytometry result	21247717	3298_BAYVAC010TP12_5.404402.txt	3298_BAYVAC010TP12_5.txt	2799
404403	Flow cytometry result	17607633	3299_BAYVAC010TP12_6.404403.fcs	3299_BAYVAC010TP12_6.fcs	2799
404404	Flow cytometry result	21274112	3299_BAYVAC010TP12_6.404404.txt	3299_BAYVAC010TP12_6.txt	2799
404405	Flow cytometry result	18463797	3300_BAYVAC010TP12_7.404405.fcs	3300_BAYVAC010TP12_7.fcs	2799
404406	Flow cytometry result	21838572	3300_BAYVAC010TP12_7.404406.txt	3300_BAYVAC010TP12_7.txt	2799
404407	Flow cytometry result	19581515	3421_BAYVAC010TP13_2.404407.fcs	3421_BAYVAC010TP13_2.fcs	2799
404408	Flow cytometry result	22793019	3421_BAYVAC010TP13_2.404408.txt	3421_BAYVAC010TP13_2.txt	2799
404409	Flow cytometry result	8438742	3422_BAYVAC010TP13_3.404409.fcs	3422_BAYVAC010TP13_3.fcs	2799
404410	Flow cytometry result	9913179	3422_BAYVAC010TP13_3.404410.txt	3422_BAYVAC010TP13_3.txt	2799
404411	Flow cytometry result	10717729	3423_BAYVAC010TP13_4.404411.fcs	3423_BAYVAC010TP13_4.fcs	2799
404412	Flow cytometry result	12881577	3423_BAYVAC010TP13_4.404412.txt	3423_BAYVAC010TP13_4.txt	2799
404413	Flow cytometry result	18180826	3424_BAYVAC010TP13_5.404413.fcs	3424_BAYVAC010TP13_5.fcs	2799
404414	Flow cytometry result	21662872	3424_BAYVAC010TP13_5.404414.txt	3424_BAYVAC010TP13_5.txt	2799
404415	Flow cytometry result	18455700	3425_BAYVAC010TP13_6.404415.fcs	3425_BAYVAC010TP13_6.fcs	2799
404416	Flow cytometry result	22154295	3425_BAYVAC010TP13_6.404416.txt	3425_BAYVAC010TP13_6.txt	2799
404417	Flow cytometry result	17736115	3426_BAYVAC010TP13_7.404417.fcs	3426_BAYVAC010TP13_7.fcs	2799
404418	Flow cytometry result	20654412	3426_BAYVAC010TP13_7.404418.txt	3426_BAYVAC010TP13_7.txt	2799
404419	Flow cytometry result	40004390	3584_Specimen_001_B1_B01.404419.fcs	3584_Specimen_001_B1_B01.fcs	2799
404420	Flow cytometry result	46483579	3584_Specimen_001_B1_B01.404420.txt	3584_Specimen_001_B1_B01.txt	2799
404421	Flow cytometry result	36795703	3585_Specimen_001_C1_C01.404421.fcs	3585_Specimen_001_C1_C01.fcs	2799
404422	Flow cytometry result	43901524	3585_Specimen_001_C1_C01.404422.txt	3585_Specimen_001_C1_C01.txt	2799
404423	Flow cytometry result	39169084	3586_Specimen_001_D1_D01.404423.fcs	3586_Specimen_001_D1_D01.fcs	2799
404424	Flow cytometry result	47037709	3586_Specimen_001_D1_D01.404424.txt	3586_Specimen_001_D1_D01.txt	2799
404425	Flow cytometry result	36628544	3587_Specimen_001_E1_E01.404425.fcs	3587_Specimen_001_E1_E01.fcs	2799
404426	Flow cytometry result	44024204	3587_Specimen_001_E1_E01.404426.txt	3587_Specimen_001_E1_E01.txt	2799
404427	Flow cytometry result	25542398	3588_Specimen_001_F1_F01.404427.fcs	3588_Specimen_001_F1_F01.fcs	2799
404428	Flow cytometry result	27890773	3588_Specimen_001_F1_F01.404428.txt	3588_Specimen_001_F1_F01.txt	2799
404429	Flow cytometry result	38170275	3589_Specimen_001_G1_G01.404429.fcs	3589_Specimen_001_G1_G01.fcs	2799
