EXPSAMPLE_ACCESSION	FILE_INFO_ID	RESULT_SCHEMA
ES784280	467269	FCM
ES784280	466928	FCM
ES784280	466908	FCM
ES784280	466907	FCM
ES784280	466905	FCM
ES784281	466924	FCM
ES784281	466915	FCM
ES784281	466911	FCM
ES784281	466904	FCM
ES784282	466944	FCM
ES784282	466932	FCM
ES784284	466949	FCM
ES784284	466939	FCM
ES784284	466934	FCM
ES784285	466939	FCM
ES784286	466943	FCM
ES784286	466934	FCM
ES784287	467269	FCM
ES784287	466957	FCM
ES784287	466956	FCM
ES784287	466941	FCM
ES784287	466937	FCM
ES784287	466934	FCM
ES784288	466937	FCM
ES784289	466938	FCM
ES784289	466937	FCM
ES784290	466971	FCM
ES784290	466964	FCM
ES784291	466978	FCM
ES784291	466973	FCM
ES784291	466971	FCM
ES784293	466970	FCM
ES784294	466985	FCM
ES784294	466976	FCM
ES784294	466970	FCM
ES784295	466971	FCM
ES784296	466985	FCM
ES784296	466976	FCM
ES784296	466973	FCM
ES784296	466965	FCM
ES784297	466985	FCM
ES784297	466975	FCM
ES784297	466965	FCM
ES784298	467269	FCM
ES784298	467008	FCM
ES784298	467007	FCM
ES784299	467003	FCM
ES784299	466995	FCM
ES784300	466999	FCM
ES784301	467002	FCM
ES784302	467002	FCM
ES784303	467006	FCM
ES784303	466999	FCM
ES784304	467269	FCM
ES784304	466999	FCM
ES784306	467039	FCM
ES784307	467033	FCM
ES784308	467037	FCM
ES784308	467036	FCM
ES784308	467035	FCM
ES784308	467028	FCM
ES784310	467038	FCM
ES784310	467035	FCM
ES784310	467030	FCM
ES784312	467038	FCM
ES784312	467030	FCM
ES784312	467029	FCM
ES784313	467032	FCM
ES784313	467028	FCM
ES784313	467027	FCM
ES784314	467068	FCM
ES784314	467067	FCM
ES784314	467061	FCM
ES784314	467059	FCM
ES784315	467068	FCM
ES784315	467065	FCM
ES784316	467073	FCM
ES784317	467058	FCM
ES784318	467061	FCM
ES784319	467067	FCM
ES784319	467063	FCM
ES784320	467269	FCM
ES784321	467077	FCM
ES784321	467065	FCM
ES784321	467063	FCM
ES784322	467269	FCM
ES784323	467098	FCM
ES784324	467269	FCM
ES784324	467097	FCM
ES784326	467091	FCM
ES784327	467110	FCM
ES784327	467088	FCM
ES784328	467113	FCM
ES784328	467096	FCM
ES784328	467092	FCM
ES784328	467091	FCM
ES784328	467090	FCM
ES784329	467269	FCM
ES784329	467093	FCM
ES784330	467269	FCM
