BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION
BS910437	ES1035401
BS910438	ES1036347
BS910441	ES1035972
BS910442	ES1036540
BS910442	ES1035784
BS910443	ES1035596
BS910444	ES1036164
BS910446	ES1036544
BS910448	ES1036168
BS910449	ES1036358
BS910450	ES1035414
BS910450	ES1036737
BS910453	ES1036551
BS910453	ES1035417
BS910453	ES1036740
BS910454	ES1035796
BS910455	ES1036175
BS910455	ES1035797
BS910455	ES1035419
BS910457	ES1035799
BS910458	ES1035989
BS910459	ES1036368
BS910459	ES1035612
BS910460	ES1036558
BS910460	ES1036747
BS910462	ES1036371
BS910463	ES1036750
BS910464	ES1035428
BS910467	ES1036754
BS910468	ES1036566
BS910468	ES1035621
BS910468	ES1035432
BS910470	ES1035812
BS910470	ES1035623
BS910473	ES1035626
BS910474	ES1035816
BS910474	ES1035438
BS910475	ES1036195
BS910475	ES1036762
BS910476	ES1036574
BS910476	ES1035818
BS910476	ES1036763
BS910478	ES1036198
BS910478	ES1035631
BS910479	ES1036766
BS910482	ES1035446
BS910483	ES1036014
BS910483	ES1035636
BS910484	ES1036393
BS910484	ES1036771
BS910485	ES1036016
BS910486	ES1036206
BS910488	ES1036397
BS910488	ES1035641
BS910488	ES1035452
BS910491	ES1035455
BS910493	ES1035646
BS910493	ES1036780
BS910494	ES1035458
BS910496	ES1036216
BS910496	ES1036027
BS910499	ES1036597
BS910499	ES1035841
BS910501	ES1035843
BS910502	ES1035844
BS910502	ES1035655
BS910502	ES1036789
BS910504	ES1036035
BS910505	ES1035658
BS910506	ES1036415
BS910506	ES1036793
BS910506	ES1036604
BS910508	ES1035850
BS910508	ES1036606
BS910509	ES1035851
BS910509	ES1036229
BS910509	ES1035473
BS910509	ES1036796
BS910509	ES1036607
BS910510	ES1036608
BS910512	ES1036232
BS910513	ES1035855
BS910513	ES1036611
BS910515	ES1036046
BS910516	ES1036425
BS910516	ES1036236
BS910516	ES1035669
BS910518	ES1036427
BS910518	ES1035482
BS910519	ES1036428
BS910519	ES1036806
BS909829	ES1062745
BS909829	ES1031263
BS909829	ES1031262
BS909831	ES1031276
BS909831	ES1031275
BS909832	ES1031284
BS909833	ES1031291
BS909833	ES1031286
BS909833	ES1060445
BS909833	ES1062760
BS909834	ES1031297
BS909835	ES1031303
BS909835	ES1062769
BS909837	ES1031313
BS909837	ES1060452
BS909838	ES1031321
BS909838	ES1031316
BS909838	ES1062781
BS909839	ES1031323
BS909840	ES1031330
BS909841	ES1031339
BS909841	ES1031337
BS909842	ES1060463
BS909844	ES1031357
BS909844	ES1031356
BS909844	ES1062798
BS909845	ES1031361
BS909845	ES1062803
BS909846	ES1031366
BS909847	ES1031370
BS909847	ES1062810
BS909848	ES1031381
BS909848	ES1031377
BS909848	ES1062815
BS909849	ES1031383
BS909849	ES1060473
BS909849	ES1060472
BS909852	ES1031401
BS909853	ES1031407
BS909853	ES1031406
BS909853	ES1060480
BS909854	ES1031414
BS909854	ES1031413
BS909857	ES1031433
BS909859	ES1062754
BS909860	ES1031449
BS909860	ES1031448
BS909865	ES1060501
BS909865	ES1062779
BS909866	ES1060503
BS909866	ES1031487
BS909867	ES1031491
BS909870	ES1031513
BS909871	ES1031518
BS909873	ES1060521
BS909873	ES1031531
BS909874	ES1060524
BS909874	ES1031537
BS909874	ES1031534
BS909875	ES1062813
BS909875	ES1031542
BS909876	ES1062817
BS909876	ES1031546
BS909876	ES1031544
BS909878	ES1060531
BS909878	ES1031560
BS909878	ES1031558
BS909878	ES1031557
BS909880	ES1060535
BS909880	ES1031571
BS909880	ES1031569
BS909880	ES1031568
BS909884	ES1031594
BS909885	ES1031599
BS909887	ES1031611
BS909888	ES1060551
BS909890	ES1031632
BS909891	ES1060557
BS917676	ES1060518
BS910331	ES1036051
BS910331	ES1035484
BS910331	ES1035295
BS910333	ES1036620
BS910334	ES1035487
BS910335	ES1036244
BS910335	ES1036055
BS910338	ES1035491
BS910340	ES1035493
BS910340	ES1036628
BS910343	ES1036441
BS910344	ES1036253
BS910344	ES1036064
BS910345	ES1036443
BS910346	ES1035499
BS910346	ES1035310
BS910349	ES1036069
BS910350	ES1035692
BS910352	ES1035505
BS910352	ES1035316
BS910355	ES1035886
BS910355	ES1035697
BS910356	ES1035509
BS910358	ES1036456
BS910358	ES1036267
BS910359	ES1035890
BS910360	ES1036458
BS910361	ES1036270
BS910361	ES1035703
BS910361	ES1035514
BS910363	ES1036272
BS910366	ES1036464
BS910367	ES1036276
BS910368	ES1035710
BS910368	ES1035521
BS910369	ES1036278
BS910369	ES1035333
BS910369	ES1036656
BS910371	ES1036091
BS910371	ES1035524
BS910375	ES1035906
BS910375	ES1036284
BS910376	ES1035529
BS910376	ES1035340
BS910379	ES1036099
BS910380	ES1035722
BS910381	ES1036479
BS910383	ES1036481
BS910383	ES1035914
BS910383	ES1035725
BS910385	ES1035916
BS910390	ES1036299
BS910390	ES1036677
BS910393	ES1035546
BS910394	ES1036303
BS910394	ES1035736
BS910395	ES1035926
BS910395	ES1036682
BS910396	ES1035549
BS910397	ES1036684
BS910398	ES1035929
BS910398	ES1035362
BS910401	ES1036121
BS910401	ES1035743
BS910401	ES1035365
BS910401	ES1036688
BS910403	ES1035367
BS910405	ES1035558
BS910406	ES1036504
BS910407	ES1036505
BS910407	ES1036694
BS910409	ES1036318
BS910411	ES1036698
BS910412	ES1036321
BS910414	ES1036701
BS910416	ES1036703
BS910417	ES1036326
BS910419	ES1035761
BS910420	ES1036707
BS910421	ES1035763
BS910422	ES1036709
BS910423	ES1036332
BS910423	ES1035387
BS910425	ES1035578
BS910426	ES1035768
BS910429	ES1035771
BS910431	ES1035395
BS910431	ES1036718
BS910433	ES1036153
BS910433	ES1035586
BS910434	ES1036154
BS910435	ES1036155
BS910435	ES1036722
BS910437	ES1036724
BS910438	ES1036725
BS910439	ES1035592
BS910441	ES1036350
BS910441	ES1036161
BS910441	ES1035783
BS910442	ES1036162
BS910443	ES1036541
BS910444	ES1035408
BS910445	ES1036543
BS910445	ES1035787
BS910446	ES1036166
BS910449	ES1036547
BS910449	ES1036736
BS910453	ES1036173
BS910454	ES1035418
BS910455	ES1035608
BS910456	ES1035609
BS910458	ES1036745
BS910460	ES1036180
BS910464	ES1036562
BS910465	ES1036374
BS910465	ES1036185
BS910465	ES1036752
BS910466	ES1035808
BS910466	ES1036375
BS910466	ES1035619
BS910467	ES1035809
BS910468	ES1035810
BS910471	ES1036002
BS910472	ES1036192
BS910472	ES1035625
BS910477	ES1036008
BS910477	ES1036764
BS910478	ES1036009
BS910478	ES1036765
BS910479	ES1035821
BS910479	ES1035632
BS910481	ES1035823
BS910481	ES1035634
BS910481	ES1036768
BS910484	ES1035826
BS910487	ES1036396
BS910487	ES1036018
BS910487	ES1035451
BS910490	ES1035832
BS910491	ES1036211
BS910491	ES1036022
BS910491	ES1036778
BS910493	ES1036213
BS910494	ES1036214
BS910495	ES1036593
BS910495	ES1036215
BS910496	ES1036783
BS910497	ES1036028
BS910499	ES1036030
BS910499	ES1035652
BS910499	ES1035463
BS910500	ES1035464
BS910501	ES1036221
BS910503	ES1035656
BS910504	ES1036791
BS910505	ES1036225
BS910507	ES1036605
BS910508	ES1035661
BS910509	ES1035662
BS910510	ES1036041
BS910511	ES1036042
BS910511	ES1036798
BS910512	ES1036610
BS910513	ES1036422
BS910513	ES1036233
BS910514	ES1036801
BS910515	ES1036424
BS910516	ES1035858
BS910517	ES1036804
BS910518	ES1036049
BS909830	ES1031269
BS909831	ES1060440
BS909831	ES1031278
BS909834	ES1031296
BS909834	ES1031294
BS909834	ES1060446
BS909835	ES1031302
BS909836	ES1031306
BS909837	ES1031314
BS909837	ES1031311
BS909837	ES1062776
BS909838	ES1031319
BS909839	ES1031325
BS909839	ES1031322
BS909839	ES1060457
BS909840	ES1031331
BS909842	ES1031345
BS909842	ES1031340
BS909844	ES1031354
BS909845	ES1031358
BS909846	ES1060467
BS909846	ES1062807
BS909847	ES1031373
BS909849	ES1031384
BS909850	ES1031393
BS909852	ES1062831
BS909853	ES1031408
BS909860	ES1060493
BS909860	ES1062759
BS909862	ES1062766
BS909862	ES1031463
BS909863	ES1031469
BS909864	ES1062775
BS909864	ES1031477
BS909864	ES1031474
BS909866	ES1062770
BS909867	ES1060506
BS909867	ES1031493
BS909868	ES1031499
BS909869	ES1060510
BS909869	ES1062789
BS909869	ES1062788
BS909869	ES1031504
BS909869	ES1031502
BS909870	ES1031511
BS909871	ES1031515
BS909872	ES1062800
BS909872	ES1031525
BS909872	ES1031520
BS909873	ES1062805
BS909875	ES1060526
BS909875	ES1031540
BS909876	ES1031548
BS909879	ES1060534
BS909879	ES1031567
BS909879	ES1031564
BS909880	ES1062832
BS909881	ES1062836
BS909881	ES1031578
BS909881	ES1031577
BS909881	ES1031576
BS909881	ES1031575
BS909882	ES1031580
BS909883	ES1031588
BS909883	ES1031586
BS909884	ES1031592
BS909885	ES1060546
BS909886	ES1031607
BS909887	ES1060549
BS909887	ES1031614
BS909887	ES1031610
BS909888	ES1031617
BS909888	ES1031616
BS909889	ES1060553
BS909889	ES1031627
BS909889	ES1031622
BS909891	ES1062869
BS909891	ES1062868
BS910331	ES1036240
BS910332	ES1036430
BS910332	ES1036241
BS910333	ES1036053
BS910336	ES1036245
BS910336	ES1035678
BS910337	ES1035868
BS910337	ES1035301
BS910340	ES1035871
BS910342	ES1035684
BS910342	ES1035495
BS910343	ES1035874
BS910344	ES1035308
BS910346	ES1036444
BS910347	ES1035311
BS910348	ES1036446
BS910349	ES1035502
BS910350	ES1035881
BS910351	ES1036260
BS910351	ES1035693
BS910353	ES1035884
BS910353	ES1036262
BS910354	ES1035885
BS910354	ES1036641
BS910357	ES1036455
BS910357	ES1035510
BS910358	ES1036078
BS910360	ES1036080
BS910362	ES1036460
BS910366	ES1036086
BS910369	ES1035900
BS910371	ES1036658
BS910372	ES1036470
BS910372	ES1035903
BS910373	ES1036660
BS910374	ES1036283
BS910374	ES1035338
BS910375	ES1036095
BS910376	ES1036285
BS910376	ES1035718
BS910377	ES1035719
BS910377	ES1036664
BS910378	ES1035720
BS910379	ES1035910
BS910379	ES1036288
BS910380	ES1035533
BS910384	ES1036104
BS910384	ES1035537
BS910385	ES1035538
BS910385	ES1036672
BS910386	ES1036295
BS910386	ES1035539
BS910386	ES1035350
BS910388	ES1036486
BS910389	ES1036298
BS910389	ES1035542
BS910390	ES1036488
BS910390	ES1035732
BS910391	ES1035922
BS910394	ES1036492
BS910399	ES1035741
BS910399	ES1035363
BS910402	ES1036500
BS910402	ES1035555
BS910403	ES1036123
BS910404	ES1036313
BS910404	ES1035746
BS910405	ES1036314
BS910406	ES1036693
BS910407	ES1035560
BS910409	ES1036507
BS910409	ES1036129
BS910412	ES1036510
BS910412	ES1036132
BS910414	ES1036512
BS910414	ES1035756
BS910415	ES1036135
BS910417	ES1035759
BS910418	ES1035571
BS910419	ES1036517
BS910420	ES1036329
BS910420	ES1036140
BS910420	ES1035762
BS910422	ES1035764
BS910422	ES1035575
BS910423	ES1036521
BS910424	ES1036333
BS910424	ES1035388
BS910425	ES1036523
BS910426	ES1036335
BS910428	ES1035770
BS910428	ES1035392
BS910428	ES1036715
BS910429	ES1036527
BS910429	ES1036338
BS910429	ES1036716
BS910430	ES1035772
BS910431	ES1036151
BS910432	ES1036152
BS910432	ES1035585
BS910432	ES1036719
BS910434	ES1035398
BS910435	ES1035399
BS910436	ES1036156
BS910439	ES1036537
BS910440	ES1036538
BS910440	ES1035593
BS910441	ES1035405
BS910442	ES1036351
BS910444	ES1035786
BS910445	ES1035976
BS910445	ES1036732
BS910447	ES1036545
BS910447	ES1035600
BS910449	ES1035791
BS910450	ES1035981
BS910450	ES1035792
BS910451	ES1035415
BS910452	ES1035983
BS910452	ES1035605
BS910454	ES1036552
BS910456	ES1036176
BS910456	ES1035798
BS910457	ES1035610
BS910458	ES1036556
BS910458	ES1036367
BS910458	ES1036178
BS910458	ES1035611
BS910458	ES1035422
BS910459	ES1036557
BS910460	ES1035802
BS910463	ES1035994
BS910463	ES1035616
BS910464	ES1036751
BS910465	ES1035996
BS910465	ES1035807
BS910471	ES1035813
BS910472	ES1035436
BS910474	ES1036761
BS910475	ES1036384
BS910475	ES1035439
BS910476	ES1035440
BS910479	ES1036577
BS910479	ES1036010
BS910480	ES1036578
BS910482	ES1036391
BS910485	ES1035449
BS910485	ES1036772
BS910487	ES1036207
BS910488	ES1036208
BS910488	ES1036019
BS910492	ES1036590
BS910493	ES1036402
BS910494	ES1036592
BS910494	ES1035647
BS910495	ES1036404
BS910495	ES1035459
BS910497	ES1035650
BS910497	ES1036784
BS910499	ES1036219
BS910501	ES1036599
BS910501	ES1035654
BS910503	ES1036412
BS910503	ES1036034
BS910505	ES1036792
BS910506	ES1036226
BS910507	ES1036227
BS910509	ES1036418
BS910512	ES1035854
BS910517	ES1036237
BS909829	ES1060439
BS909829	ES1031267
BS909832	ES1062756
BS909834	ES1060447
BS909834	ES1062764
BS909835	ES1060448
BS909835	ES1062768
BS909837	ES1031315
BS909839	ES1060456
BS909841	ES1031336
BS909841	ES1060460
BS909842	ES1060462
BS909843	ES1060464
BS909843	ES1062794
BS909844	ES1062799
BS909846	ES1031364
BS909849	ES1062819
BS909850	ES1031392
BS909851	ES1031398
BS909851	ES1031397
BS909851	ES1031395
BS909853	ES1062834
BS909854	ES1060481
BS909855	ES1031423
BS909855	ES1031420
BS909855	ES1060482
BS909856	ES1031425
BS909858	ES1031440
BS909858	ES1031436
BS909859	ES1031445
BS909859	ES1062755
BS909861	ES1031456
BS909862	ES1031461
BS909863	ES1060498
BS909864	ES1062774
BS909864	ES1031476
BS909864	ES1031475
BS909865	ES1031482
BS909865	ES1031481
BS909866	ES1031486
BS909866	ES1031484
BS909867	ES1062783
BS909868	ES1060508
BS909868	ES1031498
BS909869	ES1031506
BS909870	ES1062792
BS909871	ES1031514
BS909872	ES1060519
BS909873	ES1031530
BS909873	ES1031527
BS909874	ES1062808
BS909874	ES1031533
BS909875	ES1062812
BS909875	ES1031539
BS909876	ES1060527
BS909877	ES1060530
BS909877	ES1060529
BS909877	ES1031552
BS909878	ES1031556
BS909879	ES1062829
BS909879	ES1031563
BS909880	ES1031572
BS909881	ES1031579
BS909883	ES1060541
BS909885	ES1062852
BS909886	ES1062857
BS909887	ES1062861
BS909887	ES1031613
BS909888	ES1060552
BS909888	ES1031619
BS909888	ES1031618
BS909889	ES1031626
BS909889	ES1031624
BS909891	ES1031635
BS910331	ES1036429
BS910331	ES1035862
BS910332	ES1035674
BS910332	ES1036619
BS910334	ES1035676
BS910335	ES1035866
BS910336	ES1035489
BS910338	ES1035680
BS910339	ES1036248
BS910339	ES1035303
BS910340	ES1036060
BS910341	ES1036438
BS910341	ES1035494
BS910341	ES1035305
BS910342	ES1035306
BS910343	ES1036252
BS910343	ES1035307
BS910345	ES1036065
BS910345	ES1035498
BS910346	ES1036255
BS910346	ES1035688
BS910347	ES1035878
BS910347	ES1036634
BS910348	ES1035501
BS910350	ES1035503
BS910351	ES1036071
BS910351	ES1036638
BS910352	ES1036639
BS910354	ES1036263
BS910355	ES1036075
BS910355	ES1036642
BS910356	ES1036076
BS910357	ES1035321
BS910358	ES1035322
BS910360	ES1036269
BS910361	ES1035325
BS910361	ES1036648
BS910362	ES1036271
BS910362	ES1036649
BS910363	ES1036083
BS910363	ES1036650
BS910364	ES1036462
BS910364	ES1035895
BS910364	ES1036273
BS910368	ES1035899
BS910368	ES1036277
BS910370	ES1036468
BS910371	ES1036469
BS910371	ES1036280
BS910372	ES1036092
BS910372	ES1035525
BS910373	ES1036471
BS910375	ES1036662
BS910376	ES1035907
BS910377	ES1035530
BS910378	ES1035531
BS910380	ES1036478
BS910381	ES1036101
BS910383	ES1036103
BS910384	ES1035915
BS910387	ES1035540
BS910389	ES1036487
BS910389	ES1035920
BS910390	ES1035543
BS910392	ES1035545
BS910392	ES1036679
BS910393	ES1036113
BS910394	ES1035925
BS910394	ES1036681
BS910397	ES1036495
BS910397	ES1035928
BS910397	ES1036117
BS910397	ES1035361
BS910398	ES1036685
BS910399	ES1035930
BS910399	ES1036308
BS910400	ES1036309
BS910400	ES1035742
BS910401	ES1035932
BS910402	ES1036122
BS910403	ES1035934
BS910403	ES1035556
BS910404	ES1035935
BS910404	ES1036691
BS910406	ES1036315
BS910407	ES1035371
BS910408	ES1035561
BS910410	ES1035941
BS910410	ES1035563
BS910410	ES1036697
BS910412	ES1035376
BS910413	ES1035755
BS910415	ES1036324
BS910417	ES1035381
BS910418	ES1036705
BS910420	ES1036518
BS910421	ES1036519
BS910422	ES1036142
BS910423	ES1035576
BS910424	ES1036144
BS910427	ES1036336
BS910428	ES1035959
BS910428	ES1036337
BS910429	ES1036149
BS910430	ES1036150
BS910431	ES1035584
BS910432	ES1036341
BS910433	ES1035775
BS910433	ES1036720
BS910434	ES1035965
BS910435	ES1035966
BS910435	ES1035588
BS910436	ES1036534
BS910437	ES1035968
BS910438	ES1036536
BS910438	ES1035969
BS910439	ES1036159
BS910440	ES1036349
BS910441	ES1035594
BS910442	ES1035595
BS910443	ES1036730
BS910444	ES1036731
BS910445	ES1036354
BS910446	ES1035788
BS910446	ES1035599
BS910447	ES1036167
BS910447	ES1035411
BS910448	ES1035790
BS910448	ES1036735
BS910449	ES1035413
BS910450	ES1036548
BS910450	ES1036170
BS910450	ES1035603
BS910451	ES1035982
BS910452	ES1035794
BS910452	ES1035416
BS910453	ES1035984
BS910454	ES1036363
BS910456	ES1035420
BS910457	ES1036744
BS910459	ES1035990
BS910459	ES1035423
BS910459	ES1036746
BS910461	ES1035992
BS910461	ES1036181
BS910462	ES1035615
BS910462	ES1035426
BS910463	ES1036372
BS910464	ES1035806
BS910464	ES1035617
BS910465	ES1035429
BS910468	ES1036377
BS910469	ES1036567
BS910469	ES1036189
BS910469	ES1036000
BS910469	ES1035622
BS910470	ES1036190
BS910470	ES1036757
BS910471	ES1036569
BS910471	ES1035624
BS910472	ES1035814
BS910473	ES1036571
BS910473	ES1036193
BS910474	ES1036572
BS910474	ES1036383
BS910475	ES1035628
BS910476	ES1036385
BS910477	ES1035819
BS910477	ES1036386
BS910478	ES1036576
BS910480	ES1035822
BS910480	ES1035633
BS910480	ES1035444
BS910481	ES1036012
BS910483	ES1035825
BS910484	ES1036204
BS910485	ES1036583
BS910485	ES1036205
BS910485	ES1035638
BS910486	ES1035450
BS910487	ES1036585
BS910487	ES1036774
BS910489	ES1035642
BS910490	ES1035643
BS910490	ES1035454
BS910493	ES1036591
BS910493	ES1035457
BS910496	ES1035838
BS910497	ES1036595
BS910497	ES1035839
BS910497	ES1036217
BS910498	ES1035651
BS910498	ES1035462
BS910500	ES1036220
BS910500	ES1035653
BS910500	ES1036787
BS910502	ES1036222
BS910504	ES1036602
BS910505	ES1036603
BS910507	ES1036038
BS910507	ES1035660
BS910507	ES1035471
BS910508	ES1036417
BS910508	ES1036228
BS910508	ES1035472
BS910509	ES1036040
BS910511	ES1035853
BS910512	ES1036421
BS910513	ES1036800
BS910515	ES1036613
BS910516	ES1036614
BS910517	ES1036048
BS910517	ES1035481
BS910517	ES1036615
