BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION
BS910366	ES1035519
BS910367	ES1035709
BS910368	ES1036466
BS910368	ES1036655
BS910369	ES1035711
BS910370	ES1036279
BS910370	ES1035712
BS910371	ES1035713
BS910373	ES1036282
BS910373	ES1036093
BS910376	ES1036474
BS910378	ES1036098
BS910378	ES1036665
BS910382	ES1036102
BS910382	ES1035724
BS910382	ES1036669
BS910383	ES1036292
BS910385	ES1036105
BS910385	ES1035349
BS910387	ES1036296
BS910387	ES1036107
BS910387	ES1035351
BS910388	ES1036297
BS910388	ES1036108
BS910389	ES1036676
BS910390	ES1036110
BS910390	ES1035354
BS910391	ES1036111
BS910392	ES1036490
BS910392	ES1036301
BS910393	ES1036491
BS910396	ES1036494
BS910397	ES1035550
BS910398	ES1035740
BS910400	ES1035553
BS910401	ES1036499
BS910401	ES1035554
BS910402	ES1036311
BS910402	ES1035744
BS910402	ES1035366
BS910402	ES1036689
BS910403	ES1036501
BS910405	ES1035936
BS910405	ES1035369
BS910408	ES1036506
BS910408	ES1035939
BS910408	ES1036695
BS910409	ES1036696
BS910411	ES1036509
BS910411	ES1035753
BS910413	ES1035377
BS910415	ES1036513
BS910417	ES1035570
BS910418	ES1036516
BS910418	ES1036327
BS910418	ES1036138
BS910419	ES1036139
BS910421	ES1035952
BS910421	ES1035574
BS910421	ES1035385
BS910423	ES1036710
BS910424	ES1036522
BS910424	ES1035577
BS910425	ES1036145
BS910425	ES1035767
BS910427	ES1036525
BS910427	ES1035391
BS910428	ES1036526
BS910428	ES1036148
BS910429	ES1035960
BS910430	ES1035961
BS910433	ES1035964
BS910433	ES1035397
BS910434	ES1035587
BS910434	ES1036721
BS910436	ES1035967
BS910436	ES1035589
BS910437	ES1036346
BS910438	ES1035780
BS910439	ES1036348
BS910439	ES1036726
BS910440	ES1035404
BS910442	ES1035406
BS910443	ES1035974
BS910443	ES1036163
BS910443	ES1035407
BS910444	ES1035975
BS910444	ES1036353
BS910445	ES1035598
BS910446	ES1036733
BS910447	ES1036734
BS910448	ES1035601
BS910448	ES1035412
BS910452	ES1036172
BS910453	ES1036362
BS910455	ES1035986
BS910455	ES1036364
BS910456	ES1036743
BS910457	ES1036555
BS910457	ES1035988
BS910457	ES1035421
BS910458	ES1035800
BS910464	ES1035995
BS910467	ES1035620
BS910468	ES1036188
BS910470	ES1036001
BS910471	ES1036380
BS910475	ES1036573
BS910478	ES1035820
BS910479	ES1035443
BS910481	ES1036579
BS910483	ES1035447
BS910484	ES1036582
BS910486	ES1036584
BS910487	ES1035829
BS910488	ES1035830
BS910489	ES1036209
BS910489	ES1036020
BS910489	ES1035453
BS910489	ES1036776
BS910490	ES1036399
BS910492	ES1036212
BS910492	ES1035645
BS910495	ES1035837
BS910496	ES1035460
BS910497	ES1036406
BS910497	ES1035461
BS910498	ES1036218
BS910499	ES1036786
BS910500	ES1036598
BS910500	ES1035842
BS910503	ES1036601
BS910504	ES1035657
BS910505	ES1035847
BS910505	ES1036036
BS910506	ES1036037
BS910506	ES1035470
BS910507	ES1035849
BS910507	ES1036794
BS910508	ES1036039
BS910508	ES1036795
BS910510	ES1036419
BS910510	ES1035474
BS910511	ES1036420
BS910511	ES1036609
BS910512	ES1036043
BS910513	ES1036044
BS910514	ES1036423
BS910514	ES1036045
BS910514	ES1035667
BS910515	ES1035668
BS910516	ES1036047
BS910516	ES1035480
BS910516	ES1036803
BS910517	ES1035670
BS910518	ES1035671
BS910519	ES1036050
BS910519	ES1036617
BS909830	ES1062748
BS909830	ES1031271
BS909832	ES1031282
BS909832	ES1060442
BS909833	ES1031290
BS909833	ES1031288
BS909834	ES1031295
BS909834	ES1031293
BS909834	ES1031292
BS909834	ES1062765
BS909835	ES1031299
BS909835	ES1060449
BS909838	ES1031318
BS909838	ES1060454
BS909840	ES1060458
BS909841	ES1031338
BS909841	ES1060461
BS909843	ES1031351
BS909843	ES1031350
BS909844	ES1031353
BS909845	ES1031360
BS909846	ES1031368
BS909847	ES1031372
BS909848	ES1060470
BS909849	ES1031387
BS909851	ES1031399
BS909851	ES1031396
BS909851	ES1062826
BS909852	ES1031404
BS909852	ES1060478
BS909853	ES1031410
BS909853	ES1062835
BS909854	ES1031412
BS909854	ES1062838
BS909855	ES1031422
BS909855	ES1031418
BS909856	ES1062846
BS909860	ES1060492
BS909861	ES1031454
BS909861	ES1060494
BS909861	ES1062763
BS909862	ES1062757
BS909862	ES1031465
BS909863	ES1062858
BS909863	ES1031468
BS909863	ES1031467
BS909864	ES1060499
BS909865	ES1060502
BS909866	ES1031488
BS909867	ES1060505
BS909867	ES1062782
BS909867	ES1031492
BS909868	ES1062785
BS909868	ES1031496
BS909869	ES1031505
BS909870	ES1060512
BS909875	ES1060525
BS909876	ES1031547
BS909876	ES1031545
BS909877	ES1031551
BS909881	ES1031574
BS909883	ES1060542
BS909883	ES1031591
BS909883	ES1031589
BS909885	ES1031598
BS909886	ES1031605
BS909886	ES1031604
BS909889	ES1062864
BS909889	ES1031625
BS909890	ES1031633
BS909890	ES1031630
BS910331	ES1035673
BS910331	ES1036618
BS910332	ES1035863
BS910334	ES1035865
BS910335	ES1036433
BS910335	ES1035299
BS910335	ES1036622
BS910336	ES1035867
BS910338	ES1036625
BS910339	ES1035681
BS910339	ES1035492
BS910341	ES1035683
BS910342	ES1036629
BS910344	ES1036631
BS910345	ES1036254
BS910346	ES1035877
BS910347	ES1036067
BS910348	ES1036068
BS910348	ES1035312
BS910349	ES1035691
BS910350	ES1036070
BS910350	ES1036637
BS910351	ES1036449
BS910352	ES1035883
BS910352	ES1036261
BS910352	ES1036072
BS910353	ES1036073
BS910354	ES1036452
BS910355	ES1036264
BS910356	ES1035887
BS910357	ES1035699
BS910358	ES1036645
BS910359	ES1036268
BS910360	ES1035891
BS910361	ES1036459
BS910362	ES1036082
BS910362	ES1035704
BS910363	ES1035894
BS910363	ES1035705
BS910363	ES1035516
BS910364	ES1036084
BS910364	ES1036651
BS910365	ES1036274
BS910366	ES1035330
BS910367	ES1036087
BS910367	ES1035520
BS910369	ES1036089
BS910370	ES1035523
BS910370	ES1035334
BS910370	ES1036657
BS910372	ES1035336
BS910373	ES1035526
BS910374	ES1035905
BS910374	ES1035716
BS910375	ES1036473
BS910376	ES1036663
BS910378	ES1035909
BS910379	ES1035721
BS910380	ES1035911
BS910382	ES1035535
BS910383	ES1035536
BS910383	ES1035347
BS910384	ES1036293
BS910384	ES1035348
BS910385	ES1035727
BS910387	ES1035918
BS910388	ES1035919
BS910388	ES1035541
BS910388	ES1036675
BS910391	ES1035733
BS910392	ES1035356
BS910393	ES1036302
BS910394	ES1036114
BS910395	ES1036493
BS910395	ES1036115
BS910396	ES1035927
BS910396	ES1036305
BS910398	ES1036307
BS910399	ES1036497
BS910399	ES1036686
BS910400	ES1035931
BS910400	ES1036687
BS910401	ES1036310
BS910402	ES1035933
BS910403	ES1036312
BS910404	ES1036502
BS910405	ES1035747
BS910406	ES1035748
BS910407	ES1036316
BS910408	ES1035372
BS910411	ES1035942
BS910411	ES1035564
BS910413	ES1036133
BS910413	ES1035566
BS910414	ES1036134
BS910415	ES1035757
BS910415	ES1036702
BS910416	ES1035947
BS910416	ES1035380
BS910417	ES1036515
BS910420	ES1035573
BS910421	ES1036330
BS910422	ES1036331
BS910426	ES1036146
BS910427	ES1035769
BS910430	ES1035583
BS910431	ES1035773
BS910432	ES1035396
BS910433	ES1036531
BS910435	ES1036533
BS910437	ES1036535
BS910437	ES1036157
