EXPSAMPLE_ACCESSION	TREATMENT_ACCESSION
ES1062860	TRT1102
ES1062866	TRT1102
ES1062868	TRT1102
ES1036413	TRT2360
ES1036417	TRT2360
ES1036418	TRT2360
ES1036435	TRT2360
ES1036447	TRT2360
ES1036450	TRT2360
ES1036452	TRT2360
ES1036455	TRT2360
ES1036458	TRT2360
ES1036466	TRT2360
ES1036469	TRT2360
ES1036470	TRT2360
ES1036484	TRT2360
ES1036490	TRT2360
ES1036506	TRT2360
ES1036528	TRT2360
ES1036530	TRT2360
ES1036533	TRT2360
ES1036543	TRT2360
ES1036545	TRT2360
ES1036555	TRT2360
ES1036559	TRT2360
ES1036576	TRT2360
ES1036577	TRT2360
ES1036580	TRT2360
ES1036584	TRT2360
ES1036598	TRT2360
ES1036599	TRT2360
ES1060442	TRT1103
ES1060449	TRT1103
ES1060463	TRT1103
ES1060475	TRT1103
ES1060476	TRT1103
ES1060480	TRT1103
ES1060482	TRT1103
ES1060488	TRT1103
ES1060495	TRT1103
ES1060502	TRT1103
ES1060510	TRT1103
ES1060513	TRT1103
ES1060517	TRT1103
ES1060523	TRT1103
ES1060524	TRT1103
ES1060529	TRT1103
ES1060533	TRT1103
ES1060534	TRT1103
ES1060538	TRT1103
ES1060557	TRT1103
ES1031288	TRT1102
ES1031290	TRT1102
ES1031295	TRT1102
ES1031332	TRT1102
ES1031336	TRT1102
ES1031337	TRT1102
ES1031342	TRT1102
ES1031343	TRT1102
ES1031354	TRT1102
ES1031355	TRT1102
ES1031359	TRT1102
ES1031369	TRT1102
ES1031382	TRT1102
ES1031383	TRT1102
ES1031396	TRT1102
ES1031398	TRT1102
ES1031404	TRT1102
ES1031419	TRT1102
ES1031420	TRT1102
ES1031442	TRT1102
ES1031451	TRT1102
ES1036602	TRT2360
ES1036604	TRT2360
ES1036622	TRT2360
ES1036638	TRT2360
ES1036639	TRT2360
ES1036655	TRT2360
ES1036663	TRT2360
ES1036666	TRT2360
ES1036669	TRT2360
ES1036674	TRT2360
ES1036676	TRT2360
ES1036678	TRT2360
ES1036695	TRT2360
ES1036696	TRT2360
ES1036698	TRT2360
ES1036700	TRT2360
ES1036710	TRT2360
ES1036711	TRT2360
ES1036714	TRT2360
ES1036731	TRT2360
ES1036733	TRT2360
ES1036745	TRT2360
ES1036749	TRT2360
ES1036761	TRT2360
ES1036762	TRT2360
ES1036769	TRT2360
ES1036772	TRT2360
ES1036774	TRT2360
ES1036777	TRT2360
ES1036792	TRT2360
ES1036795	TRT2360
ES1036798	TRT2360
ES1035296	TRT2360
ES1035301	TRT2360
ES1035313	TRT2360
ES1035316	TRT2360
ES1035326	TRT2360
ES1035327	TRT2360
ES1035342	TRT2360
ES1035343	TRT2360
ES1035347	TRT2360
ES1035359	TRT2360
ES1035379	TRT2360
ES1035391	TRT2360
ES1035392	TRT2360
ES1035397	TRT2360
ES1035401	TRT2360
ES1035402	TRT2360
ES1035411	TRT2360
ES1035413	TRT2360
ES1035414	TRT2360
ES1035418	TRT2360
ES1035433	TRT2360
ES1035434	TRT2360
ES1035464	TRT2360
ES1035479	TRT2360
ES1035481	TRT2360
ES1035489	TRT2360
ES1035491	TRT2360
ES1035494	TRT2360
ES1031277	TRT1102
ES1035522	TRT2360
ES1035529	TRT2360
ES1035530	TRT2360
ES1035553	TRT2360
ES1035558	TRT2360
ES1035575	TRT2360
ES1035600	TRT2360
ES1035603	TRT2360
ES1035611	TRT2360
ES1035616	TRT2360
ES1035619	TRT2360
ES1035620	TRT2360
ES1035631	TRT2360
ES1035651	TRT2360
ES1035652	TRT2360
ES1035654	TRT2360
ES1035675	TRT2360
ES1035701	TRT2360
ES1035706	TRT2360
ES1035717	TRT2360
ES1035724	TRT2360
ES1035725	TRT2360
ES1035727	TRT2360
ES1035745	TRT2360
ES1035746	TRT2360
ES1035750	TRT2360
ES1035773	TRT2360
ES1035776	TRT2360
ES1035783	TRT2360
ES1035793	TRT2360
ES1036011	TRT2360
ES1036029	TRT2360
ES1036037	TRT2360
ES1036041	TRT2360
ES1036042	TRT2360
ES1036045	TRT2360
ES1036058	TRT2360
ES1036061	TRT2360
ES1036064	TRT2360
ES1036065	TRT2360
ES1036067	TRT2360
ES1036092	TRT2360
ES1036100	TRT2360
ES1036120	TRT2360
ES1036122	TRT2360
ES1036126	TRT2360
ES1036139	TRT2360
ES1036153	TRT2360
ES1036164	TRT2360
ES1036165	TRT2360
ES1036175	TRT2360
ES1036180	TRT2360
ES1036193	TRT2360
ES1036194	TRT2360
ES1031480	TRT1102
ES1031483	TRT1102
ES1031493	TRT1102
ES1031502	TRT1102
ES1031508	TRT1102
ES1031512	TRT1102
ES1031518	TRT1102
ES1031541	TRT1102
ES1031544	TRT1102
ES1031550	TRT1102
ES1031556	TRT1102
ES1031558	TRT1102
ES1031561	TRT1102
ES1031565	TRT1102
ES1031572	TRT1102
ES1031578	TRT1102
ES1031579	TRT1102
ES1031584	TRT1102
ES1031585	TRT1102
ES1031595	TRT1102
ES1031600	TRT1102
ES1031604	TRT1102
ES1031607	TRT1102
ES1031635	TRT1102
ES1036206	TRT2360
ES1036218	TRT2360
ES1036236	TRT2360
ES1036239	TRT2360
ES1036252	TRT2360
ES1036259	TRT2360
ES1036264	TRT2360
ES1036274	TRT2360
ES1036275	TRT2360
ES1036289	TRT2360
ES1036302	TRT2360
ES1036313	TRT2360
ES1036317	TRT2360
ES1036324	TRT2360
ES1036328	TRT2360
ES1036351	TRT2360
ES1036356	TRT2360
ES1036358	TRT2360
ES1036369	TRT2360
ES1036385	TRT2360
ES1036399	TRT2360
ES1035806	TRT2360
ES1035811	TRT2360
ES1035812	TRT2360
ES1035816	TRT2360
ES1035821	TRT2360
ES1035825	TRT2360
ES1035829	TRT2360
ES1035830	TRT2360
ES1035836	TRT2360
ES1035841	TRT2360
ES1035844	TRT2360
ES1035846	TRT2360
ES1035851	TRT2360
ES1035855	TRT2360
ES1035858	TRT2360
ES1035862	TRT2360
ES1035873	TRT2360
ES1035875	TRT2360
ES1035879	TRT2360
ES1035880	TRT2360
ES1035907	TRT2360
ES1035914	TRT2360
ES1035927	TRT2360
ES1035932	TRT2360
ES1035937	TRT2360
ES1035939	TRT2360
ES1035946	TRT2360
ES1035951	TRT2360
ES1035955	TRT2360
ES1035958	TRT2360
ES1035959	TRT2360
ES1035960	TRT2360
ES1035978	TRT2360
ES1035980	TRT2360
ES1035996	TRT2360
ES1035999	TRT2360
ES1062745	TRT1102
ES1062747	TRT1102
ES1062777	TRT1102
ES1062783	TRT1102
ES1062784	TRT1102
ES1062797	TRT1102
ES1062798	TRT1102
ES1062826	TRT1102
ES1062832	TRT1102
ES1062834	TRT1102
ES1062840	TRT1102
ES1062848	TRT1102
ES1062857	TRT1102
ES1062859	TRT1102
ES1036419	TRT2360
ES1036438	TRT2360
ES1036444	TRT2360
ES1036463	TRT2360
ES1036465	TRT2360
ES1036467	TRT2360
ES1036471	TRT2360
ES1036476	TRT2360
ES1036508	TRT2360
ES1036511	TRT2360
ES1036525	TRT2360
ES1036536	TRT2360
ES1036539	TRT2360
ES1036540	TRT2360
ES1036564	TRT2360
ES1036596	TRT2360
ES1060438	TRT1103
ES1060443	TRT1103
ES1060445	TRT1103
ES1060489	TRT1103
ES1060491	TRT1103
ES1060508	TRT1103
ES1060509	TRT1103
ES1060530	TRT1103
ES1031282	TRT1102
ES1031287	TRT1102
ES1031302	TRT1102
ES1031312	TRT1102
ES1031335	TRT1102
ES1031345	TRT1102
ES1031356	TRT1102
ES1031371	TRT1102
ES1031378	TRT1102
ES1031390	TRT1102
ES1031391	TRT1102
ES1031402	TRT1102
ES1031410	TRT1102
ES1031414	TRT1102
ES1031415	TRT1102
ES1031416	TRT1102
ES1031422	TRT1102
ES1031426	TRT1102
ES1031429	TRT1102
ES1031438	TRT1102
ES1031439	TRT1102
ES1031443	TRT1102
ES1031452	TRT1102
ES1036603	TRT2360
ES1036607	TRT2360
ES1036611	TRT2360
ES1036614	TRT2360
ES1036615	TRT2360
ES1036619	TRT2360
ES1036625	TRT2360
ES1036632	TRT2360
ES1036646	TRT2360
ES1036648	TRT2360
ES1036650	TRT2360
ES1036652	TRT2360
ES1036656	TRT2360
ES1036660	TRT2360
ES1036682	TRT2360
ES1036685	TRT2360
ES1036687	TRT2360
ES1036689	TRT2360
ES1036691	TRT2360
ES1036693	TRT2360
ES1036694	TRT2360
ES1036704	TRT2360
ES1036708	TRT2360
ES1036728	TRT2360
ES1036743	TRT2360
ES1036750	TRT2360
ES1036752	TRT2360
ES1036758	TRT2360
ES1036768	TRT2360
ES1036771	TRT2360
ES1036776	TRT2360
ES1036788	TRT2360
ES1036806	TRT2360
ES1035299	TRT2360
ES1035303	TRT2360
ES1035305	TRT2360
ES1035325	TRT2360
ES1035335	TRT2360
ES1035345	TRT2360
ES1035353	TRT2360
ES1035366	TRT2360
ES1035372	TRT2360
ES1035380	TRT2360
ES1035385	TRT2360
ES1035388	TRT2360
ES1035389	TRT2360
ES1035394	TRT2360
ES1035398	TRT2360
ES1035404	TRT2360
ES1035406	TRT2360
ES1035412	TRT2360
ES1035417	TRT2360
ES1035435	TRT2360
ES1035457	TRT2360
ES1035498	TRT2360
ES1031271	TRT1102
ES1031274	TRT1102
ES1035504	TRT2360
ES1035520	TRT2360
ES1035528	TRT2360
ES1035536	TRT2360
ES1035562	TRT2360
ES1035564	TRT2360
ES1035582	TRT2360
ES1035583	TRT2360
ES1035589	TRT2360
ES1035594	TRT2360
ES1035602	TRT2360
ES1035604	TRT2360
ES1035610	TRT2360
ES1035613	TRT2360
ES1035618	TRT2360
ES1035626	TRT2360
ES1035633	TRT2360
ES1035636	TRT2360
ES1035643	TRT2360
ES1035677	TRT2360
ES1035694	TRT2360
ES1035699	TRT2360
ES1035707	TRT2360
ES1035712	TRT2360
ES1035714	TRT2360
ES1035722	TRT2360
ES1035731	TRT2360
ES1035735	TRT2360
ES1035741	TRT2360
ES1035751	TRT2360
ES1035754	TRT2360
ES1035764	TRT2360
ES1035770	TRT2360
ES1035771	TRT2360
ES1035795	TRT2360
ES1036001	TRT2360
ES1036015	TRT2360
ES1036023	TRT2360
ES1036028	TRT2360
ES1036030	TRT2360
ES1036032	TRT2360
ES1036043	TRT2360
ES1036044	TRT2360
ES1036050	TRT2360
ES1036060	TRT2360
ES1036063	TRT2360
ES1036070	TRT2360
ES1036071	TRT2360
ES1036075	TRT2360
ES1036079	TRT2360
ES1036080	TRT2360
ES1036090	TRT2360
ES1036093	TRT2360
ES1036119	TRT2360
ES1036140	TRT2360
ES1036146	TRT2360
ES1036149	TRT2360
ES1036152	TRT2360
ES1036168	TRT2360
ES1036179	TRT2360
ES1036183	TRT2360
ES1036191	TRT2360
ES1036196	TRT2360
