EXPSAMPLE_ACCESSION	FILE_INFO_ID	RESULT_SCHEMA
ES860208	536423	FCM
ES860208	536421	FCM
ES860210	536432	FCM
ES860210	536431	FCM
ES860211	536428	FCM
ES860211	536425	FCM
ES860212	536429	FCM
ES860213	536431	FCM
ES860214	536427	FCM
ES860215	536430	FCM
ES860216	536429	FCM
ES860217	536524	FCM
ES860217	536429	FCM
ES860217	536428	FCM
ES860218	536435	FCM
ES860218	536434	FCM
ES860218	536426	FCM
ES860391	536427	FCM
ES860391	536426	FCM
ES860392	536524	FCM
ES860393	536429	FCM
ES860394	536434	FCM
ES860394	536433	FCM
ES860396	536432	FCM
ES860396	536424	FCM
ES860397	536426	FCM
ES860397	536423	FCM
ES860399	536465	FCM
ES860399	536426	FCM
ES860400	536430	FCM
ES860400	536429	FCM
ES860400	536423	FCM
ES860401	536466	FCM
ES860402	536431	FCM
ES860402	536428	FCM
ES860403	536427	FCM
ES860404	536466	FCM
ES860404	536432	FCM
ES860404	536431	FCM
ES860404	536429	FCM
ES860405	536432	FCM
ES860405	536427	FCM
ES860405	536425	FCM
ES860405	536424	FCM
ES860406	536433	FCM
ES860406	536429	FCM
ES860406	536424	FCM
ES860407	536427	FCM
ES860407	536425	FCM
ES860408	536432	FCM
ES860408	536431	FCM
ES860409	536425	FCM
ES860410	536429	FCM
ES860410	536426	FCM
ES860411	536433	FCM
ES860411	536423	FCM
ES860412	536432	FCM
ES860412	536427	FCM
ES860412	536424	FCM
ES860413	536427	FCM
ES860413	536426	FCM
ES860414	536431	FCM
ES860414	536426	FCM
ES860414	536425	FCM
ES860415	536524	FCM
ES860415	536431	FCM
ES860415	536426	FCM
ES860417	536425	FCM
ES860418	536432	FCM
ES860418	536430	FCM
ES860418	536428	FCM
ES860418	536425	FCM
ES860419	536428	FCM
ES860420	536429	FCM
ES860420	536428	FCM
ES860422	536434	FCM
ES860422	536433	FCM
ES860422	536431	FCM
ES860422	536427	FCM
ES860423	536429	FCM
ES860424	536433	FCM
ES860424	536426	FCM
ES860425	536433	FCM
ES860425	536425	FCM
ES860426	536433	FCM
ES860426	536430	FCM
ES860426	536425	FCM
ES860427	536524	FCM
ES860427	536422	FCM
ES860428	536428	FCM
ES860428	536427	FCM
ES860430	536524	FCM
ES860433	536471	FCM
ES860433	536434	FCM
ES860433	536431	FCM
ES860433	536428	FCM
ES860434	536471	FCM
ES860434	536434	FCM
ES860435	536431	FCM
ES860435	536423	FCM
ES860436	536428	FCM
ES860436	536426	FCM
ES860437	536472	FCM
ES860437	536434	FCM
ES860437	536432	FCM
ES860437	536429	FCM
ES860437	536428	FCM
ES860437	536427	FCM
ES860437	536426	FCM
ES860438	536423	FCM
ES860438	536422	FCM
ES860439	536524	FCM
ES860439	536425	FCM
ES860439	536424	FCM
ES860439	536422	FCM
ES860442	536524	FCM
ES860442	536431	FCM
ES860442	536428	FCM
ES860443	536427	FCM
ES860443	536423	FCM
ES860444	536473	FCM
ES860444	536434	FCM
ES860444	536422	FCM
ES860445	536434	FCM
ES860445	536429	FCM
ES860445	536423	FCM
ES860446	536473	FCM
ES860446	536429	FCM
ES860446	536424	FCM
ES860446	536422	FCM
ES860447	536524	FCM
ES860447	536431	FCM
ES860447	536427	FCM
ES860449	536432	FCM
ES860450	536426	FCM
ES860451	536524	FCM
ES860451	536474	FCM
ES860451	536429	FCM
ES860452	536474	FCM
ES860453	536433	FCM
ES860453	536431	FCM
ES860454	536524	FCM
ES860454	536434	FCM
ES860454	536427	FCM
ES860454	536424	FCM
ES860455	536434	FCM
ES860455	536427	FCM
ES860455	536425	FCM
ES860455	536424	FCM
ES860456	536428	FCM
ES860456	536423	FCM
ES860457	536429	FCM
ES860457	536423	FCM
ES860458	536423	FCM
ES860459	536433	FCM
ES860460	536433	FCM
ES860460	536423	FCM
ES860461	536431	FCM
ES860461	536426	FCM
ES860462	536426	FCM
ES860462	536425	FCM
ES860463	536433	FCM
ES860463	536430	FCM
ES860463	536429	FCM
ES860463	536428	FCM
ES860464	536434	FCM
ES860464	536431	FCM
ES860465	536431	FCM
ES860466	536431	FCM
ES860466	536426	FCM
ES860467	536434	FCM
ES860468	536431	FCM
ES860468	536426	FCM
ES860469	536424	FCM
ES860470	536432	FCM
ES860470	536430	FCM
ES860470	536429	FCM
ES860471	536427	FCM
ES860471	536426	FCM
ES860471	536422	FCM
ES860473	536524	FCM
ES860473	536431	FCM
ES860473	536429	FCM
ES860473	536425	FCM
ES860473	536422	FCM
ES860474	536433	FCM
ES860474	536430	FCM
ES860475	536434	FCM
ES860475	536422	FCM
ES860476	536426	FCM
ES860476	536423	FCM
ES860477	536429	FCM
ES860477	536422	FCM
ES860478	536433	FCM
ES860478	536428	FCM
ES860478	536424	FCM
ES860479	536429	FCM
ES860480	536431	FCM
ES860480	536429	FCM
ES860482	536431	FCM
ES860483	536524	FCM
ES860483	536432	FCM
ES860483	536425	FCM
ES860483	536422	FCM
ES860484	536480	FCM
ES860485	536524	FCM
ES860485	536432	FCM
ES860485	536428	FCM
ES860487	536431	FCM
ES860487	536429	FCM
ES860487	536424	FCM
ES860488	536427	FCM
ES860488	536424	FCM
ES860489	536433	FCM
ES860489	536428	FCM
ES860489	536423	FCM
ES860490	536481	FCM
ES860491	536481	FCM
ES860491	536434	FCM
ES860491	536424	FCM
ES860493	536426	FCM
ES860494	536481	FCM
ES860494	536433	FCM
ES860494	536430	FCM
ES860494	536428	FCM
ES860495	536426	FCM
ES860497	536524	FCM
ES860497	536434	FCM
ES860497	536433	FCM
ES860498	536431	FCM
ES860498	536426	FCM
ES860499	536423	FCM
ES860500	536425	FCM
ES860504	536427	FCM
ES860504	536422	FCM
