EXPSAMPLE_ACCESSION	TREATMENT_ACCESSION
ES815325	TRT1609
ES815326	TRT1609
ES815331	TRT1609
ES815334	TRT1609
ES815340	TRT1609
ES815342	TRT1609
ES815348	TRT1609
ES815353	TRT1609
ES815367	TRT1609
ES815380	TRT1609
ES815381	TRT1609
ES815383	TRT1609
ES815386	TRT1609
ES815389	TRT1609
ES815401	TRT1609
ES815409	TRT1609
ES815422	TRT1609
ES815428	TRT1609
ES815429	TRT1609
ES815432	TRT1609
ES815440	TRT1609
ES815445	TRT1609
ES815461	TRT1609
ES815466	TRT1609
ES815469	TRT1609
ES815474	TRT1609
ES815479	TRT1609
ES774503	TRT1191
ES860671	TRT1755
ES860675	TRT1753
ES860689	TRT1755
ES860704	TRT492
ES860710	TRT492
ES860730	TRT1754
ES860731	TRT1755
ES860754	TRT1754
ES860760	TRT1754
ES860765	TRT1753
ES860771	TRT1753
ES860774	TRT494
ES860795	TRT1753
ES860796	TRT1754
ES860813	TRT1753
ES860819	TRT1753
ES860820	TRT1754
ES782602	TRT1336
ES782606	TRT1336
ES782610	TRT1336
ES782617	TRT1336
ES782634	TRT1336
ES782641	TRT1336
ES782653	TRT1336
ES782655	TRT1336
ES782657	TRT1336
ES782667	TRT1336
ES782692	TRT1336
ES782693	TRT1336
ES782708	TRT1336
ES782713	TRT1336
ES782739	TRT1336
ES782744	TRT1336
ES782752	TRT1336
ES782753	TRT1336
ES782774	TRT1336
ES782778	TRT1336
ES782787	TRT1336
ES782415	TRT1336
ES782431	TRT1336
ES782442	TRT1336
ES782446	TRT1336
ES782453	TRT1336
ES782458	TRT1336
ES782460	TRT1336
ES782466	TRT1336
ES782473	TRT1336
ES782474	TRT1336
ES782478	TRT1336
ES782480	TRT1336
ES782483	TRT1336
ES782487	TRT1336
ES782490	TRT1336
ES782492	TRT1336
ES782509	TRT1336
ES782511	TRT1336
ES782512	TRT1336
ES782518	TRT1336
ES782538	TRT1336
ES782552	TRT1336
ES782570	TRT1336
ES782584	TRT1336
ES782588	TRT1336
ES782589	TRT1336
ES782590	TRT1336
ES774454	TRT1191
ES774461	TRT1191
ES774468	TRT1191
ES774474	TRT1191
ES774482	TRT1191
ES774485	TRT1191
ES774494	TRT1191
ES782800	TRT1336
ES782819	TRT1336
ES782828	TRT1336
ES815192	TRT1609
ES815195	TRT1609
ES815200	TRT1609
ES815201	TRT1609
ES815211	TRT1609
ES815225	TRT1609
ES815228	TRT1609
ES782307	TRT1336
ES782314	TRT1336
ES782322	TRT1336
ES782323	TRT1336
ES782329	TRT1336
ES782399	TRT1336
ES782402	TRT1336
ES782405	TRT1336
ES860239	TRT1755
ES860266	TRT492
ES860268	TRT1754
ES860269	TRT1755
ES860271	TRT495
ES860272	TRT492
ES860274	TRT1754
ES860278	TRT492
ES860285	TRT1753
ES860288	TRT494
ES860299	TRT1755
ES860300	TRT494
ES860327	TRT1753
ES860340	TRT1754
ES860344	TRT492
ES860348	TRT494
ES860349	TRT495
ES860354	TRT494
ES860359	TRT1755
ES860362	TRT492
ES860367	TRT495
ES860368	TRT492
ES860373	TRT495
ES860374	TRT492
ES860381	TRT1753
ES775591	TRT1193
ES775597	TRT1193
ES775608	TRT1193
ES775619	TRT1193
ES775636	TRT1193
ES775638	TRT1193
ES775641	TRT1193
ES775642	TRT1193
ES775645	TRT1193
ES775647	TRT1193
ES775648	TRT1193
ES775651	TRT1193
ES775667	TRT1193
ES775668	TRT1193
ES775670	TRT1193
ES775687	TRT1193
ES775688	TRT1193
ES775689	TRT1193
ES775691	TRT1193
ES775534	TRT1193
ES775546	TRT1193
ES775548	TRT1193
ES775549	TRT1193
ES775557	TRT1193
ES775574	TRT1193
ES775578	TRT1193
ES775586	TRT1193
ES860212	TRT492
ES860214	TRT1754
ES860216	TRT494
ES860412	TRT1754
ES860431	TRT1755
ES860454	TRT1754
ES860479	TRT1755
ES860482	TRT492
ES860487	TRT495
ES860488	TRT492
ES860500	TRT492
ES860511	TRT495
ES860523	TRT495
ES860531	TRT1753
ES860542	TRT492
ES860548	TRT492
ES860559	TRT495
ES860568	TRT1754
ES860586	TRT1754
ES860600	TRT494
ES860607	TRT495
ES860616	TRT1754
ES860621	TRT1753
ES860631	TRT495
ES860633	TRT1753
ES860642	TRT494
ES815484	TRT1609
ES815515	TRT1609
ES815526	TRT1609
ES815544	TRT1609
ES815552	TRT1609
ES815554	TRT1609
ES815559	TRT1609
ES815578	TRT1609
ES815582	TRT1609
ES815586	TRT1609
ES815601	TRT1609
ES815607	TRT1609
ES815615	TRT1609
ES815617	TRT1609
ES815619	TRT1609
ES815620	TRT1609
ES815632	TRT1609
ES815642	TRT1609
ES815646	TRT1609
ES815648	TRT1609
ES815650	TRT1609
ES815651	TRT1609
ES815656	TRT1609
ES815232	TRT1609
ES815249	TRT1609
ES815256	TRT1609
ES815258	TRT1609
ES815259	TRT1609
ES815268	TRT1609
ES815273	TRT1609
ES815279	TRT1609
ES815287	TRT1609
ES815290	TRT1609
ES815294	TRT1609
ES815298	TRT1609
ES815300	TRT1609
ES815304	TRT1609
ES815350	TRT1609
ES815372	TRT1609
ES815375	TRT1609
ES815379	TRT1609
ES815385	TRT1609
ES815396	TRT1609
ES815420	TRT1609
ES815444	TRT1609
ES815455	TRT1609
ES774507	TRT1191
ES860658	TRT1754
ES860662	TRT492
ES860686	TRT492
ES860691	TRT495
ES860695	TRT1755
ES860700	TRT1754
ES860716	TRT492
ES860723	TRT1753
ES860734	TRT492
ES860740	TRT492
ES860741	TRT1753
ES860745	TRT495
ES860747	TRT1753
ES860763	TRT495
ES860772	TRT1754
ES860780	TRT494
ES860782	TRT492
ES860786	TRT494
ES860791	TRT1755
ES860804	TRT494
ES860808	TRT1754
ES860810	TRT494
ES860823	TRT495
ES782600	TRT1336
ES782603	TRT1336
ES782619	TRT1336
ES782631	TRT1336
ES782638	TRT1336
ES782642	TRT1336
ES782646	TRT1336
ES782669	TRT1336
ES782674	TRT1336
ES782677	TRT1336
ES782691	TRT1336
ES782694	TRT1336
ES782696	TRT1336
ES782699	TRT1336
ES782711	TRT1336
ES782726	TRT1336
ES782754	TRT1336
ES782768	TRT1336
ES782771	TRT1336
ES782777	TRT1336
ES782411	TRT1336
ES782419	TRT1336
ES782430	TRT1336
ES782441	TRT1336
ES782447	TRT1336
ES782469	TRT1336
ES782504	TRT1336
ES782506	TRT1336
ES782516	TRT1336
ES782527	TRT1336
ES782531	TRT1336
ES782535	TRT1336
ES782540	TRT1336
ES782553	TRT1336
ES782575	TRT1336
ES782582	TRT1336
ES782583	TRT1336
ES782599	TRT1336
ES774437	TRT1191
ES774443	TRT1191
ES774452	TRT1191
ES774470	TRT1191
ES774473	TRT1191
ES774475	TRT1191
ES774477	TRT1191
ES774479	TRT1191
ES774484	TRT1191
ES774488	TRT1191
ES782813	TRT1336
ES815180	TRT1609
ES815205	TRT1609
ES815213	TRT1609
ES815229	TRT1609
ES782319	TRT1336
ES782328	TRT1336
ES782335	TRT1336
ES782341	TRT1336
ES782343	TRT1336
ES782353	TRT1336
ES782367	TRT1336
ES860220	TRT1754
ES860240	TRT494
ES860251	TRT1755
ES860255	TRT1753
ES860256	TRT1754
ES860265	TRT495
ES860267	TRT1753
ES860284	TRT492
ES860294	TRT494
ES860295	TRT495
ES860309	TRT1753
ES860312	TRT494
ES860317	TRT1755
ES860335	TRT1755
ES860343	TRT495
ES860347	TRT1755
ES860357	TRT1753
ES860377	TRT1755
ES860380	TRT492
ES775595	TRT1193
ES775596	TRT1193
ES775606	TRT1193
ES775607	TRT1193
ES775609	TRT1193
ES775611	TRT1193
ES775614	TRT1193
ES775621	TRT1193
ES775633	TRT1193
ES775634	TRT1193
ES775640	TRT1193
ES775665	TRT1193
ES775681	TRT1193
ES775545	TRT1193
ES775552	TRT1193
ES775553	TRT1193
ES775558	TRT1193
ES775565	TRT1193
ES775569	TRT1193
ES775575	TRT1193
ES860215	TRT1755
ES860392	TRT492
ES860395	TRT1755
ES860397	TRT495
ES860410	TRT492
ES860420	TRT494
ES860424	TRT1754
ES860429	TRT1753
ES860435	TRT1753
ES860442	TRT1754
ES860444	TRT494
ES860449	TRT1755
ES860457	TRT495
ES860465	TRT1753
ES860473	TRT1755
ES860475	TRT495
ES860516	TRT494
ES860517	TRT495
ES860520	TRT1754
ES860521	TRT1755
ES860524	TRT492
ES860529	TRT495
ES860544	TRT1754
ES860561	TRT1753
ES860562	TRT1754
ES860563	TRT1755
ES860577	TRT495
ES860578	TRT492
ES860579	TRT1753
ES860592	TRT1754
ES860596	TRT492
ES860611	TRT1755
ES860629	TRT1755
ES860634	TRT1754
ES860636	TRT494
ES860637	TRT495
ES860638	TRT492
ES860647	TRT1755
ES860648	TRT494
ES815494	TRT1609
ES815501	TRT1609
ES815519	TRT1609
ES815527	TRT1609
ES815533	TRT1609
ES815541	TRT1609
ES815550	TRT1609
ES815553	TRT1609
ES815560	TRT1609
ES815569	TRT1609
ES815573	TRT1609
ES815577	TRT1609
ES815580	TRT1609
ES815592	TRT1609
ES815599	TRT1609
ES815612	TRT1609
ES815616	TRT1609
ES815618	TRT1609
ES815630	TRT1609
ES815633	TRT1609
ES815638	TRT1609
ES815639	TRT1609
ES815644	TRT1609
ES815645	TRT1609
ES815230	TRT1609
ES815262	TRT1609
ES815271	TRT1609
ES815281	TRT1609
ES815285	TRT1609
ES815292	TRT1609
ES815306	TRT1609
ES815316	TRT1609
ES815317	TRT1609
ES815321	TRT1609
ES815324	TRT1609
ES815327	TRT1609
ES815333	TRT1609
ES815347	TRT1609
ES815351	TRT1609
ES815359	TRT1609
ES815365	TRT1609
ES815390	TRT1609
ES815398	TRT1609
ES815402	TRT1609
ES815406	TRT1609
ES815430	TRT1609
ES815438	TRT1609
ES815442	TRT1609
ES815447	TRT1609
ES815457	TRT1609
ES815463	TRT1609
ES815472	TRT1609
ES815473	TRT1609
ES774504	TRT1191
ES774506	TRT1191
ES860660	TRT494
ES860667	TRT495
ES860668	TRT492
ES860676	TRT1754
ES860683	TRT1755
ES860692	TRT492
ES860693	TRT1753
ES860699	TRT1753
ES860705	TRT1753
ES860719	TRT1755
ES860722	TRT492
ES860729	TRT1753
ES860738	TRT494
ES860743	TRT1755
ES860749	TRT1755
ES860750	TRT494
ES860757	TRT495
ES860767	TRT1755
ES860769	TRT495
ES860770	TRT492
ES860776	TRT492
ES860783	TRT1753
ES860784	TRT1754
ES860787	TRT495
ES860800	TRT492
ES782607	TRT1336
ES782609	TRT1336
ES782614	TRT1336
ES782623	TRT1336
ES782627	TRT1336
ES782632	TRT1336
ES782633	TRT1336
ES782636	TRT1336
ES782639	TRT1336
ES782649	TRT1336
ES782652	TRT1336
ES782656	TRT1336
ES782666	TRT1336
ES782679	TRT1336
ES782686	TRT1336
ES782701	TRT1336
ES782704	TRT1336
ES782719	TRT1336
ES782720	TRT1336
ES782721	TRT1336
ES782724	TRT1336
ES782735	TRT1336
ES782738	TRT1336
ES782749	TRT1336
ES782763	TRT1336
ES782783	TRT1336
ES782785	TRT1336
ES782788	TRT1336
ES782416	TRT1336
ES782417	TRT1336
ES782425	TRT1336
ES782434	TRT1336
ES782448	TRT1336
ES782449	TRT1336
ES782451	TRT1336
ES782456	TRT1336
ES782457	TRT1336
ES782475	TRT1336
ES782477	TRT1336
ES782488	TRT1336
ES782495	TRT1336
ES782502	TRT1336
ES782520	TRT1336
ES782525	TRT1336
ES782526	TRT1336
ES782533	TRT1336
ES782534	TRT1336
ES782536	TRT1336
ES782539	TRT1336
ES782541	TRT1336
ES782542	TRT1336
ES782543	TRT1336
ES782560	TRT1336
ES782565	TRT1336
ES782571	TRT1336
ES782577	TRT1336
ES774451	TRT1191
ES774457	TRT1191
ES774478	TRT1191
ES774492	TRT1191
ES774493	TRT1191
ES774498	TRT1191
ES774499	TRT1191
ES782804	TRT1336
ES782806	TRT1336
ES782812	TRT1336
ES782825	TRT1336
ES782829	TRT1336
ES815183	TRT1609
ES815190	TRT1609
ES815196	TRT1609
ES815198	TRT1609
ES815199	TRT1609
ES815203	TRT1609
ES815204	TRT1609
ES782303	TRT1336
ES782309	TRT1336
ES782311	TRT1336
ES782312	TRT1336
ES782313	TRT1336
ES782325	TRT1336
ES782330	TRT1336
ES782336	TRT1336
ES782338	TRT1336
ES782342	TRT1336
ES782346	TRT1336
ES782348	TRT1336
ES782355	TRT1336
ES782357	TRT1336
ES782358	TRT1336
ES782360	TRT1336
ES782365	TRT1336
ES782373	TRT1336
ES782374	TRT1336
ES782385	TRT1336
ES782386	TRT1336
ES782387	TRT1336
ES782406	TRT1336
ES782407	TRT1336
ES860231	TRT1753
ES860246	TRT494
ES860248	TRT492
ES860263	TRT1755
ES860277	TRT495
ES860286	TRT1754
ES860287	TRT1755
ES860297	TRT1753
ES860305	TRT1755
ES860306	TRT494
ES860332	TRT492
ES860339	TRT1753
ES860341	TRT1755
ES860351	TRT1753
ES860366	TRT494
ES860383	TRT1755
ES860387	TRT1753
ES860828	TRT494
ES775590	TRT1193
ES775620	TRT1193
ES775646	TRT1193
ES775657	TRT1193
ES775658	TRT1193
ES775659	TRT1193
ES775660	TRT1193
ES775661	TRT1193
ES775674	TRT1193
ES775679	TRT1193
ES775683	TRT1193
ES775541	TRT1193
ES775556	TRT1193
ES775570	TRT1193
ES775573	TRT1193
ES775576	TRT1193
ES775588	TRT1193
