FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
157450	5		SSC-H		SSC-H
157451	17		Time		Time
157451	11		PE-Cy7-A	CD38	CD38
157452	13		QDot 565-A		CD45
157453	11		PE-Cy7-A	ITGAM	CD11b
157453	4		SSC-A		SSC-A
157454	12		Pacific Blue-A	CD4	CD4
157454	1		FSC-A		FSC-A
157454	11		PE-Cy7-A	CCR7	CCR7
157455	10		PE-Cy5-A	CD20	CD20
157456	8		PE-A	CLEC4C	BDCA2
157456	7		FITC-A		Lin-1
157456	16		APC-Cy7-A		APC-Cy7-A
157457	4		SSC-A		SSC-A
157457	17		Time		Time
157457	15		Alexa 700-A	HLA-DRA	HLA-DR
157457	11		PE-Cy7-A	ITGAM	CD11b
157458	14		APC-A	ICOS	ICOS
157458	9		PE-TxR-A	PTPRC	CD45RA
157459	16		APC-Cy7-A	CD27	CD27
157459	15		Alexa 700-A		CD3/CD14
157459	10		PE-Cy5-A	CD20	CD20
157460	3		FSC-W		FSC-W
157461	2		FSC-H		FSC-H
157461	10		PE-Cy5-A	CD40	CD40
157462	3		FSC-W		FSC-W
157463	14		APC-A	SDC1	CD138
157464	15		Alexa 700-A	HLA-DRA	HLA-DR
157466	6		SSC-W		SSC-W
157466	5		SSC-H		SSC-H
157467	10		PE-Cy5-A	CD20	CD20
157467	5		SSC-H		SSC-H
157467	3		FSC-W		FSC-W
157468	10		PE-Cy5-A	ITAX	CD11c
157469	8		PE-A	CD14	CD14
157470	5		SSC-H		SSC-H
157470	17		Time		Time
157471	2		FSC-H		FSC-H
157471	15		Alexa 700-A		CD3/CD14
157472	4		SSC-A		SSC-A
157472	8		PE-A	CLEC4C	BDCA2
157472	3		FSC-W		FSC-W
157473	1		FSC-A		FSC-A
157473	4		SSC-A		SSC-A
157473	9		PE-TxR-A	CD2	CD2
157473	3		FSC-W		FSC-W
157474	5		SSC-H		SSC-H
157474	16		APC-Cy7-A	CD8A	CD8
157475	16		APC-Cy7-A	CD27	CD27
157477	3		FSC-W		FSC-W
157477	16		APC-Cy7-A	FCG3A	CD16
157477	7		FITC-A	CX3CR1	CX3CR1
157478	3		FSC-W		FSC-W
157478	16		APC-Cy7-A	CD8A	CD8
157478	1		FSC-A		FSC-A
157478	7		FITC-A	CXCR5	CXCR5
157479	8		PE-A	CD24	CD24
157479	17		Time		Time
157479	2		FSC-H		FSC-H
157481	9		PE-TxR-A	CD2	CD2
157481	8		PE-A	CD14	CD14
157481	5		SSC-H		SSC-H
157482	2		FSC-H		FSC-H
157482	14		APC-A	ICOS	ICOS
157482	3		FSC-W		FSC-W
157483	8		PE-A	CD24	CD24
157484	5		SSC-H		SSC-H
157485	13		QDot 565-A		CD45
157485	6		SSC-W		SSC-W
157485	11		PE-Cy7-A	ITGAM	CD11b
157486	4		SSC-A		SSC-A
157486	13		QDot 565-A		CD45
157486	6		SSC-W		SSC-W
157503	6		SSC-W		SSC-W
157503	7		FITC-A	IGHD	IgD
157503	16		APC-Cy7-A	CD27	CD27
157503	12		Pacific Blue-A	CD86	CD86
157503	2		FSC-H		FSC-H
157505	17		Time		Time
157505	6		SSC-W		SSC-W
157506	8		PE-A	CCR6	CCR6
157507	9		PE-TxR-A	CD19	CD19
157508	9		PE-TxR-A	CD2	CD2
157509	15		Alexa 700-A	HLA-DRA	HLA-DR
157509	9		PE-TxR-A	CD2	CD2
157510	12		Pacific Blue-A	CD4	CD4
157510	4		SSC-A		SSC-A
157513	3		FSC-W		FSC-W
157513	16		APC-Cy7-A	FCG3A	CD16
157514	2		FSC-H		FSC-H
157515	4		SSC-A		SSC-A
157515	8		PE-A	CD24	CD24
157515	5		SSC-H		SSC-H
157515	17		Time		Time
157515	6		SSC-W		SSC-W
157516	14		APC-A	THBD	BDCA3
157517	10		PE-Cy5-A	CD40	CD40
157518	9		PE-TxR-A	PTPRC	CD45RA
157518	12		Pacific Blue-A	CD4	CD4
157519	7		FITC-A	IGHD	IgD
157519	5		SSC-H		SSC-H
157519	13		QDot 565-A		CD45
157519	2		FSC-H		FSC-H
157519	14		APC-A	SDC1	CD138
157520	1		FSC-A		FSC-A
157520	10		PE-Cy5-A	ITAX	CD11c
157520	4		SSC-A		SSC-A
157521	6		SSC-W		SSC-W
157522	3		FSC-W		FSC-W
157522	12		Pacific Blue-A	CD4	CD4
157522	1		FSC-A		FSC-A
157522	8		PE-A	CCR6	CCR6
157523	3		FSC-W		FSC-W
157523	12		Pacific Blue-A	CD86	CD86
157523	17		Time		Time
157523	11		PE-Cy7-A	CD38	CD38
157523	9		PE-TxR-A	CD19	CD19
157525	5		SSC-H		SSC-H
157525	13		QDot 565-A		CD45
157526	6		SSC-W		SSC-W
157526	4		SSC-A		SSC-A
157527	18		Time		Time
157527	14		QDot 565-A		CD45
157527	15		APC-A	SDC1	CD138
157527	10		PE-Cy5-A	CD20	CD20
157528	17		APC-Cy7-A		APC-Cy7-A
157528	6		SSC-W		SSC-W
157529	18		Time		Time
157529	11		PerCP-Cy5-5-A		PerCP-Cy5-5-A
157530	12		PE-Cy7-A	CCR7	CCR7
157531	12		PE-Cy7-A	CD38	CD38
157533	6		SSC-W		SSC-W
157533	11		PerCP-Cy5-5-A		PerCP-Cy5-5-A
157533	7		FITC-A	CX3CR1	CX3CR1
157534	8		PE-A	CCR6	CCR6
157535	13		Pacific Blue-A	CD86	CD86
157535	17		APC-Cy7-A	CD27	CD27
157535	4		SSC-A		SSC-A
157536	18		Time		Time
157536	9		PE-TxR-A	CD2	CD2
157537	8		PE-A	CD14	CD14
157538	17		APC-Cy7-A	CD8A	CD8
157538	15		APC-A	ICOS	ICOS
157539	9		PE-TxR-A	CD19	CD19
157539	14		QDot 565-A		CD45
157540	11		PerCP-Cy5-5-A		PerCP-Cy5-5-A
157540	8		PE-A	CLEC4C	BDCA2
157541	3		FSC-W		FSC-W
157541	16		Alexa 700-A	HLA-DRA	HLA-DR
157541	13		Pacific Blue-A	CD86	CD86
157543	18		Time		Time
157543	11		PerCP-Cy5-5-A		PerCP-Cy5-5-A
157544	5		SSC-H		SSC-H
157544	16		Alexa 700-A	HLA-DRA	HLA-DR
157545	7		FITC-A	CX3CR1	CX3CR1
157547	1		FSC-A		FSC-A
157547	4		SSC-A		SSC-A
157548	13		QDot 565-A		CD45
157548	14		APC-A	THBD	BDCA3
157549	2		FSC-H		FSC-H
157549	14		APC-A		SLAN
157549	7		FITC-A	CX3CR1	CX3CR1
157550	12		Pacific Blue-A	CD4	CD4
157550	8		PE-A	CCR6	CCR6
157551	9		PE-TxR-A	CD19	CD19
157551	3		FSC-W		FSC-W
157551	16		APC-Cy7-A	CD27	CD27
157551	13		QDot 565-A		CD45
157553	17		Time		Time
157553	2		FSC-H		FSC-H
157553	14		APC-A		SLAN
157554	9		PE-TxR-A	PTPRC	CD45RA
157555	2		FSC-H		FSC-H
157555	1		FSC-A		FSC-A
157555	8		PE-A	CD24	CD24
157556	5		SSC-H		SSC-H
157556	17		Time		Time
157556	2		FSC-H		FSC-H
157557	12		Pacific Blue-A	CD86	CD86
157557	4		SSC-A		SSC-A
157558	1		FSC-A		FSC-A
157558	9		PE-TxR-A	PTPRC	CD45RA
157559	2		FSC-H		FSC-H
157559	11		PE-Cy7-A	CD38	CD38
157560	16		APC-Cy7-A		APC-Cy7-A
157560	12		Pacific Blue-A	CD86	CD86
157560	14		APC-A	THBD	BDCA3
157561	8		PE-A	CD14	CD14
157562	11		PE-Cy7-A	CCR7	CCR7
157562	7		FITC-A	CXCR5	CXCR5
157564	5		SSC-H		SSC-H
157564	3		FSC-W		FSC-W
157565	12		Pacific Blue-A	CD86	CD86
157566	12		Pacific Blue-A	CD4	CD4
157566	15		Alexa 700-A	CD3E	CD3
157567	9		PE-TxR-A	CD19	CD19
157567	16		APC-Cy7-A	CD27	CD27
157568	5		SSC-H		SSC-H
157568	13		QDot 565-A		CD45
157568	12		Pacific Blue-A	CD86	CD86
157568	1		FSC-A		FSC-A
157569	3		FSC-W		FSC-W
157570	7		FITC-A	CXCR5	CXCR5
157571	7		FITC-A	IGHD	IgD
157571	5		SSC-H		SSC-H
157572	4		SSC-A		SSC-A
157572	3		FSC-W		FSC-W
157572	12		Pacific Blue-A	CD86	CD86
157572	10		PE-Cy5-A	ITAX	CD11c
157573	2		FSC-H		FSC-H
157573	6		SSC-W		SSC-W
157574	9		PE-TxR-A	PTPRC	CD45RA
157575	16		APC-Cy7-A	CD27	CD27
157575	12		Pacific Blue-A	CD86	CD86
157577	5		SSC-H		SSC-H
157577	3		FSC-W		FSC-W
157577	1		FSC-A		FSC-A
157577	6		SSC-W		SSC-W
157579	7		FITC-A	IGHD	IgD
157579	12		Pacific Blue-A	CD86	CD86
157580	13		QDot 565-A		CD45
157581	6		SSC-W		SSC-W
157581	9		PE-TxR-A	CD2	CD2
157581	12		Pacific Blue-A	CD86	CD86
157583	5		SSC-H		SSC-H
157583	3		FSC-W		FSC-W
157583	15		Alexa 700-A		CD3/CD14
157584	9		PE-TxR-A	CD2	CD2
157584	8		PE-A	CLEC4C	BDCA2
157584	16		APC-Cy7-A		APC-Cy7-A
157584	2		FSC-H		FSC-H
157584	6		SSC-W		SSC-W
157584	10		PE-Cy5-A	ITAX	CD11c
157585	15		Alexa 700-A	HLA-DRA	HLA-DR
157585	4		SSC-A		SSC-A
157586	17		Time		Time
157586	3		FSC-W		FSC-W
157587	7		FITC-A	IGHD	IgD
157587	13		QDot 565-A		CD45
157588	3		FSC-W		FSC-W
157588	9		PE-TxR-A	CD2	CD2
157589	8		PE-A	CD14	CD14
157589	13		QDot 565-A		CD45
157589	15		Alexa 700-A	HLA-DRA	HLA-DR
157590	16		APC-Cy7-A	CD8A	CD8
157590	2		FSC-H		FSC-H
157590	10		PE-Cy5-A	CXCR3	CXCR3
157591	14		APC-A	SDC1	CD138
157591	15		Alexa 700-A		CD3/CD14
157591	10		PE-Cy5-A	CD20	CD20
157591	7		FITC-A	IGHD	IgD
157592	5		SSC-H		SSC-H
157592	16		APC-Cy7-A		APC-Cy7-A
157592	13		QDot 565-A		CD45
157592	2		FSC-H		FSC-H
157594	14		APC-A	ICOS	ICOS
157594	8		PE-A	CCR6	CCR6
157594	3		FSC-W		FSC-W
157594	12		Pacific Blue-A	CD4	CD4
157595	14		APC-A	SDC1	CD138
157595	9		PE-TxR-A	CD19	CD19
157595	7		FITC-A	IGHD	IgD
157595	16		APC-Cy7-A	CD27	CD27
157595	12		Pacific Blue-A	CD86	CD86
157596	14		APC-A	THBD	BDCA3
157596	15		Alexa 700-A	HLA-DRA	HLA-DR
157596	10		PE-Cy5-A	ITAX	CD11c
157597	4		SSC-A		SSC-A
157597	9		PE-TxR-A	CD2	CD2
157597	16		APC-Cy7-A	FCG3A	CD16
157598	3		FSC-W		FSC-W
157598	2		FSC-H		FSC-H
157598	1		FSC-A		FSC-A
157598	15		Alexa 700-A	CD3E	CD3
157598	10		PE-Cy5-A	CXCR3	CXCR3
157599	5		SSC-H		SSC-H
157599	1		FSC-A		FSC-A
157599	4		SSC-A		SSC-A
157599	8		PE-A	CD24	CD24
157600	3		FSC-W		FSC-W
157600	8		PE-A	CLEC4C	BDCA2
157601	7		FITC-A	CX3CR1	CX3CR1
157601	5		SSC-H		SSC-H
157601	3		FSC-W		FSC-W
157602	16		APC-Cy7-A	CD8A	CD8
157602	13		QDot 565-A		CD45
157602	14		APC-A	ICOS	ICOS
157602	1		FSC-A		FSC-A
157603	9		PE-TxR-A	CD19	CD19
157603	1		FSC-A		FSC-A
157603	15		Alexa 700-A		CD3/CD14
157603	11		PE-Cy7-A	CD38	CD38
157604	8		PE-A	CLEC4C	BDCA2
157604	17		Time		Time
157604	6		SSC-W		SSC-W
157605	10		PE-Cy5-A	CD40	CD40
157605	4		SSC-A		SSC-A
157605	9		PE-TxR-A	CD2	CD2
157605	7		FITC-A	CX3CR1	CX3CR1
157606	8		PE-A	CCR6	CCR6
157607	14		APC-A	SDC1	CD138
157607	10		PE-Cy5-A	CD20	CD20
157608	11		PE-Cy7-A	CD1C	CD1c
157608	4		SSC-A		SSC-A
157609	6		SSC-W		SSC-W
157610	9		PE-TxR-A	PTPRC	CD45RA
157611	9		PE-TxR-A	CD19	CD19
157611	7		FITC-A	IGHD	IgD
157611	5		SSC-H		SSC-H
157612	17		Time		Time
157614	7		FITC-A	CXCR5	CXCR5
157615	6		SSC-W		SSC-W
157617	1		FSC-A		FSC-A
157617	14		APC-A		SLAN
157617	3		FSC-W		FSC-W
157618	13		QDot 565-A		CD45
157619	9		PE-TxR-A	CD19	CD19
157619	3		FSC-W		FSC-W
157621	17		Time		Time
157621	11		PE-Cy7-A	ITGAM	CD11b
157621	4		SSC-A		SSC-A
157621	9		PE-TxR-A	CD2	CD2
157621	5		SSC-H		SSC-H
157623	5		SSC-H		SSC-H
157623	16		APC-Cy7-A	CD27	CD27
157623	11		PE-Cy7-A	CD38	CD38
157624	12		Pacific Blue-A	CD86	CD86
157624	15		Alexa 700-A	HLA-DRA	HLA-DR
157624	6		SSC-W		SSC-W
157625	9		PE-TxR-A	CD2	CD2
157625	13		QDot 565-A		CD45
157625	17		Time		Time
157625	14		APC-A		SLAN
157625	11		PE-Cy7-A	ITGAM	CD11b
157626	3		FSC-W		FSC-W
157626	16		APC-Cy7-A	CD8A	CD8
157626	13		QDot 565-A		CD45
157626	11		PE-Cy7-A	CCR7	CCR7
157627	5		SSC-H		SSC-H
157627	11		PE-Cy7-A	CD38	CD38
157627	8		PE-A	CD24	CD24
157629	9		PE-TxR-A	CD2	CD2
157630	9		PE-TxR-A	PTPRC	CD45RA
157630	17		Time		Time
157631	16		APC-Cy7-A	CD27	CD27
157632	4		SSC-A		SSC-A
157633	1		FSC-A		FSC-A
157633	10		PE-Cy5-A	CD40	CD40
157634	6		SSC-W		SSC-W
157635	1		FSC-A		FSC-A
157635	9		PE-TxR-A	CD19	CD19
157636	11		PE-Cy7-A	CD1C	CD1c
157636	10		PE-Cy5-A	ITAX	CD11c
157636	8		PE-A	CLEC4C	BDCA2
157637	3		FSC-W		FSC-W
157637	12		Pacific Blue-A	CD86	CD86
157638	1		FSC-A		FSC-A
157638	15		Alexa 700-A	CD3E	CD3
157638	16		APC-Cy7-A	CD8A	CD8
157639	1		FSC-A		FSC-A
157639	8		PE-A	CD24	CD24
157639	17		Time		Time
157640	14		APC-A	THBD	BDCA3
157641	8		PE-A	CD14	CD14
157641	5		SSC-H		SSC-H
157641	13		QDot 565-A		CD45
157641	6		SSC-W		SSC-W
157642	11		PE-Cy7-A	CCR7	CCR7
157643	2		FSC-H		FSC-H
157643	4		SSC-A		SSC-A
157643	7		FITC-A	IGHD	IgD
157644	7		FITC-A		Lin-1
157644	12		Pacific Blue-A	CD86	CD86
157645	5		SSC-H		SSC-H
157646	4		SSC-A		SSC-A
157646	3		FSC-W		FSC-W
157671	9		PE-TxR-A	CD19	CD19
157671	3		FSC-W		FSC-W
157672	16		APC-Cy7-A		APC-Cy7-A
157672	13		QDot 565-A		CD45
157672	12		Pacific Blue-A	CD86	CD86
157672	14		APC-A	THBD	BDCA3
157673	7		FITC-A	CX3CR1	CX3CR1
157674	15		Alexa 700-A	CD3E	CD3
157675	13		QDot 565-A		CD45
157675	10		PE-Cy5-A	CD20	CD20
157675	9		PE-TxR-A	CD19	CD19
157676	8		PE-A	CLEC4C	BDCA2
157676	13		QDot 565-A		CD45
157677	4		SSC-A		SSC-A
157677	5		SSC-H		SSC-H
157677	3		FSC-W		FSC-W
157677	17		Time		Time
157678	13		QDot 565-A		CD45
157679	2		FSC-H		FSC-H
157679	14		APC-A	SDC1	CD138
157680	2		FSC-H		FSC-H
157681	2		FSC-H		FSC-H
157681	7		FITC-A	CX3CR1	CX3CR1
157681	12		Pacific Blue-A	CD86	CD86
157682	2		FSC-H		FSC-H
157682	14		APC-A	ICOS	ICOS
157682	16		APC-Cy7-A	CD8A	CD8
157683	16		APC-Cy7-A	CD27	CD27
157683	14		APC-A	SDC1	CD138
157683	11		PE-Cy7-A	CD38	CD38
157684	3		FSC-W		FSC-W
157684	10		PE-Cy5-A	ITAX	CD11c
157684	9		PE-TxR-A	CD2	CD2
157685	12		Pacific Blue-A	CD86	CD86
157686	15		Alexa 700-A	CD3E	CD3
157687	12		Pacific Blue-A	CD86	CD86
157687	13		QDot 565-A		CD45
157688	6		SSC-W		SSC-W
157688	3		FSC-W		FSC-W
157691	16		APC-Cy7-A	CD27	CD27
157691	13		QDot 565-A		CD45
157691	12		Pacific Blue-A	CD86	CD86
157692	2		FSC-H		FSC-H
157692	1		FSC-A		FSC-A
157692	15		Alexa 700-A	HLA-DRA	HLA-DR
157692	7		FITC-A		Lin-1
157693	1		FSC-A		FSC-A
157693	14		APC-A		SLAN
157693	15		Alexa 700-A	HLA-DRA	HLA-DR
157695	2		FSC-H		FSC-H
157695	14		APC-A	SDC1	CD138
157695	15		Alexa 700-A		CD3/CD14
157696	1		FSC-A		FSC-A
157697	6		SSC-W		SSC-W
157697	1		FSC-A		FSC-A
157698	11		PE-Cy7-A	CCR7	CCR7
157698	4		SSC-A		SSC-A
157698	16		APC-Cy7-A	CD8A	CD8
157699	7		FITC-A	IGHD	IgD
157699	13		QDot 565-A		CD45
157699	12		Pacific Blue-A	CD86	CD86
157700	4		SSC-A		SSC-A
157701	7		FITC-A	CX3CR1	CX3CR1
157703	1		FSC-A		FSC-A
157703	15		Alexa 700-A		CD3/CD14
157703	6		SSC-W		SSC-W
157704	14		APC-A	THBD	BDCA3
157704	6		SSC-W		SSC-W
157704	10		PE-Cy5-A	ITAX	CD11c
157705	15		Alexa 700-A	HLA-DRA	HLA-DR
157705	6		SSC-W		SSC-W
157706	7		FITC-A	CXCR5	CXCR5
157707	11		PE-Cy7-A	CD38	CD38
157708	13		QDot 565-A		CD45
157708	17		Time		Time
157708	6		SSC-W		SSC-W
157708	10		PE-Cy5-A	ITAX	CD11c
157709	2		FSC-H		FSC-H
157710	9		PE-TxR-A	PTPRC	CD45RA
157710	16		APC-Cy7-A	CD8A	CD8
157710	1		FSC-A		FSC-A
157710	14		APC-A	ICOS	ICOS
157711	10		PE-Cy5-A	CD20	CD20
157711	1		FSC-A		FSC-A
157711	15		Alexa 700-A		CD3/CD14
157711	11		PE-Cy7-A	CD38	CD38
157712	10		PE-Cy5-A	ITAX	CD11c
157712	4		SSC-A		SSC-A
157712	7		FITC-A		Lin-1
157713	12		Pacific Blue-A	CD86	CD86
157713	15		Alexa 700-A	HLA-DRA	HLA-DR
157714	9		PE-TxR-A	PTPRC	CD45RA
157714	2		FSC-H		FSC-H
157714	14		APC-A	ICOS	ICOS
157714	10		PE-Cy5-A	CXCR3	CXCR3
157714	4		SSC-A		SSC-A
157958	4		SSC-A		SSC-A
157958	7		FITC-A		Lin-1
157959	17		Time		Time
157960	11		PE-Cy7-A	CCR7	CCR7
157961	12		Pacific Blue-A	CD86	CD86
157961	2		FSC-H		FSC-H
157962	10		PE-Cy5-A	ITAX	CD11c
157962	15		Alexa 700-A	HLA-DRA	HLA-DR
157963	11		PE-Cy7-A	ITGAM	CD11b
157965	12		Pacific Blue-A	CD86	CD86
157965	14		APC-A	SDC1	CD138
157965	10		PE-Cy5-A	CD20	CD20
157966	8		PE-A	CLEC4C	BDCA2
157966	5		SSC-H		SSC-H
157966	2		FSC-H		FSC-H
157966	15		Alexa 700-A	HLA-DRA	HLA-DR
157967	17		Time		Time
157967	2		FSC-H		FSC-H
157967	1		FSC-A		FSC-A
157967	6		SSC-W		SSC-W
157968	3		FSC-W		FSC-W
157968	12		Pacific Blue-A	CD4	CD4
157968	14		APC-A	ICOS	ICOS
157968	6		SSC-W		SSC-W
157968	4		SSC-A		SSC-A
157968	9		PE-TxR-A	PTPRC	CD45RA
157970	9		PE-TxR-A	CD2	CD2
157971	3		FSC-W		FSC-W
157972	5		SSC-H		SSC-H
157973	1		FSC-A		FSC-A
157975	1		FSC-A		FSC-A
157975	7		FITC-A	CX3CR1	CX3CR1
157976	14		APC-A	ICOS	ICOS
157977	2		FSC-H		FSC-H
157977	11		PE-Cy7-A	CD38	CD38
157977	10		PE-Cy5-A	CD20	CD20
157977	8		PE-A	CD24	CD24
157978	10		PE-Cy5-A	ITAX	CD11c
157978	4		SSC-A		SSC-A
157978	9		PE-TxR-A	CD2	CD2
157979	5		SSC-H		SSC-H
157980	16		APC-Cy7-A	CD8A	CD8
157980	2		FSC-H		FSC-H
157981	17		Time		Time
157982	16		APC-Cy7-A		APC-Cy7-A
157982	1		FSC-A		FSC-A
157983	12		Pacific Blue-A	CD86	CD86
157984	3		FSC-W		FSC-W
157984	16		APC-Cy7-A	CD8A	CD8
157984	14		APC-A	ICOS	ICOS
157984	6		SSC-W		SSC-W
157985	16		APC-Cy7-A	CD27	CD27
157985	13		QDot 565-A		CD45
157985	15		Alexa 700-A		CD3/CD14
157985	11		PE-Cy7-A	CD38	CD38
157985	10		PE-Cy5-A	CD20	CD20
157986	6		SSC-W		SSC-W
157988	9		PE-TxR-A	PTPRC	CD45RA
157988	3		FSC-W		FSC-W
157988	12		Pacific Blue-A	CD4	CD4
157989	13		QDot 565-A		CD45
157989	12		Pacific Blue-A	CD86	CD86
157989	3		FSC-W		FSC-W
157990	11		PE-Cy7-A	CD1C	CD1c
157990	4		SSC-A		SSC-A
157991	12		Pacific Blue-A	CD86	CD86
157991	15		Alexa 700-A	HLA-DRA	HLA-DR
157991	10		PE-Cy5-A	CD40	CD40
157992	5		SSC-H		SSC-H
157992	16		APC-Cy7-A	CD8A	CD8
157992	14		APC-A	ICOS	ICOS
157992	6		SSC-W		SSC-W
157992	4		SSC-A		SSC-A
157993	8		PE-A	CD24	CD24
157994	16		APC-Cy7-A		APC-Cy7-A
157994	1		FSC-A		FSC-A
157994	11		PE-Cy7-A	CD1C	CD1c
157995	5		SSC-H		SSC-H
157995	15		Alexa 700-A	HLA-DRA	HLA-DR
157996	15		Alexa 700-A	CD3E	CD3
157996	11		PE-Cy7-A	CCR7	CCR7
157996	4		SSC-A		SSC-A
157996	7		FITC-A	CXCR5	CXCR5
157997	9		PE-TxR-A	CD19	CD19
157997	7		FITC-A	IGHD	IgD
157998	1		FSC-A		FSC-A
157998	15		Alexa 700-A	HLA-DRA	HLA-DR
157999	13		QDot 565-A		CD45
157999	4		SSC-A		SSC-A
158000	11		PE-Cy7-A	CCR7	CCR7
158431	12		Pacific Blue-A	CD86	CD86
158431	2		FSC-H		FSC-H
158431	8		PE-A	CD24	CD24
158432	1		FSC-A		FSC-A
158433	9		PE-TxR-A	CD2	CD2
158433	10		PE-Cy5-A	CD40	CD40
158434	8		PE-A	CCR6	CCR6
158434	16		APC-Cy7-A	CD8A	CD8
158434	15		Alexa 700-A	CD3E	CD3
158437	3		FSC-W		FSC-W
158437	12		Pacific Blue-A	CD86	CD86
158437	1		FSC-A		FSC-A
158438	7		FITC-A	CXCR5	CXCR5
158438	3		FSC-W		FSC-W
158438	17		Time		Time
158438	10		PE-Cy5-A	CXCR3	CXCR3
158438	8		PE-A	CCR6	CCR6
158439	11		PE-Cy7-A	CD38	CD38
158439	7		FITC-A	IGHD	IgD
158439	12		Pacific Blue-A	CD86	CD86
158440	1		FSC-A		FSC-A
158440	3		FSC-W		FSC-W
158441	5		SSC-H		SSC-H
158441	2		FSC-H		FSC-H
158442	2		FSC-H		FSC-H
158442	15		Alexa 700-A	CD3E	CD3
158443	1		FSC-A		FSC-A
158444	6		SSC-W		SSC-W
158444	11		PE-Cy7-A	CD1C	CD1c
158444	7		FITC-A		Lin-1
158444	3		FSC-W		FSC-W
158444	13		QDot 565-A		CD45
158445	16		APC-Cy7-A	FCG3A	CD16
158445	13		QDot 565-A		CD45
158445	1		FSC-A		FSC-A
158446	1		FSC-A		FSC-A
158446	4		SSC-A		SSC-A
158447	13		QDot 565-A		CD45
158448	9		PE-TxR-A	CD2	CD2
158448	5		SSC-H		SSC-H
158448	11		PE-Cy7-A	CD1C	CD1c
158448	4		SSC-A		SSC-A
158449	9		PE-TxR-A	CD2	CD2
158449	7		FITC-A	CX3CR1	CX3CR1
158449	5		SSC-H		SSC-H
158449	16		APC-Cy7-A	FCG3A	CD16
158450	3		FSC-W		FSC-W
158450	15		Alexa 700-A	CD3E	CD3
158450	4		SSC-A		SSC-A
158552	10		PE-Cy5-A	CD20	CD20
158553	8		PE-A	CLEC4C	BDCA2
158553	17		Time		Time
158553	2		FSC-H		FSC-H
158554	17		Time		Time
158554	14		APC-A		SLAN
158555	4		SSC-A		SSC-A
158556	11		PE-Cy7-A	CD38	CD38
158556	9		PE-TxR-A	CD19	CD19
158556	5		SSC-H		SSC-H
158556	16		APC-Cy7-A	CD27	CD27
158557	3		FSC-W		FSC-W
158557	13		QDot 565-A		CD45
158558	12		Pacific Blue-A	CD86	CD86
158558	10		PE-Cy5-A	CD40	CD40
158558	4		SSC-A		SSC-A
158559	3		FSC-W		FSC-W
158559	12		Pacific Blue-A	CD4	CD4
158559	15		Alexa 700-A	CD3E	CD3
158559	6		SSC-W		SSC-W
158560	14		APC-A	SDC1	CD138
158561	10		PE-Cy5-A	ITAX	CD11c
158562	3		FSC-W		FSC-W
158564	12		Pacific Blue-A	CD86	CD86
158564	14		APC-A	SDC1	CD138
158564	15		Alexa 700-A		CD3/CD14
158564	10		PE-Cy5-A	CD20	CD20
158565	15		Alexa 700-A	HLA-DRA	HLA-DR
158565	7		FITC-A		Lin-1
158565	5		SSC-H		SSC-H
158568	2		FSC-H		FSC-H
158568	14		APC-A	SDC1	CD138
158568	9		PE-TxR-A	CD19	CD19
158569	17		Time		Time
158569	1		FSC-A		FSC-A
158569	14		APC-A	THBD	BDCA3
