EXPSAMPLE_ACCESSION	TREATMENT_ACCESSION
ES786486	TRT1346
ES786487	TRT1346
ES786488	TRT1346
ES786495	TRT1346
ES785325	TRT1346
ES785344	TRT1346
ES785354	TRT1346
ES785355	TRT1346
ES785356	TRT1346
ES785357	TRT1346
ES785358	TRT1346
ES785363	TRT1346
ES785364	TRT1346
ES785365	TRT1346
ES785366	TRT1346
ES785374	TRT1346
ES785407	TRT1346
ES785414	TRT1346
ES785420	TRT1346
ES785423	TRT1346
ES785425	TRT1346
ES785435	TRT1346
ES785440	TRT1346
ES785443	TRT1346
ES786285	TRT1346
ES786302	TRT1346
ES786306	TRT1346
ES785692	TRT1346
ES785694	TRT1346
ES785723	TRT1346
ES785731	TRT1346
ES782074	TRT1346
ES782076	TRT1346
ES782077	TRT1346
ES782102	TRT1346
ES782106	TRT1346
ES782107	TRT1346
ES782108	TRT1346
ES782111	TRT1346
ES782119	TRT1346
ES782120	TRT1346
ES782129	TRT1346
ES782136	TRT1346
ES782139	TRT1346
ES782148	TRT1346
ES782150	TRT1346
ES782154	TRT1346
ES782182	TRT1346
ES782196	TRT1346
ES782198	TRT1346
ES782205	TRT1346
ES782214	TRT1346
ES781963	TRT1346
ES781965	TRT1346
ES781967	TRT1346
ES781970	TRT1346
ES781984	TRT1346
ES781988	TRT1346
ES781998	TRT1346
ES782005	TRT1346
ES782006	TRT1346
ES782013	TRT1346
ES782018	TRT1346
ES782030	TRT1346
ES782034	TRT1346
ES782036	TRT1346
ES782044	TRT1346
ES782046	TRT1346
ES782053	TRT1346
ES782057	TRT1346
ES785155	TRT1346
ES785158	TRT1346
ES785165	TRT1346
ES785171	TRT1346
ES785183	TRT1346
ES785185	TRT1346
ES785186	TRT1346
ES785192	TRT1346
ES785195	TRT1346
ES785204	TRT1346
ES785223	TRT1346
ES785227	TRT1346
ES784383	TRT1346
ES782226	TRT1346
ES782233	TRT1346
ES782234	TRT1346
ES782239	TRT1346
ES782251	TRT1346
ES782257	TRT1346
ES782268	TRT1346
ES782275	TRT1346
ES782296	TRT1346
ES782298	TRT1346
ES786174	TRT1346
ES786490	TRT1346
ES786492	TRT1346
ES785331	TRT1346
ES785345	TRT1346
ES785362	TRT1346
ES785404	TRT1346
ES785415	TRT1346
ES785416	TRT1346
ES785434	TRT1346
ES785436	TRT1346
ES786301	TRT1346
ES785704	TRT1346
ES785706	TRT1346
ES785707	TRT1346
ES785713	TRT1346
ES785727	TRT1346
ES785732	TRT1346
ES782078	TRT1346
ES782089	TRT1346
ES782095	TRT1346
ES782126	TRT1346
ES782133	TRT1346
ES782140	TRT1346
ES782142	TRT1346
ES782145	TRT1346
ES782162	TRT1346
ES782179	TRT1346
ES782187	TRT1346
ES782188	TRT1346
ES782213	TRT1346
ES782218	TRT1346
ES781949	TRT1346
ES781952	TRT1346
ES781959	TRT1346
ES781962	TRT1346
ES781966	TRT1346
ES781975	TRT1346
ES781976	TRT1346
ES781985	TRT1346
ES781989	TRT1346
ES781999	TRT1346
ES782024	TRT1346
ES782027	TRT1346
ES782041	TRT1346
ES782043	TRT1346
ES782047	TRT1346
ES782051	TRT1346
ES782056	TRT1346
ES782058	TRT1346
ES782062	TRT1346
ES782064	TRT1346
ES782068	TRT1346
ES784743	TRT1346
ES784748	TRT1346
ES784763	TRT1346
ES784773	TRT1346
ES784779	TRT1346
ES785179	TRT1346
ES785194	TRT1346
ES785198	TRT1346
ES785199	TRT1346
ES785211	TRT1346
ES785213	TRT1346
ES785232	TRT1346
ES784377	TRT1346
ES784378	TRT1346
ES784380	TRT1346
ES782220	TRT1346
ES782227	TRT1346
ES782228	TRT1346
ES782244	TRT1346
ES782245	TRT1346
ES782248	TRT1346
ES782249	TRT1346
ES782252	TRT1346
ES782253	TRT1346
ES782259	TRT1346
ES782261	TRT1346
ES782263	TRT1346
ES782266	TRT1346
ES782272	TRT1346
ES782274	TRT1346
ES782276	TRT1346
ES782279	TRT1346
ES782283	TRT1346
ES782289	TRT1346
ES786168	TRT1346
ES786176	TRT1346
ES786485	TRT1346
ES786499	TRT1346
ES786501	TRT1346
ES786502	TRT1346
ES785336	TRT1346
ES785337	TRT1346
ES785339	TRT1346
ES785347	TRT1346
ES785348	TRT1346
ES785349	TRT1346
ES785369	TRT1346
ES785370	TRT1346
ES785376	TRT1346
ES785378	TRT1346
ES785405	TRT1346
ES785417	TRT1346
ES785419	TRT1346
ES785433	TRT1346
ES786289	TRT1346
ES786295	TRT1346
ES786307	TRT1346
ES785690	TRT1346
ES785696	TRT1346
ES785705	TRT1346
ES785708	TRT1346
ES785715	TRT1346
ES785719	TRT1346
ES785722	TRT1346
ES785724	TRT1346
ES785730	TRT1346
ES782072	TRT1346
ES782079	TRT1346
ES782081	TRT1346
ES782085	TRT1346
ES782086	TRT1346
ES782091	TRT1346
ES782094	TRT1346
ES782103	TRT1346
ES782105	TRT1346
ES782121	TRT1346
ES782135	TRT1346
ES782147	TRT1346
ES782149	TRT1346
ES782151	TRT1346
ES782163	TRT1346
ES782174	TRT1346
ES782176	TRT1346
ES782177	TRT1346
ES782178	TRT1346
ES782184	TRT1346
ES782193	TRT1346
ES782216	TRT1346
ES781957	TRT1346
ES781960	TRT1346
ES781972	TRT1346
ES781981	TRT1346
ES781982	TRT1346
ES781987	TRT1346
ES781990	TRT1346
ES781991	TRT1346
ES781992	TRT1346
ES782001	TRT1346
ES782010	TRT1346
ES782039	TRT1346
ES782052	TRT1346
ES782060	TRT1346
ES784749	TRT1346
ES784753	TRT1346
ES784755	TRT1346
ES784756	TRT1346
ES784768	TRT1346
ES784771	TRT1346
ES784772	TRT1346
ES784777	TRT1346
ES784780	TRT1346
ES785154	TRT1346
ES785166	TRT1346
ES785167	TRT1346
ES785170	TRT1346
ES785191	TRT1346
ES785193	TRT1346
ES785196	TRT1346
ES785202	TRT1346
ES785207	TRT1346
ES785215	TRT1346
ES785217	TRT1346
ES785219	TRT1346
ES785221	TRT1346
ES782222	TRT1346
ES782232	TRT1346
ES782235	TRT1346
ES782247	TRT1346
ES782255	TRT1346
ES782265	TRT1346
ES782269	TRT1346
ES782287	TRT1346
ES782288	TRT1346
ES782290	TRT1346
ES782293	TRT1346
ES782294	TRT1346
ES786166	TRT1346
ES786181	TRT1346
ES786483	TRT1346
ES786489	TRT1346
ES786496	TRT1346
ES786497	TRT1346
ES786500	TRT1346
ES786503	TRT1346
ES785323	TRT1346
ES785324	TRT1346
ES785326	TRT1346
ES785328	TRT1346
ES785330	TRT1346
ES785372	TRT1346
ES785375	TRT1346
ES785377	TRT1346
ES785406	TRT1346
ES785429	TRT1346
ES785430	TRT1346
ES785432	TRT1346
ES785442	TRT1346
ES785444	TRT1346
ES785445	TRT1346
ES785446	TRT1346
ES786292	TRT1346
ES786293	TRT1346
ES786296	TRT1346
ES786297	TRT1346
ES786298	TRT1346
ES786299	TRT1346
ES786305	TRT1346
ES785691	TRT1346
ES785698	TRT1346
ES785711	TRT1346
ES782082	TRT1346
ES782083	TRT1346
ES782090	TRT1346
ES782098	TRT1346
ES782100	TRT1346
ES782113	TRT1346
ES782118	TRT1346
ES782124	TRT1346
ES782125	TRT1346
ES782131	TRT1346
ES782134	TRT1346
ES782141	TRT1346
ES782143	TRT1346
ES782146	TRT1346
ES782156	TRT1346
ES782157	TRT1346
ES782161	TRT1346
ES782169	TRT1346
ES782172	TRT1346
ES782181	TRT1346
ES782186	TRT1346
ES782192	TRT1346
ES782201	TRT1346
ES782202	TRT1346
ES782204	TRT1346
ES782207	TRT1346
ES782209	TRT1346
ES782211	TRT1346
ES782217	TRT1346
ES782219	TRT1346
ES781968	TRT1346
ES782009	TRT1346
ES782021	TRT1346
ES782025	TRT1346
ES782031	TRT1346
ES782032	TRT1346
ES782033	TRT1346
ES782035	TRT1346
ES782045	TRT1346
ES782054	TRT1346
ES782066	TRT1346
ES784747	TRT1346
ES784751	TRT1346
ES785161	TRT1346
ES785176	TRT1346
ES785182	TRT1346
ES785184	TRT1346
ES785197	TRT1346
ES785203	TRT1346
ES785218	TRT1346
ES785230	TRT1346
ES785234	TRT1346
ES785235	TRT1346
ES782229	TRT1346
ES782243	TRT1346
ES782256	TRT1346
ES782258	TRT1346
ES782277	TRT1346
ES782278	TRT1346
ES782281	TRT1346
ES782285	TRT1346
ES782291	TRT1346
ES786172	TRT1346
ES786180	TRT1346
ES786182	TRT1346
ES786491	TRT1346
ES786498	TRT1346
ES786504	TRT1346
ES785332	TRT1346
ES785333	TRT1346
ES785346	TRT1346
ES785350	TRT1346
ES785367	TRT1346
ES785368	TRT1346
ES785373	TRT1346
ES785411	TRT1346
ES786288	TRT1346
ES786303	TRT1346
ES785703	TRT1346
ES785721	TRT1346
ES785725	TRT1346
ES782070	TRT1346
ES782071	TRT1346
ES782092	TRT1346
ES782097	TRT1346
ES782112	TRT1346
ES782122	TRT1346
ES782123	TRT1346
ES782127	TRT1346
ES782137	TRT1346
ES782153	TRT1346
ES782160	TRT1346
ES782165	TRT1346
ES782167	TRT1346
ES782175	TRT1346
ES782180	TRT1346
ES782183	TRT1346
ES782190	TRT1346
ES782197	TRT1346
ES782199	TRT1346
ES781954	TRT1346
ES781961	TRT1346
ES781964	TRT1346
ES781993	TRT1346
ES781995	TRT1346
ES782002	TRT1346
ES782012	TRT1346
ES782014	TRT1346
ES782029	TRT1346
ES782038	TRT1346
ES782061	TRT1346
ES782067	TRT1346
ES784745	TRT1346
ES784750	TRT1346
ES784752	TRT1346
ES784759	TRT1346
ES784761	TRT1346
ES784762	TRT1346
ES784764	TRT1346
ES784770	TRT1346
ES785160	TRT1346
ES785162	TRT1346
ES785169	TRT1346
ES785181	TRT1346
ES785187	TRT1346
ES785188	TRT1346
ES785205	TRT1346
ES785212	TRT1346
ES785214	TRT1346
ES785216	TRT1346
ES785224	TRT1346
ES785228	TRT1346
ES784374	TRT1346
ES784385	TRT1346
ES782223	TRT1346
ES782224	TRT1346
ES782242	TRT1346
ES782254	TRT1346
ES782262	TRT1346
ES782273	TRT1346
ES782282	TRT1346
ES782286	TRT1346
ES786163	TRT1346
ES786169	TRT1346
ES786175	TRT1346
ES786481	TRT1346
ES786493	TRT1346
ES785322	TRT1346
ES785327	TRT1346
ES785334	TRT1346
ES785338	TRT1346
ES785341	TRT1346
ES785342	TRT1346
ES785361	TRT1346
ES785408	TRT1346
ES785412	TRT1346
ES785413	TRT1346
ES785422	TRT1346
ES785428	TRT1346
ES785437	TRT1346
ES785438	TRT1346
ES785693	TRT1346
ES785695	TRT1346
ES785697	TRT1346
ES785701	TRT1346
ES785717	TRT1346
ES785720	TRT1346
ES782080	TRT1346
ES782084	TRT1346
ES782109	TRT1346
ES782128	TRT1346
ES782158	TRT1346
ES782166	TRT1346
ES782168	TRT1346
ES782171	TRT1346
ES782173	TRT1346
ES782195	TRT1346
ES782200	TRT1346
ES782203	TRT1346
ES782208	TRT1346
ES781958	TRT1346
ES781978	TRT1346
ES781986	TRT1346
ES782003	TRT1346
ES782007	TRT1346
ES782026	TRT1346
ES782040	TRT1346
ES782042	TRT1346
ES782055	TRT1346
ES782063	TRT1346
ES782065	TRT1346
ES784744	TRT1346
ES784757	TRT1346
ES784766	TRT1346
ES784775	TRT1346
ES785156	TRT1346
ES785159	TRT1346
ES785163	TRT1346
ES785164	TRT1346
ES785174	TRT1346
ES785189	TRT1346
ES785201	TRT1346
ES785210	TRT1346
ES785220	TRT1346
ES785222	TRT1346
ES785226	TRT1346
ES785233	TRT1346
ES784379	TRT1346
ES784382	TRT1346
