EXPSAMPLE_ACCESSION	FILE_INFO_ID	RESULT_SCHEMA
ES790033	703288	OTHER
ES790034	703288	OTHER
ES790040	703288	OTHER
ES790053	703288	OTHER
ES790059	703288	OTHER
ES790062	703288	OTHER
ES790067	703288	OTHER
ES790072	703288	OTHER
ES790078	703288	OTHER
ES790081	703288	OTHER
ES790088	703288	OTHER
ES790102	703288	OTHER
ES790103	703288	OTHER
ES794640	483708	FCM
ES794642	483710	FCM
ES794642	483693	FCM
ES794642	483689	FCM
ES794642	483688	FCM
ES794644	483718	FCM
ES794645	483721	FCM
ES794645	483614	FCM
ES794645	483612	FCM
ES794646	483616	FCM
ES794647	483692	FCM
ES794648	483727	FCM
ES794648	483694	FCM
ES794648	483690	FCM
ES794650	483592	FCM
ES794650	483590	FCM
ES794652	483737	FCM
ES794652	483736	FCM
ES794652	483588	FCM
ES794654	483741	FCM
ES794655	483743	FCM
ES794656	483977	FCM
ES794656	483615	FCM
ES794656	483613	FCM
ES794659	483754	FCM
ES794659	483688	FCM
ES794660	483977	FCM
ES794660	483757	FCM
ES794660	483756	FCM
ES794660	483693	FCM
ES794661	483552	FCM
ES794661	483977	FCM
ES794662	483552	FCM
ES794662	483551	FCM
ES794663	483764	FCM
ES794663	483616	FCM
ES794663	483614	FCM
ES794664	483614	FCM
ES794666	483977	FCM
ES794666	483771	FCM
ES794667	483775	FCM
ES794667	483694	FCM
ES794667	483691	FCM
ES794668	483693	FCM
ES794669	483592	FCM
ES794670	483782	FCM
ES794670	483585	FCM
ES794671	483977	FCM
ES794672	483586	FCM
ES794673	483547	FCM
ES794673	483544	FCM
ES794673	483977	FCM
ES794674	483551	FCM
ES794674	483548	FCM
ES794674	483790	FCM
ES794676	483613	FCM
ES794676	483610	FCM
ES794678	483798	FCM
ES794680	483693	FCM
ES794681	483977	FCM
ES794682	483808	FCM
ES794683	483977	FCM
ES794684	483616	FCM
ES794684	483613	FCM
ES794687	483687	FCM
ES794688	483826	FCM
ES794690	483831	FCM
ES794691	483616	FCM
ES794691	483614	FCM
ES794693	483838	FCM
ES794694	483841	FCM
ES794694	483690	FCM
ES794694	483686	FCM
ES794695	483690	FCM
ES794696	483844	FCM
ES794701	483977	FCM
ES794702	483859	FCM
ES794702	483858	FCM
ES794702	483613	FCM
ES794705	483867	FCM
ES794708	483875	FCM
ES794711	483874	FCM
ES794712	483548	FCM
ES794712	483546	FCM
ES794712	483977	FCM
ES794714	483887	FCM
ES794720	483902	FCM
ES794720	483900	FCM
ES794721	483900	FCM
ES794724	483909	FCM
ES794728	483442	FCM
ES794728	483436	FCM
ES794728	483434	FCM
ES794728	483919	FCM
ES794729	483441	FCM
ES794729	483440	FCM
ES794729	483434	FCM
ES794730	483434	FCM
ES794730	483925	FCM
ES794731	483977	FCM
ES794731	483929	FCM
ES794733	483459	FCM
ES794734	483454	FCM
ES794734	483933	FCM
ES794746	483964	FCM
ES794746	483961	FCM
ES794747	483965	FCM
ES794555	483444	FCM
ES794555	483443	FCM
ES794555	483434	FCM
ES794555	483977	FCM
ES794558	483433	FCM
ES794558	483432	FCM
ES794559	483463	FCM
ES794559	483458	FCM
ES794559	483457	FCM
ES794560	483465	FCM
ES794562	483469	FCM
ES794562	483467	FCM
ES794567	483977	FCM
ES794568	483484	FCM
ES794569	483487	FCM
ES794570	483488	FCM
ES794570	483433	FCM
ES794571	483439	FCM
ES794572	483442	FCM
ES794572	483433	FCM
ES794573	483977	FCM
ES794574	483977	FCM
ES794575	483499	FCM
ES794575	483458	FCM
ES794575	483453	FCM
ES794575	483977	FCM
ES794576	483458	FCM
ES794579	483443	FCM
ES794579	483434	FCM
ES794580	483513	FCM
ES794580	483442	FCM
ES794581	483440	FCM
ES794581	483438	FCM
ES794582	483438	FCM
ES794582	483436	FCM
ES794585	483523	FCM
ES794585	483461	FCM
ES794586	483453	FCM
ES794590	483439	FCM
ES794594	483556	FCM
ES794594	483553	FCM
ES794594	483977	FCM
ES794595	483559	FCM
ES794595	483457	FCM
ES794595	483455	FCM
ES794595	483454	FCM
ES794596	483455	FCM
ES794598	483567	FCM
ES794598	483566	FCM
ES794598	483977	FCM
ES794599	483575	FCM
ES794599	483573	FCM
ES794600	483573	FCM
ES794600	483579	FCM
ES794601	483592	FCM
ES794601	483589	FCM
ES794601	483585	FCM
ES794602	483977	FCM
ES794604	483592	FCM
ES794604	483587	FCM
ES794608	483610	FCM
ES794608	483606	FCM
ES794610	483623	FCM
ES794610	483621	FCM
ES794612	483572	FCM
ES794612	483629	FCM
ES794613	483589	FCM
ES794614	483634	FCM
ES794615	483977	FCM
ES794616	483590	FCM
ES794619	483644	FCM
ES794621	483649	FCM
ES794622	483652	FCM
ES794624	483655	FCM
ES794625	483661	FCM
ES794625	483659	FCM
ES794628	483461	FCM
ES794628	483667	FCM
ES794629	483575	FCM
ES794629	483573	FCM
ES794632	483675	FCM
ES794633	483462	FCM
ES794633	483456	FCM
ES794633	483453	FCM
ES794633	483679	FCM
ES794634	483683	FCM
ES794635	483693	FCM
ES794636	483695	FCM
ES794636	483694	FCM
ES794636	483692	FCM
ES794636	483690	FCM
ES794637	483701	FCM
ES794638	483700	FCM
ES794639	483610	FCM
ES790029	703288	OTHER
ES790038	703288	OTHER
ES790054	703288	OTHER
ES790056	703288	OTHER
ES790060	703288	OTHER
ES790065	703288	OTHER
ES790076	703288	OTHER
ES790089	703288	OTHER
ES790098	703288	OTHER
ES790100	703288	OTHER
ES790101	703288	OTHER
ES790105	703288	OTHER
ES794640	483611	FCM
ES794642	483712	FCM
ES794642	483687	FCM
ES794645	483720	FCM
ES794645	483609	FCM
ES794646	483611	FCM
ES794647	483726	FCM
ES794647	483694	FCM
ES794647	483689	FCM
ES794648	483688	FCM
ES794648	483686	FCM
ES794649	483589	FCM
ES794652	483730	FCM
ES794652	483587	FCM
ES794652	483586	FCM
ES794652	483585	FCM
ES794653	483740	FCM
ES794655	483614	FCM
ES794655	483611	FCM
ES794655	483609	FCM
ES794657	483750	FCM
ES794659	483977	FCM
ES794659	483693	FCM
ES794659	483691	FCM
ES794661	483760	FCM
ES794662	483546	FCM
ES794662	483545	FCM
ES794663	483609	FCM
ES794663	483608	FCM
ES794664	483616	FCM
ES794664	483609	FCM
ES794664	483607	FCM
ES794665	483977	FCM
ES794666	483772	FCM
ES794667	483773	FCM
ES794667	483688	FCM
ES794669	483780	FCM
ES794669	483591	FCM
ES794669	483587	FCM
ES794670	483586	FCM
ES794671	483784	FCM
ES794671	483592	FCM
ES794671	483588	FCM
ES794673	483789	FCM
ES794673	483787	FCM
ES794674	483553	FCM
ES794675	483613	FCM
ES794675	483611	FCM
ES794675	483607	FCM
ES794676	483795	FCM
ES794678	483800	FCM
ES794679	483694	FCM
ES794679	483690	FCM
ES794679	483689	FCM
ES794679	483687	FCM
ES794680	483691	FCM
ES794680	483689	FCM
ES794680	483686	FCM
ES794681	483808	FCM
ES794682	483811	FCM
ES794683	483812	FCM
ES794683	483608	FCM
ES794685	483819	FCM
ES794687	483824	FCM
ES794688	483825	FCM
ES794688	483695	FCM
ES794688	483694	FCM
ES794688	483691	FCM
ES794688	483686	FCM
ES794689	483828	FCM
ES794690	483830	FCM
ES794694	483840	FCM
ES794694	483692	FCM
ES794695	483977	FCM
ES794699	483851	FCM
ES794700	483854	FCM
ES794701	483856	FCM
ES794702	483611	FCM
ES794702	483607	FCM
ES794703	483861	FCM
ES794703	483615	FCM
ES794703	483611	FCM
ES794703	483609	FCM
ES794705	483866	FCM
ES794707	483872	FCM
ES794707	483695	FCM
ES794707	483686	FCM
ES794708	483874	FCM
ES794709	483876	FCM
ES794709	483874	FCM
ES794710	483878	FCM
ES794710	483874	FCM
ES794713	483549	FCM
ES794713	483544	FCM
ES794714	483888	FCM
ES794718	483977	FCM
ES794719	483977	FCM
ES794722	483906	FCM
ES794723	483910	FCM
ES794723	483909	FCM
ES794723	483908	FCM
ES794725	483977	FCM
ES794725	483914	FCM
ES794725	483913	FCM
ES794727	483440	FCM
ES794727	483919	FCM
ES794728	483443	FCM
ES794728	483435	FCM
ES794729	483442	FCM
ES794730	483436	FCM
ES794731	483928	FCM
ES794733	483932	FCM
ES794735	483937	FCM
ES794738	483977	FCM
ES794738	483945	FCM
ES794739	483948	FCM
ES794739	483947	FCM
ES794740	483950	FCM
ES794741	483951	FCM
ES794746	483963	FCM
ES794555	483432	FCM
