EXPSAMPLE_ACCESSION	REAGENT_ACCESSION
ES794596	ESR12717
ES794596	ESR12716
ES794596	ESR12711
ES794596	ESR12709
ES794597	ESR12725
ES794597	ESR12696
ES794599	ESR12698
ES794599	ESR12696
ES794600	ESR12714
ES794601	ESR12701
ES794601	ESR12698
ES794601	ESR12696
ES794601	ESR12695
ES794602	ESR12726
ES794602	ESR12706
ES794603	ESR12709
ES794604	ESR12715
ES794604	ESR12712
ES794604	ESR12710
ES794605	ESR12699
ES794606	ESR12728
ES794606	ESR12718
ES794606	ESR12709
ES794607	ESR12725
ES794607	ESR12709
ES794607	ESR12696
ES794608	ESR12717
ES794608	ESR12715
ES794609	ESR12725
ES794609	ESR12701
ES794609	ESR12699
ES794610	ESR12716
ES794612	ESR12717
ES794612	ESR12711
ES794613	ESR12709
ES794613	ESR12698
ES794613	ESR12697
ES794613	ESR12694
ES794615	ESR12717
ES794615	ESR12715
ES794615	ESR12713
ES794616	ESR12714
ES794618	ESR12715
ES794618	ESR12714
ES794619	ESR12698
ES794620	ESR12713
ES794621	ESR12694
ES794621	ESR12693
ES794622	ESR12718
ES794622	ESR12711
ES794622	ESR12710
ES794626	ESR12728
ES794626	ESR12715
ES794626	ESR12710
ES794628	ESR12728
ES794628	ESR12717
ES794628	ESR12712
ES794629	ESR12698
ES794630	ESR12715
ES794630	ESR12714
ES794630	ESR12710
ES794631	ESR12695
ES794631	ESR12693
ES794632	ESR12716
ES794634	ESR12728
ES794634	ESR12709
ES794637	ESR12709
ES794637	ESR12700
ES794637	ESR12699
ES794638	ESR12714
ES794638	ESR12710
ES789831	ESR12510
ES789834	ESR12511
ES789835	ESR12510
ES789836	ESR12512
ES789836	ESR12510
ES789840	ESR12513
ES789840	ESR12510
ES789842	ESR12512
ES789842	ESR12511
ES789843	ESR12511
ES789844	ESR12511
ES789849	ESR12513
ES789851	ESR12510
ES789852	ESR12511
ES789853	ESR12510
ES789857	ESR12512
ES789861	ESR12511
ES789862	ESR12511
ES789869	ESR12517
ES789870	ESR12517
ES789871	ESR12517
ES789872	ESR12519
ES789874	ESR12516
ES789875	ESR12517
ES789879	ESR12517
ES789881	ESR12519
ES789884	ESR12516
ES789886	ESR12519
ES789888	ESR12517
ES789888	ESR12516
ES789889	ESR12516
ES789891	ESR12517
ES789892	ESR12518
ES789892	ESR12517
ES789895	ESR12518
ES789896	ESR12517
ES789897	ESR12517
ES789898	ESR12518
ES789900	ESR12519
ES789900	ESR12518
ES789901	ESR12519
ES789903	ESR12516
ES789904	ESR12517
ES789910	ESR12519
ES789912	ESR12519
ES789912	ESR12517
ES789914	ESR12516
ES789915	ESR12518
ES789917	ESR12518
ES789920	ESR12518
ES789920	ESR12517
ES789921	ESR12518
ES789921	ESR12517
ES789925	ESR12517
ES789926	ESR12518
ES789927	ESR12516
ES789928	ESR12519
ES789934	ESR12519
ES789936	ESR12518
ES789937	ESR12517
ES789938	ESR12519
ES789938	ESR12518
ES789941	ESR12516
ES789943	ESR12517
ES789944	ESR12518
ES789945	ESR12519
ES789945	ESR12518
ES789945	ESR12516
ES789946	ESR12517
ES789947	ESR12516
ES789950	ESR12517
ES789951	ESR12519
ES789953	ESR12517
ES789954	ESR12518
ES789956	ESR12517
ES789957	ESR12516
ES789959	ESR12518
ES789960	ESR12519
ES789960	ESR12516
ES789961	ESR12516
ES789965	ESR12519
ES789965	ESR12518
ES789965	ESR12517
ES789969	ESR12517
ES789970	ESR12516
ES789971	ESR12518
ES789975	ESR12517
ES789976	ESR12519
ES789977	ESR12517
ES789978	ESR12516
ES789980	ESR12519
ES789980	ESR12517
ES789983	ESR12518
ES789985	ESR12518
ES790075	ESR12522
ES790084	ESR12522
ES790089	ESR12522
ES790107	ESR12522
ES794640	ESR12717
ES794640	ESR12710
ES794641	ESR12694
ES794642	ESR12715
ES794643	ESR12700
ES794644	ESR12713
ES794644	ESR12710
ES794645	ESR12709
ES794645	ESR12698
ES794645	ESR12696
ES794645	ESR12695
ES794645	ESR12694
ES794645	ESR12693
ES794646	ESR12716
ES794647	ESR12709
ES794647	ESR12701
ES794650	ESR12708
ES794650	ESR12702
ES794650	ESR12701
ES794651	ESR12717
ES794651	ESR12713
ES794651	ESR12712
ES794653	ESR12725
ES794653	ESR12701
ES794653	ESR12699
ES794654	ESR12713
ES794654	ESR12710
ES794656	ESR12715
ES794657	ESR12698
ES794659	ESR12725
ES794659	ESR12699
ES794659	ESR12693
ES794660	ESR12728
ES794660	ESR12717
ES794660	ESR12716
ES794661	ESR12699
ES794661	ESR12693
ES794662	ESR12717
ES794662	ESR12715
ES794662	ESR12713
ES794664	ESR12715
ES794665	ESR12698
ES794665	ESR12696
ES794667	ESR12700
ES794668	ESR12718
ES794668	ESR12714
ES794668	ESR12711
ES794668	ESR12709
ES794669	ESR12699
ES794669	ESR12697
ES794670	ESR12726
ES794670	ESR12707
ES794671	ESR12716
ES794671	ESR12715
ES794671	ESR12714
ES794671	ESR12713
ES794672	ESR12709
ES794674	ESR12711
ES794676	ESR12728
ES794677	ESR12698
ES794677	ESR12697
ES794678	ESR12728
ES794679	ESR12709
ES794681	ESR12725
ES794683	ESR12701
ES794683	ESR12700
ES794686	ESR12717
ES794686	ESR12716
ES794686	ESR12714
ES794687	ESR12698
ES794688	ESR12714
ES794690	ESR12728
ES794691	ESR12711
ES794692	ESR12701
ES794692	ESR12700
ES794692	ESR12696
ES794693	ESR12728
ES794693	ESR12712
ES794694	ESR12696
ES794694	ESR12695
ES794695	ESR12728
ES794695	ESR12718
ES794695	ESR12717
ES794695	ESR12711
ES794696	ESR12701
ES794696	ESR12695
ES794697	ESR12707
ES794698	ESR12727
ES794698	ESR12718
ES794698	ESR12717
ES794698	ESR12714
ES794700	ESR12699
ES794701	ESR12712
ES794701	ESR12711
ES794703	ESR12715
ES794703	ESR12713
ES794704	ESR12701
ES794705	ESR12715
ES794706	ESR12700
ES794706	ESR12697
ES794706	ESR12694
ES794707	ESR12709
ES794708	ESR12700
ES794708	ESR12697
ES794708	ESR12695
ES794709	ESR12703
ES794709	ESR12702
ES794716	ESR12725
ES794716	ESR12697
ES794717	ESR12709
ES794717	ESR12706
ES794718	ESR12714
ES794720	ESR12726
ES794720	ESR12705
ES794720	ESR12704
ES794721	ESR12710
ES794723	ESR12725
ES794723	ESR12701
ES794723	ESR12699
ES794724	ESR12711
ES794724	ESR12709
ES794725	ESR12709
ES794726	ESR12717
ES794726	ESR12710
ES794727	ESR12698
ES794727	ESR12696
ES794731	ESR12700
ES794731	ESR12699
ES794731	ESR12695
ES794732	ESR12713
ES794733	ESR12701
ES794733	ESR12700
ES794733	ESR12698
ES794733	ESR12696
ES794733	ESR12694
ES794734	ESR12718
ES794735	ESR12725
ES794735	ESR12699
ES794736	ESR12728
ES794736	ESR12718
ES794736	ESR12711
ES794737	ESR12701
ES794738	ESR12726
ES794738	ESR12709
ES794739	ESR12711
ES794740	ESR12716
ES794740	ESR12712
ES794741	ESR12696
ES794742	ESR12703
ES794743	ESR12713
ES794744	ESR12715
ES794744	ESR12709
ES794745	ESR12694
ES794746	ESR12711
ES794747	ESR12725
ES794747	ESR12709
ES794747	ESR12701
ES794748	ESR12709
ES794749	ESR12713
ES794749	ESR12712
ES794555	ESR12696
ES794555	ESR12694
ES794556	ESR12702
ES794557	ESR12714
ES794558	ESR12728
ES794558	ESR12714
ES794559	ESR12709
ES794559	ESR12701
ES794559	ESR12694
ES794560	ESR12717
ES794560	ESR12711
ES794562	ESR12714
ES794563	ESR12701
ES794563	ESR12698
ES794565	ESR12694
ES794566	ESR12707
ES794568	ESR12712
ES794569	ESR12725
ES794569	ESR12696
ES794569	ESR12693
ES794570	ESR12704
ES794570	ESR12702
ES794571	ESR12712
ES794571	ESR12709
ES794572	ESR12712
ES794572	ESR12711
ES794573	ESR12709
ES794574	ESR12717
ES794575	ESR12693
ES794576	ESR12715
ES794576	ESR12714
ES794577	ESR12725
ES794577	ESR12701
ES794577	ESR12694
ES794578	ESR12712
ES794580	ESR12705
ES794580	ESR12704
ES794581	ESR12717
ES794583	ESR12709
ES794583	ESR12697
ES794584	ESR12713
ES794585	ESR12696
ES794586	ESR12728
ES794586	ESR12717
ES794586	ESR12713
ES794586	ESR12710
ES794587	ESR12709
ES794587	ESR12697
ES794587	ESR12696
ES794587	ESR12695
ES794588	ESR12717
ES794588	ESR12713
ES794590	ESR12708
ES794591	ESR12716
ES794592	ESR12711
ES794592	ESR12710
ES794593	ESR12701
ES794595	ESR12725
ES794597	ESR12700
ES794597	ESR12695
ES794598	ESR12712
ES794599	ESR12699
ES794600	ESR12712
ES794602	ESR12707
ES794603	ESR12712
ES794604	ESR12716
ES794605	ESR12697
ES794605	ESR12693
ES794606	ESR12712
ES794607	ESR12701
ES794607	ESR12695
ES794608	ESR12713
ES794610	ESR12714
ES794610	ESR12711
ES794612	ESR12728
ES794613	ESR12700
ES794614	ESR12701
ES794615	ESR12727
ES794615	ESR12714
ES794616	ESR12715
ES794616	ESR12713
ES794618	ESR12728
ES794619	ESR12697
ES794619	ESR12695
ES794619	ESR12693
ES794620	ESR12712
ES794622	ESR12713
ES794624	ESR12711
ES794625	ESR12709
ES794625	ESR12699
ES794626	ESR12711
ES794628	ESR12715
ES794628	ESR12714
ES794628	ESR12713
ES794628	ESR12709
ES794629	ESR12697
ES794630	ESR12718
ES794630	ESR12713
ES794630	ESR12711
ES794631	ESR12700
ES794632	ESR12712
ES794633	ESR12725
ES794633	ESR12709
ES794633	ESR12694
ES794635	ESR12709
ES794636	ESR12718
ES794636	ESR12714
ES794636	ESR12709
ES794637	ESR12693
ES794639	ESR12698
ES789832	ESR12513
ES789842	ESR12510
ES789843	ESR12512
ES789844	ESR12513
ES789844	ESR12510
ES789847	ESR12512
ES789851	ESR12513
ES789851	ESR12511
ES789859	ESR12512
ES789859	ESR12511
ES789860	ESR12512
ES789863	ESR12511
ES789863	ESR12510
ES789866	ESR12513
ES789868	ESR12512
ES789876	ESR12517
ES789879	ESR12519
ES789879	ESR12516
ES789880	ESR12517
ES789883	ESR12517
ES789884	ESR12519
ES789884	ESR12518
ES789885	ESR12516
ES789888	ESR12518
ES789889	ESR12518
ES789890	ESR12519
ES789893	ESR12516
ES789894	ESR12517
ES789896	ESR12519
ES789896	ESR12518
ES789897	ESR12519
ES789900	ESR12517
ES789905	ESR12517
ES789907	ESR12517
ES789909	ESR12519
ES789909	ESR12517
ES789910	ESR12518
ES789911	ESR12519
ES789917	ESR12517
ES789919	ESR12517
ES789922	ESR12519
ES789928	ESR12517
ES789929	ESR12519
ES789929	ESR12518
ES789932	ESR12516
ES789936	ESR12517
ES789936	ESR12516
ES789937	ESR12518
ES789937	ESR12516
ES789939	ESR12519
ES789941	ESR12517
ES789943	ESR12519
ES789946	ESR12518
ES789947	ESR12517
ES789949	ESR12518
ES789953	ESR12518
ES789957	ESR12517
ES789958	ESR12516
ES789960	ESR12518
ES789961	ESR12517
ES789962	ESR12517
ES789964	ESR12517
ES789966	ESR12519
ES789966	ESR12517
ES789967	ESR12519
ES789968	ESR12517
ES789968	ESR12516
ES789970	ESR12519
ES789972	ESR12516
ES789974	ESR12517
ES789974	ESR12516
ES789976	ESR12518
ES789978	ESR12519
ES789979	ESR12518
ES789986	ESR12519
ES789988	ESR12518
ES790029	ESR12522
ES790057	ESR12522
ES790065	ESR12522
ES790085	ESR12522
ES790093	ESR12522
ES790095	ESR12522
ES790102	ESR12522
ES794640	ESR12718
ES794640	ESR12709
ES794641	ESR12701
ES794641	ESR12699
ES794641	ESR12697
ES794642	ESR12716
ES794642	ESR12714
ES794642	ESR12713
ES794643	ESR12709
ES794643	ESR12699
ES794643	ESR12695
ES794644	ESR12712
ES794645	ESR12699
ES794646	ESR12715
ES794646	ESR12713
ES794648	ESR12716
ES794648	ESR12711
ES794649	ESR12698
ES794649	ESR12697
ES794650	ESR12707
ES794650	ESR12706
ES794652	ESR12717
ES794652	ESR12716
ES794652	ESR12711
ES794653	ESR12697
ES794654	ESR12714
ES794654	ESR12712
ES794655	ESR12701
ES794655	ESR12698
ES794655	ESR12697
ES794656	ESR12728
ES794656	ESR12712
ES794658	ESR12718
ES794658	ESR12715
ES794659	ESR12698
ES794660	ESR12718
ES794660	ESR12709
ES794661	ESR12709
ES794661	ESR12701
ES794661	ESR12700
ES794661	ESR12695
ES794661	ESR12694
ES794664	ESR12716
ES794664	ESR12714
ES794667	ESR12701
ES794669	ESR12701
ES794669	ESR12698
ES794670	ESR12708
ES794671	ESR12718
ES794672	ESR12728
ES794673	ESR12709
ES794674	ESR12709
ES794675	ESR12699
ES794676	ESR12713
ES794678	ESR12713
ES794680	ESR12718
ES794680	ESR12713
ES794681	ESR12698
ES794681	ESR12696
ES794684	ESR12717
ES794684	ESR12714
ES794684	ESR12711
ES794685	ESR12701
ES794685	ESR12697
ES794685	ESR12693
ES794687	ESR12699
ES794687	ESR12694
ES794688	ESR12710
ES794689	ESR12725
ES794689	ESR12700
ES794690	ESR12717
ES794691	ESR12717
ES794691	ESR12716
ES794692	ESR12698
ES794692	ESR12693
ES794693	ESR12718
ES794693	ESR12716
ES794693	ESR12715
ES794693	ESR12713
ES794695	ESR12713
ES794695	ESR12712
ES794696	ESR12725
ES794696	ESR12709
ES794696	ESR12700
ES794696	ESR12699
ES794696	ESR12698
ES794697	ESR12705
ES794697	ESR12704
ES794697	ESR12703
ES794697	ESR12701
ES794698	ESR12716
ES794700	ESR12698
ES794702	ESR12695
ES794702	ESR12693
ES794705	ESR12718
ES794705	ESR12712
ES794706	ESR12696
ES794708	ESR12725
ES794708	ESR12693
ES794709	ESR12709
ES794709	ESR12708
ES794710	ESR12714
ES794710	ESR12710
ES794711	ESR12728
ES794712	ESR12693
ES794713	ESR12717
ES794713	ESR12714
ES794714	ESR12725
ES794714	ESR12701
ES794714	ESR12698
ES794714	ESR12693
ES794715	ESR12717
ES794716	ESR12696
ES794718	ESR12710
ES794719	ESR12725
ES794719	ESR12709
ES794719	ESR12701
ES794720	ESR12709
ES794720	ESR12708
ES794720	ESR12703
ES794721	ESR12712
ES794721	ESR12709
ES794722	ESR12716
ES794722	ESR12709
ES794724	ESR12710
ES794725	ESR12695
ES794725	ESR12694
ES794726	ESR12715
ES794728	ESR12705
ES794728	ESR12701
ES794729	ESR12712
ES794729	ESR12709
ES794730	ESR12716
ES794731	ESR12709
ES794732	ESR12717
ES794732	ESR12711
ES794734	ESR12709
ES794735	ESR12701
ES794737	ESR12699
ES794738	ESR12701
ES794739	ESR12713
ES794740	ESR12717
ES794742	ESR12709
ES794742	ESR12708
ES794742	ESR12701
ES794743	ESR12716
ES794743	ESR12710
ES794743	ESR12709
ES794744	ESR12728
ES794747	ESR12696
ES794747	ESR12693
ES794749	ESR12715
ES794749	ESR12714
ES794749	ESR12709
ES794555	ESR12699
ES794556	ESR12706
ES794556	ESR12704
ES794556	ESR12703
ES794558	ESR12715
ES794558	ESR12712
ES794559	ESR12698
ES794559	ESR12695
ES794560	ESR12728
ES794560	ESR12710
ES794563	ESR12725
ES794563	ESR12699
ES794564	ESR12717
ES794564	ESR12709
ES794565	ESR12725
ES794567	ESR12718
ES794567	ESR12710
ES794568	ESR12728
ES794568	ESR12713
ES794569	ESR12709
ES794569	ESR12695
ES794571	ESR12715
ES794572	ESR12714
ES794573	ESR12725
ES794573	ESR12696
ES794574	ESR12713
ES794575	ESR12701
ES794575	ESR12697
ES794576	ESR12717
ES794577	ESR12696
ES794578	ESR12728
ES794578	ESR12710
ES794581	ESR12715
ES794581	ESR12711
ES794582	ESR12717
ES794584	ESR12712
ES794585	ESR12697
ES794586	ESR12714
ES794586	ESR12711
ES794588	ESR12718
ES794588	ESR12714
ES794588	ESR12712
ES794589	ESR12725
ES794589	ESR12701
ES794589	ESR12697
ES794589	ESR12694
ES794592	ESR12718
ES794592	ESR12714
ES794593	ESR12725
ES794593	ESR12700
ES794594	ESR12728
ES794595	ESR12696
ES794596	ESR12712
ES794598	ESR12728
ES794598	ESR12718
ES794598	ESR12715
ES794599	ESR12725
ES794601	ESR12699
ES794601	ESR12694
ES794602	ESR12702
ES794603	ESR12727
ES794603	ESR12711
ES794604	ESR12717
ES794604	ESR12711
ES794606	ESR12710
ES794607	ESR12699
ES794608	ESR12728
ES794609	ESR12698
ES794610	ESR12728
ES794610	ESR12709
ES794611	ESR12699
ES794611	ESR12697
ES794611	ESR12694
ES794612	ESR12714
ES794612	ESR12712
ES794613	ESR12701
ES794614	ESR12708
ES794614	ESR12705
ES794615	ESR12712
ES794617	ESR12701
ES794618	ESR12718
ES794619	ESR12725
ES794619	ESR12709
ES794619	ESR12701
ES794619	ESR12699
ES794620	ESR12728
ES794620	ESR12717
ES794620	ESR12715
ES794621	ESR12725
ES794621	ESR12700
ES794622	ESR12728
ES794623	ESR12701
ES794623	ESR12700
ES794623	ESR12699
ES794623	ESR12696
ES794623	ESR12694
ES794624	ESR12716
ES794624	ESR12714
ES794625	ESR12698
ES794626	ESR12718
ES794627	ESR12698
ES794627	ESR12694
ES794629	ESR12709
ES794629	ESR12693
ES794631	ESR12699
ES794631	ESR12696
ES794632	ESR12718
ES794632	ESR12717
ES794633	ESR12701
ES794633	ESR12700
ES794633	ESR12699
ES794634	ESR12712
ES794635	ESR12725
ES794635	ESR12695
ES794636	ESR12728
ES794636	ESR12715
ES794636	ESR12713
ES794637	ESR12701
ES794638	ESR12717
ES794638	ESR12713
ES794638	ESR12709
ES789829	ESR12511
ES789833	ESR12512
ES789833	ESR12511
ES789834	ESR12513
ES789835	ESR12513
ES789838	ESR12510
ES789840	ESR12512
ES789841	ESR12511
ES789843	ESR12513
ES789847	ESR12513
ES789847	ESR12510
ES789848	ESR12513
ES789849	ESR12512
ES789849	ESR12510
ES789850	ESR12511
ES789852	ESR12513
ES789853	ESR12511
ES789855	ESR12511
ES789859	ESR12510
ES789861	ESR12512
ES789862	ESR12513
ES789862	ESR12512
ES789863	ESR12513
ES789870	ESR12518
ES789872	ESR12518
ES789873	ESR12518
ES789875	ESR12518
ES789879	ESR12518
ES789881	ESR12518
ES789884	ESR12517
ES789885	ESR12517
ES789887	ESR12517
ES789890	ESR12516
ES789892	ESR12519
ES789894	ESR12518
ES789901	ESR12517
ES789902	ESR12516
ES789903	ESR12518
ES789905	ESR12518
ES789906	ESR12518
ES789907	ESR12516
ES789910	ESR12516
ES789916	ESR12518
ES789918	ESR12519
ES789918	ESR12517
ES789919	ESR12516
ES789921	ESR12519
ES789921	ESR12516
ES789922	ESR12518
ES789926	ESR12519
ES789927	ESR12519
ES789927	ESR12517
ES789928	ESR12518
ES789931	ESR12517
ES789934	ESR12517
ES789935	ESR12516
ES789936	ESR12519
ES789937	ESR12519
ES789939	ESR12517
ES789940	ESR12519
ES789942	ESR12519
ES789954	ESR12517
ES789954	ESR12516
ES789955	ESR12519
ES789955	ESR12518
ES789962	ESR12516
ES789963	ESR12519
ES789967	ESR12518
ES789975	ESR12519
ES789975	ESR12518
ES789977	ESR12516
ES789979	ESR12517
ES789980	ESR12516
ES789982	ESR12518
ES789985	ESR12517
ES789988	ESR12517
ES790045	ESR12522
ES790047	ESR12522
ES790056	ESR12522
ES790060	ESR12522
ES790063	ESR12522
ES790070	ESR12522
ES790081	ESR12522
ES790091	ESR12522
ES790096	ESR12522
ES794640	ESR12712
ES794640	ESR12711
ES794641	ESR12698
ES794642	ESR12728
ES794643	ESR12694
ES794645	ESR12725
ES794645	ESR12701
ES794647	ESR12697
ES794647	ESR12693
ES794649	ESR12701
ES794649	ESR12700
ES794649	ESR12694
ES794649	ESR12693
ES794650	ESR12704
ES794651	ESR12714
ES794652	ESR12728
ES794652	ESR12712
ES794653	ESR12709
ES794653	ESR12700
ES794653	ESR12695
ES794653	ESR12693
ES794655	ESR12700
ES794655	ESR12693
ES794656	ESR12718
ES794657	ESR12700
ES794657	ESR12697
ES794660	ESR12714
ES794662	ESR12716
ES794662	ESR12711
ES794663	ESR12699
ES794663	ESR12697
ES794664	ESR12728
ES794665	ESR12700
ES794666	ESR12717
ES794666	ESR12715
ES794667	ESR12725
ES794667	ESR12709
ES794667	ESR12696
ES794668	ESR12716
ES794668	ESR12713
ES794669	ESR12693
ES794670	ESR12706
ES794670	ESR12705
ES794672	ESR12716
ES794672	ESR12713
ES794674	ESR12717
ES794675	ESR12709
ES794676	ESR12717
ES794676	ESR12715
ES794677	ESR12701
ES794677	ESR12693
ES794678	ESR12717
ES794679	ESR12699
ES794679	ESR12695
ES794680	ESR12714
ES794680	ESR12711
ES794680	ESR12710
ES794680	ESR12709
ES794682	ESR12710
ES794682	ESR12709
ES794683	ESR12698
ES794683	ESR12695
ES794684	ESR12718
ES794684	ESR12712
ES794684	ESR12710
ES794685	ESR12699
ES794685	ESR12698
ES794687	ESR12696
ES794687	ESR12693
ES794688	ESR12717
ES794690	ESR12711
ES794690	ESR12710
ES794691	ESR12712
ES794693	ESR12710
ES794696	ESR12694
ES794697	ESR12708
ES794699	ESR12713
ES794700	ESR12725
ES794700	ESR12709
ES794701	ESR12718
ES794702	ESR12709
ES794702	ESR12698
ES794703	ESR12716
ES794705	ESR12709
ES794706	ESR12725
ES794707	ESR12728
ES794708	ESR12701
ES794709	ESR12707
ES794709	ESR12705
ES794711	ESR12718
