FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
1233703	lymphocyte	Lymph		578638
1233717	lymphocyte	Lymph		578640
1233718	CD19	CD19	ANA805	578640
1233724	lymphocyte	Lymph		578641
1233725	CD3	CD3	ANA809	578641
1233732		WBC		578643
1233735	CD4	CD4	ANA41	578643
1233736	singlet	Singlet		578644
1233748	CD45RA-	CD45RA-	ANA816	578645
1233758		WBC		578647
1233767		WBC		578648
1233771	CXCR5+	CXCR5+	ANA78	578648
1233777		WBC		578649
1233799	CD4	CD4	ANA41	578651
1233805		WBC		578652
1233820	CD45RA-	CD45RA-	ANA816	578653
1233823	singlet	Singlet		578654
1233839	CD45RA-	CD45RA-	ANA816	578655
1233849		WBC		578657
1233860	CD3	CD3	ANA809	578658
1233880	CD4	CD4	ANA41	578660
1233902	CXCR3-	CXCR3-	ANA76	578662
1233917	CD3	CD3	ANA809	578664
1233925		WBC		578665
1233926	lymphocyte	Lymph		578665
1233933	CD8	CD8	ANA810	578666
1233944	CD3	CD3	ANA809	578668
1233947	singlet	Singlet		578669
1199631	singlet	Singlet		573912
1199633	lymphocyte	Lymph		573912
1199635	singlet	Singlet		573913
1199645	singlet	Singlet		573915
1199671	singlet	Singlet		573919
1199684	singlet	Singlet		573921
1199692	lymphocyte	Lymph		573922
1199697		WBC		573923
1199698	lymphocyte	Lymph		573923
1199704	lymphocyte	Lymph		573924
1199723	CD19	CD19	ANA805	573927
1199725	IgD+	IgD+	ANA813	573927
1199728		WBC		573928
1199736	lymphocyte	Lymph		573929
1199737	CD19	CD19	ANA805	573929
1199772	CD40+	CD40+	ANA42	573934
1199778	CD14-	CD14-	ANA804	573935
1199791	HLADR	HLADR	ANA812	573937
1199801	singlet	Singlet		573939
1199802		WBC		573939
1199819	HLADR	HLADR	ANA812	573941
1199836	singlet	Singlet		573944
1199837		WBC		573944
1199844		WBC		573945
1199862	CD16-	CD16-	ANA811	573947
1199867	CD14+	CD14+	ANA804	573948
1199868	HLADR	HLADR	ANA812	573948
1199869	CD16+	CD16+	ANA811	573948
1199872		WBC		573949
1199885	singlet	Singlet		573951
1199888	CD14+	CD14+	ANA804	573951
1199894		Mono		573952
1199901		Mono		573953
1199913	singlet	Singlet		573955
1199914		WBC		573955
1199927	singlet	Singlet		573957
1199933	SLAN-	SLAN-	ANA906	573957
1199934	singlet	Singlet		573958
1199943		Mono		573959
1199945	singlet	Singlet		573960
1199964		Lymo		573964
1199966	BDCA2, CD303+	BDCA2+	ANA870	573964
1199980	BDCA2, CD303+	BDCA2+	ANA870	573966
1199984		WBC		573967
1199988	CD11c-	CD11c-	ANA814	573967
1199994	BDCA2, CD303-	BDCA2-	ANA870	573968
1200003	singlet	Singlet		573970
1200015	CD11c+	CD11c+	ANA814	573971
1200038	BDCA3-	BDCA3-	ANA894	573974
1200055	CD11c+	CD11c+	ANA814	573976
1200063	BDCA2, CD303-	BDCA2-	ANA870	573977
1200064	CD11c+	CD11c+	ANA814	573977
1200077		WBC		573979
1200080	BDCA2, CD303-	BDCA2-	ANA870	573979
1200087		Lymo		573980
1200096		Lymo		573981
1200112	singlet	Singlet		573983
1200115	CD3	CD3	ANA809	573983
1200121	singlet	Singlet		573985
1200125	CD4	CD4	ANA41	573985
1200128	lymphocyte	Lymph		573986
1200136	CD4	CD4	ANA41	573987
1200144	CXCR5+	CXCR5+	ANA78	573988
1200154	CXCR3+	CXCR3+	ANA76	573989
1200168	lymphocyte	Lymph		573991
1200192	CXCR3-	CXCR3-	ANA76	573993
1200203	CD278+	ICOS+	ANA898	573994
1200204	singlet	Singlet		573995
1200207	CD3	CD3	ANA809	573995
1200209	CXCR5+	CXCR5+	ANA78	573995
1200216	CD3	CD3	ANA809	573996
1200219	CD45RA-	CD45RA-	ANA816	573996
1200223	singlet	Singlet		573997
1200227	CD4	CD4	ANA41	573997
1200249	lymphocyte	Lymph		574000
1200252	CXCR5-	CXCR5-	ANA78	574000
1200256	CD278+	ICOS+	ANA898	574000
1200262	CXCR5-	CXCR5-	ANA78	574001
1200264	CXCR3+	CXCR3+	ANA76	574001
1200267		WBC		574002
1200269	CD3	CD3	ANA809	574002
1200277		WBC		574003
1200280	CD4	CD4	ANA41	574003
1200282	CD45RA-	CD45RA-	ANA816	574003
1200292	CXCR3-	CXCR3-	ANA76	574004
1200300	CXCR5-	CXCR5-	ANA78	574005
1200307	CD3	CD3	ANA809	574006
1200308	CD4	CD4	ANA41	574006
1200319	singlet	Singlet		574008
1200328	CD3	CD3	ANA809	574009
1200342	CD278+	ICOS+	ANA898	574011
1200347	singlet	Singlet		574013
1200354	lymphocyte	Lymph		574014
1200356	CD27+	CD27+	ANA40	574014
1200370	singlet	Singlet		574017
1200376	singlet	Singlet		574018
1200394	CD24+	CD24+	ANA807	574020
1200409		WBC		574023
1200410	lymphocyte	Lymph		574023
1200411	CD19	CD19	ANA805	574023
1200421		WBC		574025
1200434	lymphocyte	Lymph		574027
1200438	B7-2+	CD86+	ANA868	574027
1200440		WBC		574028
1200450	CD27+	CD27+	ANA40	574029
1200454		WBC		574030
1200455	lymphocyte	Lymph		574030
1200462	lymphocyte	Lymph		574031
1200473	B7-2+	CD86+	ANA868	574032
1200477	CD3	CD3	ANA809	574033
1200481	CD3	CD3	ANA809	574034
1200494	singlet	Singlet		574037
1200502		WBC		574038
1200503	lymphocyte	Lymph		574038
1200506	CXCR5+	CXCR5+	ANA78	574038
1200509	singlet	Singlet		574039
1200520	lymphocyte	Lymph		574040
1200525	CXCR3+	CXCR3+	ANA76	574040
1200538		WBC		574042
1200541	CD4	CD4	ANA41	574042
1200560	CD4	CD4	ANA41	574044
1200572	CD45RA-	CD45RA-	ANA816	574045
1200580	CXCR5+	CXCR5+	ANA78	574046
1200582	CXCR3-	CXCR3-	ANA76	574046
1200585	singlet	Singlet		574047
1200588	CD3	CD3	ANA809	574047
1200593		WBC		574048
1200608	CCR6-	CCR6-	ANA36	574049
1200612	CD3	CD3	ANA809	574050
1200614	CXCR5-	CXCR5-	ANA78	574050
1200615	CD45RA-	CD45RA-	ANA816	574050
1200622	CD3	CD3	ANA809	574051
1200630	lymphocyte	Lymph		574052
1200636	CCR6+	CCR6+	ANA36	574052
1200638	singlet	Singlet		574053
1200650	CD3	CD3	ANA809	574054
1200655	CCR6+	CCR6+	ANA36	574054
1200669	CD3	CD3	ANA809	574056
1200671	CXCR5-	CXCR5-	ANA78	574056
1200678	lymphocyte	Lymph		574057
1200688		WBC		574059
1200690	CD3	CD3	ANA809	574059
1200692	CXCR3+	CXCR3+	ANA76	574059
1200700		WBC		574061
1200702	CD3	CD3	ANA809	574061
1200704	CD278+	ICOS+	ANA898	574061
1200711	lymphocyte	Lymph		574063
1200718	CD27+	CD27+	ANA40	574064
1200730	CD138+	CD138+	ANA891	574066
1200732	singlet	Singlet		574067
1200734	lymphocyte	Lymph		574067
1200745	singlet	Singlet		574069
1200749	CD38+	CD38+	ANA808	574069
1200750	CD24+	CD24+	ANA807	574069
1200751	singlet	Singlet		574070
1200754	CD19	CD19	ANA805	574070
1200762	CD27-	CD27-	ANA40	574071
1200763	IgD+	IgD+	ANA813	574071
1200773	CD19	CD19	ANA805	574073
1200776	singlet	Singlet		574074
1200786	CD19+	CD19+	ANA805	574075
1200791	CD19	CD19	ANA805	574076
1200792	CD19+	CD19+	ANA805	574076
1200809		WBC		574079
1200818	CD19	CD19	ANA805	574080
1200841		WBC		574084
1200844	CD278+	ICOS+	ANA898	574084
1200850	singlet	Singlet		574086
1200857		WBC		574087
1200867	CD4	CD4	ANA41	574088
1200893	CD3	CD3	ANA809	574091
1200899	singlet	Singlet		574092
1200928	singlet	Singlet		574095
1200945	CCR6-	CCR6-	ANA36	574096
1200952	CXCR5-	CXCR5-	ANA78	574097
1200953	CD45RA-	CD45RA-	ANA816	574097
1200957	CD3	CD3	ANA809	574098
1200978	CXCR3+	CXCR3+	ANA76	574100
1200979	CCR6-	CCR6-	ANA36	574100
1200991		WBC		574102
1200996	CD45RA-	CD45RA-	ANA816	574102
1200999	CD278+	ICOS+	ANA898	574102
1201002	lymphocyte	Lymph		574103
1201005	CXCR5-	CXCR5-	ANA78	574103
1201017	CCR6+	CCR6+	ANA36	574104
1201022	CD3	CD3	ANA809	574105
1201029		WBC		574106
1201035	CXCR3-	CXCR3-	ANA76	574106
1201038	singlet	Singlet		574107
1201050		WBC		574109
1201094	singlet	Singlet		574117
1201097	CD19	CD19	ANA805	574117
1201100	singlet	Singlet		574118
1201101		WBC		574118
1201102	lymphocyte	Lymph		574118
1201107	singlet	Singlet		574119
1201108		WBC		574119
1201111	CD38+	CD38+	ANA808	574119
1201131	IgD+	IgD+	ANA813	574122
1201145		WBC		574125
1201146	lymphocyte	Lymph		574125
1201156	singlet	Singlet		574127
1201157		WBC		574127
1201194	CD19	CD19	ANA805	574132
1201196	CD20-	CD20-	ANA806	574132
1201204	lymphocyte	Lymph		574134
1201210	CD3	CD3	ANA809	574135
1201226		WBC		574138
1201248	CD45RA-	CD45RA-	ANA816	574140
1201256	CD4	CD4	ANA41	574141
1201257	CXCR5+	CXCR5+	ANA78	574141
1201263	lymphocyte	Lymph		574142
1201264	CD3	CD3	ANA809	574142
1201295	CXCR5+	CXCR5+	ANA78	574145
1201296	CD45RA-	CD45RA-	ANA816	574145
1201303	CD4	CD4	ANA41	574146
1201307	CCR6-	CCR6-	ANA36	574146
1201312	CD3	CD3	ANA809	574147
1201370	CCR6+	CCR6+	ANA36	574153
1201388	CXCR3-	CXCR3-	ANA76	574155
1201391		WBC		574156
1201394	CD4	CD4	ANA41	574156
1201409	CD8	CD8	ANA810	574158
1201445	lymphocyte	Lymph		574165
1201468	B7-2+	CD86+	ANA868	574168
1201471	lymphocyte	Lymph		574169
1201473	CD38+	CD38+	ANA808	574169
1201485	CD19	CD19	ANA805	574171
1201492	CD27+	CD27+	ANA40	574172
1201521	CD19	CD19	ANA805	574177
1201526		WBC		574178
1201541	lymphocyte	Lymph		574180
1201548	lymphocyte	Lymph		574181
1201550	CD19+	CD19+	ANA805	574181
1201560	singlet	Singlet		574183
1201564	HLADR	HLADR	ANA812	574183
1201568	CD14+	CD14+	ANA804	574184
1201580		Mono		574186
1201604	CD16-	CD16-	ANA811	574189
1201621		WBC		574192
1201632	CD16-	CD16-	ANA811	574193
1201637	CD14+	CD14+	ANA804	574194
1201659	HLADR	HLADR	ANA812	574197
1201661	HLADR+	HLADR+	ANA812	574197
1201673	HLADR	HLADR	ANA812	574199
1201680	HLADR	HLADR	ANA812	574200
1201691		WBC		574202
1201692		Mono		574202
1201694	HLADR	HLADR	ANA812	574202
1201742	SLAN+	SLAN+	ANA906	574209
1201745		Neutro		574210
1201761		WBC		574214
1201798	BDCA2, CD303-	BDCA2-	ANA870	574219
1201800	CD2-	CD2-	ANA860	574219
1201815	singlet	Singlet		574222
1201827	CD11c+	CD11c+	ANA814	574223
1201832		Lymo		574224
1201835	CD11c+	CD11c+	ANA814	574224
1201846	BDCA1+	CD1c+	ANA895	574225
1201848	singlet	Singlet		574226
1201852	BDCA2, CD303-	BDCA2-	ANA870	574226
1201855	BDCA1+	CD1c+	ANA895	574226
1201867		WBC		574228
1201876		Lymo		574229
1201907	BDCA3+	BDCA3+	ANA894	574232
1201908	BDCA1-	CD1c-	ANA895	574232
1201910	singlet	Singlet		574233
1201914	singlet	Singlet		574234
1201917	CD3	CD3	ANA809	574234
1201919	singlet	Singlet		574235
1201922	CD3	CD3	ANA809	574235
1201935	CXCR5+	CXCR5+	ANA78	574237
1201944	CD278+	ICOS+	ANA898	574238
1201964	singlet	Singlet		574241
1201966	lymphocyte	Lymph		574241
1201969	CXCR5+	CXCR5+	ANA78	574241
1201973	singlet	Singlet		574242
1201974		WBC		574242
1201978	CXCR5+	CXCR5+	ANA78	574242
1201983	singlet	Singlet		574243
1201985	lymphocyte	Lymph		574243
1201997	CXCR5+	CXCR5+	ANA78	574244
1202001	CD278+	ICOS+	ANA898	574244
1202022		WBC		574247
1202026	CXCR5-	CXCR5-	ANA78	574247
1202035	CD278+	ICOS+	ANA898	574248
1202036	singlet	Singlet		574249
1202041	CXCR5-	CXCR5-	ANA78	574249
1202064	singlet	Singlet		574252
1202069	CXCR5-	CXCR5-	ANA78	574252
1202074	singlet	Singlet		574253
1202080	CD45RA-	CD45RA-	ANA816	574253
1202086	CD3	CD3	ANA809	574254
1202095	lymphocyte	Lymph		574255
1202104	lymphocyte	Lymph		574256
1202105	CD3	CD3	ANA809	574256
1202123	singlet	Singlet		574259
1202132	CD3	CD3	ANA809	574260
1202135	singlet	Singlet		574261
1202141	singlet	Singlet		574262
1202154	CD27+	CD27+	ANA40	574264
1202157	lymphocyte	Lymph		574265
1202170	lymphocyte	Lymph		574267
1202171	CD19	CD19	ANA805	574267
1202189	lymphocyte	Lymph		574270
1202192	CD24+	CD24+	ANA807	574270
1202216	CD27-	CD27-	ANA40	574274
1202222	CD19+	CD19+	ANA805	574275
1202228	CD19+	CD19+	ANA805	574276
1202231		WBC		574277
1202232	lymphocyte	Lymph		574277
1202235	IgD+	IgD+	ANA813	574277
1202252		WBC		574280
1202263	CD20+	CD20+	ANA806	574281
1202271	B7-2+	CD86+	ANA868	574282
1202277	singlet	Singlet		574284
1202278		WBC		574284
1202286	CD14+	CD14+	ANA804	574285
1202290	singlet	Singlet		574286
1202293	CD14+	CD14+	ANA804	574286
1202312		WBC		574289
1202320		Mono		574290
1202326		WBC		574291
1202331	CCRL1-	CX3CR1-	ANA59	574291
1202347		WBC		574294
1202355		Mono		574295
1202365	CD16-	CD16-	ANA811	574296
1202369		Mono		574297
1202375		WBC		574298
1202382		WBC		574299
1202383		Mono		574299
1202384	CD14+	CD14+	ANA804	574299
1202391	CD14+	CD14+	ANA804	574300
1202395	singlet	Singlet		574301
1202405	CD14+	CD14+	ANA804	574302
1202430	singlet	Singlet		574306
1202441	HLADR	HLADR	ANA812	574307
1202458	singlet	Singlet		574311
1202468		Lymo		574313
1202472	singlet	Singlet		574314
1202473		WBC		574314
1202478	CD2-	CD2-	ANA860	574314
1202480		WBC		574315
1202485	CD2+	CD2+	ANA860	574315
1202493	singlet	Singlet		574317
1202506	singlet	Singlet		574319
1202508		Lymo		574319
1202520	singlet	Singlet		574321
1202541	BDCA1+	CD1c+	ANA895	574323
1202544		Lymo		574324
1202549	BDCA1+	CD1c+	ANA895	574324
1202575	BDCA3-	BDCA3-	ANA894	574327
1202603	CD2+	CD2+	ANA860	574330
1202613	singlet	Singlet		574332
1202632		WBC		574335
1202641	CD278+	ICOS+	ANA898	574336
1202651	lymphocyte	Lymph		574338
1202657	singlet	Singlet		574339
1202661	CD4	CD4	ANA41	574339
1202672	CD45RA-	CD45RA-	ANA816	574340
1202682	CD45RA-	CD45RA-	ANA816	574341
1202686		WBC		574342
1202700	CXCR5+	CXCR5+	ANA78	574343
1202708	CD4	CD4	ANA41	574344
1202709	CXCR5+	CXCR5+	ANA78	574344
1202712	CCR6+	CCR6+	ANA36	574344
1202717	CD3	CD3	ANA809	574345
1202722	CCR6-	CCR6-	ANA36	574345
1202723	singlet	Singlet		574346
1202726	CD3	CD3	ANA809	574346
1202741		WBC		574348
1202759	lymphocyte	Lymph		574350
1202768		WBC		574351
1202769	lymphocyte	Lymph		574351
1202773	CD45RA-	CD45RA-	ANA816	574351
1202790	CD4	CD4	ANA41	574353
1202791	CXCR5-	CXCR5-	ANA78	574353
1202796		WBC		574354
1202814	singlet	Singlet		574356
1202825		WBC		574357
1202826	lymphocyte	Lymph		574357
1202828	CD8	CD8	ANA810	574357
1202834	CCR6+	CCR6+	ANA36	574358
1202835	singlet	Singlet		574359
1202846	CXCR5+	CXCR5+	ANA78	574360
1202851	CD8	CD8	ANA810	574361
1202855	lymphocyte	Lymph		574362
1202864	lymphocyte	Lymph		574364
1202880	singlet	Singlet		574367
1202882	lymphocyte	Lymph		574367
1202903	CD38+	CD38+	ANA808	574370
1202922	CD27+	CD27+	ANA40	574373
1202925		WBC		574374
1202934	CD19+	CD19+	ANA805	574375
1202948	B7-2+	CD86+	ANA868	574377
1202965	lymphocyte	Lymph		574380
1202971		WBC		574381
1202972	lymphocyte	Lymph		574381
1202979	lymphocyte	Lymph		574382
1202981	CD19+	CD19+	ANA805	574382
1202983	B7-2+	CD86+	ANA868	574382
1202986	lymphocyte	Lymph		574383
1202996	CD3	CD3	ANA809	574385
1202997	CD4	CD4	ANA41	574385
1203009	CXCR5+	CXCR5+	ANA78	574387
1203020		WBC		574389
1203026	CXCR3+	CXCR3+	ANA76	574389
1203031	CD3	CD3	ANA809	574390
1203043	CXCR5+	CXCR5+	ANA78	574391
1203047	singlet	Singlet		574392
1203048		WBC		574392
1203069	CD3	CD3	ANA809	574394
1203087	lymphocyte	Lymph		574396
1203088	CD3	CD3	ANA809	574396
1203095	singlet	Singlet		574397
1203109	CD278+	ICOS+	ANA898	574398
1203111		WBC		574399
1203122	CD3	CD3	ANA809	574400
1203128	CD278+	ICOS+	ANA898	574400
1203137	CCR6+	CCR6+	ANA36	574401
1203148	singlet	Singlet		574403
1203157	singlet	Singlet		574404
1203160	CD3	CD3	ANA809	574404
1203165	CCR6+	CCR6+	ANA36	574404
1203168		WBC		574405
1203176	singlet	Singlet		574406
1203178	lymphocyte	Lymph		574406
1203197	singlet	Singlet		574409
1203207	CD8	CD8	ANA810	574410
1203213	CD8	CD8	ANA810	574411
1203224	singlet	Singlet		574414
1203229	singlet	Singlet		574415
1203237	lymphocyte	Lymph		574416
1203248	singlet	Singlet		574418
1203264	CD19	CD19	ANA805	574420
1203274	singlet	Singlet		574422
1203285	IgD-	IgD-	ANA813	574423
1203296	CD19+	CD19+	ANA805	574425
1203297	CD20+	CD20+	ANA806	574425
1203312		WBC		574428
1203319		WBC		574429
1203323	IgD-	IgD-	ANA813	574429
1203327	lymphocyte	Lymph		574430
1203342	CD19	CD19	ANA805	574432
1203345	B7-2+	CD86+	ANA868	574432
1203349	CD3	CD3	ANA809	574433
1203355	singlet	Singlet		574435
1203356		WBC		574435
1203366	singlet	Singlet		574437
1203374		WBC		574438
1203376	CD3	CD3	ANA809	574438
1203377	CD4	CD4	ANA41	574438
1203384	CD3	CD3	ANA809	574439
1203400	singlet	Singlet		574441
1203406	CD45RA-	CD45RA-	ANA816	574441
1203409	singlet	Singlet		574442
1203439		WBC		574445
1203440	lymphocyte	Lymph		574445
1203441	CD3	CD3	ANA809	574445
1203453	CD45RA-	CD45RA-	ANA816	574446
1203469	CXCR5-	CXCR5-	ANA78	574448
1203476	CD4	CD4	ANA41	574449
1203478	CD45RA-	CD45RA-	ANA816	574449
1203481	singlet	Singlet		574450
1203498	CXCR3+	CXCR3+	ANA76	574451
1203510	singlet	Singlet		574453
1203512	lymphocyte	Lymph		574453
1203523	CD4	CD4	ANA41	574454
1203528	CD278+	ICOS+	ANA898	574454
1203529	singlet	Singlet		574455
1203540	lymphocyte	Lymph		574456
1203552	CD8	CD8	ANA810	574457
1203558	CCR6+	CCR6+	ANA36	574458
1203560		WBC		574459
1203571	singlet	Singlet		574461
1203574	CD3	CD3	ANA809	574461
1203578		WBC		574462
1203579	lymphocyte	Lymph		574462
1203600	CD19	CD19	ANA805	574466
1203603	B7-2+	CD86+	ANA868	574466
1203606	lymphocyte	Lymph		574467
1203614	CD38+	CD38+	ANA808	574468
1203617	singlet	Singlet		574469
1203631		WBC		574471
1203642	singlet	Singlet		574473
1203643		WBC		574473
1203650	lymphocyte	Lymph		574474
1203656	lymphocyte	Lymph		574475
1203659	CD20+	CD20+	ANA806	574475
1203661		WBC		574476
1203663	CD19	CD19	ANA805	574476
1203667		WBC		574477
1203668	lymphocyte	Lymph		574477
1203678	IgD+	IgD+	ANA813	574478
1203682	lymphocyte	Lymph		574479
1203686	B7-2+	CD86+	ANA868	574479
1203688		WBC		574480
1203691	CD27-	CD27-	ANA40	574480
1203698	CD19+	CD19+	ANA805	574481
1203717	singlet	Singlet		574485
1203719	lymphocyte	Lymph		574485
1203728	singlet	Singlet		574487
1203739	CD4	CD4	ANA41	574488
1203748	CXCR5+	CXCR5+	ANA78	574489
1203750	CXCR3+	CXCR3+	ANA76	574489
1203755	CD3	CD3	ANA809	574490
1203763		WBC		574491
1203766	CD4	CD4	ANA41	574491
1203782		WBC		574493
1203785	CD4	CD4	ANA41	574493
1203812	CD3	CD3	ANA809	574496
1203815	CD45RA-	CD45RA-	ANA816	574496
1203825	CD45RA-	CD45RA-	ANA816	574497
1203833	CD278+	ICOS+	ANA898	574498
1203841	CXCR3+	CXCR3+	ANA76	574499
1203847	CD4	CD4	ANA41	574500
1203863		WBC		574502
1203865	CD3	CD3	ANA809	574502
1203870	CCR6+	CCR6+	ANA36	574502
1203871	CD278+	ICOS+	ANA898	574502
1203876	CD4	CD4	ANA41	574503
1203877	CXCR5-	CXCR5-	ANA78	574503
1203882		WBC		574504
1203889	CCR6+	CCR6+	ANA36	574504
1203893	lymphocyte	Lymph		574505
1203908	CCR6-	CCR6-	ANA36	574506
1203916		WBC		574508
1203919	CD8	CD8	ANA810	574508
1203926	CXCR3+	CXCR3+	ANA76	574509
1203927	singlet	Singlet		574510
1203929	lymphocyte	Lymph		574510
1203933	singlet	Singlet		574511
1203935	lymphocyte	Lymph		574511
1203942	CD19	CD19	ANA805	574512
1203951	CD19	CD19	ANA805	574514
1203954		WBC		574515
1203955	lymphocyte	Lymph		574515
1203957	CD27+	CD27+	ANA40	574515
1203963	CD27+	CD27+	ANA40	574516
1203971	CD20-	CD20-	ANA806	574517
1203983	CD38+	CD38+	ANA808	574519
1203994	lymphocyte	Lymph		574521
1203995	CD19	CD19	ANA805	574521
1203998	singlet	Singlet		574522
1204008	CD27+	CD27+	ANA40	574523
1204015	IgD-	IgD-	ANA813	574524
1204023		WBC		574526
1204062	B7-2+	CD86+	ANA868	574531
1204072		Mono		574533
1204083		Mono		574535
1204096		WBC		574537
1204098	CD14+	CD14+	ANA804	574537
1204099	HLADR	HLADR	ANA812	574537
1204111		Mono		574539
1204136	CCRL1-	CX3CR1-	ANA59	574542
1204138		WBC		574543
1204158	singlet	Singlet		574546
1204172	singlet	Singlet		574548
1204178	HLADR+	HLADR+	ANA812	574548
1204192	HLADR-	HLADR-	ANA812	574550
1204204	HLADR	HLADR	ANA812	574552
1204209		Mono		574553
1204225	HLADR	HLADR	ANA812	574555
1204229		WBC		574556
1204238	CD14+	CD14+	ANA804	574557
1204247	CD16-	CD16-	ANA811	574558
1204250		WBC		574559
1204259	CD16-	CD16-	ANA811	574561
1204260	singlet	Singlet		574562
1204262		Neutro		574562
1204274	BDCA2, CD303+	BDCA2+	ANA870	574564
1204282	CD11c-	CD11c-	ANA814	574565
1204287		Lin1-DR+		574566
1204303	CD11c+	CD11c+	ANA814	574568
1204305		WBC		574569
1204309	CD11c+	CD11c+	ANA814	574569
1204310	CD2-	CD2-	ANA860	574569
1204311	singlet	Singlet		574570
1204312		WBC		574570
1204331	B7-2-	CD86-	ANA868	574572
1204338	BDCA3-	BDCA3-	ANA894	574573
1204348	CD2-	CD2-	ANA860	574574
1204351		Lymo		574575
1204355	BDCA3-	BDCA3-	ANA894	574575
1204359		WBC		574576
1204360		Lymo		574576
1204373	BDCA3-	BDCA3-	ANA894	574577
1204376	singlet	Singlet		574578
1204379		Lin1-DR+		574578
1204382	BDCA3+	BDCA3+	ANA894	574578
1204383	BDCA1-	CD1c-	ANA895	574578
1204402	singlet	Singlet		574581
1204404		Lymo		574581
1204407	CD11c+	CD11c+	ANA814	574581
1204417	BDCA3+	BDCA3+	ANA894	574582
1204422	lymphocyte	Lymph		574583
1204427	CD3	CD3	ANA809	574584
1204429	singlet	Singlet		574585
1204436	lymphocyte	Lymph		574586
1204444	CD4	CD4	ANA41	574587
1204448		WBC		574588
1204457	lymphocyte	Lymph		574589
1204460	CXCR5+	CXCR5+	ANA78	574589
1204464	singlet	Singlet		574590
1204470	CD45RA-	CD45RA-	ANA816	574590
1204477	CD3	CD3	ANA809	574591
1204486	CD3	CD3	ANA809	574592
1204489	CD45RA-	CD45RA-	ANA816	574592
1204493	singlet	Singlet		574593
1204512	singlet	Singlet		574595
1204513		WBC		574595
1204521	singlet	Singlet		574596
1204549	CD3	CD3	ANA809	574599
1204565	singlet	Singlet		574601
1204566		WBC		574601
1204570	CXCR5-	CXCR5-	ANA78	574601
1204575		WBC		574602
1204582	CCR6+	CCR6+	ANA36	574602
1204583	CD278+	ICOS+	ANA898	574602
1204594		WBC		574604
1204596	CD3	CD3	ANA809	574604
1204599	CD45RA-	CD45RA-	ANA816	574604
1204608	CXCR5-	CXCR5-	ANA78	574605
1204615	CD3	CD3	ANA809	574606
1204619	CXCR3-	CXCR3-	ANA76	574606
1204624	lymphocyte	Lymph		574607
1204629	lymphocyte	Lymph		574608
1204631	CD8	CD8	ANA810	574608
1204644	CXCR5+	CXCR5+	ANA78	574610
1204647	lymphocyte	Lymph		574611
1204666		WBC		574615
1204691	singlet	Singlet		574619
1204694	CD19	CD19	ANA805	574619
1204696	CD24+	CD24+	ANA807	574619
1204697	singlet	Singlet		574620
1204702	CD24+	CD24+	ANA807	574620
1204703	B7-2+	CD86+	ANA868	574620
1204717		WBC		574623
1204727	IgD-	IgD-	ANA813	574624
1204732	CD19+	CD19+	ANA805	574625
1204741		WBC		574627
1204755		WBC		574629
1204758	CD27+	CD27+	ANA40	574629
1204769		WBC		574631
1204776		WBC		574632
1204790	CD278+	ICOS+	ANA898	574634
1204794	CD3	CD3	ANA809	574635
1204795	CD4	CD4	ANA41	574635
1204800	CD4	CD4	ANA41	574636
1204805	CD3	CD3	ANA809	574637
1204808	CD45RA-	CD45RA-	ANA816	574637
1204813	CD4	CD4	ANA41	574638
1204826	singlet	Singlet		574640
1204855	singlet	Singlet		574643
1204857	lymphocyte	Lymph		574643
1204866	lymphocyte	Lymph		574644
1204872	CCR6+	CCR6+	ANA36	574644
1204873	CD278+	ICOS+	ANA898	574644
1204876	lymphocyte	Lymph		574645
1204877	CD3	CD3	ANA809	574645
1204882	CCR6-	CCR6-	ANA36	574645
1204892	CD278+	ICOS+	ANA898	574646
1204899	CD45RA-	CD45RA-	ANA816	574647
1204902	lymphocyte	Lymph		574648
1204904	CD4	CD4	ANA41	574648
1204924	CXCR3+	CXCR3+	ANA76	574650
1204925	CCR6-	CCR6-	ANA36	574650
1204927	singlet	Singlet		574651
1204933	CD45RA-	CD45RA-	ANA816	574651
1204944	CCR6+	CCR6+	ANA36	574652
1204959	CD4	CD4	ANA41	574654
1204970	CXCR5-	CXCR5-	ANA78	574655
1204982	CCR6-	CCR6-	ANA36	574656
1204984	singlet	Singlet		574657
1204991	lymphocyte	Lymph		574658
1205005	CD8	CD8	ANA810	574660
1205008		WBC		574661
1205009	lymphocyte	Lymph		574661
1205011	CD8	CD8	ANA810	574661
1205014		WBC		574662
1205023		WBC		574664
1205027	singlet	Singlet		574665
1205028		WBC		574665
1205043	CD19	CD19	ANA805	574667
1205053	singlet	Singlet		574669
1205056	CD19	CD19	ANA805	574669
1205087	CD19	CD19	ANA805	574674
1205099	CD19	CD19	ANA805	574676
1205103		WBC		574677
1205124		WBC		574680
1205131		WBC		574681
1205146	lymphocyte	Lymph		574683
1205156	CD3	CD3	ANA809	574685
1205169	CXCR5+	CXCR5+	ANA78	574687
1205191	CD3	CD3	ANA809	574690
1205198	singlet	Singlet		574691
1205201	CD3	CD3	ANA809	574691
1205212	CXCR5+	CXCR5+	ANA78	574692
1205234	CCR6+	CCR6+	ANA36	574694
1205245	singlet	Singlet		574696
1205251	CD45RA-	CD45RA-	ANA816	574696
1205254	CD278+	ICOS+	ANA898	574696
