FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
262583	1		FSC-A		FSC-A
262583	8		FJComp-G710-A	CD20	CD20
262583	13		FJComp-V450-A	CD80	CD80
262584	3		FJComp-B515-A		IgA
262584	8		FJComp-G710-A	CD20	CD20
262585	4		FJComp-B710-A	CD86	CD86
262585	14		FJComp-V545-A		Viability
262586	9		FJComp-G780-A		CD23
262586	11		FJComp-R710-A	IGHM	IgM
262587	4		FJComp-B710-A	CD86	CD86
262655	18		Time		Time
262656	3		FJComp-B515-A		IgA
262657	9		FJComp-G780-A		CD23
262658	18		Time		Time
262659	7		FJComp-G660-A		IgG
262659	16		FJComp-V655-A	CD19	CD19
262728	11		FJComp-R710-A	CD33	CD33
262729	1		FSC-A		FSC-A
262729	17		FJComp-V800-A		CD45
262730	3		FJComp-B515-A	IFN1@	IFNa
262731	10		FJComp-R660-A	CLEC4C	BDCA-2
262731	11		FJComp-R710-A	CD33	CD33
262801	10		FJComp-R660-A	CLEC4C	BDCA-2
262801	11		FJComp-R710-A	CD33	CD33
262801	16		FJComp-V655-A	CD14	CD14
262802	1		FSC-A		FSC-A
262803	16		FJComp-V655-A	CD14	CD14
262805	6		FJComp-G610-A	HLA-DRA	HLA-DR
262869	2		SSC-A		SSC-A
262869	12		FJComp-R780-A	CD86	CD86
262871	2		SSC-A		SSC-A
262871	5		FJComp-G560-A	CD40	CD40
262871	16		FJComp-V655-A	CD14	CD14
262872	1		FSC-A		FSC-A
262872	15		FJComp-V605-A	CD4	CD4
262904	9		FJComp-G780-A		Lineage
262905	14		FJComp-V545-A		Viability
262905	15		FJComp-V605-A	CD4	CD4
262906	18		Time		Time
262907	13		FJComp-V450-A	IL3RA	CD123
262907	16		FJComp-V655-A	CD14	CD14
263280	3		FJComp-B515-A		CD39
263280	4		FJComp-B710-A	CD38	CD38
263280	14		FJComp-V545-A		Viability
263281	1		FSC-A		FSC-A
263281	16		FJComp-V655-A	CD27	CD27
263281	18		Time		Time
263282	2		SSC-A		SSC-A
263282	6		FJComp-G610-A		CD45-RA
263282	16		FJComp-V655-A	CD27	CD27
263284	8		FJComp-G710-A	HLA-DRA	HLA-DR
263284	9		FJComp-G780-A	IL2RA	CD25
263352	17		FJComp-V800-A		CD45
263354	12		FJComp-R780-A	CD3E	CD3
263354	15		FJComp-V605-A	CD8A	CD8
263354	18		Time		Time
263355	5		FJComp-G560-A		FOXp3
263355	16		FJComp-V655-A	CD27	CD27
263356	2		SSC-A		SSC-A
263356	4		FJComp-B710-A	CD38	CD38
263356	16		FJComp-V655-A	CD27	CD27
263426	1		FSC-A		FSC-A
263426	18		Time		Time
263428	4		FJComp-B710-A	CD38	CD38
263428	9		FJComp-G780-A	IL2RA	CD25
263429	1		FSC-A		FSC-A
263429	5		FJComp-G560-A		FOXp3
263429	10		FJComp-R660-A	IL7R	CD127
263429	11		FJComp-R710-A		CD197
263499	13		FJComp-V450-A	CD4	CD4
263499	14		FJComp-V545-A		Viability
263500	4		FJComp-B710-A	CD38	CD38
263500	6		FJComp-G610-A		CD45-RA
263501	5		FJComp-G560-A		FOXp3
263501	9		FJComp-G780-A	IL2RA	CD25
263501	15		FJComp-V605-A	CD8A	CD8
263502	7		FJComp-G660-A	ITGAE	CD103
263502	17		FJComp-V800-A		CD45
263503	1		FSC-A		FSC-A
263503	4		FJComp-B710-A	CD38	CD38
263571	18		Time		Time
263572	10		FJComp-R660-A	IL7R	CD127
263572	13		FJComp-V450-A	CD4	CD4
263572	18		Time		Time
263573	12		FJComp-R780-A	CD3E	CD3
262514	10		FJComp-R660-A	IGHD	IgD
262514	14		FJComp-V545-A		Viability
262514	17		FJComp-V800-A		CD45
262514	18		Time		Time
262515	6		FJComp-G610-A	CD38	CD38
262515	11		FJComp-R710-A	IGHM	IgM
262515	17		FJComp-V800-A		CD45
262516	8		FJComp-G710-A	CD20	CD20
262516	15		FJComp-V605-A	CD27	CD27
262517	5		FJComp-G560-A		CD21
262517	10		FJComp-R660-A	IGHD	IgD
262517	17		FJComp-V800-A		CD45
262518	4		FJComp-B710-A	CD86	CD86
262518	7		FJComp-G660-A		IgG
262518	9		FJComp-G780-A		CD23
262587	9		FJComp-G780-A		CD23
262587	11		FJComp-R710-A	IGHM	IgM
262587	16		FJComp-V655-A	CD19	CD19
262587	18		Time		Time
262588	5		FJComp-G560-A		CD21
262588	12		FJComp-R780-A		CD10
262589	1		FSC-A		FSC-A
262589	2		SSC-A		SSC-A
262589	15		FJComp-V605-A	CD27	CD27
262590	16		FJComp-V655-A	CD19	CD19
262660	6		FJComp-G610-A	CD38	CD38
262660	12		FJComp-R780-A		CD10
262661	10		FJComp-R660-A	IGHD	IgD
262662	8		FJComp-G710-A	ITAX	CD11c
262662	16		FJComp-V655-A	CD14	CD14
262663	1		FSC-A		FSC-A
262663	5		FJComp-G560-A	CD40	CD40
262664	5		FJComp-G560-A	CD40	CD40
262664	12		FJComp-R780-A	CD86	CD86
262733	1		FSC-A		FSC-A
262733	2		SSC-A		SSC-A
262733	5		FJComp-G560-A	CD40	CD40
262733	13		FJComp-V450-A	IL3RA	CD123
262733	17		FJComp-V800-A		CD45
262734	2		SSC-A		SSC-A
262734	11		FJComp-R710-A	CD33	CD33
262735	8		FJComp-G710-A	ITAX	CD11c
262735	13		FJComp-V450-A	IL3RA	CD123
262736	9		FJComp-G780-A		Lineage
262737	6		FJComp-G610-A	HLA-DRA	HLA-DR
262805	10		FJComp-R660-A	CLEC4C	BDCA-2
262805	15		FJComp-V605-A	CD4	CD4
262805	18		Time		Time
262806	13		FJComp-V450-A	IL3RA	CD123
262808	18		Time		Time
262809	5		FJComp-G560-A	CD40	CD40
262809	15		FJComp-V605-A	CD4	CD4
262809	16		FJComp-V655-A	CD14	CD14
262873	8		FJComp-G710-A	ITAX	CD11c
262873	10		FJComp-R660-A	CLEC4C	BDCA-2
262873	12		FJComp-R780-A	CD86	CD86
262874	11		FJComp-R710-A	CD33	CD33
262874	16		FJComp-V655-A	CD14	CD14
262874	18		Time		Time
262875	7		FJComp-G660-A		CD83
262875	13		FJComp-V450-A	IL3RA	CD123
262876	2		SSC-A		SSC-A
262876	9		FJComp-G780-A		Lineage
262909	3		FJComp-B515-A	IFN1@	IFNa
262909	11		FJComp-R710-A	CD33	CD33
262910	9		FJComp-G780-A		Lineage
262910	12		FJComp-R780-A	CD86	CD86
262910	14		FJComp-V545-A		Viability
262910	17		FJComp-V800-A		CD45
262911	5		FJComp-G560-A	CD40	CD40
262911	8		FJComp-G710-A	ITAX	CD11c
262912	8		FJComp-G710-A	ITAX	CD11c
263284	13		FJComp-V450-A	CD4	CD4
263286	5		FJComp-G560-A		FOXp3
263357	10		FJComp-R660-A	IL7R	CD127
263357	18		Time		Time
263358	8		FJComp-G710-A	HLA-DRA	HLA-DR
263358	10		FJComp-R660-A	IL7R	CD127
263358	12		FJComp-R780-A	CD3E	CD3
263359	13		FJComp-V450-A	CD4	CD4
263360	4		FJComp-B710-A	CD38	CD38
263360	8		FJComp-G710-A	HLA-DRA	HLA-DR
263360	10		FJComp-R660-A	IL7R	CD127
263361	2		SSC-A		SSC-A
263361	7		FJComp-G660-A	ITGAE	CD103
263361	11		FJComp-R710-A		CD197
263361	13		FJComp-V450-A	CD4	CD4
263361	16		FJComp-V655-A	CD27	CD27
263361	18		Time		Time
263430	15		FJComp-V605-A	CD8A	CD8
263431	16		FJComp-V655-A	CD27	CD27
263431	17		FJComp-V800-A		CD45
263432	1		FSC-A		FSC-A
263432	6		FJComp-G610-A		CD45-RA
263432	9		FJComp-G780-A	IL2RA	CD25
263432	11		FJComp-R710-A		CD197
263434	4		FJComp-B710-A	CD38	CD38
263434	5		FJComp-G560-A		FOXp3
263434	7		FJComp-G660-A	ITGAE	CD103
263503	6		FJComp-G610-A		CD45-RA
263503	7		FJComp-G660-A	ITGAE	CD103
263503	8		FJComp-G710-A	HLA-DRA	HLA-DR
263503	18		Time		Time
263504	2		SSC-A		SSC-A
263504	4		FJComp-B710-A	CD38	CD38
263504	6		FJComp-G610-A		CD45-RA
263504	9		FJComp-G780-A	IL2RA	CD25
263504	13		FJComp-V450-A	CD4	CD4
263505	8		FJComp-G710-A	HLA-DRA	HLA-DR
263506	15		FJComp-V605-A	CD8A	CD8
263506	17		FJComp-V800-A		CD45
263507	4		FJComp-B710-A	CD38	CD38
262519	2		SSC-A		SSC-A
262520	10		FJComp-R660-A	IGHD	IgD
262521	1		FSC-A		FSC-A
262521	8		FJComp-G710-A	CD20	CD20
262521	17		FJComp-V800-A		CD45
262522	3		FJComp-B515-A		IgA
262522	9		FJComp-G780-A		CD23
262522	10		FJComp-R660-A	IGHD	IgD
262522	14		FJComp-V545-A		Viability
262523	5		FJComp-G560-A		CD21
262523	10		FJComp-R660-A	IGHD	IgD
262592	1		FSC-A		FSC-A
262592	2		SSC-A		SSC-A
262593	11		FJComp-R710-A	IGHM	IgM
262594	3		FJComp-B515-A		IgA
262594	12		FJComp-R780-A		CD10
262594	15		FJComp-V605-A	CD27	CD27
262595	14		FJComp-V545-A		Viability
262596	2		SSC-A		SSC-A
262596	3		FJComp-B515-A		IgA
262596	5		FJComp-G560-A		CD21
262664	18		Time		Time
262665	1		FSC-A		FSC-A
262665	9		FJComp-G780-A		Lineage
262665	15		FJComp-V605-A	CD4	CD4
262666	8		FJComp-G710-A	ITAX	CD11c
262666	12		FJComp-R780-A	CD86	CD86
262667	13		FJComp-V450-A	IL3RA	CD123
262668	6		FJComp-G610-A	HLA-DRA	HLA-DR
262668	10		FJComp-R660-A	CLEC4C	BDCA-2
262668	12		FJComp-R780-A	CD86	CD86
262737	13		FJComp-V450-A	IL3RA	CD123
262739	2		SSC-A		SSC-A
262739	16		FJComp-V655-A	CD14	CD14
262740	1		FSC-A		FSC-A
262740	2		SSC-A		SSC-A
262740	5		FJComp-G560-A	CD40	CD40
262740	13		FJComp-V450-A	IL3RA	CD123
262741	7		FJComp-G660-A		CD83
262741	11		FJComp-R710-A	CD33	CD33
262810	2		SSC-A		SSC-A
262810	10		FJComp-R660-A	CLEC4C	BDCA-2
262811	1		FSC-A		FSC-A
262811	8		FJComp-G710-A	ITAX	CD11c
262811	15		FJComp-V605-A	CD4	CD4
262812	3		FJComp-B515-A	IFN1@	IFNa
262813	9		FJComp-G780-A		Lineage
262814	5		FJComp-G560-A	CD40	CD40
262878	7		FJComp-G660-A		CD83
262878	10		FJComp-R660-A	CLEC4C	BDCA-2
262878	14		FJComp-V545-A		Viability
262879	12		FJComp-R780-A	CD86	CD86
262880	3		FJComp-B515-A	IFN1@	IFNa
262880	13		FJComp-V450-A	IL3RA	CD123
262880	15		FJComp-V605-A	CD4	CD4
262880	16		FJComp-V655-A	CD14	CD14
262880	18		Time		Time
262881	1		FSC-A		FSC-A
262881	10		FJComp-R660-A	CLEC4C	BDCA-2
262882	5		FJComp-G560-A	CD40	CD40
262913	3		FJComp-B515-A	IFN1@	IFNa
262914	4		FJComp-B710-A	TNF	TNFa
262914	9		FJComp-G780-A		Lineage
262914	12		FJComp-R780-A	CD86	CD86
262914	18		Time		Time
262915	1		FSC-A		FSC-A
262915	8		FJComp-G710-A	ITAX	CD11c
262915	9		FJComp-G780-A		Lineage
262915	10		FJComp-R660-A	CLEC4C	BDCA-2
262916	1		FSC-A		FSC-A
262916	18		Time		Time
263289	11		FJComp-R710-A		CD197
263290	2		SSC-A		SSC-A
263291	11		FJComp-R710-A		CD197
263291	15		FJComp-V605-A	CD8A	CD8
263291	16		FJComp-V655-A	CD27	CD27
263292	5		FJComp-G560-A		FOXp3
263292	11		FJComp-R710-A		CD197
263293	11		FJComp-R710-A		CD197
263362	1		FSC-A		FSC-A
263362	5		FJComp-G560-A		FOXp3
263362	10		FJComp-R660-A	IL7R	CD127
263363	7		FJComp-G660-A	ITGAE	CD103
263363	9		FJComp-G780-A	IL2RA	CD25
263363	13		FJComp-V450-A	CD4	CD4
263364	6		FJComp-G610-A		CD45-RA
263364	14		FJComp-V545-A		Viability
263364	15		FJComp-V605-A	CD8A	CD8
263364	18		Time		Time
263365	5		FJComp-G560-A		FOXp3
263365	10		FJComp-R660-A	IL7R	CD127
263365	12		FJComp-R780-A	CD3E	CD3
263434	17		FJComp-V800-A		CD45
263435	7		FJComp-G660-A	ITGAE	CD103
263435	9		FJComp-G780-A	IL2RA	CD25
263436	5		FJComp-G560-A		FOXp3
263436	14		FJComp-V545-A		Viability
263437	13		FJComp-V450-A	CD4	CD4
263437	17		FJComp-V800-A		CD45
263438	12		FJComp-R780-A	CD3E	CD3
263439	5		FJComp-G560-A		FOXp3
263508	4		FJComp-B710-A	CD38	CD38
263508	18		Time		Time
263509	5		FJComp-G560-A		FOXp3
263509	6		FJComp-G610-A		CD45-RA
263509	9		FJComp-G780-A	IL2RA	CD25
263510	6		FJComp-G610-A		CD45-RA
263510	16		FJComp-V655-A	CD27	CD27
263511	13		FJComp-V450-A	CD4	CD4
263511	16		FJComp-V655-A	CD27	CD27
262451	9		FJComp-G780-A		CD23
262451	13		FJComp-V450-A	CD80	CD80
262452	2		SSC-A		SSC-A
262452	11		FJComp-R710-A	IGHM	IgM
262452	16		FJComp-V655-A	CD19	CD19
262453	2		SSC-A		SSC-A
262453	17		FJComp-V800-A		CD45
262454	1		FSC-A		FSC-A
262454	7		FJComp-G660-A		IgG
262454	11		FJComp-R710-A	IGHM	IgM
262454	12		FJComp-R780-A		CD10
262524	6		FJComp-G610-A	CD38	CD38
262525	16		FJComp-V655-A	CD19	CD19
262525	17		FJComp-V800-A		CD45
262526	6		FJComp-G610-A	CD38	CD38
262526	11		FJComp-R710-A	IGHM	IgM
262527	4		FJComp-B710-A	CD86	CD86
262527	12		FJComp-R780-A		CD10
262527	18		Time		Time
262528	2		SSC-A		SSC-A
262596	15		FJComp-V605-A	CD27	CD27
262597	1		FSC-A		FSC-A
262597	5		FJComp-G560-A		CD21
262598	2		SSC-A		SSC-A
262599	11		FJComp-R710-A	IGHM	IgM
262599	12		FJComp-R780-A		CD10
262600	2		SSC-A		SSC-A
262600	14		FJComp-V545-A		Viability
262600	17		FJComp-V800-A		CD45
262669	11		FJComp-R710-A	CD33	CD33
262669	15		FJComp-V605-A	CD4	CD4
262671	6		FJComp-G610-A	HLA-DRA	HLA-DR
262671	12		FJComp-R780-A	CD86	CD86
262671	14		FJComp-V545-A		Viability
262672	1		FSC-A		FSC-A
262672	3		FJComp-B515-A	IFN1@	IFNa
262672	7		FJComp-G660-A		CD83
262672	8		FJComp-G710-A	ITAX	CD11c
262672	14		FJComp-V545-A		Viability
262672	15		FJComp-V605-A	CD4	CD4
262672	18		Time		Time
262673	5		FJComp-G560-A	CD40	CD40
262673	6		FJComp-G610-A	HLA-DRA	HLA-DR
262673	8		FJComp-G710-A	ITAX	CD11c
262742	6		FJComp-G610-A	HLA-DRA	HLA-DR
262742	15		FJComp-V605-A	CD4	CD4
262742	18		Time		Time
262743	7		FJComp-G660-A		CD83
262743	17		FJComp-V800-A		CD45
262744	2		SSC-A		SSC-A
262744	12		FJComp-R780-A	CD86	CD86
262745	3		FJComp-B515-A	IFN1@	IFNa
262745	13		FJComp-V450-A	IL3RA	CD123
262746	6		FJComp-G610-A	HLA-DRA	HLA-DR
262746	7		FJComp-G660-A		CD83
262814	18		Time		Time
262815	1		FSC-A		FSC-A
262815	2		SSC-A		SSC-A
262816	11		FJComp-R710-A	CD33	CD33
262816	16		FJComp-V655-A	CD14	CD14
262816	18		Time		Time
262817	12		FJComp-R780-A	CD86	CD86
262817	14		FJComp-V545-A		Viability
262817	16		FJComp-V655-A	CD14	CD14
262817	18		Time		Time
262818	2		SSC-A		SSC-A
262818	5		FJComp-G560-A	CD40	CD40
262818	9		FJComp-G780-A		Lineage
262882	13		FJComp-V450-A	IL3RA	CD123
262882	17		FJComp-V800-A		CD45
262883	3		FJComp-B515-A	IFN1@	IFNa
262883	7		FJComp-G660-A		CD83
262884	9		FJComp-G780-A		Lineage
262885	2		SSC-A		SSC-A
262885	12		FJComp-R780-A	CD86	CD86
262885	13		FJComp-V450-A	IL3RA	CD123
262886	6		FJComp-G610-A	HLA-DRA	HLA-DR
262886	14		FJComp-V545-A		Viability
262917	11		FJComp-R710-A	CD33	CD33
262917	14		FJComp-V545-A		Viability
262917	16		FJComp-V655-A	CD14	CD14
262918	1		FSC-A		FSC-A
262918	6		FJComp-G610-A	HLA-DRA	HLA-DR
262918	9		FJComp-G780-A		Lineage
262918	12		FJComp-R780-A	CD86	CD86
262919	5		FJComp-G560-A	CD40	CD40
262919	10		FJComp-R660-A	CLEC4C	BDCA-2
262919	14		FJComp-V545-A		Viability
262919	18		Time		Time
262920	8		FJComp-G710-A	ITAX	CD11c
262920	11		FJComp-R710-A	CD33	CD33
262920	12		FJComp-R780-A	CD86	CD86
262921	6		FJComp-G610-A	HLA-DRA	HLA-DR
262921	7		FJComp-G660-A		CD83
262921	11		FJComp-R710-A	CD33	CD33
263293	16		FJComp-V655-A	CD27	CD27
263295	8		FJComp-G710-A	HLA-DRA	HLA-DR
263295	16		FJComp-V655-A	CD27	CD27
263296	2		SSC-A		SSC-A
263296	14		FJComp-V545-A		Viability
263296	18		Time		Time
263297	4		FJComp-B710-A	CD38	CD38
263297	5		FJComp-G560-A		FOXp3
263298	1		FSC-A		FSC-A
263366	16		FJComp-V655-A	CD27	CD27
263367	11		FJComp-R710-A		CD197
263367	15		FJComp-V605-A	CD8A	CD8
263368	13		FJComp-V450-A	CD4	CD4
263368	18		Time		Time
263369	4		FJComp-B710-A	CD38	CD38
263369	8		FJComp-G710-A	HLA-DRA	HLA-DR
263369	13		FJComp-V450-A	CD4	CD4
263369	14		FJComp-V545-A		Viability
263370	6		FJComp-G610-A		CD45-RA
263370	12		FJComp-R780-A	CD3E	CD3
263439	13		FJComp-V450-A	CD4	CD4
263440	5		FJComp-G560-A		FOXp3
263440	7		FJComp-G660-A	ITGAE	CD103
263440	8		FJComp-G710-A	HLA-DRA	HLA-DR
263440	14		FJComp-V545-A		Viability
263441	14		FJComp-V545-A		Viability
263442	4		FJComp-B710-A	CD38	CD38
263442	8		FJComp-G710-A	HLA-DRA	HLA-DR
263442	12		FJComp-R780-A	CD3E	CD3
263442	15		FJComp-V605-A	CD8A	CD8
263443	11		FJComp-R710-A		CD197
263512	9		FJComp-G780-A	IL2RA	CD25
263512	12		FJComp-R780-A	CD3E	CD3
263512	17		FJComp-V800-A		CD45
263513	2		SSC-A		SSC-A
263513	5		FJComp-G560-A		FOXp3
263513	13		FJComp-V450-A	CD4	CD4
263514	6		FJComp-G610-A		CD45-RA
263514	7		FJComp-G660-A	ITGAE	CD103
263515	4		FJComp-B710-A	CD38	CD38
263516	5		FJComp-G560-A		FOXp3
263516	8		FJComp-G710-A	HLA-DRA	HLA-DR
263516	10		FJComp-R660-A	IL7R	CD127
262455	12		FJComp-R780-A		CD10
262455	13		FJComp-V450-A	CD80	CD80
262455	18		Time		Time
262456	7		FJComp-G660-A		IgG
262456	12		FJComp-R780-A		CD10
262456	15		FJComp-V605-A	CD27	CD27
262457	13		FJComp-V450-A	CD80	CD80
262457	17		FJComp-V800-A		CD45
262458	1		FSC-A		FSC-A
262458	14		FJComp-V545-A		Viability
262528	6		FJComp-G610-A	CD38	CD38
262528	8		FJComp-G710-A	CD20	CD20
262528	15		FJComp-V605-A	CD27	CD27
262528	17		FJComp-V800-A		CD45
262529	5		FJComp-G560-A		CD21
262530	8		FJComp-G710-A	CD20	CD20
262530	11		FJComp-R710-A	IGHM	IgM
262531	11		FJComp-R710-A	IGHM	IgM
262531	12		FJComp-R780-A		CD10
262532	9		FJComp-G780-A		CD23
262532	11		FJComp-R710-A	IGHM	IgM
262601	12		FJComp-R780-A		CD10
262603	1		FSC-A		FSC-A
262603	13		FJComp-V450-A	CD80	CD80
262604	10		FJComp-R660-A	IGHD	IgD
262604	11		FJComp-R710-A	IGHM	IgM
262605	5		FJComp-G560-A		CD21
262674	1		FSC-A		FSC-A
262674	15		FJComp-V605-A	CD4	CD4
262674	17		FJComp-V800-A		CD45
262675	16		FJComp-V655-A	CD14	CD14
262677	16		FJComp-V655-A	CD14	CD14
262747	7		FJComp-G660-A		CD83
262747	8		FJComp-G710-A	ITAX	CD11c
262747	9		FJComp-G780-A		Lineage
262747	10		FJComp-R660-A	CLEC4C	BDCA-2
262748	4		FJComp-B710-A	TNF	TNFa
262748	6		FJComp-G610-A	HLA-DRA	HLA-DR
262748	14		FJComp-V545-A		Viability
