FILE_INFO_ID	DETAIL	FILESIZE_BYTES	NAME	ORIGINAL_FILE_NAME	WORKSPACE_ID
464920	Flow cytometry result	38139307	11_27_12_NCHVK_129_B_panel.464920.fcs	11_27_12_NCHVK_129_B_panel.fcs	2799
464921	Flow cytometry compensation or control	8095625	11_27_12_NCHVK_129_Ctrl_panel.464921.fcs	11_27_12_NCHVK_129_Ctrl_panel.fcs	2799
464922	Flow cytometry compensation or control	7202748	11_27_12_Comp_Unstained.464922.fcs	11_27_12_Comp_Unstained.fcs	2799
464923	Flow cytometry compensation or control	7202476	11_27_12_Comp_FITC.464923.fcs	11_27_12_Comp_FITC.fcs	2799
464924	Flow cytometry compensation or control	7202474	11_27_12_Comp_PE.464924.fcs	11_27_12_Comp_PE.fcs	2799
464925	Flow cytometry compensation or control	7202478	11_27_12_Comp_PE_TxR.464925.fcs	11_27_12_Comp_PE_TxR.fcs	2799
464926	Flow cytometry compensation or control	7202478	11_27_12_Comp_PE_Cy5.464926.fcs	11_27_12_Comp_PE_Cy5.fcs	2799
464927	Flow cytometry compensation or control	7202478	11_27_12_Comp_PE_Cy7.464927.fcs	11_27_12_Comp_PE_Cy7.fcs	2799
464928	Flow cytometry compensation or control	7202484	11_27_12_Comp_Pacific_Blue.464928.fcs	11_27_12_Comp_Pacific_Blue.fcs	2799
464929	Flow cytometry compensation or control	7202480	11_27_12_Comp_QDot_565.464929.fcs	11_27_12_Comp_QDot_565.fcs	2799
464930	Flow cytometry compensation or control	7202475	11_27_12_Comp_APC.464930.fcs	11_27_12_Comp_APC.fcs	2799
464931	Flow cytometry compensation or control	7202481	11_27_12_Comp_Alexa_700.464931.fcs	11_27_12_Comp_Alexa_700.fcs	2799
464932	Flow cytometry compensation or control	7202479	11_27_12_Comp_APC_Cy7.464932.fcs	11_27_12_Comp_APC_Cy7.fcs	2799
464933	Flow cytometry compensation or control	7202480	11_27_12_Comp_PE_Cy5_5.464933.fcs	11_27_12_Comp_PE_Cy5_5.fcs	2799
464934	Flow cytometry result	39923730	11_27_12_NCHVK_129_B_panel.464934.txt	11_27_12_NCHVK_129_B_panel.txt	2799
464935	Flow cytometry result	40369928	11_27_12_NCHVK_129_DC_panel.464935.fcs	11_27_12_NCHVK_129_DC_panel.fcs	2799
464936	Flow cytometry result	42969260	11_27_12_NCHVK_129_DC_panel.464936.txt	11_27_12_NCHVK_129_DC_panel.txt	2799
464937	Flow cytometry result	42061510	11_27_12_NCHVK_129_Mono_panel.464937.fcs	11_27_12_NCHVK_129_Mono_panel.fcs	2799
464938	Flow cytometry result	44129205	11_27_12_NCHVK_129_Mono_panel.464938.txt	11_27_12_NCHVK_129_Mono_panel.txt	2799
464939	Flow cytometry result	37880392	11_27_12_NCHVK_129_T_panel.464939.fcs	11_27_12_NCHVK_129_T_panel.fcs	2799
464940	Flow cytometry result	40040225	11_27_12_NCHVK_129_T_panel.464940.txt	11_27_12_NCHVK_129_T_panel.txt	2799
464941	Flow cytometry result	25104139	11_27_12_NCHVK_130_B_panel.464941.fcs	11_27_12_NCHVK_130_B_panel.fcs	2799
464942	Flow cytometry compensation or control	5979617	11_27_12_NCHVK_130_Ctrl_panel.464942.fcs	11_27_12_NCHVK_130_Ctrl_panel.fcs	2799
464943	Flow cytometry result	26276756	11_27_12_NCHVK_130_B_panel.464943.txt	11_27_12_NCHVK_130_B_panel.txt	2799
464944	Flow cytometry result	25280744	11_27_12_NCHVK_130_DC_panel.464944.fcs	11_27_12_NCHVK_130_DC_panel.fcs	2799
464945	Flow cytometry result	26687046	11_27_12_NCHVK_130_DC_panel.464945.txt	11_27_12_NCHVK_130_DC_panel.txt	2799
