EXPSAMPLE_ACCESSION	REAGENT_ACCESSION
ES784201	ESR12234
ES784201	ESR12231
ES784202	ESR12225
ES784202	ESR12209
ES784203	ESR12224
ES784206	ESR12217
ES784206	ESR12215
ES784207	ESR12223
ES784208	ESR12240
ES784209	ESR12225
ES784210	ESR12225
ES784210	ESR12217
ES784210	ESR12216
ES784213	ESR12234
ES784215	ESR12222
ES784215	ESR12221
ES784215	ESR12218
ES784216	ESR12244
ES784216	ESR12240
ES784216	ESR12238
ES784217	ESR12233
ES784217	ESR12232
ES784217	ESR12230
ES784217	ESR12227
ES784218	ESR12212
ES784220	ESR12240
ES784222	ESR12214
ES784223	ESR12222
ES784224	ESR12225
ES784225	ESR12227
ES784226	ESR12225
ES784226	ESR12209
ES784227	ESR12242
ES784227	ESR12221
ES784228	ESR12236
ES784228	ESR12235
ES784229	ESR12243
ES784230	ESR12217
ES784230	ESR12212
ES784232	ESR12238
ES784233	ESR12225
ES784234	ESR12217
ES784235	ESR12222
ES784235	ESR12221
ES784236	ESR12217
ES784238	ESR12213
ES784238	ESR12211
ES784238	ESR12209
ES784239	ESR12224
ES784239	ESR12221
ES784240	ESR12236
ES784242	ESR12216
ES784242	ESR12212
ES784243	ESR12225
ES784243	ESR12220
ES784243	ESR12217
ES784244	ESR12237
ES784244	ESR12225
ES784245	ESR12226
ES784246	ESR12225
ES784247	ESR12220
ES784248	ESR12237
ES784249	ESR12228
ES784249	ESR12227
ES784251	ESR12225
ES784251	ESR12223
ES784251	ESR12218
ES784251	ESR12217
ES784252	ESR12244
ES784252	ESR12237
ES784252	ESR12235
ES784254	ESR12211
ES784255	ESR12223
ES784256	ESR12238
ES784257	ESR12227
ES784258	ESR12225
ES784258	ESR12216
ES784258	ESR12212
ES784259	ESR12217
ES784260	ESR12217
ES784261	ESR12228
ES784262	ESR12213
ES784262	ESR12211
ES784263	ESR12217
ES784264	ESR12237
ES784267	ESR12224
ES784267	ESR12220
ES784268	ESR12238
ES784268	ESR12236
ES784269	ESR12225
ES784270	ESR12241
ES784272	ESR12244
ES784273	ESR12243
ES784273	ESR12234
ES784273	ESR12227
ES784274	ESR12216
ES784274	ESR12214
ES784274	ESR12210
ES784276	ESR12240
ES784276	ESR12237
ES784276	ESR12236
ES784278	ESR12225
ES784278	ESR12213
ES784279	ESR12218
ES779402	ESR12084
ES779431	ESR12084
ES779438	ESR12084
ES784282	ESR12215
ES784284	ESR12237
ES784286	ESR12241
ES784289	ESR12233
ES784289	ESR12231
ES784289	ESR12230
ES784289	ESR12227
ES784290	ESR12210
ES784291	ESR12224
ES784292	ESR12239
ES784292	ESR12217
ES784293	ESR12226
ES784294	ESR12225
ES784294	ESR12215
ES784294	ESR12212
ES784296	ESR12225
ES784297	ESR12231
ES784298	ESR12217
ES784300	ESR12217
ES784301	ESR12226
ES784302	ESR12216
ES784302	ESR12209
ES784303	ESR12222
ES784303	ESR12221
ES784305	ESR12230
ES784306	ESR12209
ES784307	ESR12219
ES784308	ESR12240
ES784308	ESR12217
ES784309	ESR12232
ES784309	ESR12228
ES784310	ESR12215
ES784312	ESR12239
ES784312	ESR12238
ES784312	ESR12235
ES784313	ESR12234
ES784313	ESR12231
ES784314	ESR12214
ES784315	ESR12224
ES784316	ESR12237
ES784316	ESR12225
ES784316	ESR12217
ES784317	ESR12243
ES784317	ESR12228
ES784318	ESR12216
ES784318	ESR12209
ES784319	ESR12223
ES784319	ESR12217
ES784320	ESR12240
ES784320	ESR12235
ES784321	ESR12243
ES784321	ESR12233
ES784321	ESR12230
ES784321	ESR12226
ES784322	ESR12212
ES784323	ESR12218
ES784324	ESR12244
ES784325	ESR12231
ES784325	ESR12227
ES784326	ESR12209
ES784327	ESR12223
ES784327	ESR12221
ES784327	ESR12217
ES784329	ESR12230
ES784331	ESR12242
ES784331	ESR12220
ES784332	ESR12237
ES784333	ESR12234
ES784333	ESR12228
ES784335	ESR12222
ES784336	ESR12244
ES784338	ESR12213
ES784338	ESR12210
ES784339	ESR12217
ES784339	ESR12212
ES784341	ESR12236
ES784341	ESR12235
ES784343	ESR12225
ES784345	ESR12242
ES784345	ESR12220
ES784345	ESR12219
ES784346	ESR12214
ES784346	ESR12210
ES784346	ESR12209
ES784347	ESR12219
ES784348	ESR12240
ES784350	ESR12225
ES784350	ESR12210
ES784351	ESR12223
ES784351	ESR12217
ES784352	ESR12225
ES784353	ESR12232
ES784354	ESR12241
ES784355	ESR12220
ES784358	ESR12217
ES784358	ESR12215
ES784361	ESR12230
ES784361	ESR12227
ES784361	ESR12226
ES784362	ESR12212
ES784363	ESR12242
ES784364	ESR12239
ES784365	ESR12230
ES784366	ESR12213
ES784366	ESR12211
ES784367	ESR12219
ES784369	ESR12233
ES784369	ESR12225
ES784372	ESR12235
ES784372	ESR12225
ES784373	ESR12228
ES779440	ESR12084
ES779449	ESR12084
ES779450	ESR12084
ES779458	ESR12084
ES779461	ESR12084
ES779462	ESR12084
ES779468	ESR12084
ES779476	ESR12084
ES779477	ESR12084
ES779478	ESR12085
ES779483	ESR12087
ES779485	ESR12087
ES779487	ESR12087
ES779487	ESR12086
ES779488	ESR12086
ES779489	ESR12088
ES779490	ESR12087
ES779493	ESR12087
ES779494	ESR12085
ES779496	ESR12085
ES779499	ESR12085
ES779500	ESR12086
ES779505	ESR12087
ES779505	ESR12085
ES779506	ESR12088
ES779507	ESR12088
ES779507	ESR12087
ES779508	ESR12088
ES779510	ESR12087
ES779512	ESR12088
ES779513	ESR12085
ES779515	ESR12086
ES779517	ESR12087
ES779518	ESR12086
ES779521	ESR12087
ES779526	ESR12087
ES779527	ESR12087
ES779535	ESR12085
ES779536	ESR12085
ES779538	ESR12088
ES779540	ESR12086
ES779541	ESR12087
ES779542	ESR12088
ES779543	ESR12086
ES779546	ESR12087
ES779547	ESR12088
ES779549	ESR12087
ES779549	ESR12086
ES779550	ESR12085
ES779554	ESR12085
ES779555	ESR12088
ES779558	ESR12085
ES779560	ESR12085
ES779565	ESR12087
ES779566	ESR12086
ES779567	ESR12086
ES779572	ESR12094
ES779572	ESR12092
ES779575	ESR12092
ES779576	ESR12094
ES779576	ESR12092
ES779579	ESR12092
ES779583	ESR12092
ES779585	ESR12094
ES779587	ESR12092
ES779590	ESR12094
ES779592	ESR12091
ES779594	ESR12094
ES779598	ESR12094
ES779599	ESR12091
ES779602	ESR12094
ES779602	ESR12093
ES779603	ESR12092
ES779608	ESR12094
ES779608	ESR12092
ES779608	ESR12091
ES779611	ESR12093
ES779611	ESR12092
ES779612	ESR12094
ES779612	ESR12093
ES779613	ESR12094
ES779616	ESR12091
ES779624	ESR12093
ES779627	ESR12093
ES779628	ESR12092
ES779630	ESR12092
ES779631	ESR12091
ES779633	ESR12094
ES779633	ESR12092
ES779636	ESR12094
ES779637	ESR12094
ES779638	ESR12091
ES779640	ESR12094
ES779647	ESR12092
ES779648	ESR12091
ES779655	ESR12094
ES779657	ESR12092
ES779659	ESR12094
ES779661	ESR12094
ES779661	ESR12093
ES779671	ESR12094
ES779672	ESR12091
ES779673	ESR12092
ES779673	ESR12091
ES779674	ESR12094
ES779674	ESR12092
ES779675	ESR12093
ES779676	ESR12092
ES779678	ESR12093
ES779680	ESR12094
ES779683	ESR12092
ES779686	ESR12094
ES779686	ESR12093
ES779686	ESR12092
ES779689	ESR12093
ES779690	ESR12094
ES779691	ESR12092
ES779694	ESR12092
ES779695	ESR12093
ES779695	ESR12091
ES779697	ESR12093
ES779697	ESR12092
ES779699	ESR12092
ES779699	ESR12091
ES779700	ESR12094
ES779701	ESR12094
ES779701	ESR12093
ES779706	ESR12093
ES783577	ESR12216
ES783578	ESR12221
ES783579	ESR12237
ES783580	ESR12231
ES783582	ESR12242
ES783583	ESR12225
ES783585	ESR12210
ES783586	ESR12222
ES783587	ESR12240
ES783587	ESR12225
ES783588	ESR12234
ES783588	ESR12226
ES783589	ESR12225
ES783589	ESR12217
ES783589	ESR12213
ES783589	ESR12210
ES783590	ESR12225
ES783591	ESR12236
ES783592	ESR12225
ES783593	ESR12241
ES783593	ESR12216
ES783593	ESR12214
ES783594	ESR12242
ES783595	ESR12244
ES783595	ESR12238
ES783596	ESR12231
ES783597	ESR12210
ES783598	ESR12223
ES783599	ESR12225
ES783600	ESR12243
ES783600	ESR12233
ES783600	ESR12227
ES783601	ESR12217
ES783601	ESR12213
ES783601	ESR12212
ES783601	ESR12209
ES783604	ESR12227
ES783605	ESR12211
ES783605	ESR12210
ES783607	ESR12239
ES783608	ESR12233
ES783608	ESR12227
ES783608	ESR12225
ES783609	ESR12241
ES783609	ESR12214
ES783611	ESR12238
ES783611	ESR12217
ES783613	ESR12214
ES783614	ESR12222
ES783614	ESR12221
ES783615	ESR12238
ES783616	ESR12234
ES783617	ESR12213
ES783618	ESR12222
ES783619	ESR12244
ES783620	ESR12243
ES783620	ESR12228
ES783620	ESR12225
ES783621	ESR12217
ES783623	ESR12239
ES783623	ESR12236
ES783624	ESR12226
ES783625	ESR12216
ES783627	ESR12236
ES783628	ESR12232
ES783629	ESR12210
ES783630	ESR12221
ES783631	ESR12235
ES783632	ESR12234
ES783632	ESR12233
ES783632	ESR12227
ES783633	ESR12212
ES783635	ESR12217
ES783636	ESR12243
ES783636	ESR12234
ES783637	ESR12210
ES783638	ESR12222
ES783640	ESR12234
ES783640	ESR12233
ES783640	ESR12230
ES783641	ESR12225
ES783641	ESR12210
ES783642	ESR12222
ES783642	ESR12218
ES783643	ESR12225
ES783645	ESR12216
ES783645	ESR12211
ES783646	ESR12224
ES783646	ESR12217
ES783647	ESR12244
ES783647	ESR12239
ES783647	ESR12235
ES783648	ESR12227
ES783648	ESR12225
ES783649	ESR12212
ES783650	ESR12224
ES783650	ESR12223
ES783651	ESR12239
ES783651	ESR12235
ES783652	ESR12243
ES783652	ESR12232
ES783652	ESR12228
ES783652	ESR12225
ES783653	ESR12209
ES783654	ESR12221
ES783655	ESR12239
ES783655	ESR12237
ES783656	ESR12234
ES783656	ESR12231
ES783657	ESR12214
ES783657	ESR12209
ES783658	ESR12222
ES783658	ESR12218
ES783658	ESR12217
ES783660	ESR12230
ES783662	ESR12225
ES783662	ESR12218
ES783663	ESR12225
ES783664	ESR12234
ES783664	ESR12231
ES783664	ESR12227
ES784114	ESR12213
ES784114	ESR12211
ES784114	ESR12209
ES784115	ESR12224
ES784115	ESR12221
ES784116	ESR12225
ES784117	ESR12225
ES784118	ESR12241
ES784119	ESR12225
ES784119	ESR12222
ES784119	ESR12219
ES784120	ESR12240
ES784120	ESR12239
ES784122	ESR12225
ES784122	ESR12211
ES784124	ESR12236
ES784124	ESR12235
ES784125	ESR12225
ES784126	ESR12214
ES784126	ESR12210
ES784128	ESR12236
ES784129	ESR12243
ES784129	ESR12233
ES784129	ESR12228
ES784130	ESR12215
ES784131	ESR12217
ES784132	ESR12238
ES784132	ESR12225
ES784133	ESR12231
ES784133	ESR12230
ES784133	ESR12228
ES784136	ESR12235
ES784137	ESR12229
ES784137	ESR12226
ES784138	ESR12225
ES784139	ESR12217
ES784140	ESR12225
ES784140	ESR12217
ES784141	ESR12234
ES784141	ESR12229
ES784142	ESR12212
ES784143	ESR12225
ES784143	ESR12220
ES784144	ESR12240
ES784145	ESR12234
ES784146	ESR12210
ES784147	ESR12218
ES784149	ESR12232
ES784149	ESR12228
ES784149	ESR12227
ES784150	ESR12225
ES784151	ESR12224
ES784154	ESR12213
ES784154	ESR12212
ES784154	ESR12210
ES784155	ESR12222
ES784156	ESR12244
ES784157	ESR12231
ES784157	ESR12230
ES784159	ESR12223
ES784159	ESR12218
ES784161	ESR12243
ES784161	ESR12229
ES784161	ESR12227
ES784162	ESR12214
ES784163	ESR12223
ES784164	ESR12236
ES784165	ESR12230
ES784165	ESR12228
ES784168	ESR12236
ES784169	ESR12230
ES784169	ESR12228
ES784170	ESR12241
ES784170	ESR12212
ES784172	ESR12238
ES784172	ESR12237
ES784172	ESR12225
ES784173	ESR12233
ES784174	ESR12225
ES784174	ESR12213
ES784175	ESR12221
ES784175	ESR12220
ES784176	ESR12236
ES784177	ESR12234
ES784177	ESR12226
ES784177	ESR12225
ES784178	ESR12214
ES784178	ESR12209
ES784179	ESR12221
ES784179	ESR12219
ES784179	ESR12218
ES784181	ESR12232
ES784181	ESR12228
ES784182	ESR12210
ES784183	ESR12218
ES784184	ESR12240
ES784186	ESR12216
ES784186	ESR12213
ES784187	ESR12223
ES784188	ESR12235
ES784189	ESR12243
ES784189	ESR12228
ES784190	ESR12225
ES784190	ESR12217
ES784193	ESR12230
ES784193	ESR12227
ES784194	ESR12214
ES784196	ESR12240
ES784196	ESR12235
ES784197	ESR12231
ES784197	ESR12227
ES784197	ESR12225
ES784198	ESR12213
ES784198	ESR12210
ES784199	ESR12225
ES784200	ESR12238
ES784200	ESR12236
ES784200	ESR12217
ES784201	ESR12227
ES784201	ESR12225
ES784202	ESR12215
ES784204	ESR12236
ES784204	ESR12217
ES784205	ESR12228
ES784206	ESR12216
ES784207	ESR12220
ES784208	ESR12239
ES784208	ESR12236
ES784211	ESR12223
ES784212	ESR12244
ES784212	ESR12235
ES784214	ESR12217
ES784215	ESR12224
ES784216	ESR12239
ES784216	ESR12225
ES784218	ESR12214
ES784219	ESR12223
ES784220	ESR12238
ES784221	ESR12231
ES784221	ESR12225
ES784222	ESR12241
ES784222	ESR12209
ES784223	ESR12224
ES784223	ESR12223
ES784227	ESR12225
ES784227	ESR12220
ES784228	ESR12239
ES784229	ESR12226
ES784231	ESR12222
ES784231	ESR12219
ES784232	ESR12239
ES784232	ESR12225
ES784240	ESR12235
ES784241	ESR12232
ES784241	ESR12231
ES784242	ESR12217
ES784242	ESR12215
ES784243	ESR12223
ES784243	ESR12221
ES784244	ESR12244
ES784244	ESR12217
ES784245	ESR12243
ES784245	ESR12232
ES784245	ESR12229
ES784246	ESR12213
ES784246	ESR12209
ES784248	ESR12217
ES784249	ESR12229
ES784250	ESR12217
ES784250	ESR12215
ES784254	ESR12225
ES784255	ESR12242
ES784255	ESR12222
ES784257	ESR12229
ES784257	ESR12228
ES784258	ESR12217
ES784258	ESR12211
ES784259	ESR12220
ES784261	ESR12227
ES784262	ESR12215
ES784263	ESR12242
ES784266	ESR12241
ES784266	ESR12216
ES784266	ESR12214
ES784268	ESR12225
ES784271	ESR12224
ES784271	ESR12222
ES784273	ESR12233
ES784273	ESR12228
ES784274	ESR12217
ES784275	ESR12222
ES784276	ESR12235
ES784277	ESR12232
ES784277	ESR12229
ES784277	ESR12228
ES784278	ESR12209
ES779401	ESR12084
ES779403	ESR12084
ES779412	ESR12084
ES779416	ESR12084
ES779418	ESR12084
ES779422	ESR12084
ES779426	ESR12084
ES779427	ESR12084
ES784280	ESR12238
ES784281	ESR12225
ES784282	ESR12241
ES784282	ESR12217
ES784282	ESR12211
ES784283	ESR12225
ES784283	ESR12223
ES784283	ESR12221
ES784283	ESR12218
ES784284	ESR12235
ES784285	ESR12243
ES784285	ESR12233
ES784285	ESR12225
ES784286	ESR12213
ES784287	ESR12219
ES784287	ESR12218
ES784288	ESR12237
ES784289	ESR12234
ES784290	ESR12216
ES784290	ESR12211
ES784291	ESR12225
ES784292	ESR12235
ES784295	ESR12242
ES784295	ESR12224
ES784296	ESR12244
ES784296	ESR12240
ES784296	ESR12237
ES784298	ESR12216
ES784298	ESR12212
ES784298	ESR12211
ES784299	ESR12220
ES784301	ESR12230
ES784301	ESR12228
ES784302	ESR12225
ES784303	ESR12219
ES784304	ESR12240
ES784305	ESR12226
ES784306	ESR12215
ES784308	ESR12244
ES784308	ESR12236
ES784310	ESR12216
ES784310	ESR12212
ES784310	ESR12210
ES784313	ESR12233
ES784313	ESR12228
ES784314	ESR12216
ES784315	ESR12222
ES784316	ESR12236
ES784317	ESR12231
ES784318	ESR12217
ES784319	ESR12225
ES784319	ESR12221
ES784320	ESR12244
ES784322	ESR12210
ES784323	ESR12222
ES784323	ESR12221
ES784324	ESR12236
ES784324	ESR12235
ES784324	ESR12217
ES784325	ESR12243
ES784325	ESR12232
ES784326	ESR12211
ES784327	ESR12242
ES784327	ESR12219
ES784328	ESR12238
ES784328	ESR12217
ES784329	ESR12243
ES784329	ESR12232
ES784329	ESR12229
ES784329	ESR12228
ES784330	ESR12241
ES784332	ESR12225
ES784333	ESR12231
ES784333	ESR12230
ES784334	ESR12215
ES784334	ESR12211
ES784335	ESR12219
ES784336	ESR12235
ES784336	ESR12225
ES784337	ESR12243
ES784337	ESR12228
ES784338	ESR12225
ES784338	ESR12211
ES784339	ESR12209
ES784340	ESR12244
ES784341	ESR12239
ES784341	ESR12237
ES784342	ESR12243
