FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
1070528	HLADR+	HLA-DR+	ANA812	535511
1070540	CD14+	CD14+	ANA804	535515
1070543	CCRL1+	CX3CR1+	ANA59	535515
1070547	CCRL1-	CX3CR1-	ANA59	535516
1070557	HLADR+	HLA-DR+	ANA812	535519
1070574	CD14+	CD14+	ANA804	535524
1070575	HLADRlo	HLA-DRlo	ANA812	535524
1070578	HLADRlo	HLA-DRlo	ANA812	535525
1070599	SLAN+	SLAN+	ANA906	535530
1070604	CD14+	CD14+	ANA804	535532
1070610	CD16-	CD16-	ANA811	535533
1070611	SLAN-	SLAN-	ANA906	535533
1070625	CD278+	ICOS+	ANA898	535541
1070632	CD4+	CD4+	ANA41	535543
1070634	CXCR5+	CXCR5+	ANA78	535543
1070635	CD45RA-	CD45RA-	ANA816	535543
1070642	CXCR3+	CXCR3+	ANA76	535544
1070648	CD45RA-	CD45RA-	ANA816	535545
1070656	CD45RA-	CD45RA-	ANA816	535546
1070663	CD45RA-	CD45RA-	ANA816	535547
1070688	CCR6-	CCR6-	ANA36	535550
1070702	CD3+	CD3+	ANA809	535553
1070703	CD4+	CD4+	ANA41	535553
1070717	CD8-	CD8-	ANA810	535555
1070718	CXCR5-	CXCR5-	ANA78	535555
1070719	CD45RA-	CD45RA-	ANA816	535555
1070724	CD4+	CD4+	ANA41	535556
1070732	CD8-	CD8-	ANA810	535557
1070735	CXCR3+	CXCR3+	ANA76	535557
1070740	CD8-	CD8-	ANA810	535558
1070744	CCR6+	CCR6+	ANA36	535558
1070745	CD3+	CD3+	ANA809	535559
1070750	CXCR3-	CXCR3-	ANA76	535559
1070752	CD278+	ICOS+	ANA898	535559
1070768	CD3+	CD3+	ANA809	535562
1070770	CD8+	CD8+	ANA810	535562
1070780	CD4-	CD4-	ANA41	535565
1070787	CD19+	CD19+	ANA805	535567
1070789	CD14-	CD14-	ANA804	535567
1070796	CD14-	CD14-	ANA804	535569
1070816	CD14-	CD14-	ANA804	535573
1070828	CD38+	CD38+	ANA808	535575
1070831	CD19+	CD19+	ANA805	535576
1070836	CD19+	CD19+	ANA805	535577
1070843	CD14-	CD14-	ANA804	535578
1070846	CD19+	CD19+	ANA805	535579
1070847	CD3-	CD3-	ANA809	535579
1070859	CD19+	CD19+	ANA805	535582
1070867	CD14-	CD14-	ANA804	535583
1070871	CD19+	CD19+	ANA805	535584
1070895	BDCA2, CD303+	BDCA2+	ANA870	535588
1070909	BDCA2, CD303+	BDCA2+	ANA870	535591
1070911	B7-2+	CD86+	ANA868	535591
1070934	CD11c+	CD11c+	ANA814	535596
1070942	HLADR+	HLA-DR+	ANA812	535598
1070944	CD11c+	CD11c+	ANA814	535598
1070959	BDCA1+	CD1c+	ANA895	535600
1070960	CD2+	CD2+	ANA860	535600
1070964	CD11c+	CD11c+	ANA814	535601
1070967	B7-2+	CD86+	ANA868	535601
1070990	BDCA2, CD303-	BDCA2-	ANA870	535605
1070992	BDCA3+	BDCA3+	ANA894	535605
1071007	BDCA1-	CD1c-	ANA895	535607
1071009	CD14+	CD14+	ANA804	535608
1071014	CD14lo	CD14lo	ANA804	535610
1071023	CD14lo	CD14lo	ANA804	535613
1071025	CD16-	CD16-	ANA811	535613
1071039	HLADR+	HLA-DR+	ANA812	535617
1071041	CCRL1-	CX3CR1-	ANA59	535617
1071044	CD16-	CD16-	ANA811	535618
1071054	CD14+	CD14+	ANA804	535621
1071068	HLADRlo	HLA-DRlo	ANA812	535625
1071071	HLADR+	HLA-DR+	ANA812	535626
1071085	B7-2-	CD86-	ANA868	535629
1071102	SLAN+	SLAN+	ANA906	535634
1071110	CD4+	CD4+	ANA41	535640
1071114	CD8-	CD8-	ANA810	535641
1071115	CD278+	ICOS+	ANA898	535641
1071120	CD45RA-	CD45RA-	ANA816	535642
1071138	CD45RA-	CD45RA-	ANA816	535645
1071148	CCR6+	CCR6+	ANA36	535646
1071149	CD3+	CD3+	ANA809	535647
1071150	CD4+	CD4+	ANA41	535647
1071159	CD8-	CD8-	ANA810	535648
1071160	CXCR5+	CXCR5+	ANA78	535648
1071172	CD3+	CD3+	ANA809	535650
1071174	CD8-	CD8-	ANA810	535650
1071176	CD45RA-	CD45RA-	ANA816	535650
1071179	CD3+	CD3+	ANA809	535651
1071195	CXCR5-	CXCR5-	ANA78	535653
1071198	CD3+	CD3+	ANA809	535654
1071213	CD3+	CD3+	ANA809	535656
1071218	CXCR3+	CXCR3+	ANA76	535656
1071226	CCR6+	CCR6+	ANA36	535657
1071257	CD278+	ICOS+	ANA898	535661
1071270	CD4-	CD4-	ANA41	535665
1071271	CD8+	CD8+	ANA810	535665
1071275	CD8+	CD8+	ANA810	535666
1071277	CD19+	CD19+	ANA805	535667
1071286	CD14-	CD14-	ANA804	535669
1071305	CD3-	CD3-	ANA809	535673
1071311	CD3-	CD3-	ANA809	535674
1071322	CD3-	CD3-	ANA809	535676
1071326	CD19+	CD19+	ANA805	535677
1071330	IgD+	IgD+	ANA813	535677
1071339	CD27-	CD27-	ANA40	535679
1071349	CD19+	CD19+	ANA805	535682
1071352	CD27-	CD27-	ANA40	535682
1071362	CD3-	CD3-	ANA809	535684
1071363	CD14-	CD14-	ANA804	535684
1071364	CD27+	CD27+	ANA40	535684
1071379	CD3-	CD3-	ANA809	535687
1071401	B7-2+	CD86+	ANA868	535691
1071406	B7-2-	CD86-	ANA868	535692
1071407		Lin1-		535693
1071418	BDCA2, CD303-	BDCA2-	ANA870	535695
1071425	B7-2+	CD86+	ANA868	535696
1071431		Lin1-		535698
1071440	CD11c+	CD11c+	ANA814	535699
1071447	CD11c+	CD11c+	ANA814	535700
1071450	CD2+	CD2+	ANA860	535700
1071454	CD11c+	CD11c+	ANA814	535701
1071463	BDCA1+	CD1c+	ANA895	535702
1071466	HLADR+	HLA-DR+	ANA812	535703
1071468	CD11c+	CD11c+	ANA814	535703
1071479	HLADR+	HLA-DR+	ANA812	535705
1071481	CD11c+	CD11c+	ANA814	535705
1071482	BDCA3+	BDCA3+	ANA894	535705
1071485		Lin1-		535706
1071489	BDCA3+	BDCA3+	ANA894	535706
1071500	HLADR+	HLA-DR+	ANA812	535708
1071512	CD16-	CD16-	ANA811	535712
1071516	CD14+	CD14+	ANA804	535714
1071521	HLADR+	HLA-DR+	ANA812	535715
1071532	CD14+	CD14+	ANA804	535718
1071544	CD14+	CD14+	ANA804	535721
1071546	CD16-	CD16-	ANA811	535721
1071547	CD11b-	CD11b-	ANA878	535721
1071558	HLADRlo	HLA-DRlo	ANA812	535725
1071565	HLADR+	HLA-DR+	ANA812	535727
1071575	B7-2-	CD86-	ANA868	535729
1071580	CD14+	CD14+	ANA804	535731
1071581	HLADR+	HLA-DR+	ANA812	535731
1071589	HLADR+	HLA-DR+	ANA812	535733
1071595	CD16+	CD16+ granulocyte	ANA811	535737
1071596	CD3+	CD3+	ANA809	535738
1071597	CD3+	CD3+	ANA809	535739
1071599	CD3+	CD3+	ANA809	535740
1071610	CD45RA-	CD45RA-	ANA816	535742
1071614	CXCR5+	CXCR5+	ANA78	535743
1071616	CD278+	ICOS+	ANA898	535743
1071635	CXCR5+	CXCR5+	ANA78	535746
1071659	CXCR3-	CXCR3-	ANA76	535749
1071674	CXCR3-	CXCR3-	ANA76	535751
1071679	CD8-	CD8-	ANA810	535752
1071688	CD3+	CD3+	ANA809	535754
1071698	CXCR5-	CXCR5-	ANA78	535755
1071702	CD278+	ICOS+	ANA898	535755
1071704	CD4+	CD4+	ANA41	535756
1071708	CXCR3+	CXCR3+	ANA76	535756
1071737	CD45RA-	CD45RA-	ANA816	535760
1071751	CD3+	CD3+	ANA809	535763
1071765	CD8+	CD8+	ANA810	535766
1071774	CD19+	CD19+	ANA805	535769
1071779	CD3-	CD3-	ANA809	535770
1071783	CD19+	CD19+	ANA805	535771
1071789	CD19+	CD19+	ANA805	535772
1071804	CD24+	CD24+	ANA807	535774
1071807	CD14-	CD14-	ANA804	535775
1071823	CD14-	CD14-	ANA804	535778
1071831	CD19+	CD19+	ANA805	535780
1071846	CD3-	CD3-	ANA809	535783
1071857	CD19+	CD19+	ANA805	535785
1071869	CD3-	CD3-	ANA809	535787
1071883	HLADR+	HLA-DR+	ANA812	535790
1071885	CD11c-	CD11c-	ANA814	535790
1071886	CD2+	CD2+	ANA860	535790
1071888	HLADR+	HLA-DR+	ANA812	535791
1071890	CD11c-	CD11c-	ANA814	535791
1071892		Lin1-		535792
1071903	BDCA2, CD303-	BDCA2-	ANA870	535794
1071907	HLADR+	HLA-DR+	ANA812	535795
1071934		Lin1-		535800
1071940	CD2+	CD2+	ANA860	535800
1071946	BDCA1+	CD1c+	ANA895	535801
1071947	B7-2+	CD86+	ANA868	535801
1071963	BDCA2, CD303-	BDCA2-	ANA870	535804
1071964	CD11c+	CD11c+	ANA814	535804
1071966	BDCA1-	CD1c-	ANA895	535804
1071970	BDCA2, CD303-	BDCA2-	ANA870	535805
1071974	CD2+	CD2+	ANA860	535805
1071978	CD11c+	CD11c+	ANA814	535806
1071981	B7-2+	CD86+	ANA868	535806
1071985	CD11c+	CD11c+	ANA814	535807
1072016	CD16+	CD16+	ANA811	535816
1072026	CD14+	CD14+	ANA804	535819
1072028	CD16+	CD16+	ANA811	535819
1072034	CD14+	CD14+	ANA804	535821
1072036	CD16-	CD16-	ANA811	535821
1072038	CD14+	CD14+	ANA804	535822
1072045	HLADRlo	HLA-DRlo	ANA812	535824
1072046	CD16+	CD16+	ANA811	535824
1072049	CD16-	CD16-	ANA811	535825
1072054	CD14+	CD14+	ANA804	535827
1072059	HLADR+	HLA-DR+	ANA812	535828
1072060	CD16+	CD16+	ANA811	535828
1072062	CD14+	CD14+	ANA804	535829
1072068	CD16-	CD16-	ANA811	535830
1072072	CD16+	CD16+	ANA811	535831
1072088	CD278+	ICOS+	ANA898	535839
1072091	CD8-	CD8-	ANA810	535840
1072098	CD8-	CD8-	ANA810	535842
1072099	CXCR5+	CXCR5+	ANA78	535842
1072104	CXCR5+	CXCR5+	ANA78	535843
1072115	CD4+	CD4+	ANA41	535845
1072128	CCR6+	CCR6+	ANA36	535846
1072130	CD4+	CD4+	ANA41	535847
1072136	CD278+	ICOS+	ANA898	535847
1072137	CD3+	CD3+	ANA809	535848
1072149	CXCR3-	CXCR3-	ANA76	535849
1072160	CD4+	CD4+	ANA41	535851
1072169	CD8-	CD8-	ANA810	535852
1072174	CD8-	CD8-	ANA810	535853
1072179	CD4+	CD4+	ANA41	535854
1072193	CD3+	CD3+	ANA809	535856
1072199	CCR6+	CCR6+	ANA36	535856
1072204	CD45RA-	CD45RA-	ANA816	535857
1072221	CCR6+	CCR6+	ANA36	535859
1072223	CD3+	CD3+	ANA809	535860
1072233	CXCR5-	CXCR5-	ANA78	535861
1072237	CD278+	ICOS+	ANA898	535861
1072250	CD4-	CD4-	ANA41	535865
1072253	CD3+	CD3+	ANA809	535866
1072254	CD4-	CD4-	ANA41	535866
1072257	CD19+	CD19+	ANA805	535867
1072262	CD14-	CD14-	ANA804	535868
1072272	CD138+	CD138+	ANA891	535870
1072277	CD138+	CD138+	ANA891	535871
1072281	CD14-	CD14-	ANA804	535872
1072294	CD24+	CD24+	ANA807	535874
1072299	CD24+	CD24+	ANA807	535875
1072300	B7-2+	CD86+	ANA868	535875
1072306	CD19+	CD19+	ANA805	535877
1072310	IgD+	IgD+	ANA813	535877
1072312	CD3-	CD3-	ANA809	535878
1072316	CD19+	CD19+	ANA805	535879
1072325	CD19+	CD19+	ANA805	535881
1072327	CD14-	CD14-	ANA804	535881
1072329	CD19+	CD19+	ANA805	535882
1072330	CD3-	CD3-	ANA809	535882
1072333	IgD+	IgD+	ANA813	535882
1072348	CD3-	CD3-	ANA809	535885
1072380	CD11c-	CD11c-	ANA814	535891
1072389	BDCA2, CD303-	BDCA2-	ANA870	535893
1072401		Lin1-		535896
1072412	HLADR+	HLA-DR+	ANA812	535898
1072418	HLADR+	HLA-DR+	ANA812	535899
1072423	CD2-	CD2-	ANA860	535899
1072429	BDCA1+	CD1c+	ANA895	535900
1072431		Lin1-		535901
1072433	BDCA2, CD303-	BDCA2-	ANA870	535901
1072437	B7-2+	CD86+	ANA868	535901
1072444	B7-2-	CD86-	ANA868	535902
1072457	CD2-	CD2-	ANA860	535904
1072459	HLADR+	HLA-DR+	ANA812	535905
1072462	BDCA3+	BDCA3+	ANA894	535905
1072463	BDCA1-	CD1c-	ANA895	535905
1072473	HLADR+	HLA-DR+	ANA812	535907
1072486	CD16+	CD16+	ANA811	535910
1072501	HLADR+	HLA-DR+	ANA812	535915
1072502	CD16+	CD16+	ANA811	535915
1072515	CD11b+	CD11b+	ANA878	535918
1072523	CD11b-	CD11b-	ANA878	535920
1072529	HLADRhi	HLA-DRhi	ANA812	535922
1072534	CD14+	CD14+	ANA804	535924
1072536	CD16+	CD16+	ANA811	535924
1072544	CD14+	CD14+	ANA804	535927
1072563	SLAN+	SLAN+	ANA906	535931
1072566	CD16+	CD16+	ANA811	535932
1072595	CD45RA-	CD45RA-	ANA816	535943
1072596	CD278+	ICOS+	ANA898	535943
1072602	CXCR3+	CXCR3+	ANA76	535944
1072616	CD45RA-	CD45RA-	ANA816	535946
1072618	CCR6+	CCR6+	ANA36	535946
1072629	CD8-	CD8-	ANA810	535948
1072639	CXCR3-	CXCR3-	ANA76	535949
1072641	CD278+	ICOS+	ANA898	535949
1072668	CD3+	CD3+	ANA809	535954
1072669	CD4+	CD4+	ANA41	535954
1072673	CXCR3+	CXCR3+	ANA76	535954
1072682	CD278+	ICOS+	ANA898	535955
1072684	CD4+	CD4+	ANA41	535956
1072685	CD8-	CD8-	ANA810	535956
1072686	CXCR5-	CXCR5-	ANA78	535956
1072691	CD4+	CD4+	ANA41	535957
1072693	CXCR5-	CXCR5-	ANA78	535957
1072694	CD45RA-	CD45RA-	ANA816	535957
1072700	CD8-	CD8-	ANA810	535958
1072708	CXCR5-	CXCR5-	ANA78	535959
1072712	CD278+	ICOS+	ANA898	535959
1072713	CD3+	CD3+	ANA809	535960
1072720	CD3+	CD3+	ANA809	535961
1072739	CD3+	CD3+	ANA809	535965
1072759	CD3-	CD3-	ANA809	535970
1072760	CD14-	CD14-	ANA804	535970
1072764	CD3-	CD3-	ANA809	535971
1072781	CD3-	CD3-	ANA809	535974
1072791	CD19+	CD19+	ANA805	535976
1072803	CD14-	CD14-	ANA804	535978
1072807	CD3-	CD3-	ANA809	535979
1072819	CD19+	CD19+	ANA805	535982
1072823	IgD+	IgD+	ANA813	535982
1072830	B7-2+	CD86+	ANA868	535983
1072835	IgD-	IgD-	ANA813	535984
1072837	CD19+	CD19+	ANA805	535985
1072838	CD3-	CD3-	ANA809	535985
1072839	CD14-	CD14-	ANA804	535985
1072859	BDCA2, CD303+	BDCA2+	ANA870	535989
1072866	CD2+	CD2+	ANA860	535990
1072874	BDCA2, CD303+	BDCA2+	ANA870	535992
1072877		Lin1-		535993
1072882	HLADR+	HLA-DR+	ANA812	535994
1072895	B7-2+	CD86+	ANA868	535996
1072905	BDCA3-	BDCA3-	ANA894	535998
1072927	B7-2+	CD86+	ANA868	536001
1072930	BDCA2, CD303-	BDCA2-	ANA870	536002
1072931	CD11c+	CD11c+	ANA814	536002
1072938	CD11c+	CD11c+	ANA814	536003
1072939	BDCA3+	BDCA3+	ANA894	536003
1072942	HLADR+	HLA-DR+	ANA812	536004
1072947	CD2-	CD2-	ANA860	536004
1072951	CD11c+	CD11c+	ANA814	536005
1072956	HLADR+	HLA-DR+	ANA812	536006
1072966	BDCA3+	BDCA3+	ANA894	536007
1072971	CD14+	CD14+	ANA804	536009
1072976	CD16+	CD16+	ANA811	536010
1072991	HLADR+	HLA-DR+	ANA812	536015
1072992	CD16+	CD16+	ANA811	536015
1072994	CD14+	CD14+	ANA804	536016
1073001	CCRL1-	CX3CR1-	ANA59	536017
1073002	CD14+	CD14+	ANA804	536018
1073004	CD16-	CD16-	ANA811	536018
1073015	HLADR+	HLA-DR+	ANA812	536021
1073031	HLADR+	HLA-DR+	ANA812	536026
1073049	SLAN+	SLAN+	ANA906	536030
1073071	CD8-	CD8-	ANA810	536040
1073085	CD45RA-	CD45RA-	ANA816	536043
1073090	CXCR5+	CXCR5+	ANA78	536044
1073091	CD45RA-	CD45RA-	ANA816	536044
1073109	CD3+	CD3+	ANA809	536047
1073124	CD3+	CD3+	ANA809	536049
1073125	CD4+	CD4+	ANA41	536049
1073128	CD45RA-	CD45RA-	ANA816	536049
1073130	CCR6+	CCR6+	ANA36	536049
1073131	CD278+	ICOS+	ANA898	536049
1073135	CXCR5+	CXCR5+	ANA78	536050
1073138	CCR6-	CCR6-	ANA36	536050
1073154	CD8-	CD8-	ANA810	536053
1073162	CD45RA-	CD45RA-	ANA816	536054
1073185	CXCR3+	CXCR3+	ANA76	536057
1073196	CD4+	CD4+	ANA41	536059
1073198	CXCR5-	CXCR5-	ANA78	536059
1073199	CD45RA-	CD45RA-	ANA816	536059
1073202	CD278+	ICOS+	ANA898	536059
1073203	CD3+	CD3+	ANA809	536060
1073210	CD3+	CD3+	ANA809	536061
1073217	CD278+	ICOS+	ANA898	536061
1073229	CD3+	CD3+	ANA809	536065
1073236	CD278+	ICOS+	ANA898	536066
1073238	CD3-	CD3-	ANA809	536067
1073249	CD3-	CD3-	ANA809	536070
1073260	CD3-	CD3-	ANA809	536072
1073264	CD19+	CD19+	ANA805	536073
1073279	CD24+	CD24+	ANA807	536075
1073297	CD3-	CD3-	ANA809	536079
1073299	CD27-	CD27-	ANA40	536079
1073307	CD14-	CD14-	ANA804	536081
1073313	IgD+	IgD+	ANA813	536082
1073321	CD19+	CD19+	ANA805	536084
1073323	CD14-	CD14-	ANA804	536084
1073331	IgD-	IgD-	ANA813	536085
1073341	CD20-	CD20-	ANA806	536087
1073348	HLADR+	HLA-DR+	ANA812	536089
1073349	BDCA2, CD303+	BDCA2+	ANA870	536089
1073358	HLADR+	HLA-DR+	ANA812	536091
1073367		Lin1-		536093
1073372	HLADR+	HLA-DR+	ANA812	536094
1073375	CD2-	CD2-	ANA860	536094
1073388	BDCA2, CD303-	BDCA2-	ANA870	536097
1073395	BDCA3-	BDCA3-	ANA894	536098
1073397		Lin1-		536099
1073398	HLADR+	HLA-DR+	ANA812	536099
1073399	BDCA2, CD303-	BDCA2-	ANA870	536099
1073411		Lin1-		536101
1073427	BDCA2, CD303-	BDCA2-	ANA870	536103
1073438		Lin1-		536105
1073439	HLADR+	HLA-DR+	ANA812	536105
1073458	B7-2-	CD86-	ANA868	536107
1073473	CD14lo	CD14lo	ANA804	536113
1073498	CD16+	CD16+	ANA811	536119
1073500	CD14+	CD14+	ANA804	536120
1073503	CD11b-	CD11b-	ANA878	536120
1073514	CD14+	CD14+	ANA804	536124
1073527	B7-2+	CD86+	ANA868	536127
1073541	HLADR+	HLA-DR+	ANA812	536131
1073547	SLAN-	SLAN-	ANA906	536132
1073549	HLADR+	HLA-DR+	ANA812	536133
1073557	CD3+	CD3+	ANA809	536139
1073570	CD45RA-	CD45RA-	ANA816	536142
1073573	CD8-	CD8-	ANA810	536143
1073586	CD8-	CD8-	ANA810	536145
1073596	CD45RA-	CD45RA-	ANA816	536146
1073616	CD8-	CD8-	ANA810	536149
1073617	CXCR5+	CXCR5+	ANA78	536149
1073635	CCR6-	CCR6-	ANA36	536151
1073655	CD3+	CD3+	ANA809	536155
1073660	CXCR3+	CXCR3+	ANA76	536155
1073665	CD8-	CD8-	ANA810	536156
1073667	CD45RA-	CD45RA-	ANA816	536156
1073674	CD45RA-	CD45RA-	ANA816	536157
1073675	CXCR3+	CXCR3+	ANA76	536157
1073689	CD45RA-	CD45RA-	ANA816	536159
1073705	CXCR3-	CXCR3-	ANA76	536161
1073718	CXCR3+	CXCR3+	ANA76	536164
1073728	CD3-	CD3-	ANA809	536167
1073731	CD3-	CD3-	ANA809	536168
1073740	CD14-	CD14-	ANA804	536170
1073747	CD138+	CD138+	ANA891	536171
1073752	CD38+	CD38+	ANA808	536172
1073765	CD19+	CD19+	ANA805	536175
1073767	CD14-	CD14-	ANA804	536175
1073772	CD3-	CD3-	ANA809	536176
1073785	IgD-	IgD-	ANA813	536178
1073791	CD19+	CD19+	ANA805	536180
1073800	CD3-	CD3-	ANA809	536182
1073806	CD3-	CD3-	ANA809	536183
1073812	CD3-	CD3-	ANA809	536184
1073824	CD3-	CD3-	ANA809	536186
1073839	BDCA2, CD303+	BDCA2+	ANA870	536189
1073844	BDCA2, CD303+	BDCA2+	ANA870	536190
1073848	HLADR+	HLA-DR+	ANA812	536191
1073862	HLADR+	HLA-DR+	ANA812	536194
1073869	CD11c+	CD11c+	ANA814	536195
1073872	HLADR+	HLA-DR+	ANA812	536196
1073875	B7-2+	CD86+	ANA868	536196
1073884	CD11c+	CD11c+	ANA814	536198
1073914	B7-2-	CD86-	ANA868	536202
1073927	CD2-	CD2-	ANA860	536204
1073942		Lin1-		536207
1073952	HLADR+	HLA-DR+	ANA812	536209
1073958	HLADR+	HLA-DR+	ANA812	536211
1073965	CD16-	CD16-	ANA811	536213
1073971	HLADR+	HLA-DR+	ANA812	536215
1073975	HLADR+	HLA-DR+	ANA812	536216
1073998	CD14+	CD14+	ANA804	536222
1074002	HLADRhi	HLA-DRhi	ANA812	536223
1074008	HLADRlo	HLA-DRlo	ANA812	536225
1074010	CD14+	CD14+	ANA804	536226
1074021	B7-2-	CD86-	ANA868	536228
1074030	CD14+	CD14+	ANA804	536231
1074032	CD16+	CD16+	ANA811	536231
1074046	CD3+	CD3+	ANA809	536238
1074063	CD8-	CD8-	ANA810	536243
1074066	CD278+	ICOS+	ANA898	536243
1074070	CXCR5+	CXCR5+	ANA78	536244
1074082	CD3+	CD3+	ANA809	536246
1074094	CXCR3+	CXCR3+	ANA76	536247
1074104	CD3+	CD3+	ANA809	536249
1074123	CD45RA-	CD45RA-	ANA816	536251
1074134	CD8-	CD8-	ANA810	536253
1074136	CD45RA-	CD45RA-	ANA816	536253
1074137	CD278+	ICOS+	ANA898	536253
1074151	CCR6-	CCR6-	ANA36	536255
1074163	CXCR5-	CXCR5-	ANA78	536257
1074170	CD8-	CD8-	ANA810	536258
1074176	CD4+	CD4+	ANA41	536259
1074178	CXCR5-	CXCR5-	ANA78	536259
1074181	CCR6+	CCR6+	ANA36	536259
1074182	CD278+	ICOS+	ANA898	536259
1074200	CD8+	CD8+	ANA810	536262
1074201	CD3+	CD3+	ANA809	536263
1074207	CD8+	CD8+	ANA810	536264
1074210	CD4-	CD4-	ANA41	536265
1074221	CD3-	CD3-	ANA809	536268
1074234	CD3-	CD3-	ANA809	536271
1074236	CD27+	CD27+	ANA40	536271
1074241	CD14-	CD14-	ANA804	536272
1074268	CD14-	CD14-	ANA804	536277
1074273	CD14-	CD14-	ANA804	536278
1074301	CD19+	CD19+	ANA805	536284
1074303	CD14-	CD14-	ANA804	536284
1074306	B7-2+	CD86+	ANA868	536284
1074324	HLADR+	HLA-DR+	ANA812	536288
1074333	HLADR+	HLA-DR+	ANA812	536290
1074348	HLADR+	HLA-DR+	ANA812	536293
1074350	CD11c+	CD11c+	ANA814	536293
1074352	HLADR+	HLA-DR+	ANA812	536294
1074364	CD11c+	CD11c+	ANA814	536296
1074369	CD11c+	CD11c+	ANA814	536297
1074383	CD2-	CD2-	ANA860	536299
1074389	BDCA1+	CD1c+	ANA895	536300
1074399	HLADR+	HLA-DR+	ANA812	536302
1074405		Lin1-		536303
1074411		Lin1-		536304
1074427	BDCA2, CD303-	BDCA2-	ANA870	536306
1074434	BDCA2, CD303-	BDCA2-	ANA870	536307
1074447	CD14+	CD14+	ANA804	536311
1074454	HLADR+	HLA-DR+	ANA812	536313
1074457	HLADR+	HLA-DR+	ANA812	536314
1074466	CD16+	CD16+	ANA811	536316
1074479	CD11b+	CD11b+	ANA878	536319
1074488	CD14+	CD14+	ANA804	536322
1074499	CD16-	CD16-	ANA811	536325
1074517	HLADR+	HLA-DR+	ANA812	536330
1074532	SLAN+	SLAN+	ANA906	536334
1074542	CD3+	CD3+	ANA809	536341
1074545	CD278+	ICOS+	ANA898	536341
1074555	CD45RA-	CD45RA-	ANA816	536343
1074571	CD278+	ICOS+	ANA898	536345
1074595	CD4+	CD4+	ANA41	536349
1074605	CXCR5+	CXCR5+	ANA78	536350
1074608	CCR6-	CCR6-	ANA36	536350
1074609	CD3+	CD3+	ANA809	536351
1074614	CXCR3-	CXCR3-	ANA76	536351
1074622	CD3+	CD3+	ANA809	536353
1074624	CD8-	CD8-	ANA810	536353
1074626	CD45RA-	CD45RA-	ANA816	536353
1074629	CD4+	CD4+	ANA41	536354
1074638	CXCR5-	CXCR5-	ANA78	536355
1074646	CXCR5-	CXCR5-	ANA78	536356
1074657	CD278+	ICOS+	ANA898	536357
1074665	CD3+	CD3+	ANA809	536359
1074669	CD45RA-	CD45RA-	ANA816	536359
1074673	CD3+	CD3+	ANA809	536360
1074688	CD3+	CD3+	ANA809	536362
1074695	CD3+	CD3+	ANA809	536364
1074724	CD3-	CD3-	ANA809	536371
1074730	CD3-	CD3-	ANA809	536372
1074731	CD14-	CD14-	ANA804	536372
1074739	B7-2+	CD86+	ANA868	536373
1074744	CD24+	CD24+	ANA807	536374
1074758	CD14-	CD14-	ANA804	536377
1074759	CD27+	CD27+	ANA40	536377
1074761	CD19+	CD19+	ANA805	536378
1074764	CD27+	CD27+	ANA40	536378
1074767	CD3-	CD3-	ANA809	536379
1074768	CD14-	CD14-	ANA804	536379
1074778	CD20-	CD20-	ANA806	536381
1074784	B7-2+	CD86+	ANA868	536382
1074786	CD3-	CD3-	ANA809	536383
1074790	B7-2+	CD86+	ANA868	536383
1074793	CD14-	CD14-	ANA804	536384
1074795	IgD-	IgD-	ANA813	536384
1074804	CD3-	CD3-	ANA809	536386
1074817		Lin1-		536389
1074819	BDCA2, CD303+	BDCA2+	ANA870	536389
1074823	HLADR+	HLA-DR+	ANA812	536390
1074828	HLADR+	HLA-DR+	ANA812	536391
1074832		Lin1-		536392
1074834	BDCA2, CD303+	BDCA2+	ANA870	536392
1074835	CD11c-	CD11c-	ANA814	536392
1074836	B7-2-	CD86-	ANA868	536392
1074852	HLADR+	HLA-DR+	ANA812	536396
1074859	CD11c+	CD11c+	ANA814	536397
1074891	CD11c+	CD11c+	ANA814	536402
1074893	BDCA1+	CD1c+	ANA895	536402
1074896	HLADR+	HLA-DR+	ANA812	536403
1074913	BDCA1-	CD1c-	ANA895	536405
1074924	BDCA2, CD303-	BDCA2-	ANA870	536407
1074943	CD14lo	CD14lo	ANA804	536413
1074947	HLADR+	HLA-DR+	ANA812	536414
1074951	HLADR+	HLA-DR+	ANA812	536415
1074953	CCRL1+	CX3CR1+	ANA59	536415
1074966	CD14+	CD14+	ANA804	536419
1074970	CD14+	CD14+	ANA804	536420
1074987	CD14+	CD14+	ANA804	536425
1074989	CD16-	CD16-	ANA811	536425
1074990	CD14+	CD14+	ANA804	536426
1074995	HLADR+	HLA-DR+	ANA812	536427
1075007	HLADR+	HLA-DR+	ANA812	536430
1075012	CD16+	CD16+	ANA811	536431
1075015	HLADR+	HLA-DR+	ANA812	536432
1075017	SLAN-	SLAN-	ANA906	536432
1075022	SLAN+	SLAN+	ANA906	536434
1075027	CD3+	CD3+	ANA809	536439
1075033	CD4+	CD4+	ANA41	536441
1075034	CD8-	CD8-	ANA810	536441
1075037	CD4+	CD4+	ANA41	536442
1075044	CXCR5+	CXCR5+	ANA78	536443
1075046	CD278+	ICOS+	ANA898	536443
1075058	CD45RA-	CD45RA-	ANA816	536445
1075065	CXCR5+	CXCR5+	ANA78	536446
1075093	CD4+	CD4+	ANA41	536450
