EXPSAMPLE_ACCESSION	REAGENT_ACCESSION
ES789347	ESR12463
ES789348	ESR12448
ES789348	ESR12446
ES789349	ESR12436
ES787551	ESR12375
ES787551	ESR12374
ES787552	ESR12374
ES787555	ESR12374
ES787556	ESR12375
ES787557	ESR12377
ES787557	ESR12373
ES787559	ESR12376
ES787560	ESR12376
ES787560	ESR12375
ES787561	ESR12373
ES787562	ESR12375
ES787563	ESR12373
ES787564	ESR12376
ES787566	ESR12377
ES787566	ESR12376
ES787569	ESR12374
ES787576	ESR12377
ES787577	ESR12376
ES787577	ESR12373
ES787578	ESR12375
ES787578	ESR12373
ES787580	ESR12375
ES787581	ESR12376
ES787582	ESR12374
ES787586	ESR12375
ES787591	ESR12374
ES787592	ESR12377
ES787594	ESR12376
ES787594	ESR12375
ES787594	ESR12373
ES787595	ESR12377
ES787597	ESR12373
ES787598	ESR12377
ES787598	ESR12376
ES787600	ESR12373
ES787601	ESR12373
ES787602	ESR12375
ES787604	ESR12376
ES787608	ESR12377
ES787610	ESR12373
ES787611	ESR12375
ES787613	ESR12374
ES787614	ESR12376
ES787615	ESR12375
ES787617	ESR12377
ES787617	ESR12376
ES787618	ESR12376
ES787619	ESR12377
ES787620	ESR12375
ES787623	ESR12376
ES787624	ESR12377
ES787624	ESR12376
ES787625	ESR12376
ES787625	ESR12375
ES787627	ESR12374
ES787631	ESR12376
ES787633	ESR12375
ES787634	ESR12377
ES787634	ESR12373
ES787635	ESR12375
ES787636	ESR12376
ES787639	ESR12377
ES787639	ESR12376
ES787639	ESR12375
ES787650	ESR12377
ES787650	ESR12373
ES787654	ESR12374
ES787655	ESR12377
ES787656	ESR12376
ES787656	ESR12374
ES787658	ESR12375
ES787658	ESR12373
ES787664	ESR12377
ES787667	ESR12378
ES787668	ESR12379
ES787668	ESR12378
ES787671	ESR12379
ES787671	ESR12378
ES787682	ESR12379
ES787687	ESR12379
ES787690	ESR12379
ES787691	ESR12379
ES787692	ESR12379
ES787706	ESR12379
ES787706	ESR12378
ES787708	ESR12378
ES787710	ESR12379
ES787715	ESR12379
ES787716	ESR12378
ES787719	ESR12378
ES787721	ESR12379
ES787721	ESR12378
ES787723	ESR12378
ES787734	ESR12379
ES787739	ESR12379
ES787741	ESR12379
ES787742	ESR12379
ES787755	ESR12378
ES787756	ESR12379
ES787763	ESR12379
ES787765	ESR12378
ES787766	ESR12378
ES787774	ESR12379
ES787778	ESR12378
ES787779	ESR12378
ES787790	ESR12378
ES787795	ESR12379
ES787800	ESR12378
ES787803	ESR12378
ES787812	ESR12379
ES787812	ESR12378
ES787816	ESR12378
ES787829	ESR12380
ES787842	ESR12380
ES787845	ESR12380
ES787864	ESR12380
ES787868	ESR12380
ES787886	ESR12380
ES789350	ESR12429
ES789351	ESR12432
ES789351	ESR12431
ES789356	ESR12458
ES789356	ESR12435
ES789358	ESR12436
ES789376	ESR12440
ES789377	ESR12439
ES789378	ESR12453
ES789378	ESR12445
ES789381	ESR12462
ES789381	ESR12459
ES789381	ESR12458
ES789381	ESR12436
ES789383	ESR12436
ES789385	ESR12445
ES789388	ESR12462
ES789388	ESR12443
ES789389	ESR12442
ES789389	ESR12435
ES789391	ESR12431
ES789391	ESR12428
ES789392	ESR12436
ES789393	ESR12463
ES789393	ESR12441
ES789394	ESR12436
ES789395	ESR12461
ES789395	ESR12428
ES789404	ESR12456
ES789405	ESR12462
ES789405	ESR12456
ES789406	ESR12443
ES789408	ESR12445
ES789409	ESR12445
ES789410	ESR12461
ES789410	ESR12430
ES789410	ESR12429
ES789411	ESR12434
ES789412	ESR12457
ES789412	ESR12455
ES789413	ESR12442
ES789413	ESR12438
ES789413	ESR12435
ES789414	ESR12445
ES789415	ESR12453
ES789416	ESR12454
ES789416	ESR12443
ES789420	ESR12451
ES789422	ESR12433
ES789424	ESR12443
ES789424	ESR12440
ES789424	ESR12435
ES789425	ESR12438
ES789426	ESR12451
ES789426	ESR12450
ES789426	ESR12449
ES789426	ESR12436
ES789427	ESR12433
ES789428	ESR12455
ES789430	ESR12443
ES789430	ESR12435
ES789432	ESR12446
ES789432	ESR12436
ES789434	ESR12436
ES789434	ESR12429
ES789436	ESR12458
ES789436	ESR12454
ES789437	ESR12438
ES789439	ESR12461
ES789440	ESR12457
ES789441	ESR12442
ES789442	ESR12452
ES789442	ESR12451
ES789443	ESR12436
ES789443	ESR12434
ES789443	ESR12427
ES789444	ESR12443
ES789445	ESR12437
ES789445	ESR12436
ES789446	ESR12448
ES789447	ESR12461
ES789451	ESR12435
ES789453	ESR12463
ES789454	ESR12464
ES789454	ESR12452
ES789457	ESR12430
ES789458	ESR12461
ES789458	ESR12433
ES789458	ESR12430
ES789458	ESR12428
ES789459	ESR12436
ES789459	ESR12429
ES789468	ESR12459
ES789468	ESR12458
ES789469	ESR12456
ES789471	ESR12443
ES789471	ESR12440
ES789471	ESR12436
ES789472	ESR12437
ES789473	ESR12435
ES789476	ESR12448
ES789477	ESR12449
ES789477	ESR12445
ES789479	ESR12448
ES789479	ESR12446
ES789480	ESR12461
ES789480	ESR12431
ES789480	ESR12430
ES789481	ESR12433
ES789481	ESR12431
ES789484	ESR12462
ES789485	ESR12444
ES789485	ESR12438
ES789486	ESR12449
ES789486	ESR12448
ES789488	ESR12458
ES789488	ESR12436
ES789489	ESR12441
ES789490	ESR12450
ES789490	ESR12445
ES789491	ESR12461
ES789516	ESR12459
ES789516	ESR12457
ES789516	ESR12455
ES789517	ESR12439
ES789518	ESR12464
ES789519	ESR12433
ES789520	ESR12462
ES789520	ESR12454
ES789523	ESR12429
ES789524	ESR12462
ES789524	ESR12455
ES789526	ESR12452
ES789526	ESR12450
ES789526	ESR12436
ES789527	ESR12432
ES789529	ESR12463
ES789529	ESR12439
ES789532	ESR12434
ES789533	ESR12444
ES789533	ESR12438
ES789533	ESR12436
ES789534	ESR12443
ES789535	ESR12452
ES789536	ESR12461
ES789537	ESR12437
ES789538	ESR12454
ES789539	ESR12452
ES789539	ESR12450
ES789540	ESR12453
ES789540	ESR12433
ES789542	ESR12459
ES789542	ESR12436
ES789542	ESR12435
ES789544	ESR12436
ES789544	ESR12433
ES789545	ESR12463
ES789545	ESR12436
ES789546	ESR12462
ES789546	ESR12456
ES789546	ESR12454
ES789547	ESR12450
ES789549	ESR12463
ES789550	ESR12451
ES789550	ESR12447
ES789550	ESR12446
ES789553	ESR12444
ES789553	ESR12439
ES789555	ESR12461
ES789555	ESR12433
ES789555	ESR12432
ES789556	ESR12456
ES789557	ESR12435
ES789558	ESR12464
ES789565	ESR12456
ES789566	ESR12439
ES789568	ESR12436
ES789569	ESR12453
ES789569	ESR12452
ES789570	ESR12436
ES789570	ESR12429
ES789570	ESR12428
ES789571	ESR12453
ES789571	ESR12436
ES789577	ESR12439
ES789577	ESR12436
ES789578	ESR12448
ES789579	ESR12461
ES789580	ESR12441
ES789581	ESR12458
ES789582	ESR12447
ES789584	ESR12463
ES789585	ESR12455
ES789587	ESR12436
ES789588	ESR12443
ES789589	ESR12439
ES789590	ESR12452
ES789590	ESR12449
ES789591	ESR12432
ES789592	ESR12431
ES789592	ESR12429
ES789594	ESR12440
ES789595	ESR12452
ES789596	ESR12429
ES789596	ESR12427
ES789597	ESR12463
ES789597	ESR12443
ES789598	ESR12440
ES789598	ESR12436
ES789599	ESR12450
ES789600	ESR12456
ES789601	ESR12438
ES789601	ESR12436
ES789602	ESR12451
ES789603	ESR12431
ES789603	ESR12430
ES789605	ESR12441
ES789605	ESR12440
ES789605	ESR12437
ES789605	ESR12436
ES789606	ESR12451
ES789607	ESR12433
ES789607	ESR12431
ES787512	ESR12375
ES787514	ESR12376
ES787515	ESR12376
ES787520	ESR12375
ES787520	ESR12374
ES787522	ESR12374
ES787525	ESR12376
ES787525	ESR12375
ES787526	ESR12375
ES787528	ESR12377
ES787528	ESR12373
ES787537	ESR12375
ES787538	ESR12377
ES787538	ESR12375
ES787540	ESR12376
ES787541	ESR12376
ES787544	ESR12373
ES787545	ESR12376
ES787545	ESR12373
ES787546	ESR12377
ES787547	ESR12375
ES787548	ESR12375
ES789228	ESR12435
ES789229	ESR12443
ES789229	ESR12437
ES789230	ESR12458
ES789230	ESR12440
ES789231	ESR12457
ES789231	ESR12443
ES789233	ESR12453
ES789234	ESR12434
ES789235	ESR12434
ES789236	ESR12460
ES789236	ESR12432
ES789236	ESR12427
ES789237	ESR12453
ES789237	ESR12436
ES789237	ESR12431
ES789239	ESR12462
ES789240	ESR12445
ES789241	ESR12434
ES789241	ESR12433
ES789241	ESR12432
ES789241	ESR12429
ES789242	ESR12434
ES789242	ESR12430
ES789242	ESR12428
ES789244	ESR12443
ES789245	ESR12447
ES789246	ESR12460
ES789246	ESR12435
ES789246	ESR12433
ES789246	ESR12428
ES789248	ESR12441
ES789248	ESR12440
ES789249	ESR12462
ES789249	ESR12457
ES789252	ESR12453
ES789252	ESR12427
ES789255	ESR12438
ES789259	ESR12436
ES789259	ESR12429
ES789259	ESR12428
ES789260	ESR12444
ES789260	ESR12436
ES789261	ESR12435
ES789262	ESR12451
ES789262	ESR12449
ES789262	ESR12447
ES789263	ESR12434
ES789264	ESR12453
ES789264	ESR12436
ES789264	ESR12434
ES789264	ESR12433
ES789264	ESR12429
ES789267	ESR12464
ES789268	ESR12427
ES789269	ESR12434
ES789269	ESR12430
ES789270	ESR12463
ES789273	ESR12429
ES789274	ESR12432
ES789275	ESR12440
ES789276	ESR12440
ES789277	ESR12451
ES789277	ESR12446
ES789278	ESR12434
ES789279	ESR12453
ES789279	ESR12429
ES789280	ESR12438
ES789281	ESR12462
ES789281	ESR12440
ES789282	ESR12450
ES789283	ESR12431
ES789296	ESR12455
ES789297	ESR12459
ES789298	ESR12444
ES789298	ESR12442
ES789298	ESR12437
ES789299	ESR12439
ES789300	ESR12447
ES789301	ESR12452
ES789302	ESR12429
ES789303	ESR12434
ES789303	ESR12428
ES789304	ESR12443
ES789304	ESR12440
ES789304	ESR12436
ES789305	ESR12440
ES789306	ESR12462
ES789308	ESR12443
ES789309	ESR12437
ES789310	ESR12436
ES789311	ESR12450
ES789312	ESR12447
ES789313	ESR12453
ES789315	ESR12436
ES789315	ESR12433
ES789315	ESR12430
ES789316	ESR12459
ES789316	ESR12458
ES789316	ESR12455
ES789317	ESR12463
ES789317	ESR12437
ES789319	ESR12432
ES789319	ESR12428
ES789333	ESR12459
ES789334	ESR12459
ES789336	ESR12435
ES789337	ESR12442
ES789337	ESR12435
ES789340	ESR12453
ES789340	ESR12452
ES789344	ESR12456
ES789344	ESR12454
ES789344	ESR12440
ES789345	ESR12456
ES789347	ESR12440
ES789347	ESR12439
ES789348	ESR12450
ES789349	ESR12464
ES789349	ESR12451
ES789349	ESR12447
ES787551	ESR12376
ES787553	ESR12377
ES787554	ESR12373
ES787555	ESR12375
ES787556	ESR12376
ES787556	ESR12373
ES787558	ESR12373
ES787561	ESR12375
ES787563	ESR12374
ES787564	ESR12377
ES787564	ESR12374
ES787565	ESR12377
ES787568	ESR12376
ES787569	ESR12373
ES787573	ESR12375
ES787575	ESR12376
ES787576	ESR12376
ES787576	ESR12375
ES787577	ESR12375
ES787580	ESR12377
ES787580	ESR12376
ES787583	ESR12377
ES787583	ESR12374
ES787583	ESR12373
ES787584	ESR12375
ES787585	ESR12374
ES787588	ESR12373
ES787589	ESR12375
ES787591	ESR12375
ES787594	ESR12374
ES787596	ESR12374
ES787598	ESR12375
ES787599	ESR12373
ES787600	ESR12377
ES787600	ESR12375
ES787601	ESR12377
ES787601	ESR12375
ES787603	ESR12373
ES787604	ESR12377
ES787606	ESR12373
ES787609	ESR12377
ES787609	ESR12376
ES787610	ESR12377
ES787611	ESR12373
ES787613	ESR12373
ES787614	ESR12377
ES787614	ESR12374
ES787616	ESR12376
ES787621	ESR12376
ES787626	ESR12376
ES787627	ESR12375
ES787628	ESR12374
ES787629	ESR12374
ES787630	ESR12374
ES787631	ESR12374
ES787632	ESR12377
ES787632	ESR12376
ES787635	ESR12374
ES787637	ESR12375
ES787640	ESR12374
ES787641	ESR12377
ES787641	ESR12373
ES787642	ESR12373
ES787644	ESR12373
ES787648	ESR12375
ES787649	ESR12376
ES787649	ESR12375
ES787649	ESR12374
ES787652	ESR12375
ES787655	ESR12374
ES787656	ESR12377
ES787656	ESR12373
ES787658	ESR12376
ES787659	ESR12376
ES787659	ESR12373
ES787661	ESR12377
ES787661	ESR12373
ES787682	ESR12378
ES787686	ESR12379
ES787687	ESR12378
ES787691	ESR12378
ES787700	ESR12378
ES787703	ESR12379
ES787707	ESR12378
ES787709	ESR12379
ES787709	ESR12378
ES787712	ESR12379
ES787714	ESR12379
ES787717	ESR12379
ES787718	ESR12379
ES787735	ESR12378
ES787737	ESR12378
ES787739	ESR12378
ES787740	ESR12379
ES787747	ESR12379
ES787748	ESR12379
ES787749	ESR12379
ES787751	ESR12379
ES787752	ESR12379
ES787762	ESR12378
ES787766	ESR12379
ES787767	ESR12379
ES787771	ESR12379
ES787773	ESR12378
ES787774	ESR12378
ES787782	ESR12378
ES787784	ESR12378
ES787788	ESR12379
ES787788	ESR12378
ES787797	ESR12378
ES787800	ESR12379
ES787801	ESR12379
ES787816	ESR12379
ES787835	ESR12380
ES787837	ESR12380
ES787847	ESR12380
ES787861	ESR12380
ES787862	ESR12380
ES787869	ESR12380
ES787872	ESR12380
ES787875	ESR12380
ES787879	ESR12380
ES787882	ESR12380
ES787888	ESR12380
ES789351	ESR12434
ES789356	ESR12443
ES789357	ESR12463
ES789357	ESR12441
ES789359	ESR12453
ES789359	ESR12430
ES789359	ESR12428
ES789377	ESR12438
ES789378	ESR12452
ES789378	ESR12450
ES789378	ESR12436
ES789379	ESR12427
ES789381	ESR12457
ES789383	ESR12444
ES789383	ESR12440
ES789383	ESR12437
ES789385	ESR12464
ES789387	ESR12453
ES789388	ESR12459
ES789388	ESR12456
ES789388	ESR12435
ES789389	ESR12444
ES789390	ESR12447
ES789391	ESR12461
ES789391	ESR12432
ES789392	ESR12458
ES789392	ESR12455
ES789394	ESR12464
ES789394	ESR12453
ES789395	ESR12427
ES789405	ESR12440
ES789407	ESR12438
ES789407	ESR12436
ES789409	ESR12449
ES789411	ESR12436
ES789411	ESR12430
ES789411	ESR12428
ES789412	ESR12459
ES789412	ESR12458
ES789412	ESR12436
ES789414	ESR12436
ES789415	ESR12428
ES789416	ESR12436
ES789416	ESR12435
ES789418	ESR12442
ES789418	ESR12440
ES789422	ESR12432
ES789424	ESR12459
ES789425	ESR12463
ES789425	ESR12436
ES789427	ESR12461
ES789427	ESR12431
ES789428	ESR12454
ES789430	ESR12442
ES789430	ESR12437
ES789432	ESR12451
ES789434	ESR12453
ES789434	ESR12434
ES789434	ESR12433
ES789436	ESR12459
ES789437	ESR12437
ES789438	ESR12464
ES789438	ESR12452
ES789439	ESR12453
ES789440	ESR12456
ES789440	ESR12443
ES789440	ESR12440
ES789441	ESR12463
ES789441	ESR12443
ES789441	ESR12438
ES789441	ESR12437
ES789442	ESR12453
ES789442	ESR12448
ES789442	ESR12436
ES789444	ESR12462
ES789444	ESR12457
ES789446	ESR12451
ES789446	ESR12447
ES789447	ESR12436
ES789448	ESR12462
ES789448	ESR12435
ES789449	ESR12458
ES789449	ESR12456
ES789449	ESR12436
ES789450	ESR12462
ES789450	ESR12457
ES789451	ESR12440
ES789451	ESR12439
ES789452	ESR12435
ES789453	ESR12436
ES789455	ESR12445
ES789456	ESR12451
ES789456	ESR12447
ES789457	ESR12429
ES789457	ESR12427
ES789458	ESR12431
ES789459	ESR12453
ES789468	ESR12457
ES789468	ESR12454
ES789468	ESR12443
ES789469	ESR12462
ES789469	ESR12455
ES789469	ESR12454
ES789469	ESR12443
ES789471	ESR12456
ES789473	ESR12444
ES789473	ESR12442
ES789473	ESR12436
ES789475	ESR12442
ES789475	ESR12440
ES789475	ESR12435
ES789476	ESR12453
ES789477	ESR12464
ES789477	ESR12453
ES789477	ESR12450
ES789477	ESR12448
ES789479	ESR12447
ES789483	ESR12434
ES789484	ESR12459
ES789484	ESR12435
ES789485	ESR12439
ES789487	ESR12461
ES789487	ESR12433
ES789489	ESR12463
ES789491	ESR12431
ES789516	ESR12440
ES789517	ESR12463
ES789517	ESR12442
ES789517	ESR12436
ES789518	ESR12452
ES789519	ESR12431
ES789520	ESR12459
ES789520	ESR12458
ES789521	ESR12443
ES789522	ESR12453
ES789522	ESR12451
ES789522	ESR12450
ES789523	ESR12461
ES789524	ESR12457
ES789524	ESR12443
ES789524	ESR12435
ES789525	ESR12463
ES789525	ESR12439
ES789525	ESR12438
ES789527	ESR12436
ES789527	ESR12430
ES789530	ESR12453
ES789530	ESR12448
ES789530	ESR12447
ES789531	ESR12427
ES789532	ESR12436
ES789533	ESR12443
ES789534	ESR12456
ES789534	ESR12455
ES789535	ESR12449
ES789535	ESR12447
ES789537	ESR12439
ES789540	ESR12461
ES789540	ESR12431
ES789540	ESR12428
ES789541	ESR12463
ES789541	ESR12440
ES789541	ESR12439
ES789542	ESR12458
ES789544	ESR12428
ES789545	ESR12444
ES789546	ESR12459
ES789546	ESR12455
ES789547	ESR12447
ES789548	ESR12459
ES789548	ESR12455
ES789549	ESR12438
ES789550	ESR12436
ES789551	ESR12436
ES789553	ESR12443
ES789553	ESR12440
ES789555	ESR12453
ES789555	ESR12429
ES789556	ESR12459
ES789556	ESR12457
ES789556	ESR12440
ES789556	ESR12435
ES789558	ESR12449
ES789559	ESR12453
ES789559	ESR12428
ES789559	ESR12427
ES789564	ESR12456
ES789565	ESR12462
ES789565	ESR12435
ES789566	ESR12435
ES789568	ESR12449
ES789568	ESR12447
ES789568	ESR12445
ES789569	ESR12446
ES789569	ESR12436
ES789570	ESR12434
ES789571	ESR12461
ES789571	ESR12428
ES789576	ESR12459
ES789576	ESR12454
ES789578	ESR12453
ES789578	ESR12449
ES789579	ESR12434
ES789579	ESR12433
ES789580	ESR12463
ES789580	ESR12438
ES789581	ESR12459
ES789583	ESR12433
ES789583	ESR12430
ES789584	ESR12442
ES789584	ESR12437
ES789585	ESR12454
ES789588	ESR12458
ES789588	ESR12456
ES789589	ESR12443
ES789589	ESR12442
ES789592	ESR12460
ES789594	ESR12458
ES789594	ESR12443
ES789594	ESR12436
ES789596	ESR12433
ES789597	ESR12444
ES789599	ESR12451
ES789599	ESR12436
ES789601	ESR12444
ES789601	ESR12439
ES789601	ESR12437
ES789603	ESR12461
ES789603	ESR12453
ES789604	ESR12462
ES789605	ESR12443
ES789606	ESR12453
ES789606	ESR12448
ES789607	ESR12428
ES789607	ESR12427
ES787513	ESR12373
ES787516	ESR12377
ES787516	ESR12373
ES787517	ESR12374
ES787519	ESR12376
ES787520	ESR12373
ES787522	ESR12377
ES787523	ESR12374
ES787524	ESR12376
ES787528	ESR12376
ES787530	ESR12377
ES787530	ESR12375
ES787535	ESR12375
ES787535	ESR12374
ES787536	ESR12377
ES787536	ESR12375
ES787536	ESR12373
ES787539	ESR12373
ES787540	ESR12373
ES787541	ESR12373
ES787542	ESR12374
ES787543	ESR12377
ES787543	ESR12373
ES787547	ESR12377
ES787549	ESR12377
ES787549	ESR12374
ES787549	ESR12373
ES789229	ESR12442
ES789232	ESR12447
ES789233	ESR12448
ES789234	ESR12430
ES789234	ESR12428
ES789236	ESR12435
ES789236	ESR12430
ES789238	ESR12463
ES789238	ESR12444
ES789238	ESR12438
ES789239	ESR12459
ES789240	ESR12453
ES789240	ESR12449
ES789240	ESR12436
ES789242	ESR12427
ES789243	ESR12438
ES789244	ESR12435
ES789245	ESR12464
ES789245	ESR12451
ES789245	ESR12449
ES789246	ESR12429
ES789247	ESR12432
ES789250	ESR12453
ES789250	ESR12451
ES789250	ESR12449
ES789251	ESR12428
ES789252	ESR12432
ES789252	ESR12431
ES789252	ESR12429
ES789256	ESR12457
ES789257	ESR12453
ES789257	ESR12449
ES789257	ESR12446
ES789258	ESR12436
ES789258	ESR12429
ES789260	ESR12463
ES789260	ESR12437
ES789262	ESR12452
ES789263	ESR12460
ES789263	ESR12430
ES789264	ESR12427
ES789265	ESR12442
ES789265	ESR12441
ES789266	ESR12459
ES789266	ESR12435
ES789267	ESR12449
ES789267	ESR12447
ES789268	ESR12435
ES789268	ESR12431
ES789268	ESR12429
ES789270	ESR12439
ES789271	ESR12456
ES789272	ESR12464
ES789273	ESR12460
ES789273	ESR12435
ES789273	ESR12434
ES789275	ESR12435
ES789276	ESR12454
ES789279	ESR12436
ES789279	ESR12434
ES789280	ESR12437
ES789280	ESR12436
ES789281	ESR12458
ES789281	ESR12456
ES789281	ESR12454
ES789282	ESR12451
ES789282	ESR12448
ES789282	ESR12447
ES789283	ESR12430
ES789296	ESR12456
ES789297	ESR12462
ES789297	ESR12457
ES789297	ESR12454
ES789298	ESR12441
ES789298	ESR12436
ES789299	ESR12443
ES789299	ESR12442
ES789301	ESR12453
ES789302	ESR12453
ES789302	ESR12434
ES789302	ESR12432
ES789302	ESR12430
ES789303	ESR12436
ES789304	ESR12457
ES789304	ESR12454
ES789305	ESR12459
ES789308	ESR12441
ES789309	ESR12463
ES789309	ESR12443
ES789309	ESR12440
ES789309	ESR12438
ES789310	ESR12450
ES789310	ESR12446
ES789310	ESR12445
ES789311	ESR12453
ES789311	ESR12449
ES789312	ESR12446
ES789314	ESR12432
ES789315	ESR12434
ES789315	ESR12432
ES789315	ESR12431
ES789316	ESR12454
ES789317	ESR12439
ES789317	ESR12436
ES789333	ESR12462
ES789333	ESR12440
ES789336	ESR12463
ES789340	ESR12464
ES789340	ESR12448
ES789342	ESR12434
ES789342	ESR12427
ES789343	ESR12453
ES789343	ESR12431
ES789343	ESR12428
ES789344	ESR12458
ES789345	ESR12454
ES789345	ESR12440
ES789345	ESR12435
ES789346	ESR12463
ES789346	ESR12440
ES789346	ESR12438
ES789347	ESR12436
ES789348	ESR12452
ES787550	ESR12377
ES787550	ESR12374
ES787551	ESR12377
ES787553	ESR12375
ES787561	ESR12376
ES787562	ESR12373
ES787565	ESR12375
ES787566	ESR12375
ES787570	ESR12375
ES787571	ESR12376
ES787575	ESR12373
ES787579	ESR12373
ES787582	ESR12377
ES787582	ESR12376
ES787583	ESR12376
ES787587	ESR12375
ES787588	ESR12377
ES787588	ESR12374
ES787590	ESR12374
ES787592	ESR12375
ES787595	ESR12374
ES787596	ESR12376
ES787598	ESR12373
ES787599	ESR12377
ES787601	ESR12376
ES787602	ESR12376
ES787602	ESR12373
ES787604	ESR12373
ES787605	ESR12374
ES787607	ESR12377
ES787614	ESR12375
ES787618	ESR12374
ES787621	ESR12374
ES787630	ESR12375
ES787631	ESR12375
ES787633	ESR12377
ES787633	ESR12376
ES787633	ESR12373
ES787636	ESR12374
ES787637	ESR12374
ES787638	ESR12376
ES787648	ESR12374
ES787648	ESR12373
ES787650	ESR12375
ES787651	ESR12377
ES787653	ESR12373
ES787654	ESR12376
ES787654	ESR12373
ES787655	ESR12375
ES787657	ESR12373
ES787658	ESR12377
ES787661	ESR12376
ES787679	ESR12379
ES787684	ESR12379
ES787690	ESR12378
ES787695	ESR12378
ES787696	ESR12379
ES787696	ESR12378
ES787697	ESR12378
ES787702	ESR12378
ES787703	ESR12378
ES787705	ESR12378
ES787707	ESR12379
ES787711	ESR12379
ES787716	ESR12379
ES787717	ESR12378
ES787724	ESR12378
ES787725	ESR12378
ES787727	ESR12379
ES787731	ESR12379
ES787734	ESR12378
ES787737	ESR12379
ES787738	ESR12379
ES787741	ESR12378
ES787743	ESR12379
ES787744	ESR12379
ES787744	ESR12378
ES787750	ESR12379
ES787759	ESR12379
ES787760	ESR12378
ES787762	ESR12379
ES787767	ESR12378
ES787769	ESR12379
ES787780	ESR12378
ES787785	ESR12379
ES787787	ESR12379
ES787792	ESR12379
ES787792	ESR12378
ES787796	ESR12379
ES787799	ESR12378
ES787804	ESR12378
ES787806	ESR12378
ES787807	ESR12379
ES787808	ESR12379
ES787811	ESR12379
ES787817	ESR12379
ES787850	ESR12380
ES787851	ESR12380
ES787853	ESR12380
ES787855	ESR12380
ES787863	ESR12380
ES787887	ESR12380
ES789350	ESR12433
ES789350	ESR12430
ES789351	ESR12430
ES789351	ESR12428
ES789356	ESR12462
ES789356	ESR12459
ES789356	ESR12455
ES789356	ESR12454
ES789356	ESR12440
ES789358	ESR12453
ES789358	ESR12448
ES789359	ESR12434
ES789376	ESR12443
ES789377	ESR12436
ES789381	ESR12456
ES789381	ESR12443
ES789381	ESR12440
ES789383	ESR12439
ES789383	ESR12438
ES789385	ESR12451
ES789387	ESR12427
ES789389	ESR12443
ES789389	ESR12440
ES789390	ESR12464
ES789390	ESR12445
ES789391	ESR12434
ES789392	ESR12457
ES789393	ESR12436
ES789394	ESR12450
ES789394	ESR12448
ES789395	ESR12431
ES789395	ESR12429
