EXPSAMPLE_ACCESSION	FILE_INFO_ID	RESULT_SCHEMA
ES789228	477575	FCM
ES789228	477564	FCM
ES789229	477569	FCM
ES789230	477578	FCM
ES789230	477571	FCM
ES789231	477570	FCM
ES789231	477567	FCM
ES789231	477565	FCM
ES789232	477572	FCM
ES789232	477567	FCM
ES789233	477572	FCM
ES789234	477574	FCM
ES789234	477567	FCM
ES789236	477571	FCM
ES789237	477574	FCM
ES789237	477573	FCM
ES789237	479548	FCM
ES789238	477597	FCM
ES789239	477595	FCM
ES789240	477610	FCM
ES789240	477609	FCM
ES789240	477602	FCM
ES789240	477600	FCM
ES789241	477600	FCM
ES789242	477614	FCM
ES789242	477604	FCM
ES789242	477601	FCM
ES789243	477621	FCM
ES789244	477630	FCM
ES789244	477626	FCM
ES789244	477624	FCM
ES789245	477617	FCM
ES789246	477624	FCM
ES789246	477620	FCM
ES789246	477618	FCM
ES789247	477635	FCM
ES789248	477639	FCM
ES789249	477650	FCM
ES789249	477644	FCM
ES789250	477639	FCM
ES789251	477654	FCM
ES789251	477643	FCM
ES789252	477656	FCM
ES789252	477639	FCM
ES789255	477697	FCM
ES789255	477696	FCM
ES789255	477694	FCM
ES789256	477701	FCM
ES789257	477697	FCM
ES789257	477696	FCM
ES789257	477691	FCM
ES789258	477700	FCM
ES789258	477695	FCM
ES789259	477701	FCM
ES789259	477692	FCM
ES789260	477721	FCM
ES789260	477720	FCM
ES789262	477722	FCM
ES789262	477715	FCM
ES789263	477721	FCM
ES789264	477730	FCM
ES789267	477737	FCM
ES789267	477734	FCM
ES789267	477743	FCM
ES789269	477735	FCM
ES789269	477733	FCM
ES789269	477742	FCM
ES789271	477793	FCM
ES789273	477801	FCM
ES789274	477791	FCM
ES789274	477789	FCM
ES789274	477786	FCM
ES789276	477815	FCM
ES789276	477814	FCM
ES789276	477808	FCM
ES789277	477810	FCM
ES789277	477806	FCM
ES789278	477816	FCM
ES789278	477806	FCM
ES789279	477815	FCM
ES789281	477840	FCM
ES789282	477836	FCM
ES789282	477827	FCM
ES789282	479548	FCM
ES789283	477836	FCM
ES789283	479548	FCM
ES789296	477928	FCM
ES789296	477919	FCM
ES789298	477928	FCM
ES789299	477938	FCM
ES789301	477946	FCM
ES789301	477928	FCM
ES789301	477922	FCM
ES789302	477950	FCM
ES789303	479548	FCM
ES789304	477963	FCM
ES789304	477962	FCM
ES789306	477963	FCM
ES789306	477960	FCM
ES789307	477971	FCM
ES789307	477970	FCM
ES789307	477964	FCM
ES789307	477962	FCM
ES789308	477971	FCM
ES789308	479548	FCM
ES789309	477961	FCM
ES789310	477981	FCM
ES789310	477979	FCM
ES789311	477964	FCM
ES789311	477959	FCM
ES789311	477957	FCM
ES789312	477985	FCM
ES789312	477957	FCM
ES789314	477989	FCM
ES789314	477961	FCM
ES789315	477988	FCM
ES789315	477956	FCM
ES789316	478007	FCM
ES789317	477999	FCM
ES789319	478006	FCM
ES789333	478106	FCM
ES789333	478104	FCM
ES789336	478102	FCM
ES789337	478102	FCM
ES789339	478096	FCM
ES789340	478120	FCM
ES789340	478104	FCM
ES789340	478099	FCM
ES789342	478100	FCM
ES789343	478128	FCM
ES789345	478137	FCM
ES789346	478146	FCM
ES789346	478143	FCM
ES789346	478142	FCM
ES789346	478141	FCM
ES789347	478146	FCM
ES789349	478161	FCM
ES789349	478146	FCM
ES789349	478141	FCM
ES787821	703285	OTHER
ES787822	703285	OTHER
ES787823	703285	OTHER
ES787846	703285	OTHER
ES787847	703285	OTHER
ES787851	703285	OTHER
ES787856	703285	OTHER
ES787863	703285	OTHER
ES787866	703285	OTHER
ES787873	703285	OTHER
ES787886	703285	OTHER
ES789350	478139	FCM
ES789351	478142	FCM
ES789351	478141	FCM
ES789351	478138	FCM
ES789357	478212	FCM
ES789357	478210	FCM
ES789357	478203	FCM
ES789358	478217	FCM
ES789358	478216	FCM
ES789359	478197	FCM
ES789376	478300	FCM
ES789376	478296	FCM
ES789376	478293	FCM
ES789377	478304	FCM
ES789378	478303	FCM
ES789378	479548	FCM
ES789379	478317	FCM
ES789379	478302	FCM
ES789379	478299	FCM
ES789379	478297	FCM
ES789379	479548	FCM
ES789383	478339	FCM
ES789383	478335	FCM
ES789383	478329	FCM
ES789387	478328	FCM
ES789387	478325	FCM
ES789388	478363	FCM
ES789388	478361	FCM
ES789388	478360	FCM
ES789388	478354	FCM
ES789389	478368	FCM
ES789389	478364	FCM
ES789389	478358	FCM
ES789390	478374	FCM
ES789390	478360	FCM
ES789390	478357	FCM
ES789391	478377	FCM
ES789392	478385	FCM
ES789393	479548	FCM
ES789394	478388	FCM
ES789395	478388	FCM
ES789395	478387	FCM
ES789404	478467	FCM
ES789404	478466	FCM
ES789406	478478	FCM
ES789407	478480	FCM
ES789407	478471	FCM
ES789407	478467	FCM
ES789408	478464	FCM
ES789408	479548	FCM
ES789409	478471	FCM
ES789411	478493	FCM
ES789411	478470	FCM
ES789411	478468	FCM
ES789411	478465	FCM
ES789411	478464	FCM
ES789412	478503	FCM
ES789413	479548	FCM
ES789414	478513	FCM
ES789415	478520	FCM
ES789415	478499	FCM
ES789415	478498	FCM
ES789416	478533	FCM
ES789416	478530	FCM
ES789416	478523	FCM
ES789420	478534	FCM
ES789420	478533	FCM
ES789422	478527	FCM
ES789422	478553	FCM
ES789422	478551	FCM
ES789424	478569	FCM
ES789424	478564	FCM
ES789425	478561	FCM
ES789426	478578	FCM
ES789426	478576	FCM
ES789430	478602	FCM
ES789432	478608	FCM
ES789434	478613	FCM
ES789434	478612	FCM
ES789434	478593	FCM
ES789434	478588	FCM
ES789437	478634	FCM
ES789437	478632	FCM
ES789437	478626	FCM
ES789438	479548	FCM
ES789438	478621	FCM
ES789439	478625	FCM
ES789439	478622	FCM
ES789440	478650	FCM
ES789440	478645	FCM
ES789443	478654	FCM
ES789443	478647	FCM
ES789444	479548	FCM
ES789444	478679	FCM
ES789444	478673	FCM
ES789444	478672	FCM
ES789444	478671	FCM
ES789445	478685	FCM
ES789447	478695	FCM
ES789447	478679	FCM
ES789447	478674	FCM
ES789448	478707	FCM
ES789448	478706	FCM
ES789450	479548	FCM
ES789450	478708	FCM
ES789450	478707	FCM
ES789450	478698	FCM
ES789451	478707	FCM
ES789451	478705	FCM
ES789452	478703	FCM
ES789452	478700	FCM
ES789453	478704	FCM
ES789453	478698	FCM
ES789455	478725	FCM
ES789455	478705	FCM
ES789456	478703	FCM
ES789456	478698	FCM
ES789457	478698	FCM
ES789458	478706	FCM
ES789459	478738	FCM
ES789468	478793	FCM
ES789471	478810	FCM
ES789471	478804	FCM
ES789471	478802	FCM
ES789472	478800	FCM
ES789473	478800	FCM
ES789473	478796	FCM
ES789475	478821	FCM
ES789475	478802	FCM
ES789475	478794	FCM
ES789476	478803	FCM
ES789476	478802	FCM
ES789477	479548	FCM
ES789477	478828	FCM
ES789477	478824	FCM
ES789477	478802	FCM
ES789479	478832	FCM
ES789479	478831	FCM
ES789480	478804	FCM
ES789480	478799	FCM
ES789481	478835	FCM
ES789481	478796	FCM
ES789483	479548	FCM
ES789483	478803	FCM
ES789483	478799	FCM
ES789483	478796	FCM
ES789484	478856	FCM
ES789485	479548	FCM
ES789485	478859	FCM
ES789485	478855	FCM
ES789485	478850	FCM
ES789485	478845	FCM
ES789488	479548	FCM
ES789488	478854	FCM
ES789490	478876	FCM
ES789490	478871	FCM
ES789516	478901	FCM
ES789517	478904	FCM
ES789517	478897	FCM
ES789517	478896	FCM
ES789518	478894	FCM
ES789519	478899	FCM
ES789520	478921	FCM
ES789521	478917	FCM
ES789522	478917	FCM
ES789523	478941	FCM
ES789523	478938	FCM
ES789523	478919	FCM
ES789523	478917	FCM
ES789524	478955	FCM
ES789524	478952	FCM
ES789525	478959	FCM
ES789525	478947	FCM
ES789526	478960	FCM
ES789526	478954	FCM
ES789526	478953	FCM
ES789527	478954	FCM
ES789528	478976	FCM
ES789529	478984	FCM
ES789529	478982	FCM
ES789529	478977	FCM
ES789529	478975	FCM
ES789529	478972	FCM
ES789531	478980	FCM
ES789531	478975	FCM
ES789532	479548	FCM
ES789532	479000	FCM
ES789533	479548	FCM
ES789533	479003	FCM
ES789533	479000	FCM
ES789534	479000	FCM
ES789535	479007	FCM
ES789535	479000	FCM
ES789537	479033	FCM
ES789537	479024	FCM
ES789538	479023	FCM
ES789539	479548	FCM
ES789540	479061	FCM
ES789540	479059	FCM
ES789541	479548	FCM
ES789541	479056	FCM
ES789542	479066	FCM
ES789543	479548	FCM
ES789543	479057	FCM
ES789543	479053	FCM
ES789544	479075	FCM
ES789544	479056	FCM
ES789545	479548	FCM
ES789546	479059	FCM
ES789547	479053	FCM
ES789548	479090	FCM
