FILE_INFO_ID	DETAIL	FILESIZE_BYTES	NAME	ORIGINAL_FILE_NAME	WORKSPACE_ID
477563	Flow cytometry result	52018264	HIPCJDM144D0_3.477563.fcs	HIPCJDM144D0_3.fcs	2799
477564	Flow cytometry compensation or control	507675	9_10_12_Comp_Unstained.477564.fcs	9_10_12_Comp_Unstained.fcs	2799
477565	Flow cytometry compensation or control	563808	9_10_12_Comp_APC_H7.477565.fcs	9_10_12_Comp_APC_H7.fcs	2799
477566	Flow cytometry compensation or control	567941	9_10_12_Comp_PE.477566.fcs	9_10_12_Comp_PE.fcs	2799
477567	Flow cytometry compensation or control	561867	9_10_12_Comp_APC.477567.fcs	9_10_12_Comp_APC.fcs	2799
477568	Flow cytometry compensation or control	563615	9_10_12_Comp_ECD.477568.fcs	9_10_12_Comp_ECD.fcs	2799
477569	Flow cytometry compensation or control	559391	9_10_12_Comp_PE_Cy5.477569.fcs	9_10_12_Comp_PE_Cy5.fcs	2799
477570	Flow cytometry compensation or control	563438	9_10_12_Comp_PE_Cy7.477570.fcs	9_10_12_Comp_PE_Cy7.fcs	2799
477571	Flow cytometry compensation or control	564007	9_10_12_Comp_Alexa_700.477571.fcs	9_10_12_Comp_Alexa_700.fcs	2799
477572	Flow cytometry compensation or control	594621	9_10_12_Comp_FITC.477572.fcs	9_10_12_Comp_FITC.fcs	2799
477573	Flow cytometry compensation or control	571457	9_10_12_Comp_PO.477573.fcs	9_10_12_Comp_PO.fcs	2799
477574	Flow cytometry compensation or control	570164	9_10_12_Comp_Pacific_Blue.477574.fcs	9_10_12_Comp_Pacific_Blue.fcs	2799
477575	Flow cytometry result	61006965	HIPCJDM144D0_3.477575.txt	HIPCJDM144D0_3.txt	2799
477576	Flow cytometry result	27273667	HIPCJDM160D0_3.477576.fcs	HIPCJDM160D0_3.fcs	2799
477577	Flow cytometry result	31852304	HIPCJDM160D0_3.477577.txt	HIPCJDM160D0_3.txt	2799
477578	Flow cytometry result	51134510	HIPCJDM144D0_2.477578.fcs	HIPCJDM144D0_2.fcs	2799
477579	Flow cytometry result	60913273	HIPCJDM144D0_2.477579.txt	HIPCJDM144D0_2.txt	2799
477580	Flow cytometry result	26247037	HIPCJDM160D0_2.477580.fcs	HIPCJDM160D0_2.fcs	2799
477581	Flow cytometry result	30585244	HIPCJDM160D0_2.477581.txt	HIPCJDM160D0_2.txt	2799
477582	Flow cytometry result	50084235	HIPCJDM144D0_4.477582.fcs	HIPCJDM144D0_4.fcs	2799
477583	Flow cytometry result	58720000	HIPCJDM144D0_4.477583.txt	HIPCJDM144D0_4.txt	2799
477584	Flow cytometry result	25301918	HIPCJDM160D0_4.477584.fcs	HIPCJDM160D0_4.fcs	2799
477585	Flow cytometry result	29995725	HIPCJDM160D0_4.477585.txt	HIPCJDM160D0_4.txt	2799
477586	Flow cytometry result	75524630	HIPCJDM144D0_1.477586.fcs	HIPCJDM144D0_1.fcs	2799
477587	Flow cytometry result	88862539	HIPCJDM144D0_1.477587.txt	HIPCJDM144D0_1.txt	2799
477588	Flow cytometry result	51940248	HIPCJDM144D0_1b.477588.fcs	HIPCJDM144D0_1b.fcs	2799
477589	Flow cytometry result	61153015	HIPCJDM144D0_1b.477589.txt	HIPCJDM144D0_1b.txt	2799
477590	Flow cytometry result	25821171	HIPCJDM160D0_1.477590.fcs	HIPCJDM160D0_1.fcs	2799
