EXPSAMPLE_ACCESSION	TREATMENT_ACCESSION
ES787858	TRT1365
ES787861	TRT1365
ES787875	TRT1365
ES787883	TRT1365
ES789229	TRT1365
ES789260	TRT1365
ES789278	TRT1365
ES789279	TRT1365
ES789283	TRT1365
ES789296	TRT1365
ES789297	TRT1365
ES789337	TRT1365
ES789349	TRT1365
ES789413	TRT1365
ES789436	TRT1365
ES789446	TRT1365
ES789447	TRT1365
ES789449	TRT1365
ES789453	TRT1365
ES789459	TRT1365
ES789468	TRT1365
ES789489	TRT1365
ES789540	TRT1365
ES789580	TRT1365
ES789586	TRT1365
ES789590	TRT1365
ES789599	TRT1365
ES789601	TRT1365
ES787517	TRT1365
ES787520	TRT1365
ES787524	TRT1365
ES787533	TRT1365
ES787535	TRT1365
ES787537	TRT1365
ES787546	TRT1365
ES787563	TRT1365
ES787572	TRT1365
ES787575	TRT1365
ES787577	TRT1365
ES787579	TRT1365
ES787580	TRT1365
ES787588	TRT1365
ES787597	TRT1365
ES787598	TRT1365
ES787613	TRT1365
ES787615	TRT1365
ES787631	TRT1365
ES787636	TRT1365
ES787639	TRT1365
ES787643	TRT1365
ES787648	TRT1365
ES787651	TRT1365
ES787665	TRT1365
ES787668	TRT1365
ES787673	TRT1365
ES787686	TRT1365
ES787687	TRT1365
ES787698	TRT1365
ES787711	TRT1365
ES787712	TRT1365
ES787714	TRT1365
ES787721	TRT1365
ES787731	TRT1365
ES787732	TRT1365
ES787745	TRT1365
ES787753	TRT1365
ES787757	TRT1365
ES787773	TRT1365
ES787779	TRT1365
ES787782	TRT1365
ES787784	TRT1365
ES787786	TRT1365
ES787790	TRT1365
ES787796	TRT1365
ES787806	TRT1365
ES787819	TRT1365
ES787854	TRT1365
ES787855	TRT1365
ES787856	TRT1365
ES787862	TRT1365
ES787864	TRT1365
ES787865	TRT1365
ES787886	TRT1365
ES789232	TRT1365
ES789234	TRT1365
ES789235	TRT1365
ES789239	TRT1365
ES789241	TRT1365
ES789247	TRT1365
ES789262	TRT1365
ES789270	TRT1365
ES789272	TRT1365
ES789309	TRT1365
ES789313	TRT1365
ES789356	TRT1365
ES789406	TRT1365
ES789414	TRT1365
ES789416	TRT1365
ES789428	TRT1365
ES789440	TRT1365
ES789443	TRT1365
ES789450	TRT1365
ES789516	TRT1365
ES789526	TRT1365
ES789527	TRT1365
ES789531	TRT1365
ES789547	TRT1365
ES789568	TRT1365
ES789576	TRT1365
ES789583	TRT1365
ES789597	TRT1365
ES789602	TRT1365
ES787512	TRT1365
ES787518	TRT1365
ES787532	TRT1365
ES787542	TRT1365
ES787566	TRT1365
ES787596	TRT1365
ES787607	TRT1365
ES787619	TRT1365
ES787620	TRT1365
ES787622	TRT1365
ES787629	TRT1365
ES787632	TRT1365
ES787634	TRT1365
ES787638	TRT1365
ES787641	TRT1365
ES787659	TRT1365
ES787669	TRT1365
ES787672	TRT1365
ES787675	TRT1365
ES787679	TRT1365
ES787683	TRT1365
ES787685	TRT1365
ES787704	TRT1365
ES787709	TRT1365
ES787713	TRT1365
ES787715	TRT1365
ES787720	TRT1365
ES787722	TRT1365
ES787740	TRT1365
ES787754	TRT1365
ES787758	TRT1365
ES787777	TRT1365
ES787803	TRT1365
ES787811	TRT1365
ES787824	TRT1365
ES787845	TRT1365
ES787851	TRT1365
ES787852	TRT1365
ES787853	TRT1365
ES787866	TRT1365
ES787867	TRT1365
ES787870	TRT1365
ES787872	TRT1365
ES787888	TRT1365
ES789238	TRT1365
ES789242	TRT1365
ES789251	TRT1365
ES789267	TRT1365
ES789280	TRT1365
ES789281	TRT1365
ES789300	TRT1365
ES789308	TRT1365
ES789312	TRT1365
ES789315	TRT1365
ES789344	TRT1365
ES789359	TRT1365
ES789376	TRT1365
ES789377	TRT1365
ES789381	TRT1365
ES789383	TRT1365
ES789387	TRT1365
ES789393	TRT1365
ES789395	TRT1365
ES789409	TRT1365
ES789426	TRT1365
ES789430	TRT1365
ES789445	TRT1365
ES789456	TRT1365
ES789458	TRT1365
ES789475	TRT1365
ES789477	TRT1365
ES789480	TRT1365
ES789483	TRT1365
ES789487	TRT1365
ES789520	TRT1365
ES789530	TRT1365
ES789535	TRT1365
ES789539	TRT1365
ES789555	TRT1365
ES789564	TRT1365
ES789569	TRT1365
ES789571	TRT1365
ES789577	TRT1365
ES789579	TRT1365
ES789584	TRT1365
ES789585	TRT1365
ES789587	TRT1365
ES789588	TRT1365
ES789607	TRT1365
ES787521	TRT1365
ES787538	TRT1365
ES787552	TRT1365
ES787558	TRT1365
ES787561	TRT1365
ES787562	TRT1365
ES787569	TRT1365
ES787570	TRT1365
ES787576	TRT1365
ES787608	TRT1365
ES787610	TRT1365
ES787611	TRT1365
ES787616	TRT1365
ES787618	TRT1365
ES787621	TRT1365
ES787645	TRT1365
ES787647	TRT1365
ES787649	TRT1365
ES787657	TRT1365
ES787663	TRT1365
ES787666	TRT1365
ES787677	TRT1365
ES787688	TRT1365
ES787689	TRT1365
ES787691	TRT1365
ES787695	TRT1365
ES787696	TRT1365
ES787710	TRT1365
ES787716	TRT1365
ES787729	TRT1365
ES787736	TRT1365
ES787739	TRT1365
ES787752	TRT1365
ES787766	TRT1365
ES787775	TRT1365
ES787778	TRT1365
ES787793	TRT1365
ES787797	TRT1365
ES787822	TRT1365
ES787828	TRT1365
ES787840	TRT1365
ES787842	TRT1365
ES787843	TRT1365
ES787857	TRT1365
ES787859	TRT1365
ES787863	TRT1365
ES787868	TRT1365
ES787874	TRT1365
