FCS_file_name	fcs_version	fcs_file_name	Panel_reported	Panel
3296_BAYVAC010TP12_3.404397.fcs	1	3296_BAYVAC010TP12_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3422_BAYVAC010TP13_3.404409.fcs	1	3422_BAYVAC010TP13_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3585_Specimen_001_C1_C01.404421.fcs	1	3585_Specimen_001_C1_C01.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2798_BAYVAC011TP7_3.404433.fcs	1	2798_BAYVAC011TP7_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2665_BAYVAC011TP2_3.404445.fcs	1	2665_BAYVAC011TP2_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3050_BAYVAC011TP14_3.404457.fcs	1	3050_BAYVAC011TP14_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2924_BAYVAC011TP9_3.404469.fcs	1	2924_BAYVAC011TP9_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3176_BAYVAC011TP15_3.404481.fcs	1	3176_BAYVAC011TP15_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3303_BAYVAC011TP12_3.404493.fcs	1	3303_BAYVAC011TP12_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3429_BAYVAC011TP13_3.404505.fcs	1	3429_BAYVAC011TP13_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3592_Specimen_002_C2_C02.404517.fcs	1	3592_Specimen_002_C2_C02.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2805_BAYVAC012TP7_3.404529.fcs	1	2805_BAYVAC012TP7_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2674_BAYVAC012TP2_3.404541.fcs	1	2674_BAYVAC012TP2_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3057_BAYVAC012TP14_3.404553.fcs	1	3057_BAYVAC012TP14_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2931_BAYVAC012TP9_3.404565.fcs	1	2931_BAYVAC012TP9_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3183_BAYVAC012TP15_3.404577.fcs	1	3183_BAYVAC012TP15_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3310_BAYVAC012TP12_3.404589.fcs	1	3310_BAYVAC012TP12_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3436_BAYVAC012TP13_3.404601.fcs	1	3436_BAYVAC012TP13_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3599_Specimen_003_C3_C03.404613.fcs	1	3599_Specimen_003_C3_C03.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2812_BAYVAC013TP7_3.404625.fcs	1	2812_BAYVAC013TP7_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2686_BAYVAC013TP2_3.404637.fcs	1	2686_BAYVAC013TP2_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3064_BAYVAC013TP14_3.404649.fcs	1	3064_BAYVAC013TP14_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2938_BAYVAC013TP9_3.404661.fcs	1	2938_BAYVAC013TP9_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3190_BAYVAC013TP15_3.404673.fcs	1	3190_BAYVAC013TP15_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3317_BAYVAC013TP12_3.404685.fcs	1	3317_BAYVAC013TP12_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3443_BAYVAC013TP13_3.404697.fcs	1	3443_BAYVAC013TP13_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3606_Specimen_004_C4_C04.404907.fcs	1	3606_Specimen_004_C4_C04.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2819_BAYVAC014TP7_3.404919.fcs	1	2819_BAYVAC014TP7_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2693_BAYVAC014TP2_3.404931.fcs	1	2693_BAYVAC014TP2_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3071_BAYVAC014TP14_3.404943.fcs	1	3071_BAYVAC014TP14_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2945_BAYVAC014TP9_3.404955.fcs	1	2945_BAYVAC014TP9_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3197_BAYVAC014TP15_3.404967.fcs	1	3197_BAYVAC014TP15_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3324_BAYVAC014TP12_3.404979.fcs	1	3324_BAYVAC014TP12_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3450_BAYVAC014TP13_3.404991.fcs	1	3450_BAYVAC014TP13_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3613_Specimen_005_C5_C05.405003.fcs	1	3613_Specimen_005_C5_C05.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2826_BAYVAC015TP7_3.405015.fcs	1	2826_BAYVAC015TP7_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2700_BAYVAC015TP2_3.405027.fcs	1	2700_BAYVAC015TP2_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3078_BAYVAC015TP14_3.405039.fcs	1	3078_BAYVAC015TP14_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2952_BAYVAC015TP9_3.405051.fcs	1	2952_BAYVAC015TP9_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3204_BAYVAC015TP15_3.405063.fcs	1	3204_BAYVAC015TP15_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3331_BAYVAC015TP12_3.405075.fcs	1	3331_BAYVAC015TP12_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3457_BAYVAC015TP13_3.405087.fcs	1	3457_BAYVAC015TP13_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3620_Specimen_001_C1_C01.405099.fcs	1	3620_Specimen_001_C1_C01.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2833_BAYVAC018TP7_3.405111.fcs	1	2833_BAYVAC018TP7_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2707_BAYVAC018TP2_3.405123.fcs	1	2707_BAYVAC018TP2_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3085_BAYVAC018TP14_3.405135.fcs	1	3085_BAYVAC018TP14_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2959_BAYVAC018TP9_3.405151.fcs	1	2959_BAYVAC018TP9_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3212_BAYVAC018TP15_3.405163.fcs	1	3212_BAYVAC018TP15_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3338_BAYVAC018TP12_3.405175.fcs	1	3338_BAYVAC018TP12_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3464_BAYVAC018TP13_3.405187.fcs	1	3464_BAYVAC018TP13_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2581_BAYVAC020TP1_3.405199.fcs	1	2581_BAYVAC020TP1_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2840_BAYVAC020TP7_3.405211.fcs	1	2840_BAYVAC020TP7_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2714_BAYVAC020TP2_3.405418.fcs	1	2714_BAYVAC020TP2_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3092_BAYVAC020TP14_3.405430.fcs	1	3092_BAYVAC020TP14_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2966_BAYVAC020TP9_3.405442.fcs	1	2966_BAYVAC020TP9_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3219_BAYVAC020TP15_3.405454.fcs	1	3219_BAYVAC020TP15_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3345_BAYVAC020TP12_3.405466.fcs	1	3345_BAYVAC020TP12_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3471_BAYVAC020TP13_3.405478.fcs	1	3471_BAYVAC020TP13_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2588_BAYVAC021TP1_3.405490.fcs	1	2588_BAYVAC021TP1_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2847_BAYVAC021TP7_3.405502.fcs	1	2847_BAYVAC021TP7_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2721_BAYVAC021TP2_3.405514.fcs	1	2721_BAYVAC021TP2_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3099_BAYVAC021TP14_3.405526.fcs	1	3099_BAYVAC021TP14_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2973_BAYVAC021TP9_3.405538.fcs	1	2973_BAYVAC021TP9_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3226_BAYVAC021TP15_3.405550.fcs	1	3226_BAYVAC021TP15_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3352_BAYVAC021TP12_3.405562.fcs	1	3352_BAYVAC021TP12_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3478_BAYVAC021TP13_3.405574.fcs	1	3478_BAYVAC021TP13_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2595_BAYVAC022TP1_3.405586.fcs	1	2595_BAYVAC022TP1_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2854_BAYVAC022TP7_3.405598.fcs	1	2854_BAYVAC022TP7_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2728_BAYVAC022TP2_3.405610.fcs	1	2728_BAYVAC022TP2_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3106_BAYVAC022TP14_3.405622.fcs	1	3106_BAYVAC022TP14_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2980_BAYVAC022TP9_3.405634.fcs	1	2980_BAYVAC022TP9_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3233_BAYVAC022TP15_3.405646.fcs	1	3233_BAYVAC022TP15_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3359_BAYVAC022TP12_3.405658.fcs	1	3359_BAYVAC022TP12_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3485_BAYVAC022TP13_3.405670.fcs	1	3485_BAYVAC022TP13_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2602_BAYVAC024TP1_3.405682.fcs	1	2602_BAYVAC024TP1_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2861_BAYVAC024TP7_3.405694.fcs	1	2861_BAYVAC024TP7_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2735_BAYVAC024TP2_3.405706.fcs	1	2735_BAYVAC024TP2_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3113_BAYVAC024TP14_3.405718.fcs	1	3113_BAYVAC024TP14_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2987_BAYVAC024TP9_3.405922.fcs	1	2987_BAYVAC024TP9_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3240_BAYVAC024TP15_3.405934.fcs	1	3240_BAYVAC024TP15_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3366_BAYVAC024TP12_3.405946.fcs	1	3366_BAYVAC024TP12_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3492_BAYVAC024TP13_3.405958.fcs	1	3492_BAYVAC024TP13_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2609_BAYVAC026TP1_3.405970.fcs	1	2609_BAYVAC026TP1_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2868_BAYVAC026TP7_3.405982.fcs	1	2868_BAYVAC026TP7_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2742_BAYVAC026TP2_3.405994.fcs	1	2742_BAYVAC026TP2_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3120_BAYVAC026TP14_3.406006.fcs	1	3120_BAYVAC026TP14_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2994_BAYVAC026TP9_3.406018.fcs	1	2994_BAYVAC026TP9_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3247_BAYVAC026TP15_3.406030.fcs	1	3247_BAYVAC026TP15_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3373_BAYVAC026TP12_3.406042.fcs	1	3373_BAYVAC026TP12_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3499_BAYVAC026TP13_3.406054.fcs	1	3499_BAYVAC026TP13_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2532_BAYVAC2001TP1_3.410393.fcs	1	2532_BAYVAC2001TP1_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2749_BAYVAC2001TP7_3.410405.fcs	1	2749_BAYVAC2001TP7_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2616_BAYVAC2001TP2_3.410417.fcs	1	2616_BAYVAC2001TP2_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3001_BAYVAC001TP14_3.410429.fcs	1	3001_BAYVAC001TP14_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2875_BAYVAC2001TP9_3.410441.fcs	1	2875_BAYVAC2001TP9_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3127_BAYVAC001TP15_3.410453.fcs	1	3127_BAYVAC001TP15_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3254_BAYVAC001TP12_3.410465.fcs	1	3254_BAYVAC001TP12_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
3380_BAYVAC001TP13_3.410477.fcs	1	3380_BAYVAC001TP13_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2539_BAYVAC2003TP1_3.410489.fcs	1	2539_BAYVAC2003TP1_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
2756_BAYVAC2003TP7_3.410501.fcs	1	2756_BAYVAC2003TP7_3.fcs	FSC-A__FSC-H__SSC-A__SSC-H__CD15__CD45__CD16__HLA-DR__CD40__CD62L__CD86__CD11b__CD14__Alexa Fluor 700-A__PerCP-Cy5-5-A	1
