RESULT_ID	ANALYTE_PREFERRED	ANALYTE_REPORTED	ARM_ACCESSION	ASSAY_GROUP_ID	ASSAY_ID	BIOSAMPLE_ACCESSION	COMMENTS	CONCENTRATION_UNIT_REPORTED	CONCENTRATION_UNIT_PREFERRED	CONCENTRATION_VALUE_REPORTED	CONCENTRATION_VALUE_PREFERRED	EXPERIMENT_ACCESSION	MFI	MFI_COORDINATE	REPOSITORY_ACCESSION	REPOSITORY_NAME	SOURCE_ACCESSION	SOURCE_TYPE	STUDY_ACCESSION	STUDY_TIME_COLLECTED	STUDY_TIME_COLLECTED_UNIT	SUBJECT_ACCESSION	WORKSPACE_ID
282415	ANA127	IL13	ARM855		197	BS741173		pg/ml	pg/ml	7	7	EXP13808	27				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282416	ANA130	IL15	ARM855		197	BS741173		pg/ml	pg/ml	3	3	EXP13808	30				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282417	ANA801	IL17	ARM855		197	BS741173		pg/ml	pg/ml	6	6	EXP13808	66				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282418	ANA137	IL17F	ARM855		197	BS741173		pg/ml	pg/ml	35	35	EXP13808	168				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282419	ANA142	IL1A	ARM855		197	BS741173		pg/ml	pg/ml	1	1	EXP13808	18				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282420	ANA143	IL1B	ARM855		197	BS741173		pg/ml	pg/ml	1	1	EXP13808	61				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282421	ANA145	IL1RA	ARM855		197	BS741173		pg/ml	pg/ml	12	12	EXP13808	37				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282422	ANA148	IL2	ARM855		197	BS741173		pg/ml	pg/ml	81	81	EXP13808	150				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282423	ANA174	IL4	ARM855		197	BS741173		pg/ml	pg/ml	7	7	EXP13808	73				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282424	ANA176	IL5	ARM855		197	BS741173		pg/ml	pg/ml	43	43	EXP13808	78				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282425	ANA178	IL6	ARM855		197	BS741173		pg/ml	pg/ml	1	1	EXP13808	23				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282426	ANA181	IL7	ARM855		197	BS741173		pg/ml	pg/ml	105	105	EXP13808	212				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282427	ANA72	IL8	ARM855		197	BS741173		pg/ml	pg/ml	9	9	EXP13808	108				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282428	ANA61	IP10	ARM855		197	BS741173		pg/ml	pg/ml	42	42	EXP13808	164				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282429	ANA714	LEPTIN	ARM855		197	BS741173		pg/ml	pg/ml	10870	10870	EXP13808	4669				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282430	ANA190	LIF	ARM855		197	BS741173		pg/ml	pg/ml	11	11	EXP13808	88				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282431	ANA11	MCP1	ARM855		197	BS741173		pg/ml	pg/ml	43	43	EXP13808	370				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282432	ANA28	MCP3	ARM855		197	BS741173		pg/ml	pg/ml	30	30	EXP13808	179				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282433	ANA51	MCSF	ARM855		197	BS741173		pg/ml	pg/ml	0	0	EXP13808	26				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282434	ANA73	MIG	ARM855		197	BS741173		pg/ml	pg/ml	14	14	EXP13808	171				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282435	ANA20	MIP1A	ARM855		197	BS741173		pg/ml	pg/ml	18	18	EXP13808	187				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282436	ANA24	MIP1B	ARM855		197	BS741173		pg/ml	pg/ml	91	91	EXP13808	570				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282437	ANA699	NGF	ARM855		197	BS741173		pg/ml	pg/ml	16	16	EXP13808	29				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282438	ANA708	PAI1	ARM855		197	BS741173		pg/ml	pg/ml	5302	5302	EXP13808	10471				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282439	ANA202	PDGFBB	ARM855		197	BS741173		pg/ml	pg/ml	450	450	EXP13808	370				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282440	ANA27	RANTES	ARM855		197	BS741173		pg/ml	pg/ml	1907	1907	EXP13808	10007				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282441	ANA208	RESISTIN	ARM855		197	BS741173		pg/ml	pg/ml	4573	4573	EXP13808	5461				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282442	ANA186	SCF	ARM855		197	BS741173		pg/ml	pg/ml	5	5	EXP13808	59				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282443	ANA212	TGFA	ARM855		197	BS741173		pg/ml	pg/ml	4	4	EXP13808	106				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282444	ANA213	TGFB	ARM855		197	BS741173		pg/ml	pg/ml	3	3	EXP13808	81				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282445	ANA220	TNFA	ARM855		197	BS741173		pg/ml	pg/ml	1	1	EXP13808	37				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282446	ANA192	TNFB	ARM855		197	BS741173		pg/ml	pg/ml	0	0	EXP13808	26				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282447	ANA237	TRAIL	ARM855		197	BS741173		pg/ml	pg/ml	38	38	EXP13808	197				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282448	ANA702	VCAM1	ARM855		197	BS741173		pg/ml	pg/ml	4222	4222	EXP13808	5543				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282449	ANA709	VEGF	ARM855		197	BS741173		pg/ml	pg/ml	17	17	EXP13808	52				ES805570	EXPSAMPLE	SDY202	14	Days	SUB142482	2883
282450	ANA43	CD40L	ARM855		198	BS741176		pg/ml	pg/ml	363	363	EXP13808	421				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282451		CHEX1	ARM855		198	BS741176		N/A		0		EXP13808	953				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282452		CHEX2	ARM855		198	BS741176		N/A		0		EXP13808	729				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282453		CHEX3	ARM855		198	BS741176		N/A		0		EXP13808	3291				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282454		CHEX4	ARM855		198	BS741176		N/A		0		EXP13808	67				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282455	ANA70	ENA78	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	41				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282456	ANA3	EOTAXIN	ARM855		198	BS741176		pg/ml	pg/ml	49	49	EXP13808	256				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282457	ANA86	FASL	ARM855		198	BS741176		pg/ml	pg/ml	19	19	EXP13808	90				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282458	ANA88	FGFB	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	25				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282459	ANA56	GCSF	ARM855		198	BS741176		pg/ml	pg/ml	15	15	EXP13808	48				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282460	ANA53	GMCSF	ARM855		198	BS741176		pg/ml	pg/ml	61	61	EXP13808	125				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282461	ANA60	GROA	ARM855		198	BS741176		pg/ml	pg/ml	20	20	EXP13808	51				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282462	ANA92	HGF	ARM855		198	BS741176		pg/ml	pg/ml	46	46	EXP13808	191				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282463	ANA705	ICAM1	ARM855		198	BS741176		pg/ml	pg/ml	19086	19086	EXP13808	5557				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282464	ANA717	IFNA	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	16				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282465	ANA108	IFNB	ARM855		198	BS741176		pg/ml	pg/ml	21	21	EXP13808	251				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282466	ANA110	IFNG	ARM855		198	BS741176		pg/ml	pg/ml	33	33	EXP13808	56				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282467	ANA118	IL10	ARM855		198	BS741176		pg/ml	pg/ml	0	0	EXP13808	23				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282468	ANA124	IL12P40	ARM855		198	BS741176		pg/ml	pg/ml	20	20	EXP13808	142				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282469	ANA800	IL12P70	ARM855		198	BS741176		pg/ml	pg/ml	12	12	EXP13808	57				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282470	ANA127	IL13	ARM855		198	BS741176		pg/ml	pg/ml	20	20	EXP13808	36				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282471	ANA130	IL15	ARM855		198	BS741176		pg/ml	pg/ml	0	0	EXP13808	26				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282472	ANA801	IL17	ARM855		198	BS741176		pg/ml	pg/ml	8	8	EXP13808	72				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282473	ANA137	IL17F	ARM855		198	BS741176		pg/ml	pg/ml	27	27	EXP13808	137				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282474	ANA142	IL1A	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	20				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282475	ANA143	IL1B	ARM855		198	BS741176		pg/ml	pg/ml	3	3	EXP13808	81				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282476	ANA145	IL1RA	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	18				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282477	ANA148	IL2	ARM855		198	BS741176		pg/ml	pg/ml	131	131	EXP13808	145				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282478	ANA174	IL4	ARM855		198	BS741176		pg/ml	pg/ml	11	11	EXP13808	69				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282479	ANA176	IL5	ARM855		198	BS741176		pg/ml	pg/ml	75	75	EXP13808	111				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282480	ANA178	IL6	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	20				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282481	ANA181	IL7	ARM855		198	BS741176		pg/ml	pg/ml	236	236	EXP13808	244				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282482	ANA72	IL8	ARM855		198	BS741176		pg/ml	pg/ml	3	3	EXP13808	38				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282483	ANA61	IP10	ARM855		198	BS741176		pg/ml	pg/ml	63	63	EXP13808	161				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282484	ANA714	LEPTIN	ARM855		198	BS741176		pg/ml	pg/ml	2123	2123	EXP13808	904				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282485	ANA190	LIF	ARM855		198	BS741176		pg/ml	pg/ml	17	17	EXP13808	119				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282486	ANA11	MCP1	ARM855		198	BS741176		pg/ml	pg/ml	62	62	EXP13808	422				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282487	ANA28	MCP3	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	112				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282488	ANA51	MCSF	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	17				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282489	ANA73	MIG	ARM855		198	BS741176		pg/ml	pg/ml	14	14	EXP13808	165				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282490	ANA20	MIP1A	ARM855		198	BS741176		pg/ml	pg/ml	25	25	EXP13808	182				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282491	ANA24	MIP1B	ARM855		198	BS741176		pg/ml	pg/ml	114	114	EXP13808	573				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282492	ANA699	NGF	ARM855		198	BS741176		pg/ml	pg/ml	77	77	EXP13808	40				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282493	ANA708	PAI1	ARM855		198	BS741176		pg/ml	pg/ml	4709	4709	EXP13808	11375				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282494	ANA202	PDGFBB	ARM855		198	BS741176		pg/ml	pg/ml	1116	1116	EXP13808	670				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282495	ANA27	RANTES	ARM855		198	BS741176		pg/ml	pg/ml	1506	1506	EXP13808	9396				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282496	ANA208	RESISTIN	ARM855		198	BS741176		pg/ml	pg/ml	1400	1400	EXP13808	1512				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282497	ANA186	SCF	ARM855		198	BS741176		pg/ml	pg/ml	5	5	EXP13808	53				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282498	ANA212	TGFA	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	45				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282499	ANA213	TGFB	ARM855		198	BS741176		pg/ml	pg/ml	14	14	EXP13808	132				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282500	ANA220	TNFA	ARM855		198	BS741176		pg/ml	pg/ml	7	7	EXP13808	49				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282501	ANA192	TNFB	ARM855		198	BS741176		pg/ml	pg/ml	0	0	EXP13808	17				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282502	ANA237	TRAIL	ARM855		198	BS741176		pg/ml	pg/ml	27	27	EXP13808	160				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282503	ANA702	VCAM1	ARM855		198	BS741176		pg/ml	pg/ml	1580	1580	EXP13808	2363				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282504	ANA709	VEGF	ARM855		198	BS741176		pg/ml	pg/ml	39	39	EXP13808	88				ES805577	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282505	ANA43	CD40L	ARM855		198	BS741176		pg/ml	pg/ml	425	425	EXP13808	481				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282506		CHEX1	ARM855		198	BS741176		N/A		0		EXP13808	995				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282507		CHEX2	ARM855		198	BS741176		N/A		0		EXP13808	775				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282508		CHEX3	ARM855		198	BS741176		N/A		0		EXP13808	4297				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282509		CHEX4	ARM855		198	BS741176		N/A		0		EXP13808	70				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282510	ANA70	ENA78	ARM855		198	BS741176		pg/ml	pg/ml	90	90	EXP13808	52				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282511	ANA3	EOTAXIN	ARM855		198	BS741176		pg/ml	pg/ml	55	55	EXP13808	305				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282512	ANA86	FASL	ARM855		198	BS741176		pg/ml	pg/ml	20	20	EXP13808	91				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282513	ANA88	FGFB	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	25				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282514	ANA56	GCSF	ARM855		198	BS741176		pg/ml	pg/ml	25	25	EXP13808	54				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282515	ANA53	GMCSF	ARM855		198	BS741176		pg/ml	pg/ml	65	65	EXP13808	134				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282516	ANA60	GROA	ARM855		198	BS741176		pg/ml	pg/ml	24	24	EXP13808	58				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282517	ANA92	HGF	ARM855		198	BS741176		pg/ml	pg/ml	56	56	EXP13808	222				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282518	ANA705	ICAM1	ARM855		198	BS741176		pg/ml	pg/ml	32590	32590	EXP13808	6277				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282519	ANA717	IFNA	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	18				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282520	ANA108	IFNB	ARM855		198	BS741176		pg/ml	pg/ml	33	33	EXP13808	301				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282521	ANA110	IFNG	ARM855		198	BS741176		pg/ml	pg/ml	35	35	EXP13808	58				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282522	ANA118	IL10	ARM855		198	BS741176		pg/ml	pg/ml	0	0	EXP13808	25				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282523	ANA124	IL12P40	ARM855		198	BS741176		pg/ml	pg/ml	21	21	EXP13808	153				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282524	ANA800	IL12P70	ARM855		198	BS741176		pg/ml	pg/ml	15	15	EXP13808	62				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282525	ANA127	IL13	ARM855		198	BS741176		pg/ml	pg/ml	24	24	EXP13808	42				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282526	ANA130	IL15	ARM855		198	BS741176		pg/ml	pg/ml	0	0	EXP13808	27				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282527	ANA801	IL17	ARM855		198	BS741176		pg/ml	pg/ml	9	9	EXP13808	84				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282528	ANA137	IL17F	ARM855		198	BS741176		pg/ml	pg/ml	33	33	EXP13808	151				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282529	ANA142	IL1A	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	20				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282530	ANA143	IL1B	ARM855		198	BS741176		pg/ml	pg/ml	3	3	EXP13808	81				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282531	ANA145	IL1RA	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	15				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282532	ANA148	IL2	ARM855		198	BS741176		pg/ml	pg/ml	154	154	EXP13808	168				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282533	ANA174	IL4	ARM855		198	BS741176		pg/ml	pg/ml	15	15	EXP13808	83				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282534	ANA176	IL5	ARM855		198	BS741176		pg/ml	pg/ml	91	91	EXP13808	129				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282535	ANA178	IL6	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	27				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282536	ANA181	IL7	ARM855		198	BS741176		pg/ml	pg/ml	281	281	EXP13808	291				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282537	ANA72	IL8	ARM855		198	BS741176		pg/ml	pg/ml	4	4	EXP13808	50				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282538	ANA61	IP10	ARM855		198	BS741176		pg/ml	pg/ml	70	70	EXP13808	184				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282539	ANA714	LEPTIN	ARM855		198	BS741176		pg/ml	pg/ml	2422	2422	EXP13808	1077				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282540	ANA190	LIF	ARM855		198	BS741176		pg/ml	pg/ml	19	19	EXP13808	128				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282541	ANA11	MCP1	ARM855		198	BS741176		pg/ml	pg/ml	67	67	EXP13808	485				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282542	ANA28	MCP3	ARM855		198	BS741176		pg/ml	pg/ml	26	26	EXP13808	132				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282543	ANA51	MCSF	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	19				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282544	ANA73	MIG	ARM855		198	BS741176		pg/ml	pg/ml	20	20	EXP13808	191				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282545	ANA20	MIP1A	ARM855		198	BS741176		pg/ml	pg/ml	30	30	EXP13808	215				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282546	ANA24	MIP1B	ARM855		198	BS741176		pg/ml	pg/ml	131	131	EXP13808	700				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282547	ANA699	NGF	ARM855		198	BS741176		pg/ml	pg/ml	90	90	EXP13808	44				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282548	ANA708	PAI1	ARM855		198	BS741176		pg/ml	pg/ml	6577	6577	EXP13808	12437				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282549	ANA202	PDGFBB	ARM855		198	BS741176		pg/ml	pg/ml	1203	1203	EXP13808	728				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282550	ANA27	RANTES	ARM855		198	BS741176		pg/ml	pg/ml	1628	1628	EXP13808	9757				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282551	ANA208	RESISTIN	ARM855		198	BS741176		pg/ml	pg/ml	1719	1719	EXP13808	1835				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282552	ANA186	SCF	ARM855		198	BS741176		pg/ml	pg/ml	9	9	EXP13808	61				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282553	ANA212	TGFA	ARM855		198	BS741176		pg/ml	pg/ml	1	1	EXP13808	48				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282554	ANA213	TGFB	ARM855		198	BS741176		pg/ml	pg/ml	13	13	EXP13808	130				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282555	ANA220	TNFA	ARM855		198	BS741176		pg/ml	pg/ml	10	10	EXP13808	62				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282556	ANA192	TNFB	ARM855		198	BS741176		pg/ml	pg/ml	0	0	EXP13808	23				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282557	ANA237	TRAIL	ARM855		198	BS741176		pg/ml	pg/ml	41	41	EXP13808	200				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282558	ANA702	VCAM1	ARM855		198	BS741176		pg/ml	pg/ml	1810	1810	EXP13808	2672				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282559	ANA709	VEGF	ARM855		198	BS741176		pg/ml	pg/ml	52	52	EXP13808	108				ES805578	EXPSAMPLE	SDY202	14	Days	SUB142483	2883
282560	ANA43	CD40L	ARM855		198	BS741179		pg/ml	pg/ml	851	851	EXP13808	891				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282561		CHEX1	ARM855		198	BS741179		N/A		0		EXP13808	943				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282562		CHEX2	ARM855		198	BS741179		N/A		0		EXP13808	755				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282563		CHEX3	ARM855		198	BS741179		N/A		0		EXP13808	3838				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282564		CHEX4	ARM855		198	BS741179		N/A		0		EXP13808	66				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282565	ANA70	ENA78	ARM855		198	BS741179		pg/ml	pg/ml	1	1	EXP13808	41				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282566	ANA3	EOTAXIN	ARM855		198	BS741179		pg/ml	pg/ml	76	76	EXP13808	506				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282567	ANA86	FASL	ARM855		198	BS741179		pg/ml	pg/ml	17	17	EXP13808	82				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282568	ANA88	FGFB	ARM855		198	BS741179		pg/ml	pg/ml	1	1	EXP13808	30				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282569	ANA56	GCSF	ARM855		198	BS741179		pg/ml	pg/ml	23	23	EXP13808	53				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282570	ANA53	GMCSF	ARM855		198	BS741179		pg/ml	pg/ml	41	41	EXP13808	83				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282571	ANA60	GROA	ARM855		198	BS741179		pg/ml	pg/ml	17	17	EXP13808	45				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282572	ANA92	HGF	ARM855		198	BS741179		pg/ml	pg/ml	179	179	EXP13808	597				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282573	ANA705	ICAM1	ARM855		198	BS741179		pg/ml	pg/ml	9499	9499	EXP13808	3828				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282574	ANA717	IFNA	ARM855		198	BS741179		pg/ml	pg/ml	1	1	EXP13808	17				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282575	ANA108	IFNB	ARM855		198	BS741179		pg/ml	pg/ml	21	21	EXP13808	251				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282576	ANA110	IFNG	ARM855		198	BS741179		pg/ml	pg/ml	17	17	EXP13808	38				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282577	ANA118	IL10	ARM855		198	BS741179		pg/ml	pg/ml	0	0	EXP13808	28				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282578	ANA124	IL12P40	ARM855		198	BS741179		pg/ml	pg/ml	27	27	EXP13808	189				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282579	ANA800	IL12P70	ARM855		198	BS741179		pg/ml	pg/ml	6	6	EXP13808	44				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
282580	ANA127	IL13	ARM855		198	BS741179		pg/ml	pg/ml	10	10	EXP13808	25				ES805585	EXPSAMPLE	SDY202	14	Days	SUB142484	2883
