RESULT_ID	ANALYTE_PREFERRED	ANALYTE_REPORTED	ARM_ACCESSION	ASSAY_GROUP_ID	ASSAY_ID	BIOSAMPLE_ACCESSION	COMMENTS	CONCENTRATION_UNIT_REPORTED	CONCENTRATION_UNIT_PREFERRED	CONCENTRATION_VALUE_REPORTED	CONCENTRATION_VALUE_PREFERRED	EXPERIMENT_ACCESSION	MFI	MFI_COORDINATE	REPOSITORY_ACCESSION	REPOSITORY_NAME	SOURCE_ACCESSION	SOURCE_TYPE	STUDY_ACCESSION	STUDY_TIME_COLLECTED	STUDY_TIME_COLLECTED_UNIT	SUBJECT_ACCESSION	WORKSPACE_ID
263629	ANA202	PDGFBB	ARM856		198	BS736821		pg/ml	pg/ml	1099	1099	EXP13808	659				ES805290	EXPSAMPLE	SDY202	0	Days	SUB120355	2883
263630	ANA27	RANTES	ARM856		198	BS736821		pg/ml	pg/ml	693	693	EXP13808	5762				ES805290	EXPSAMPLE	SDY202	0	Days	SUB120355	2883
263631	ANA208	RESISTIN	ARM856		198	BS736821		pg/ml	pg/ml	2162	2162	EXP13808	2284				ES805290	EXPSAMPLE	SDY202	0	Days	SUB120355	2883
263632	ANA186	SCF	ARM856		198	BS736821		pg/ml	pg/ml	8	8	EXP13808	58				ES805290	EXPSAMPLE	SDY202	0	Days	SUB120355	2883
263633	ANA212	TGFA	ARM856		198	BS736821		pg/ml	pg/ml	1	1	EXP13808	51				ES805290	EXPSAMPLE	SDY202	0	Days	SUB120355	2883
263634	ANA213	TGFB	ARM856		198	BS736821		pg/ml	pg/ml	2	2	EXP13808	85				ES805290	EXPSAMPLE	SDY202	0	Days	SUB120355	2883
263635	ANA220	TNFA	ARM856		198	BS736821		pg/ml	pg/ml	6	6	EXP13808	44				ES805290	EXPSAMPLE	SDY202	0	Days	SUB120355	2883
263636	ANA192	TNFB	ARM856		198	BS736821		pg/ml	pg/ml	0	0	EXP13808	20				ES805290	EXPSAMPLE	SDY202	0	Days	SUB120355	2883
263637	ANA237	TRAIL	ARM856		198	BS736821		pg/ml	pg/ml	42	42	EXP13808	201				ES805290	EXPSAMPLE	SDY202	0	Days	SUB120355	2883
263638	ANA702	VCAM1	ARM856		198	BS736821		pg/ml	pg/ml	5523	5523	EXP13808	6328				ES805290	EXPSAMPLE	SDY202	0	Days	SUB120355	2883
263639	ANA709	VEGF	ARM856		198	BS736821		pg/ml	pg/ml	62	62	EXP13808	122				ES805290	EXPSAMPLE	SDY202	0	Days	SUB120355	2883
263640	ANA43	CD40L	ARM856		198	BS736823		pg/ml	pg/ml	156	156	EXP13808	219				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263641		CHEX1	ARM856		198	BS736823		N/A		0		EXP13808	1062				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263642		CHEX2	ARM856		198	BS736823		N/A		0		EXP13808	889				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263643		CHEX3	ARM856		198	BS736823		N/A		0		EXP13808	3170				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263644		CHEX4	ARM856		198	BS736823		N/A		0		EXP13808	114				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263645	ANA70	ENA78	ARM856		198	BS736823		pg/ml	pg/ml	213	213	EXP13808	76				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263646	ANA3	EOTAXIN	ARM856		198	BS736823		pg/ml	pg/ml	60	60	EXP13808	347				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263647	ANA86	FASL	ARM856		198	BS736823		pg/ml	pg/ml	19	19	EXP13808	88				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263648	ANA88	FGFB	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	21				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263649	ANA56	GCSF	ARM856		198	BS736823		pg/ml	pg/ml	51	51	EXP13808	76				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263650	ANA53	GMCSF	ARM856		198	BS736823		pg/ml	pg/ml	87	87	EXP13808	181				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263651	ANA60	GROA	ARM856		198	BS736823		pg/ml	pg/ml	17	17	EXP13808	46				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263652	ANA92	HGF	ARM856		198	BS736823		pg/ml	pg/ml	94	94	EXP13808	339				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263653	ANA705	ICAM1	ARM856		198	BS736823		pg/ml	pg/ml	7306	7306	EXP13808	3108				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263654	ANA717	IFNA	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	18				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263655	ANA108	IFNB	ARM856		198	BS736823		pg/ml	pg/ml	20	20	EXP13808	246				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263656	ANA110	IFNG	ARM856		198	BS736823		pg/ml	pg/ml	39	39	EXP13808	63				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263657	ANA118	IL10	ARM856		198	BS736823		pg/ml	pg/ml	0	0	EXP13808	30				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263658	ANA124	IL12P40	ARM856		198	BS736823		pg/ml	pg/ml	39	39	EXP13808	264				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263659	ANA800	IL12P70	ARM856		198	BS736823		pg/ml	pg/ml	31	31	EXP13808	94				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263660	ANA127	IL13	ARM856		198	BS736823		pg/ml	pg/ml	34	34	EXP13808	57				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263661	ANA130	IL15	ARM856		198	BS736823		pg/ml	pg/ml	33	33	EXP13808	44				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263662	ANA801	IL17	ARM856		198	BS736823		pg/ml	pg/ml	9	9	EXP13808	81				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263663	ANA137	IL17F	ARM856		198	BS736823		pg/ml	pg/ml	37	37	EXP13808	163				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263664	ANA142	IL1A	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	22				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263665	ANA143	IL1B	ARM856		198	BS736823		pg/ml	pg/ml	7	7	EXP13808	125				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263666	ANA145	IL1RA	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	21				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263667	ANA148	IL2	ARM856		198	BS736823		pg/ml	pg/ml	150	150	EXP13808	164				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263668	ANA174	IL4	ARM856		198	BS736823		pg/ml	pg/ml	23	23	EXP13808	115				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263669	ANA176	IL5	ARM856		198	BS736823		pg/ml	pg/ml	122	122	EXP13808	164				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263670	ANA178	IL6	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	27				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263671	ANA181	IL7	ARM856		198	BS736823		pg/ml	pg/ml	260	260	EXP13808	269				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263672	ANA72	IL8	ARM856		198	BS736823		pg/ml	pg/ml	3	3	EXP13808	34				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263673	ANA61	IP10	ARM856		198	BS736823		pg/ml	pg/ml	51	51	EXP13808	125				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263674	ANA714	LEPTIN	ARM856		198	BS736823		pg/ml	pg/ml	3921	3921	EXP13808	2029				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263675	ANA190	LIF	ARM856		198	BS736823		pg/ml	pg/ml	24	24	EXP13808	156				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263676	ANA11	MCP1	ARM856		198	BS736823		pg/ml	pg/ml	56	56	EXP13808	356				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263677	ANA28	MCP3	ARM856		198	BS736823		pg/ml	pg/ml	50	50	EXP13808	166				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263678	ANA51	MCSF	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	15				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263679	ANA73	MIG	ARM856		198	BS736823		pg/ml	pg/ml	27	27	EXP13808	223				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263680	ANA20	MIP1A	ARM856		198	BS736823		pg/ml	pg/ml	22	22	EXP13808	166				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263681	ANA24	MIP1B	ARM856		198	BS736823		pg/ml	pg/ml	63	63	EXP13808	242				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263682	ANA699	NGF	ARM856		198	BS736823		pg/ml	pg/ml	124	124	EXP13808	58				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263683	ANA708	PAI1	ARM856		198	BS736823		pg/ml	pg/ml	4300	4300	EXP13808	11050				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263684	ANA202	PDGFBB	ARM856		198	BS736823		pg/ml	pg/ml	1567	1567	EXP13808	976				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263685	ANA27	RANTES	ARM856		198	BS736823		pg/ml	pg/ml	1632	1632	EXP13808	9768				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263686	ANA208	RESISTIN	ARM856		198	BS736823		pg/ml	pg/ml	1248	1248	EXP13808	1358				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263687	ANA186	SCF	ARM856		198	BS736823		pg/ml	pg/ml	9	9	EXP13808	61				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263688	ANA212	TGFA	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	52				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263689	ANA213	TGFB	ARM856		198	BS736823		pg/ml	pg/ml	16	16	EXP13808	141				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263690	ANA220	TNFA	ARM856		198	BS736823		pg/ml	pg/ml	8	8	EXP13808	54				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263691	ANA192	TNFB	ARM856		198	BS736823		pg/ml	pg/ml	0	0	EXP13808	13				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263692	ANA237	TRAIL	ARM856		198	BS736823		pg/ml	pg/ml	66	66	EXP13808	264				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263693	ANA702	VCAM1	ARM856		198	BS736823		pg/ml	pg/ml	4165	4165	EXP13808	5231				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263694	ANA709	VEGF	ARM856		198	BS736823		pg/ml	pg/ml	79	79	EXP13808	146				ES805295	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263695	ANA43	CD40L	ARM856		198	BS736823		pg/ml	pg/ml	148	148	EXP13808	211				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263696		CHEX1	ARM856		198	BS736823		N/A		0		EXP13808	1106				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263697		CHEX2	ARM856		198	BS736823		N/A		0		EXP13808	831				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263698		CHEX3	ARM856		198	BS736823		N/A		0		EXP13808	3248				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263699		CHEX4	ARM856		198	BS736823		N/A		0		EXP13808	104				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263700	ANA70	ENA78	ARM856		198	BS736823		pg/ml	pg/ml	195	195	EXP13808	72				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263701	ANA3	EOTAXIN	ARM856		198	BS736823		pg/ml	pg/ml	56	56	EXP13808	317				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263702	ANA86	FASL	ARM856		198	BS736823		pg/ml	pg/ml	21	21	EXP13808	95				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263703	ANA88	FGFB	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	23				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263704	ANA56	GCSF	ARM856		198	BS736823		pg/ml	pg/ml	52	52	EXP13808	77				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263705	ANA53	GMCSF	ARM856		198	BS736823		pg/ml	pg/ml	87	87	EXP13808	181				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263706	ANA60	GROA	ARM856		198	BS736823		pg/ml	pg/ml	17	17	EXP13808	45				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263707	ANA92	HGF	ARM856		198	BS736823		pg/ml	pg/ml	84	84	EXP13808	309				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263708	ANA705	ICAM1	ARM856		198	BS736823		pg/ml	pg/ml	7394	7394	EXP13808	3139				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263709	ANA717	IFNA	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	18				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263710	ANA108	IFNB	ARM856		198	BS736823		pg/ml	pg/ml	20	20	EXP13808	249				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263711	ANA110	IFNG	ARM856		198	BS736823		pg/ml	pg/ml	34	34	EXP13808	57				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263712	ANA118	IL10	ARM856		198	BS736823		pg/ml	pg/ml	0	0	EXP13808	28				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263713	ANA124	IL12P40	ARM856		198	BS736823		pg/ml	pg/ml	35	35	EXP13808	240				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263714	ANA800	IL12P70	ARM856		198	BS736823		pg/ml	pg/ml	26	26	EXP13808	86				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263715	ANA127	IL13	ARM856		198	BS736823		pg/ml	pg/ml	31	31	EXP13808	53				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263716	ANA130	IL15	ARM856		198	BS736823		pg/ml	pg/ml	26	26	EXP13808	40				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263717	ANA801	IL17	ARM856		198	BS736823		pg/ml	pg/ml	8	8	EXP13808	75				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263718	ANA137	IL17F	ARM856		198	BS736823		pg/ml	pg/ml	37	37	EXP13808	163				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263719	ANA142	IL1A	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	22				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263720	ANA143	IL1B	ARM856		198	BS736823		pg/ml	pg/ml	6	6	EXP13808	111				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263721	ANA145	IL1RA	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	26				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263722	ANA148	IL2	ARM856		198	BS736823		pg/ml	pg/ml	156	156	EXP13808	170				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263723	ANA174	IL4	ARM856		198	BS736823		pg/ml	pg/ml	20	20	EXP13808	102				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263724	ANA176	IL5	ARM856		198	BS736823		pg/ml	pg/ml	95	95	EXP13808	134				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263725	ANA178	IL6	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	26				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263726	ANA181	IL7	ARM856		198	BS736823		pg/ml	pg/ml	276	276	EXP13808	285				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263727	ANA72	IL8	ARM856		198	BS736823		pg/ml	pg/ml	2	2	EXP13808	32				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263728	ANA61	IP10	ARM856		198	BS736823		pg/ml	pg/ml	50	50	EXP13808	121				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263729	ANA714	LEPTIN	ARM856		198	BS736823		pg/ml	pg/ml	3791	3791	EXP13808	1944				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263730	ANA190	LIF	ARM856		198	BS736823		pg/ml	pg/ml	22	22	EXP13808	150				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263731	ANA11	MCP1	ARM856		198	BS736823		pg/ml	pg/ml	57	57	EXP13808	371				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263732	ANA28	MCP3	ARM856		198	BS736823		pg/ml	pg/ml	49	49	EXP13808	165				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263733	ANA51	MCSF	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	15				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263734	ANA73	MIG	ARM856		198	BS736823		pg/ml	pg/ml	27	27	EXP13808	221				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263735	ANA20	MIP1A	ARM856		198	BS736823		pg/ml	pg/ml	19	19	EXP13808	150				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263736	ANA24	MIP1B	ARM856		198	BS736823		pg/ml	pg/ml	60	60	EXP13808	225				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263737	ANA699	NGF	ARM856		198	BS736823		pg/ml	pg/ml	135	135	EXP13808	63				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263738	ANA708	PAI1	ARM856		198	BS736823		pg/ml	pg/ml	3958	3958	EXP13808	10741				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263739	ANA202	PDGFBB	ARM856		198	BS736823		pg/ml	pg/ml	1496	1496	EXP13808	927				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263740	ANA27	RANTES	ARM856		198	BS736823		pg/ml	pg/ml	1431	1431	EXP13808	9157				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263741	ANA208	RESISTIN	ARM856		198	BS736823		pg/ml	pg/ml	1241	1241	EXP13808	1351				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263742	ANA186	SCF	ARM856		198	BS736823		pg/ml	pg/ml	8	8	EXP13808	58				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263743	ANA212	TGFA	ARM856		198	BS736823		pg/ml	pg/ml	1	1	EXP13808	50				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263744	ANA213	TGFB	ARM856		198	BS736823		pg/ml	pg/ml	15	15	EXP13808	139				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263745	ANA220	TNFA	ARM856		198	BS736823		pg/ml	pg/ml	7	7	EXP13808	49				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263746	ANA192	TNFB	ARM856		198	BS736823		pg/ml	pg/ml	0	0	EXP13808	13				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263747	ANA237	TRAIL	ARM856		198	BS736823		pg/ml	pg/ml	59	59	EXP13808	246				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263748	ANA702	VCAM1	ARM856		198	BS736823		pg/ml	pg/ml	4127	4127	EXP13808	5197				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263749	ANA709	VEGF	ARM856		198	BS736823		pg/ml	pg/ml	65	65	EXP13808	127				ES805296	EXPSAMPLE	SDY202	0	Days	SUB120356	2883
263750	ANA43	CD40L	ARM856		198	BS736825		pg/ml	pg/ml	196	196	EXP13808	258				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263751		CHEX1	ARM856		198	BS736825		N/A		0		EXP13808	949				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263752		CHEX2	ARM856		198	BS736825		N/A		0		EXP13808	660				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263753		CHEX3	ARM856		198	BS736825		N/A		0		EXP13808	3354				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263754		CHEX4	ARM856		198	BS736825		N/A		0		EXP13808	109				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263755	ANA70	ENA78	ARM856		198	BS736825		pg/ml	pg/ml	57	57	EXP13808	47				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263756	ANA3	EOTAXIN	ARM856		198	BS736825		pg/ml	pg/ml	167	167	EXP13808	1637				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263757	ANA86	FASL	ARM856		198	BS736825		pg/ml	pg/ml	22	22	EXP13808	97				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263758	ANA88	FGFB	ARM856		198	BS736825		pg/ml	pg/ml	1	1	EXP13808	33				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263759	ANA56	GCSF	ARM856		198	BS736825		pg/ml	pg/ml	1	1	EXP13808	36				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263760	ANA53	GMCSF	ARM856		198	BS736825		pg/ml	pg/ml	73	73	EXP13808	150				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263761	ANA60	GROA	ARM856		198	BS736825		pg/ml	pg/ml	27	27	EXP13808	63				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263762	ANA92	HGF	ARM856		198	BS736825		pg/ml	pg/ml	111	111	EXP13808	390				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263763	ANA705	ICAM1	ARM856		198	BS736825		pg/ml	pg/ml	14515	14515	EXP13808	4963				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263764	ANA717	IFNA	ARM856		198	BS736825		pg/ml	pg/ml	1	1	EXP13808	19				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263765	ANA108	IFNB	ARM856		198	BS736825		pg/ml	pg/ml	20	20	EXP13808	247				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263766	ANA110	IFNG	ARM856		198	BS736825		pg/ml	pg/ml	36	36	EXP13808	59				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263767	ANA118	IL10	ARM856		198	BS736825		pg/ml	pg/ml	0	0	EXP13808	17				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263768	ANA124	IL12P40	ARM856		198	BS736825		pg/ml	pg/ml	24	24	EXP13808	169				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263769	ANA800	IL12P70	ARM856		198	BS736825		pg/ml	pg/ml	11	11	EXP13808	55				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263770	ANA127	IL13	ARM856		198	BS736825		pg/ml	pg/ml	39	39	EXP13808	68				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263771	ANA130	IL15	ARM856		198	BS736825		pg/ml	pg/ml	0	0	EXP13808	27				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263772	ANA801	IL17	ARM856		198	BS736825		pg/ml	pg/ml	9	9	EXP13808	85				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263773	ANA137	IL17F	ARM856		198	BS736825		pg/ml	pg/ml	41	41	EXP13808	172				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263774	ANA142	IL1A	ARM856		198	BS736825		pg/ml	pg/ml	1	1	EXP13808	26				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263775	ANA143	IL1B	ARM856		198	BS736825		pg/ml	pg/ml	3	3	EXP13808	72				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263776	ANA145	IL1RA	ARM856		198	BS736825		pg/ml	pg/ml	1	1	EXP13808	26				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263777	ANA148	IL2	ARM856		198	BS736825		pg/ml	pg/ml	332	332	EXP13808	363				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263778	ANA174	IL4	ARM856		198	BS736825		pg/ml	pg/ml	16	16	EXP13808	89				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263779	ANA176	IL5	ARM856		198	BS736825		pg/ml	pg/ml	100	100	EXP13808	140				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263780	ANA178	IL6	ARM856		198	BS736825		pg/ml	pg/ml	1	1	EXP13808	22				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263781	ANA181	IL7	ARM856		198	BS736825		pg/ml	pg/ml	340	340	EXP13808	352				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263782	ANA72	IL8	ARM856		198	BS736825		pg/ml	pg/ml	4	4	EXP13808	48				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263783	ANA61	IP10	ARM856		198	BS736825		pg/ml	pg/ml	92	92	EXP13808	266				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263784	ANA714	LEPTIN	ARM856		198	BS736825		pg/ml	pg/ml	834	834	EXP13808	271				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263785	ANA190	LIF	ARM856		198	BS736825		pg/ml	pg/ml	23	23	EXP13808	154				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263786	ANA11	MCP1	ARM856		198	BS736825		pg/ml	pg/ml	74	74	EXP13808	560				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263787	ANA28	MCP3	ARM856		198	BS736825		pg/ml	pg/ml	36	36	EXP13808	145				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263788	ANA51	MCSF	ARM856		198	BS736825		pg/ml	pg/ml	1	1	EXP13808	17				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263789	ANA73	MIG	ARM856		198	BS736825		pg/ml	pg/ml	13	13	EXP13808	156				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263790	ANA20	MIP1A	ARM856		198	BS736825		pg/ml	pg/ml	34	34	EXP13808	234				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263791	ANA24	MIP1B	ARM856		198	BS736825		pg/ml	pg/ml	102	102	EXP13808	488				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263792	ANA699	NGF	ARM856		198	BS736825		pg/ml	pg/ml	120	120	EXP13808	56				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
263793	ANA708	PAI1	ARM856		198	BS736825		pg/ml	pg/ml	4168	4168	EXP13808	10935				ES805301	EXPSAMPLE	SDY202	0	Days	SUB120357	2883
