FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
186766	1		FSC-A		FSC-A
186772	9		407F-A	CD20	CD20
186773	1		FSC-A		FSC-A
186781	7		407A-A	CD38	CD38
186791	9		Alexa700-A	CD4	CD4
186797	11		407E-A	HLA-DRA	HLA-DR
186808	4		PerCP Cy 5-5-A	CD4	CD4
186823	2		SSC-A		SSC-A
186826	11		407D-A		407D-A
186833	11		407D-A		407D-A
186853	7		PE Cy7-A	CCR4	CD194
185707	1		FSC-A		FSC-A
185709	6		PE Cy7-A	FCG3A	CD16
185720	5		PE-A	NCAM1	CD56
185725	8		APC C7-A	CD14	CD14
185726	7		APC-A	IL3RA	CD123
185729	2		SSC-A		SSC-A
185735	1		FSC-A		FSC-A
185754	8		APC C7-A	CD14	CD14
185767	6		PE Cy7-A	FCG3A	CD16
185775	8		APC C7-A	CD14	CD14
185783	11		Alexa700-A	HLA-DRA	HLA DR
185786	1		FSC-A		FSC-A
185790	11		Alexa700-A	HLA-DRA	HLA DR Alexa700-A
186381	8		Alexa 647-A		CD127 Alexa 647-A
186382	10		APC Cy7-A	CD3E	CD3 APC Cy7-A
186388	10		APC Cy7-A	CD3E	CD3 APC Cy7-A
186390	10		APC Cy7-A	CD3E	CD3 APC Cy7-A
186393	13		407A-A	IL2RA	CD25 407A-A
186404	2		SSC-A		SSC-A
186412	8		Alexa 647-A	IL7R	CD127
186469	4		PE Cy7-A	CD24	CD24
186481	5		PE-A	CD38	CD38 PE-A
186483	4		PerCP Cy 5-5-A	CD4	CD4 PerCP Cy 5-5-A
186870	9		407F-A	CD20	CD20
186897	9		Alexa700-A	CD4	CD4
186905	7		PE Cy7-A	CCR4	CD194
186908	12		407F-A	CD28	CD28
186913	3		FITC-A	IGHD	IgD
186931	2		SSC-A		SSC-A
186980	13		407A-A	IL2RA	CD25
186991	8		407E-A	CD19	CD19
185801	6		PE Cy7-A	FCG3A	CD16 PE Cy7-A
185807	6		PE Cy7-A	FCG3A	CD16 PE Cy7-A
185811	9		V450-A	ITAX	CD11C V450-A
185835	5		PE-A	NCAM1	CD56 PE-A
185837	9		V450-A	ITAX	CD11C V450-A
185851	3		FITC-A	CD86	CD86
185857	5		PE-A	NCAM1	CD56
185866	5		PE-A	NCAM1	CD56 PE-A
185876	8		APC C7-A	CD14	CD14 APC C7-A
185880	11		Alexa700-A	HLA-DRA	HLA DR
185881	2		SSC-A		SSC-A
185887	7		APC-A	IL3RA	CD123
185888	5		PE-A	NCAM1	CD56
185890	1		FSC-A		FSC-A
185909	6		PE Cy7-A	FCG3A	CD16
185912	7		APC-A	IL3RA	CD123
185926	2		SSC-A		SSC-A
186486	1		FSC-A		FSC-A
186498	7		PE Cy7-A	CCR4	CD194 PE Cy7-A
186500	5		APC-A	CD27	CD27
186522	5		APC-A	CD27	CD27
186533	2		SSC-A		SSC-A
186540	12		407F-A	CD28	CD28
186588	7		PE Cy7-A	CCR4	CD194
187001	11		407D-A		407D-A
187021	10		APC Cy7-A	CD3E	CD3
187027	6		532D-A	CD38	CD38
187033	12		407F-A	CD28	CD28
187036	5		PE-A	CD38	CD38
187043	12		407F-A	CD28	CD28
187044	12		407F-A	CD28	CD28
187081	5		PE-A	CD38	CD38
187095	13		407A-A	IL2RA	CD25
186603	4		PerCP Cy 5-5-A	CD4	CD4
186623	5		APC-A	CD27	CD27
187217	1		FSC-A		FSC-A
187244	2		FSC-H		FSC-H
187246	13		407B-A	CD4	CD4
187256	3		SSC-A		SSC-A
187259	7		PE Cy7-A	TNF	TNF-a
187273	9		APC Cy7-A	IFNG	IFN-g
187275	4		FITC-A	IL2	IL-2
187284	5		PerCP Cy 5-5-A	PRF1	Perforin
187286	10		407E-A	CD3E	CD3
187291	13		407B-A	CD4	CD4
187109	2		SSC-A		SSC-A
187115	9		407F-A	CD20	CD20
187305	1		FSC-A		FSC-A
187306	9		APC Cy7-A	IFNG	IFN-g
187307	7		PE Cy7-A	TNF	TNF-a PE Cy7-A
186054	1		FSC-A		FSC-A
186056	8		407E-A	CD19	CD19
186065	6		APC Cy7-A	CD3E	CD3
186067	10		PE-A	LEPR	LEPR
186076	6		APC Cy7-A	CD3E	CD3
186084	2		SSC-A		SSC-A
186116	10		APC Cy7-A	CD3E	CD3
186131	5		APC-A	CD27	CD27
187165	9		Alexa700-A	CD4	CD4
187175	9		407F-A	CD20	CD20
187207	2		SSC-A		SSC-A
187754	10		407E-A	CD3E	CD3
187769	6		PE-A	LAMP1	CD107a
187769	11		407F-A	CD8A	CD8
187771	4		FITC-A	IL2	IL-2
187785	1		FSC-A		FSC-A
187795	13		407B-A	CD4	CD4
187800	1		FSC-A		FSC-A
187804	6		PE-A	LAMP1	CD107a
187806	10		407E-A	CD3E	CD3
187816	4		FITC-A	IL2	IL-2
187826	9		APC Cy7-A	IFNG	IFN-g
187831	7		PE Cy7-A	TNF	TNF-a
188212	3		SSC-A		SSC-A
188217	8		Alexa 647-A	CCL4	MIP-1b
188227	2		FSC-H		FSC-H
188233	10		407E-A	CD3E	CD3
188235	12		407A-A	FAS	CD95
188242	7		PE Cy7-A	TNF	TNF-a
188255	6		PE-A	LAMP1	CD107a
188668	11		407F-A	CD8A	CD8
188677	12		407A-A	FAS	CD95
188696	10		407E-A	CD3E	CD3
187851	5		PerCP Cy 5-5-A	PRF1	Perforin
187852	10		407E-A	CD3E	CD3
188274	2		FSC-H		FSC-H
188279	12		407A-A	FAS	CD95
188283	5		PerCP Cy 5-5-A	PRF1	Perforin
188290	4		FITC-A	IL2	IL-2
188291	9		APC Cy7-A	IFNG	IFN-g
188301	3		SSC-A		SSC-A
188703	12		407A-A	FAS	CD95
188704	12		407A-A	FAS	CD95
188719	13		407B-A	CD4	CD4
188731	10		407E-A	CD3E	CD3
188741	8		Alexa 647-A	CCL4	MIP-1b
188756	11		407F-A	CD8A	CD8
188775	10		407E-A	CD3E	CD3
188779	12		407A-A	FAS	CD95
188780	12		407A-A	FAS	CD95
187855	9		APC Cy7-A	IFNG	IFN-g
187865	9		APC Cy7-A	IFNG	IFN-g
187884	7		PE Cy7-A	TNF	TNF-a
187892	8		Alexa 647-A	CCL4	MIP-1b
187896	1		FSC-A		FSC-A
187905	8		Alexa 647-A	CCL4	MIP-1b
187906	1		FSC-A		FSC-A
187910	7		PE Cy7-A	TNF	TNF-a
187916	1		FSC-A		FSC-A
187931	8		Alexa 647-A	CCL4	MIP-1b
187933	6		PE-A	LAMP1	CD107a
187934	14		Time		Time
187941	5		PerCP Cy 5-5-A	PRF1	Perforin
188324	1		FSC-A		FSC-A
188338	8		Alexa 647-A	CCL4	MIP-1b
188344	4		FITC-A	IL2	IL-2
188373	7		PE Cy7-A	TNF	TNF-a
188379	7		PE Cy7-A	TNF	TNF-a
188385	5		PerCP Cy 5-5-A	PRF1	Perforin
188806	3		SSC-A		SSC-A
188813	8		Alexa 647-A	CCL4	MIP-1b
188826	13		407B-A	CD4	CD4
188827	1		FSC-A		FSC-A
188828	12		407A-A	FAS	CD95
188832	6		PE-A	LAMP1	CD107a
188832	11		407F-A	CD8A	CD8
188836	7		PE Cy7-A	TNF	TNF-a
188852	6		PE-A	LAMP1	CD107a
188781	1		FSC-A		FSC-A
188783	9		APC Cy7-A	IFNG	IFN-g
188785	10		407E-A	CD3E	CD3
188793	9		APC Cy7-A	IFNG	IFN-g
188797	13		407B-A	CD4	CD4
188803	12		407A-A	FAS	CD95
187962	2		FSC-H		FSC-H
188420	3		SSC-A		SSC-A
188422	5		PerCP Cy 5-5-A	PRF1	Perforin
188433	13		407A-A	IL2RA	CD25
187973	2		FSC-H		FSC-H
187995	5		PerCP Cy 5-5-A	PRF1	Perforin
188010	10		407E-A	CD3E	CD3
188016	9		APC Cy7-A	IFNG	IFN-g
188029	2		FSC-H		FSC-H
188038	11		407F-A	CD8A	CD8
188041	2		FSC-H		FSC-H
188048	4		FITC-A	IL2	IL-2
188450	2		SSC-A		SSC-A
188483	10		APC Cy7-A	CD3E	CD3
188068	6		PE-A	LAMP1	CD107a
188068	11		407F-A	CD8A	CD8
188505	8		407E-A	CD19	CD19
188521	10		407E-A	CD3E	CD3
188528	13		407B-A	CD4	CD4
188542	7		PE Cy7-A	TNF	TNF-a
188548	6		PE-A	LAMP1	CD107a
188548	11		407F-A	CD8A	CD8
188553	9		APC Cy7-A	IFNG	IFN-g
188555	3		SSC-A		SSC-A
187643	1		FSC-A		FSC-A
187647	4		FITC-A	IL2	IL-2
187650	4		FITC-A	IL2	IL-2
187656	4		FITC-A	IL2	IL-2
187662	3		SSC-A		SSC-A
187685	7		PE Cy7-A	TNF	TNF-a
187693	11		407F-A	CD8A	CD8
187701	13		407B-A	CD4	CD4
188083	5		PerCP Cy 5-5-A	PRF1	Perforin
188089	7		PE Cy7-A	TNF	TNF-a
188095	2		FSC-H		FSC-H
188100	6		PE-A	LAMP1	CD107a
188109	12		407A-A	FAS	CD95
188111	4		FITC-A	IL2	IL-2
188116	11		407F-A	CD8A	CD8
188123	9		APC Cy7-A	IFNG	IFN-g
188134	1		FSC-A		FSC-A
188135	5		PerCP Cy 5-5-A	PRF1	Perforin
188150	11		407F-A	CD8A	CD8
188156	2		FSC-H		FSC-H
188565	6		PE-A	LAMP1	CD107a
188585	6		PE-A	LAMP1	CD107a
188586	2		FSC-H		FSC-H
188598	13		407B-A	CD4	CD4
187731	9		APC Cy7-A	IFNG	IFN-g
187738	3		SSC-A		SSC-A
188165	3		SSC-A		SSC-A
188171	5		PerCP Cy 5-5-A	PRF1	Perforin
188195	7		PE Cy7-A	TNF	TNF-a
188196	10		407E-A	CD3E	CD3
188599	4		FITC-A	IL2	IL-2
188605	8		Alexa 647-A	CCL4	MIP-1b
188611	9		APC Cy7-A	IFNG	IFN-g
188616	8		Alexa 647-A	CCL4	MIP-1b
188618	4		FITC-A	IL2	IL-2
188635	6		PE-A	LAMP1	CD107a
188647	13		407B-A	CD4	CD4
188657	11		407F-A	CD8A	CD8
188659	11		407F-A	CD8A	CD8
188661	2		FSC-H		FSC-H
187436	5		PerCP Cy 5-5-A	PRF1	Perforin
187448	9		APC Cy7-A	IFNG	IFN-g
187455	7		PE Cy7-A	TNF	TNF-a PE Cy7-A
187470	3		SSC-A		SSC-A
187496	8		Alexa 647-A	CCL4	MIP-1b
187502	10		407E-A	CD3E	CD3
187507	4		FITC-A	IL2	IL-2 FITC-A
187523	9		APC Cy7-A	IFNG	IFN-g
187526	2		FSC-H		FSC-H
187534	9		APC Cy7-A	IFNG	IFN-g
187536	3		SSC-A		SSC-A
187549	10		407E-A	CD3E	CD3
187553	5		PerCP Cy 5-5-A	PRF1	Perforin
187568	8		Alexa 647-A	CCL4	MIP-1b
187570	7		PE Cy7-A	TNF	TNF-a
187587	8		Alexa 647-A	CCL4	MIP-1b
187590	7		PE Cy7-A	TNF	TNF-a
187607	4		FITC-A	IL2	IL-2
187610	10		407E-A	CD3E	CD3
187618	6		PE-A	LAMP1	CD107a
187618	11		407F-A	CD8A	CD8
185467	10		407E-A		V500
185470	6		PE Cy7-A		PE Cy7-A
185489	4		PerCP Cy 5-5-A		PerCP Cy 5-5-A
185502	1		FSC-A		FSC-A
185504	10		407E-A	CD3E	CD3
185512	2		SSC-A		SSC-A
185516	3		FITC-A	CD86	CD86
185549	1		FSC-A		FSC-A
185553	8		APC C7-A	CD14	CD14
185565	2		SSC-A		SSC-A
185575	8		APC C7-A	CD14	CD14
185610	3		FITC-A	CD86	CD86
185611	4		PerCP Cy 5-5-A	CD20	CD20
185624	10		407E-A	CD3E	CD3
185626	4		PerCP Cy 5-5-A	CD20	CD20
185629	10		407E-A	CD3E	CD3
185647	10		407E-A	CD3E	CD3
185658	10		407E-A	CD3E	CD3
185660	6		PE Cy7-A	FCG3A	CD16
185664	3		FITC-A	CD86	CD86
186923	9		407F-A	CD20	CD20
186925	11		407E-A	HLA-DRA	HLA-DR 407E-A
186933	8		Alexa 647-A		CD127 Alexa 647-A
187364	5		PerCP Cy 5-5-A	PRF1	Perforin
187366	10		407E-A	CD3E	CD3
187368	5		PerCP Cy 5-5-A	PRF1	Perforin
187370	5		PerCP Cy 5-5-A	PRF1	Perforin
187396	4		FITC-A	IL2	IL-2
187417	8		Alexa 647-A	CCL4	MIP-1b Alexa 647-A
186471	2		SSC-A		SSC-A
186473	3		FITC-A	PTPRC	CD45RO FITC-A
186474	2		SSC-A		SSC-A
186490	7		PE Cy7-A	CCR4	CD194 PE Cy7-A
186495	7		PE Cy7-A	CCR4	CD194 PE Cy7-A
186514	8		407E-A	CD19	CD19
186542	7		PE Cy7-A	CCR4	CD194
186551	11		407E-A	HLA-DRA	HLA-DR
186554	8		Alexa 647-A	IL7R	CD127
186955	5		PE-A	CD38	CD38
186960	11		407E-A	HLA-DRA	HLA-DR
186965	12		407F-A	CD28	CD28
186974	2		SSC-A		SSC-A
187004	7		407A-A	CD38	CD38
187009	8		407E-A	CD19	CD19
187013	8		407E-A	CD19	CD19
188601	3		SSC-A		SSC-A
188610	11		407F-A	CD8A	CD8
188611	8		Alexa 647-A	CCL4	MIP-1b
188617	3		SSC-A		SSC-A
188620	12		407A-A	FAS	CD95
187424	4		FITC-A	IL2	IL-2
187438	9		APC Cy7-A	IFNG	IFN-g
187440	8		Alexa 647-A	CCL4	MIP-1b
188156	1		FSC-A		FSC-A
188157	10		407E-A	CD3E	CD3
188160	9		APC Cy7-A	IFNG	IFN-g
188163	12		407A-A	FAS	CD95
188167	2		FSC-H		FSC-H
188188	1		FSC-A		FSC-A
188223	1		FSC-A		FSC-A
188230	1		FSC-A		FSC-A
188250	8		Alexa 647-A	CCL4	MIP-1b
188261	10		407E-A	CD3E	CD3
188642	2		FSC-H		FSC-H
188652	8		Alexa 647-A	CCL4	MIP-1b
188657	10		407E-A	CD3E	CD3
188674	9		APC Cy7-A	IFNG	IFN-g
188679	9		APC Cy7-A	IFNG	IFN-g
185679	10		407E-A	CD3E	CD3 407E-A
185680	3		FITC-A		CD86 FITC-A
185694	4		PerCP Cy 5-5-A	CD20	CD20 PerCP Cy 5-5-A
185700	1		FSC-A		FSC-A
185745	6		PE Cy7-A	FCG3A	CD16
186574	3		FITC-A	IGHD	IgD
187029	4		PerCP Cy 5-5-A	CD4	CD4
187035	11		407E-A	HLA-DRA	HLA-DR
187053	6		APC Cy7-A	CD3E	CD3
187053	11		407D-A		407D-A
185751	8		APC C7-A	CD14	CD14
185772	6		PE Cy7-A	FCG3A	CD16
187463	3		SSC-A		SSC-A
187473	9		APC Cy7-A	IFNG	IFN-g APC Cy7-A
187485	1		FSC-A		FSC-A
187486	9		APC Cy7-A	IFNG	IFN-g
187489	9		APC Cy7-A	IFNG	IFN-g APC Cy7-A
187499	2		FSC-H		FSC-H
187505	13		407B-A	CD4	CD4 407B-A
187508	6		PE-A	LAMP1	CD107a
187511	2		FSC-H		FSC-H
187512	6		PE-A	LAMP1	CD107a
187514	6		PE-A	LAMP1	CD107a
186594	10		APC Cy7-A	CD3E	CD3
186599	2		SSC-A		SSC-A
186620	10		PE-A	LEPR	LEPR
186635	4		PE Cy7-A	CD24	CD24
186640	2		SSC-A		SSC-A
186643	1		FSC-A		FSC-A
186655	6		532D-A	CD38	CD38
186655	11		407E-A	HLA-DRA	HLA-DR
186689	5		APC-A	CD27	CD27
187070	1		FSC-A		FSC-A
187084	5		PE-A	CD38	CD38
187085	8		Alexa 647-A	IL7R	CD127
187088	5		PE-A	CD38	CD38
187099	1		FSC-A		FSC-A
187102	8		Alexa 647-A	IL7R	CD127
187104	3		FITC-A	PTPRC	CD45RO
187120	9		407F-A	CD20	CD20
187132	2		SSC-A		SSC-A
188700	11		407F-A	CD8A	CD8
188730	11		407F-A	CD8A	CD8
187523	8		Alexa 647-A	CCL4	MIP-1b
187527	11		407F-A	CD8A	CD8
187540	13		407B-A	CD4	CD4
186136	2		SSC-A		SSC-A
186138	8		Alexa 647-A	IL7R	CD127
186139	5		PE-A	CD38	CD38
186167	7		407A-A	CD38	CD38
186179	9		407F-A	CD20	CD20
186184	9		407F-A	CD20	CD20
186195	2		SSC-A		SSC-A
186199	5		APC-A	CD27	CD27
188289	8		Alexa 647-A	CCL4	MIP-1b
188291	8		Alexa 647-A	CCL4	MIP-1b
188301	13		407B-A	CD4	CD4
188334	7		PE Cy7-A	TNF	TNF-a
188336	9		APC Cy7-A	IFNG	IFN-g
188750	6		PE-A	LAMP1	CD107a
188760	3		SSC-A		SSC-A
188781	6		PE-A	LAMP1	CD107a
188788	6		PE-A	LAMP1	CD107a
188790	11		407F-A	CD8A	CD8
186208	8		Alexa 647-A	IL7R	CD127
186218	10		APC Cy7-A	CD3E	CD3
186228	7		PE Cy7-A	CCR4	CD194
187877	13		407B-A	CD4	CD4
187882	8		Alexa 647-A	CCL4	MIP-1b
187899	2		FSC-H		FSC-H
187904	4		FITC-A	IL2	IL-2
187912	6		PE-A	LAMP1	CD107a
187912	11		407F-A	CD8A	CD8
187920	12		407A-A	FAS	CD95
185782	10		407E-A	CD3E	CD3
185793	8		APC C7-A	CD14	CD14 APC C7-A
185797	3		FITC-A		CD86 FITC-A
185819	1		FSC-A		FSC-A
185820	4		PerCP Cy 5-5-A	CD20	CD20 PerCP Cy 5-5-A
185829	2		SSC-A		SSC-A
185832	8		APC C7-A	CD14	CD14 APC C7-A
185864	9		V450-A	ITAX	CD11C V450-A
185871	9		V450-A	ITAX	CD11C V450-A
187924	1		FSC-A		FSC-A
187940	8		Alexa 647-A	CCL4	MIP-1b
187942	1		FSC-A		FSC-A
186714	8		Alexa 647-A	IL7R	CD127
187143	3		FITC-A	IGHD	IgD
187162	4		PerCP Cy 5-5-A	CD4	CD4
187185	9		407F-A	CD20	CD20
185881	1		FSC-A		FSC-A
185886	3		FITC-A	CD86	CD86
185889	8		APC C7-A	CD14	CD14
185895	8		APC C7-A	CD14	CD14
187550	8		Alexa 647-A	CCL4	MIP-1b
187560	13		407B-A	CD4	CD4
187586	1		FSC-A		FSC-A
187588	2		FSC-H		FSC-H
187597	4		FITC-A	IL2	IL-2
187614	5		PerCP Cy 5-5-A	PRF1	Perforin
187624	12		407A-A	FAS	CD95
186718	11		407E-A	HLA-DRA	HLA-DR
186735	6		APC Cy7-A	CD3E	CD3
186736	11		407D-A		407D-A
186738	2		SSC-A		SSC-A
186773	11		407D-A		407D-A
188376	2		FSC-H		FSC-H
188380	12		407A-A	FAS	CD95
188382	11		407F-A	CD8A	CD8
187205	10		APC Cy7-A	CD3E	CD3 APC Cy7-A
187208	3		FITC-A	PTPRC	CD45RO FITC-A
187212	9		Alexa700-A	CD4	CD4 Alexa700-A
187213	7		PE Cy7-A	CCR4	CD194 PE Cy7-A
187231	4		PE Cy7-A	CD24	CD24
188821	8		Alexa 647-A	CCL4	MIP-1b
188822	3		SSC-A		SSC-A
188840	5		PerCP Cy 5-5-A	PRF1	Perforin
186236	2		SSC-A		SSC-A
186239	1		FSC-A		FSC-A
186275	8		407E-A	CD19	CD19
186281	10		PE-A	LEPR	LEPR
186315	8		Alexa 647-A	IL7R	CD127
186320	12		407F-A		CD28 407F-A
186322	9		Alexa700-A	CD4	CD4 Alexa700-A
188390	7		PE Cy7-A	TNF	TNF-a
188392	6		PE-A	LAMP1	CD107a
188408	12		407A-A	FAS	CD95
188411	13		407B-A	CD4	CD4
188413	4		FITC-A	IL2	IL-2
188431	11		407E-A	HLA-DRA	HLA-DR
188432	8		Alexa 647-A	IL7R	CD127
188446	1		FSC-A		FSC-A
188465	8		407E-A	CD19	CD19
188469	11		407D-A		407D-A
188478	10		APC Cy7-A	CD3E	CD3
186331	10		APC Cy7-A	CD3E	CD3
186333	3		FITC-A	PTPRC	CD45RO
186344	9		Alexa700-A	CD4	CD4 Alexa700-A
187945	14		Time		Time
187966	14		Time		Time
187973	14		Time		Time
187978	2		FSC-H		FSC-H
187991	4		FITC-A	IL2	IL-2
187992	4		FITC-A	IL2	IL-2
187995	3		SSC-A		SSC-A
187996	8		Alexa 647-A	CCL4	MIP-1b
188000	13		407B-A	CD4	CD4
188009	2		FSC-H		FSC-H
188015	6		PE-A	LAMP1	CD107a
188019	4		FITC-A	IL2	IL-2
185906	9		V450-A		CD11C
185932	6		PE Cy7-A	FCG3A	CD16 PE Cy7-A
185944	13		407A-A	IL2RA	CD25
185973	3		FITC-A	PTPRC	CD45RO
185987	10		PE-A	LEPR	LEPR
185993	8		407E-A	CD19	CD19
186002	2		SSC-A		SSC-A
188027	10		407E-A	CD3E	CD3
188029	1		FSC-A		FSC-A
186821	7		407A-A	CD38	CD38
187256	13		407B-A	CD4	CD4
187257	2		FSC-H		FSC-H
187267	6		PE-A	LAMP1	CD107a
187276	9		APC Cy7-A	IFNG	IFN-g
187279	12		407A-A	FAS	CD95
187281	11		407F-A	CD8A	CD8
187287	10		407E-A	CD3E	CD3
187290	2		FSC-H		FSC-H
187305	11		407F-A	CD8A	CD8 407F-A
187658	6		PE-A	LAMP1	CD107a
187673	5		PerCP Cy 5-5-A	PRF1	Perforin
187675	13		407B-A	CD4	CD4
187678	13		407B-A	CD4	CD4
187693	10		407E-A	CD3E	CD3
187720	11		407F-A	CD8A	CD8
187729	8		Alexa 647-A	CCL4	MIP-1b
187739	2		FSC-H		FSC-H
186854	3		FITC-A	PTPRC	CD45RO
186864	6		532D-A	CD38	CD38
186886	9		407F-A	CD20	CD20
186900	2		SSC-A		SSC-A
186914	2		SSC-A		SSC-A
188495	3		FITC-A	PTPRC	CD45RO
188498	1		FSC-A		FSC-A
188504	5		APC-A	CD27	CD27
187333	1		FSC-A		FSC-A
186355	2		SSC-A		SSC-A
186357	5		PE-A	CD38	CD38 PE-A
186363	5		PE-A	CD38	CD38 PE-A
186371	6		532D-A	CD38	CD38 532D-A
186378	11		407E-A	HLA-DRA	HLA-DR 407E-A
186392	2		SSC-A		SSC-A
186404	1		FSC-A		FSC-A
186433	3		FITC-A	PTPRC	CD45RO
186436	12		407F-A	CD28	CD28
186443	13		407A-A	IL2RA	CD25
186444	11		407D-A		407D-A
188525	7		PE Cy7-A	TNF	TNF-a
188530	11		407F-A	CD8A	CD8
188538	13		407B-A	CD4	CD4
188568	10		407E-A	CD3E	CD3
188569	3		SSC-A		SSC-A
188572	4		FITC-A	IL2	IL-2
188574	11		407F-A	CD8A	CD8
188590	9		APC Cy7-A	IFNG	IFN-g
188591	11		407F-A	CD8A	CD8
186468	6		APC Cy7-A	CD3E	CD3
188046	4		FITC-A	IL2	IL-2
188047	10		407E-A	CD3E	CD3
188068	10		407E-A	CD3E	CD3
188085	10		407E-A	CD3E	CD3
188096	9		APC Cy7-A	IFNG	IFN-g
188110	12		407A-A	FAS	CD95
188116	10		407E-A	CD3E	CD3
188147	13		407B-A	CD4	CD4
188151	10		407E-A	CD3E	CD3
187756	5		PerCP Cy 5-5-A	PRF1	Perforin
187757	11		407F-A	CD8A	CD8
187777	11		407F-A	CD8A	CD8
187782	5		PerCP Cy 5-5-A	PRF1	Perforin
187800	6		PE-A	LAMP1	CD107a
187807	10		407E-A	CD3E	CD3
187810	3		SSC-A		SSC-A
187819	7		PE Cy7-A	TNF	TNF-a
187821	2		FSC-H		FSC-H
187827	3		SSC-A		SSC-A
187834	2		FSC-H		FSC-H
187840	1		FSC-A		FSC-A
186046	6		532D-A	CD38	CD38
186047	1		FSC-A		FSC-A
186057	4		PE Cy7-A	CD24	CD24
186060	4		PE Cy7-A	CD24	CD24
186070	11		407D-A		407D-A
186073	8		407E-A	CD19	CD19
186077	10		PE-A	LEPR	LEPR
186099	5		PE-A	CD38	CD38
186105	5		PE-A	CD38	CD38
186126	4		PE Cy7-A	CD24	CD24
185588	4		PerCP Cy 5-5-A	CD20	CD20
185593	3		FITC-A	CD86	CD86
185606	10		407E-A	CD3E	CD3
185644	1		FSC-A		FSC-A
185474	8		APC C7-A		APC C7-A
185483	2		SSC-A		SSC-A
185486	7		APC-A		APC-A
185487	9		V450-A		V450-A
185499	6		PE Cy7-A		PE Cy7-A
185507	7		APC-A	IL3RA	CD123
185521	2		SSC-A		SSC-A
185525	7		APC-A	IL3RA	CD123
185542	7		APC-A	IL3RA	CD123
185570	8		APC C7-A	CD14	CD14
185701	11		Alexa700-A	HLA-DRA	HLA DR
185732	8		APC C7-A	CD14	CD14
185735	10		407E-A	CD3E	CD3
188353	9		APC Cy7-A	IFNG	IFN-g
188357	9		APC Cy7-A	IFNG	IFN-g
